snapshot_date,base,quote,rate_per_usd
2026-01-02,usd,cyp,0.49753942
2026-01-02,usd,czk,20.53511543
2026-01-02,usd,dai,1.0000633
2026-01-02,usd,dash,0.023478733
2026-01-02,usd,dcr,0.057999868
2026-01-02,usd,dem,1.66264439
2026-01-02,usd,dfi,907.38984322
2026-01-02,usd,djf,177.97383341
2026-01-02,usd,dkk,6.34924475
2026-01-02,usd,doge,7.90909428
2026-01-02,usd,dop,63.08032293
2026-01-02,usd,dot,0.50306801
2026-01-02,usd,dydx,5.4625412
2026-01-02,usd,dzd,129.51451516
2026-01-02,usd,eek,13.30115511
2026-01-02,usd,egld,0.17088682
2026-01-02,usd,egp,47.66274349
2026-01-02,usd,enj,34.3788103
2026-01-02,usd,eos,6.14416826
2026-01-02,usd,ern,15
2026-01-02,usd,esp,141.44416914
2026-01-02,usd,etb,155.29351701
2026-01-02,usd,etc,0.083626959
2026-01-02,usd,eth,0.00033353856
2026-01-02,usd,eur,0.85009658
2026-01-02,usd,eurc,0.85071452
2026-01-02,usd,fei,1.01289423
2026-01-02,usd,fil,0.67954209
2026-01-02,usd,fim,5.05444472
2026-01-02,usd,fjd,2.2743543
2026-01-02,usd,fkp,0.7412938
2026-01-02,usd,flow,10.45286098
2026-01-02,usd,flr,92.94800801
2026-01-02,usd,frax,1.00712585
2026-01-02,usd,frf,5.57626801
2026-01-02,usd,ftt,2.12597239
2026-01-02,usd,gala,159.38992178
2026-01-02,usd,gbp,0.7412938
2026-01-02,usd,gel,2.69168422
2026-01-02,usd,ggp,0.7412938
2026-01-02,usd,ghc,104646.38007236
2026-01-02,usd,ghs,10.46463801
2026-01-02,usd,gip,0.7412938
2026-01-02,usd,gmd,73.96065216
2026-01-02,usd,gmx,0.12736337
2026-01-02,usd,gnf,8756.11905721
2026-01-02,usd,gno,0.007654874
2026-01-02,usd,grd,289.67040878
2026-01-02,usd,grt,27.98565148
2026-01-02,usd,gt,0.096804034
2026-01-02,usd,gtq,7.66795045
2026-01-02,usd,gusd,1.00096239
2026-01-02,usd,gyd,209.23557176
2026-01-02,usd,hbar,8.77778851
2026-01-02,usd,hkd,7.79009221
2026-01-02,usd,hnl,26.37502003
2026-01-02,usd,hnt,0.65837281
2026-01-02,usd,hot,1977.87971827
2026-01-02,usd,hrk,6.40505266
2026-01-02,usd,ht,8.3602281
2026-01-02,usd,htg,131.4426209
2026-01-02,usd,huf,326.82540404
2026-01-02,usd,icp,0.33385626
2026-01-02,usd,idr,16697.71426799
2026-01-02,usd,iep,0.66950546
2026-01-02,usd,ils,3.17334721
2026-01-02,usd,imp,0.7412938
2026-01-02,usd,imx,4.00318243
2026-01-02,usd,inj,0.22090391
2026-01-02,usd,inr,89.93424676
2026-01-02,usd,iqd,1310.64536969
2026-01-02,usd,irr,41972.51505142
2026-01-02,usd,isk,125.16735035
2026-01-02,usd,itl,1646.01650012
2026-01-02,usd,jep,0.7412938
2026-01-02,usd,jmd,158.96488368
2026-01-02,usd,jod,0.709
2026-01-02,usd,jpy,156.60668752
2026-01-02,usd,kas,22.63695255
2026-01-02,usd,kava,12.7315886
2026-01-02,usd,kcs,0.092623769
2026-01-02,usd,kda,102.84147632
2026-01-02,usd,kes,129.02142434
2026-01-02,usd,kgs,87.41296685
2026-01-02,usd,khr,4010.8373262
2026-01-02,usd,kmf,418.22010052
2026-01-02,usd,knc,4.22745573
2026-01-02,usd,kpw,900.01612943
2026-01-02,usd,krw,1441.9757574
2026-01-02,usd,ksm,0.13266903
2026-01-02,usd,kwd,0.30774403
2026-01-02,usd,kyd,0.82950707
2026-01-02,usd,kzt,507.243912
2026-01-02,usd,lak,21628.06024423
2026-01-02,usd,lbp,89981.77852853
2026-01-02,usd,ldo,1.65435823
2026-01-02,usd,leo,0.10417776
2026-01-02,usd,link,0.079183629
2026-01-02,usd,lkr,309.63904427
2026-01-02,usd,lrc,19.59537621
2026-01-02,usd,lrd,178.43332511
2026-01-02,usd,lsl,16.54379493
2026-01-02,usd,ltc,0.012614026
2026-01-02,usd,ltl,2.93521346
2026-01-02,usd,luf,34.29281093
2026-01-02,usd,luna,10.68669968
2026-01-02,usd,lunc,24815.59088457
2026-01-02,usd,lvl,0.59744787
2026-01-02,usd,lyd,5.4187847
2026-01-02,usd,mad,9.11066396
2026-01-02,usd,mana,7.81225069
2026-01-02,usd,mbx,13.27796839
2026-01-02,usd,mdl,16.80572352
2026-01-02,usd,mga,4591.21343873
2026-01-02,usd,mgf,22956.06719363
2026-01-02,usd,mina,12.63827558
2026-01-02,usd,mkd,52.39519073
2026-01-02,usd,mkr,0.00070229134
2026-01-02,usd,mmk,2099.64784145
2026-01-02,usd,mnt,3559.66718126
2026-01-02,usd,mop,8.02379498
2026-01-02,usd,mro,398.42690769
2026-01-02,usd,mru,39.84269077
2026-01-02,usd,mtl,0.36494646
2026-01-02,usd,mur,46.18689514
2026-01-02,usd,mvr,15.45896996
2026-01-02,usd,mwk,1734.70824793
2026-01-02,usd,mxn,17.97312282
2026-01-02,usd,mxv,2.07413094
2026-01-02,usd,myr,4.05705496
2026-01-02,usd,mzm,63852.07509748
2026-01-02,usd,mzn,63.8520751
2026-01-02,usd,nad,16.54379493
2026-01-02,usd,near,0.60956858
2026-01-02,usd,neo,0.2761644
2026-01-02,usd,nexo,1.1116757
2026-01-02,usd,nft,2840738.58583879
2026-01-02,usd,ngn,1445.05461315
2026-01-02,usd,nio,36.79353499
2026-01-02,usd,nlg,1.87336633
2026-01-02,usd,nok,10.05908492
2026-01-02,usd,npr,143.9622455
2026-01-02,usd,nzd,1.73314307
2026-01-02,usd,okb,0.0090619475
2026-01-02,usd,omr,0.38493726
2026-01-02,usd,one,247.49068061
2026-01-02,usd,op,3.36930491
2026-01-02,usd,ordi,0.22136371
2026-01-02,usd,pab,1
2026-01-02,usd,paxg,0.00022947006
2026-01-02,usd,pen,3.36078125
2026-01-02,usd,pepe,204595.14791585
2026-01-02,usd,pgk,4.31366277
2026-01-02,usd,php,58.89379434
2026-01-02,usd,pi,4.89329189
2026-01-02,usd,pkr,280.09705335
2026-01-02,usd,pln,3.58489594
2026-01-02,usd,pol,9.43264207
2026-01-02,usd,pte,170.42906205
2026-01-02,usd,pyg,6659.25114412
2026-01-02,usd,qar,3.64
2026-01-02,usd,qnt,0.013322111
2026-01-02,usd,qtum,0.75412525
2026-01-02,usd,rol,43321.08493807
2026-01-02,usd,ron,4.33210849
2026-01-02,usd,rpl,0.49896257
2026-01-02,usd,rsd,99.73127795
2026-01-02,usd,rub,78.84841137
2026-01-02,usd,rune,1.7648944
2026-01-02,usd,rvn,133.4928929
2026-01-02,usd,rwf,1456.31479814
2026-01-02,usd,sand,8.55556973
2026-01-02,usd,sar,3.75
2026-01-02,usd,sbd,8.10382963
2026-01-02,usd,scr,15.1650205
2026-01-02,usd,sdd,59962.63767642
2026-01-02,usd,sdg,599.62637676
2026-01-02,usd,sek,9.20214969
2026-01-02,usd,sgd,1.283988
2026-01-02,usd,shib,135470.63909747
2026-01-02,usd,shp,0.7412938
2026-01-02,usd,sit,203.71714383
2026-01-02,usd,skk,25.61000949
2026-01-02,usd,sle,22.82489869
2026-01-02,usd,sll,22824.89868871
2026-01-02,usd,snx,2.24267413
2026-01-02,usd,sol,0.0079377939
2026-01-02,usd,sos,569.24356617
2026-01-02,usd,spl,0.16666667
2026-01-02,usd,srd,38.08475077
2026-01-02,usd,srg,38084.75076951
2026-01-02,usd,ssp,4551.31967254
2026-01-02,usd,std,20959.38620775
2026-01-02,usd,stn,20.95938621
2026-01-02,usd,stx,3.823807
2026-01-02,usd,sui,0.68332307
2026-01-02,usd,svc,8.75
2026-01-02,usd,syp,11056.77738791
2026-01-02,usd,szl,16.54379493
2026-01-02,usd,thb,31.5308899
2026-01-02,usd,theta,3.58827099
2026-01-02,usd,tjs,9.23334959
2026-01-02,usd,tmm,17496.71003652
2026-01-02,usd,tmt,3.49934201
2026-01-02,usd,tnd,2.8835283
2026-01-02,usd,ton,0.59882619
2026-01-02,usd,top,2.39461007
2026-01-02,usd,trl,43021013.82637871
2026-01-02,usd,trx,3.49374928
2026-01-02,usd,try,43.02101383
2026-01-02,usd,ttd,6.7898423
2026-01-02,usd,tusd,1.00275025
2026-01-02,usd,tvd,1.49388636
2026-01-02,usd,twd,31.41340661
2026-01-02,usd,twt,1.14036294
2026-01-02,usd,tzs,2469.63809532
2026-01-02,usd,uah,42.25071357
2026-01-02,usd,ugx,3620.04170354
2026-01-02,usd,uni,0.17452803
2026-01-02,usd,usd,1
2026-01-02,usd,usdc,0.99989072
2026-01-02,usd,usdd,1.00080333
2026-01-02,usd,usdp,1.00064857
2026-01-02,usd,usdt,1.00079289
2026-01-02,usd,uyu,39.06199637
2026-01-02,usd,uzs,12018.33949583
2026-01-02,usd,val,1646.01650012
2026-01-02,usd,veb,29926285239.15154
2026-01-02,usd,ved,299.51647116
2026-01-02,usd,vef,29951647.11598776
2026-01-02,usd,ves,299.51647116
2026-01-02,usd,vet,90.91864054
2026-01-02,usd,vnd,26323.75559108
2026-01-02,usd,vuv,121.04042544
2026-01-02,usd,waves,1.4527749
2026-01-02,usd,wemix,2.75586231
2026-01-02,usd,woo,35.11937249
2026-01-02,usd,wst,2.76017996
2026-01-02,usd,xaf,557.62680069
2026-01-02,usd,xag,0.013721331
2026-01-02,usd,xau,0.0002299733
2026-01-02,usd,xaut,0.00022967578
2026-01-02,usd,xbt,1.12966e-05
2026-01-02,usd,xcd,2.70603101
2026-01-02,usd,xcg,1.80154524
2026-01-02,usd,xch,0.20999286
2026-01-02,usd,xdc,19.4837115
2026-01-02,usd,xdr,0.73002812
2026-01-02,usd,xec,92595.81664822
2026-01-02,usd,xem,818.17684737
2026-01-02,usd,xlm,4.82438647
2026-01-02,usd,xmr,0.0024107538
2026-01-02,usd,xof,557.62680069
2026-01-02,usd,xpd,0.0006120049
2026-01-02,usd,xpf,101.44350567
2026-01-02,usd,xpt,0.0004845207
2026-01-02,usd,xrp,0.53460378
2026-01-02,usd,xtz,1.98827987
2026-01-02,usd,yer,238.39451469
2026-01-02,usd,zar,16.54379493
2026-01-02,usd,zec,0.0019029305
2026-01-02,usd,zil,201.53311864
2026-01-02,usd,zmk,22250.94732365
2026-01-02,usd,zmw,22.25094732
2026-01-02,usd,zwd,361.9
2026-01-02,usd,zwg,25.98620723
2026-01-02,usd,zwl,64932.36486156
2026-09-12,usd,1inch,11.03002976
2026-09-12,usd,aave,0.0079601317
2026-09-12,usd,ada,4.78689747
2026-09-12,usd,aed,3.6725
2026-09-12,usd,afn,65.79988796
2026-09-12,usd,agix,13.83289213
2026-09-12,usd,akt,1.88815188
2026-09-12,usd,algo,10.59693151
2026-09-12,usd,all,79.23907072
2026-09-12,usd,amd,363.03061397
2026-09-12,usd,amp,2251.45313902
2026-09-12,usd,ang,1.79700556
2026-09-12,usd,aoa,918.59410153
2026-09-12,usd,ape,7.39726516
2026-09-12,usd,apt,1.61607187
2026-09-12,usd,ar,0.38055692
2026-09-12,usd,arb,7.09391807
2026-09-12,usd,ars,1508.66040386
2026-09-12,usd,atom,0.61353641
2026-09-12,usd,ats,11.8640517
2026-09-12,usd,aud,1.3945317
2026-09-12,usd,avax,0.13418263
2026-09-12,usd,awg,1.79
2026-09-12,usd,axs,1.07267562
2026-09-12,usd,azm,8499.99889278
2026-09-12,usd,azn,1.69999978
2026-09-12,usd,bake,4570.47338501
2026-09-12,usd,bam,1.6863054
2026-09-12,usd,bat,13.95587652
2026-09-12,usd,bbd,2
2026-09-12,usd,bch,0.0043346284
2026-09-12,usd,bdt,123.36590602
2026-09-12,usd,bef,34.7808303
2026-09-12,usd,bgn,1.6863054
2026-09-12,usd,bhd,0.376
2026-09-12,usd,bif,2950.09037511
2026-09-12,usd,bmd,1
2026-09-12,usd,bnb,0.0013636125
2026-09-12,usd,bnd,1.26681208
2026-09-12,usd,bob,12.04971021
2026-09-12,usd,brl,5.12529627
2026-09-12,usd,bsd,1
2026-09-12,usd,bsv,0.060420607
2026-09-12,usd,bsw,2509.58924892
2026-09-12,usd,btc,1.294799e-05
2026-09-12,usd,btg,2.05981176
2026-09-12,usd,btn,95.60204077
2026-09-12,usd,btt,3071801.65918894
2026-09-12,usd,busd,1.00007882
2026-09-12,usd,bwp,14.02471978
2026-09-12,usd,byn,3.03721207
2026-09-12,usd,byr,19608.87338422
2026-09-12,usd,bzd,2.0146976
2026-09-12,usd,cad,1.38707734
2026-09-12,usd,cake,0.44940776
2026-09-12,usd,cdf,2268.94717209
2026-09-12,usd,celo,12.88144
2026-09-12,usd,cfx,20.68864995
2026-09-12,usd,chf,0.81650508
2026-09-12,usd,chz,66.14249489
2026-09-12,usd,clp,942.37674203
2026-09-12,usd,cnh,6.70757343
2026-09-12,usd,cny,6.70659909
2026-09-12,usd,comp,0.050077553
2026-09-12,usd,cop,3080.92916319
2026-09-12,usd,crc,449.45196195
2026-09-12,usd,cro,17.43955081
2026-09-12,usd,crv,2.97443196
2026-09-12,usd,cspr,344.69140166
2026-09-12,usd,cuc,1.00045315
2026-09-12,usd,cup,26.51199676
2026-09-12,usd,cve,95.07416125
2026-09-12,usd,cvx,0.4833497
2026-09-12,usd,cyp,0.50461988
2026-09-12,usd,czk,20.90199752
2026-09-12,usd,dai,1.00103952
2026-09-12,usd,dash,0.017734408
2026-09-12,usd,dcr,0.062341264
2026-09-12,usd,dem,1.6863054
2026-09-12,usd,dfi,1296.29749987
2026-09-12,usd,djf,178.35879625
2026-09-12,usd,dkk,6.44699915
2026-09-12,usd,doge,11.84942796
2026-09-12,usd,dop,59.09010764
2026-09-12,usd,dot,0.95609367
2026-09-12,usd,dydx,8.63869138
2026-09-12,usd,dzd,133.26394376
2026-09-12,usd,eek,13.49044323
2026-09-12,usd,egld,0.22350928
2026-09-12,usd,egp,51.37524069
2026-09-12,usd,enj,37.77495455
2026-09-12,usd,eos,12.75884093
2026-09-12,usd,ern,15
2026-09-12,usd,esp,143.45705445
2026-09-12,usd,etb,161.08416101
2026-09-12,usd,etc,0.13081122
2026-09-12,usd,eth,0.00039810704
2026-09-12,usd,eur,0.86219426
2026-09-12,usd,eurc,0.86221978
2026-09-12,usd,fei,0.99996777
2026-09-12,usd,fil,1.25472003
2026-09-12,usd,fim,5.12637429
2026-09-12,usd,fjd,2.2129367
2026-09-12,usd,fkp,0.73920731
2026-09-12,usd,flow,35.72074868
2026-09-12,usd,flr,156.58918489
2026-09-12,usd,frax,1.00830372
2026-09-12,usd,frf,5.65562361
2026-09-12,usd,ftt,4.57712535
2026-09-12,usd,gala,586.73496143
2026-09-12,usd,gbp,0.73920731
2026-09-12,usd,gel,2.60160225
2026-09-12,usd,ggp,0.73920731
2026-09-12,usd,ghc,114589.19121152
2026-09-12,usd,ghs,11.45891912
2026-09-12,usd,gip,0.73920731
2026-09-12,usd,gmd,73.46395933
2026-09-12,usd,gmx,0.12701876
2026-09-12,usd,gnf,8784.71902428
2026-09-12,usd,gno,0.0085329745
2026-09-12,usd,grd,293.79269473
2026-09-12,usd,grt,55.49194114
2026-09-12,usd,gt,0.10665031
2026-09-12,usd,gtq,7.63262838
2026-09-12,usd,gusd,1.00176764
2026-09-12,usd,gyd,208.79286176
2026-09-12,usd,hbar,13.4178417
2026-09-12,usd,hkd,7.84281097
2026-09-12,usd,hnl,26.8444722
2026-09-12,usd,hnt,1.9903161
2026-09-12,usd,hot,2581.56004136
2026-09-12,usd,hrk,6.49620267
2026-09-12,usd,ht,26.97857701
2026-09-12,usd,htg,130.64508662
2026-09-12,usd,huf,313.48076538
2026-09-12,usd,icp,0.36035762
2026-09-12,usd,idr,17594.69261749
2026-09-12,usd,iep,0.67903316
2026-09-12,usd,ils,3.02720957
2026-09-12,usd,imp,0.73920731
2026-09-12,usd,imx,8.19972582
2026-09-12,usd,inj,0.16844082
2026-09-12,usd,inr,95.60204077
2026-09-12,usd,iqd,1311.48179662
2026-09-12,usd,irr,1375222.31434714
2026-09-12,usd,isk,120.36647708
2026-09-12,usd,itl,1669.44088339
2026-09-12,usd,jep,0.73920731
2026-09-12,usd,jmd,157.90077087
2026-09-12,usd,jod,0.709
2026-09-12,usd,jpy,153.59611227
2026-09-12,usd,kas,27.42693719
2026-09-12,usd,kava,14.93470518
2026-09-12,usd,kcs,0.14530095
2026-09-12,usd,kda,193.09352575
2026-09-12,usd,kes,129.44047697
2026-09-12,usd,kgs,87.54441322
2026-09-12,usd,khr,4056.09928181
2026-09-12,usd,kmf,424.17177107
2026-09-12,usd,knc,7.49735278
2026-09-12,usd,kpw,900.40774525
2026-09-12,usd,krw,1340.91967483
2026-09-12,usd,ksm,0.26482634
2026-09-12,usd,kwd,0.30836488
2026-09-12,usd,kyd,0.83209848
2026-09-12,usd,kzt,450.8012374
2026-09-12,usd,lak,22373.45135125
2026-09-12,usd,lbp,90179.78220582
2026-09-12,usd,ldo,2.66530645
2026-09-12,usd,leo,0.10950448
2026-09-12,usd,link,0.087099513
2026-09-12,usd,lkr,328.60846619
2026-09-12,usd,lrc,115.49520743
2026-09-12,usd,lrd,174.42500079
2026-09-12,usd,lsl,16.13698221
2026-09-12,usd,ltc,0.018534903
2026-09-12,usd,ltl,2.97698435
2026-09-12,usd,luf,34.7808303
2026-09-12,usd,luna,21.5380096
2026-09-12,usd,lunc,19556.26034418
2026-09-12,usd,lvl,0.60595013
2026-09-12,usd,lyd,6.32227601
2026-09-12,usd,mad,9.40575504
2026-09-12,usd,mana,13.68653315
2026-09-12,usd,mbx,40.31058697
2026-09-12,usd,mdl,17.30455908
2026-09-12,usd,mga,4330.21537497
2026-09-12,usd,mgf,21651.07687483
2026-09-12,usd,mina,9.35931371
2026-09-12,usd,mkd,53.04829205
2026-09-12,usd,mkr,0.00068442603
2026-09-12,usd,mmk,2099.54009801
2026-09-12,usd,mnt,3597.66689681
2026-09-12,usd,mop,8.07809529
2026-09-12,usd,mro,399.99080349
2026-09-12,usd,mru,39.99908035
2026-09-12,usd,mtl,0.37014
2026-09-12,usd,mur,46.95154862
2026-09-12,usd,mvr,15.44871304
2026-09-12,usd,mwk,1735.64314831
2026-09-12,usd,mxn,16.97265451
2026-09-12,usd,mxv,1.925229
2026-09-12,usd,myr,4.07029985
2026-09-12,usd,mzm,63833.67327527
2026-09-12,usd,mzn,63.83367328
2026-09-12,usd,nad,16.13698221
2026-09-12,usd,near,0.42016768
2026-09-12,usd,neo,0.45740254
2026-09-12,usd,nexo,1.19690038
2026-09-12,usd,nft,4314035.23817208
2026-09-12,usd,ngn,1326.48001476
2026-09-12,usd,nio,36.57746661
2026-09-12,usd,nlg,1.90002612
2026-09-12,usd,nok,9.29093195
2026-09-12,usd,npr,153.03496676
2026-09-12,usd,nzd,1.72005346
2026-09-12,usd,okb,0.0087198762
2026-09-12,usd,omr,0.38453604
2026-09-12,usd,one,8.61512183
2026-09-12,usd,op,10.39377776
2026-09-12,usd,ordi,0.24595744
2026-09-12,usd,pab,1
2026-09-12,usd,paxg,0.00022978399
2026-09-12,usd,pen,3.35481659
2026-09-12,usd,pepe,299899.21098647
2026-09-12,usd,pgk,4.34218429
2026-09-12,usd,php,62.58087939
2026-09-12,usd,pi,10.57776228
2026-09-12,usd,pkr,277.65680943
2026-09-12,usd,pln,3.72762231
2026-09-12,usd,pol,10.36219652
2026-09-12,usd,pte,172.85443
2026-09-12,usd,pyg,5919.26328433
2026-09-12,usd,qar,3.64
2026-09-12,usd,qnt,0.015586144
2026-09-12,usd,qtum,1.1167798
2026-09-12,usd,rol,45296.91972033
2026-09-12,usd,ron,4.52969197
2026-09-12,usd,rpl,0.5749762
2026-09-12,usd,rsd,101.16319135
2026-09-12,usd,rub,84.19100296
2026-09-12,usd,rune,1.96376749
2026-09-12,usd,rvn,452.12602867
2026-09-12,usd,rwf,1467.00018853
2026-09-12,usd,sand,27.7117642
2026-09-12,usd,sar,3.75
2026-09-12,usd,sbd,8.01280324
2026-09-12,usd,scr,13.77114423
2026-09-12,usd,sdd,60017.01128336
2026-09-12,usd,sdg,600.17011283
2026-09-12,usd,sek,9.69966786
2026-09-12,usd,sgd,1.26681208
2026-09-12,usd,shib,191894.13886864
2026-09-12,usd,shp,0.73920731
2026-09-12,usd,sit,206.61623291
2026-09-12,usd,skk,25.97446433
2026-09-12,usd,sle,22.93999449
2026-09-12,usd,sll,22939.99449439
2026-09-12,usd,snx,4.79337559
2026-09-12,usd,sol,0.0098434856
2026-09-12,usd,sos,553.9926014
2026-09-12,usd,spl,0.16666667
2026-09-12,usd,srd,37.86593528
2026-09-12,usd,srg,37865.93528461
2026-09-12,usd,ssp,5649.25038218
2026-09-12,usd,std,21193.51154507
2026-09-12,usd,stn,21.19351155
2026-09-12,usd,stx,3.843997
2026-09-12,usd,sui,1.37613863
2026-09-12,usd,svc,8.75
2026-09-12,usd,syp,13007.88621958
2026-09-12,usd,szl,16.13698221
2026-09-12,usd,thb,33.07411493
2026-09-12,usd,theta,5.24058829
2026-09-12,usd,tjs,9.24638905
2026-09-12,usd,tmm,17550.03443123
2026-09-12,usd,tmt,3.51000689
2026-09-12,usd,tnd,2.89727321
2026-09-12,usd,top,2.3668833
2026-09-12,usd,trl,48544679.40770614
2026-09-12,usd,trx,2.94625636
2026-09-12,usd,try,48.54467941
2026-09-12,usd,ttd,6.78641629
2026-09-12,usd,tusd,1.00098311
2026-09-12,usd,tvd,1.3945317
2026-09-12,usd,twd,31.58390019
2026-09-12,usd,twt,1.78949312
2026-09-12,usd,tzs,2644.84072367
2026-09-12,usd,uah,44.52156318
2026-09-12,usd,ugx,3866.87874592
2026-09-12,usd,uni,0.16268671
2026-09-12,usd,usd,1
2026-09-12,usd,usdc,1.00055376
2026-09-12,usd,usdd,1.00032316
2026-09-12,usd,usdp,1.0029434
2026-09-12,usd,usdt,1.00062722
2026-09-12,usd,uyu,40.20527424
2026-09-12,usd,uzs,11787.60550699
2026-09-12,usd,val,1669.44088339
2026-09-12,usd,veb,83540432376.14273
2026-09-12,usd,ved,835.40432376
2026-09-12,usd,vef,83540432.37614273
2026-09-12,usd,ves,835.40432376
2026-09-12,usd,vet,135.76438593
2026-09-12,usd,vnd,25834.59887126
2026-09-12,usd,vuv,117.38603027
2026-09-12,usd,waves,3.92817038
2026-09-12,usd,wemix,5.27920739
2026-09-12,usd,woo,88.94601675
2026-09-12,usd,wst,2.73598784
2026-09-12,usd,xaf,565.56236142
2026-09-12,usd,xag,0.015508692
2026-09-12,usd,xau,0.0002299712
2026-09-12,usd,xaut,0.0002300345
2026-09-12,usd,xbt,1.29414e-05
2026-09-12,usd,xcd,2.70248262
2026-09-12,usd,xcg,1.79700556
2026-09-12,usd,xch,0.6732077
2026-09-12,usd,xdc,35.62007642
2026-09-12,usd,xdr,0.72839984
2026-09-12,usd,xec,131338.50683993
2026-09-12,usd,xem,1923.99589061
2026-09-12,usd,xlm,5.52874072
2026-09-12,usd,xmr,0.0018877117
2026-09-12,usd,xof,565.56236142
2026-09-12,usd,xpd,0.0007642367
2026-09-12,usd,xpf,102.88714342
2026-09-12,usd,xpt,0.0005557138
2026-09-12,usd,xrp,0.73355735
2026-09-12,usd,xtz,3.84913888
2026-09-12,usd,yer,237.05276605
2026-09-12,usd,zar,16.13698221
2026-09-12,usd,zec,0.00088223975
2026-09-12,usd,zil,365.64101206
2026-09-12,usd,zmk,19349.91401821
2026-09-12,usd,zmw,19.34991402
2026-09-12,usd,zwd,361.9
2026-09-12,usd,zwg,26.66181221
2026-09-12,usd,zwl,66620.51538001
