repo,metric,period,granularity,value
airbnb/lottie-android,technical_fork,2019-02,month,65.0
airbnb/lottie-android,technical_fork,2019-03,month,84.0
airbnb/lottie-android,technical_fork,2019-04,month,91.0
airbnb/lottie-android,technical_fork,2019-05,month,86.0
airbnb/lottie-android,technical_fork,2019-06,month,75.0
airbnb/lottie-android,technical_fork,2019-07,month,97.0
airbnb/lottie-android,technical_fork,2019-08,month,91.0
airbnb/lottie-android,technical_fork,2019-09,month,90.0
airbnb/lottie-android,technical_fork,2019-10,month,75.0
airbnb/lottie-android,technical_fork,2019-11,month,73.0
airbnb/lottie-android,technical_fork,2019-12,month,61.0
airbnb/lottie-android,technical_fork,2020-01,month,56.0
airbnb/lottie-android,technical_fork,2020-02,month,45.0
airbnb/lottie-android,technical_fork,2020-03,month,59.0
airbnb/lottie-android,technical_fork,2020-04,month,62.0
airbnb/lottie-android,technical_fork,2020-05,month,56.0
airbnb/lottie-android,technical_fork,2020-06,month,65.0
airbnb/lottie-android,technical_fork,2020-07,month,52.0
airbnb/lottie-android,technical_fork,2020-08,month,43.0
airbnb/lottie-android,technical_fork,2020-09,month,37.0
airbnb/lottie-android,technical_fork,2020-10,month,52.0
airbnb/lottie-android,technical_fork,2020-11,month,38.0
airbnb/lottie-android,technical_fork,2020-12,month,45.0
airbnb/lottie-android,technical_fork,2021-01,month,42.0
airbnb/lottie-android,technical_fork,2021-02,month,43.0
airbnb/lottie-android,technical_fork,2021-03,month,46.0
airbnb/lottie-android,technical_fork,2021-04,month,45.0
airbnb/lottie-android,technical_fork,2021-05,month,28.0
airbnb/lottie-android,technical_fork,2021-06,month,36.0
airbnb/lottie-android,technical_fork,2021-07,month,44.0
airbnb/lottie-android,technical_fork,2021-08,month,34.0
airbnb/lottie-android,technical_fork,2021-09,month,38.0
airbnb/lottie-android,technical_fork,2021-10,month,31.0
airbnb/lottie-android,technical_fork,2021-11,month,21.0
airbnb/lottie-android,technical_fork,2021-12,month,32.0
airbnb/lottie-android,technical_fork,2022-01,month,43.0
airbnb/lottie-android,technical_fork,2022-02,month,31.0
airbnb/lottie-android,technical_fork,2022-03,month,34.0
airbnb/lottie-android,technical_fork,2022-04,month,22.0
airbnb/lottie-android,technical_fork,2022-05,month,20.0
airbnb/lottie-android,technical_fork,2022-06,month,13.0
airbnb/lottie-android,technical_fork,2022-07,month,19.0
airbnb/lottie-android,technical_fork,2022-08,month,14.0
airbnb/lottie-android,technical_fork,2022-09,month,24.0
airbnb/lottie-android,technical_fork,2022-10,month,16.0
airbnb/lottie-android,technical_fork,2022-11,month,18.0
airbnb/lottie-android,technical_fork,2022-12,month,11.0
airbnb/lottie-android,technical_fork,2023-01,month,13.0
airbnb/lottie-android,technical_fork,2023-02,month,17.0
airbnb/lottie-android,technical_fork,2023-03,month,22.0
airbnb/lottie-android,technical_fork,2023-04,month,14.0
airbnb/lottie-android,technical_fork,2023-05,month,8.0
airbnb/lottie-android,technical_fork,2023-06,month,11.0
airbnb/lottie-android,technical_fork,2023-07,month,10.0
airbnb/lottie-android,technical_fork,2023-08,month,21.0
airbnb/lottie-android,technical_fork,2023-09,month,15.0
airbnb/lottie-android,technical_fork,2023-10,month,12.0
airbnb/lottie-android,technical_fork,2023-11,month,12.0
airbnb/lottie-android,technical_fork,2023-12,month,14.0
airbnb/lottie-android,technical_fork,2024-01,month,20.0
airbnb/lottie-android,technical_fork,2024-02,month,30.0
airbnb/lottie-android,technical_fork,2024-03,month,18.0
airbnb/lottie-android,technical_fork,2024-04,month,16.0
airbnb/lottie-android,technical_fork,2024-05,month,13.0
airbnb/lottie-android,technical_fork,2024-06,month,13.0
airbnb/lottie-android,technical_fork,2024-07,month,20.0
airbnb/lottie-android,technical_fork,2024-08,month,29.0
airbnb/lottie-android,technical_fork,2024-09,month,7.0
airbnb/lottie-android,technical_fork,2024-10,month,9.0
airbnb/lottie-android,technical_fork,2024-11,month,14.0
airbnb/lottie-android,technical_fork,2024-12,month,15.0
airbnb/lottie-android,technical_fork,2025-01,month,6.0
airbnb/lottie-android,technical_fork,2025-02,month,9.0
airbnb/lottie-android,technical_fork,2025-03,month,11.0
airbnb/lottie-android,technical_fork,2025-04,month,10.0
airbnb/lottie-android,technical_fork,2025-05,month,6.0
airbnb/lottie-android,technical_fork,2025-06,month,3.0
airbnb/lottie-android,technical_fork,2025-07,month,2.0
airbnb/lottie-android,technical_fork,2025-08,month,2.0
airbnb/lottie-android,technical_fork,2025-09,month,5.0
airbnb/lottie-android,technical_fork,2025-12,month,3.0
airbnb/lottie-android,technical_fork,2026-01,month,3.0
airbnb/lottie-android,technical_fork,2026-03,month,1.0
airbnb/lottie-android,technical_fork,2026-04,month,1.0
airbnb/lottie-android,technical_fork,2026-06,month,1.0
airbnb/lottie-android,technical_fork,2021-10-raw,other,12.0
airbnb/lottie-android,technical_fork,2017Q1,quarter,1491.0
airbnb/lottie-android,technical_fork,2017Q2,quarter,472.0
airbnb/lottie-android,technical_fork,2017Q3,quarter,455.0
airbnb/lottie-android,technical_fork,2017Q4,quarter,390.0
airbnb/lottie-android,technical_fork,2018Q1,quarter,374.0
airbnb/lottie-android,technical_fork,2018Q2,quarter,331.0
airbnb/lottie-android,technical_fork,2018Q3,quarter,275.0
airbnb/lottie-android,technical_fork,2018Q4,quarter,221.0
airbnb/lottie-android,technical_fork,2019Q1,quarter,225.0
airbnb/lottie-android,technical_fork,2019Q2,quarter,252.0
airbnb/lottie-android,technical_fork,2019Q3,quarter,278.0
airbnb/lottie-android,technical_fork,2019Q4,quarter,209.0
airbnb/lottie-android,technical_fork,2020Q1,quarter,160.0
airbnb/lottie-android,technical_fork,2020Q2,quarter,183.0
airbnb/lottie-android,technical_fork,2020Q3,quarter,132.0
airbnb/lottie-android,technical_fork,2020Q4,quarter,135.0
airbnb/lottie-android,technical_fork,2021Q1,quarter,131.0
airbnb/lottie-android,technical_fork,2021Q2,quarter,109.0
airbnb/lottie-android,technical_fork,2021Q3,quarter,116.0
airbnb/lottie-android,technical_fork,2021Q4,quarter,65.0
airbnb/lottie-android,technical_fork,2022Q1,quarter,108.0
airbnb/lottie-android,technical_fork,2022Q2,quarter,55.0
airbnb/lottie-android,technical_fork,2022Q3,quarter,57.0
airbnb/lottie-android,technical_fork,2022Q4,quarter,45.0
airbnb/lottie-android,technical_fork,2023Q1,quarter,52.0
airbnb/lottie-android,technical_fork,2023Q2,quarter,33.0
airbnb/lottie-android,technical_fork,2023Q3,quarter,46.0
airbnb/lottie-android,technical_fork,2023Q4,quarter,38.0
airbnb/lottie-android,technical_fork,2024Q1,quarter,68.0
airbnb/lottie-android,technical_fork,2024Q2,quarter,42.0
airbnb/lottie-android,technical_fork,2024Q3,quarter,56.0
airbnb/lottie-android,technical_fork,2024Q4,quarter,38.0
airbnb/lottie-android,technical_fork,2025Q1,quarter,26.0
airbnb/lottie-android,technical_fork,2025Q2,quarter,19.0
airbnb/lottie-android,technical_fork,2025Q3,quarter,9.0
airbnb/lottie-android,technical_fork,2025Q4,quarter,3.0
airbnb/lottie-android,technical_fork,2026Q1,quarter,4.0
airbnb/lottie-android,technical_fork,2026Q2,quarter,2.0
airbnb/lottie-ios,activity,2017,year,1045.06
airbnb/lottie-ios,activity,2018,year,532.89
airbnb/lottie-ios,activity,2019,year,802.3
airbnb/lottie-ios,activity,2020,year,542.19
airbnb/lottie-ios,activity,2021,year,416.61
airbnb/lottie-ios,activity,2022,year,635.37
airbnb/lottie-ios,activity,2023,year,565.77
airbnb/lottie-ios,activity,2024,year,384.02
airbnb/lottie-ios,activity,2025,year,144.47
airbnb/lottie-ios,activity,2026,year,38.27
airbnb/lottie-ios,activity,2017-02,month,233.23
airbnb/lottie-ios,activity,2017-03,month,119.98
airbnb/lottie-ios,activity,2017-04,month,58.98
airbnb/lottie-ios,activity,2017-05,month,56.4
airbnb/lottie-ios,activity,2017-06,month,104.26
airbnb/lottie-ios,activity,2017-07,month,87.8
airbnb/lottie-ios,activity,2017-08,month,119.18
airbnb/lottie-ios,activity,2017-09,month,72.46
airbnb/lottie-ios,activity,2017-10,month,63.57
airbnb/lottie-ios,activity,2017-11,month,89.71
airbnb/lottie-ios,activity,2017-12,month,39.49
airbnb/lottie-ios,activity,2018-01,month,61.66
airbnb/lottie-ios,activity,2018-02,month,47.0
airbnb/lottie-ios,activity,2018-03,month,59.87
airbnb/lottie-ios,activity,2018-04,month,50.94
airbnb/lottie-ios,activity,2018-05,month,45.14
airbnb/lottie-ios,activity,2018-06,month,46.28
airbnb/lottie-ios,activity,2018-07,month,44.91
airbnb/lottie-ios,activity,2018-08,month,33.23
airbnb/lottie-ios,activity,2018-09,month,38.79
airbnb/lottie-ios,activity,2018-10,month,52.63
airbnb/lottie-ios,activity,2018-11,month,28.24
airbnb/lottie-ios,activity,2018-12,month,24.19
airbnb/lottie-ios,activity,2019-01,month,42.38
airbnb/lottie-ios,activity,2019-02,month,21.38
airbnb/lottie-ios,activity,2019-03,month,124.63
airbnb/lottie-ios,activity,2019-04,month,105.89
airbnb/lottie-ios,activity,2019-05,month,86.42
airbnb/lottie-ios,activity,2019-06,month,68.21
airbnb/lottie-ios,activity,2019-07,month,82.97
airbnb/lottie-ios,activity,2019-08,month,45.73
airbnb/lottie-ios,activity,2019-09,month,60.22
airbnb/lottie-ios,activity,2019-10,month,45.93
airbnb/lottie-ios,activity,2019-11,month,78.92
airbnb/lottie-ios,activity,2019-12,month,39.62
airbnb/lottie-ios,activity,2020-01,month,38.76
airbnb/lottie-ios,activity,2020-02,month,31.23
airbnb/lottie-ios,activity,2020-03,month,65.79
airbnb/lottie-ios,activity,2020-04,month,66.14
airbnb/lottie-ios,activity,2020-05,month,53.21
airbnb/lottie-ios,activity,2020-06,month,35.42
airbnb/lottie-ios,activity,2020-07,month,51.53
airbnb/lottie-ios,activity,2020-08,month,42.52
airbnb/lottie-ios,activity,2020-09,month,50.33
airbnb/lottie-ios,activity,2020-10,month,32.82
airbnb/lottie-ios,activity,2020-11,month,51.35
airbnb/lottie-ios,activity,2020-12,month,23.09
airbnb/lottie-ios,activity,2021-01,month,30.96
airbnb/lottie-ios,activity,2021-02,month,29.33
airbnb/lottie-ios,activity,2021-03,month,36.17
airbnb/lottie-ios,activity,2021-04,month,41.21
airbnb/lottie-ios,activity,2021-05,month,51.14
airbnb/lottie-ios,activity,2021-06,month,33.11
airbnb/lottie-ios,activity,2021-07,month,25.95
airbnb/lottie-ios,activity,2021-08,month,26.67
airbnb/lottie-ios,activity,2021-09,month,19.69
airbnb/lottie-ios,activity,2021-10,month,31.0
airbnb/lottie-ios,activity,2021-11,month,28.51
airbnb/lottie-ios,activity,2021-12,month,70.44
airbnb/lottie-ios,activity,2022-01,month,59.66
airbnb/lottie-ios,activity,2022-02,month,44.67
airbnb/lottie-ios,activity,2022-03,month,32.96
airbnb/lottie-ios,activity,2022-04,month,33.75
airbnb/lottie-ios,activity,2022-05,month,44.69
airbnb/lottie-ios,activity,2022-06,month,21.6
airbnb/lottie-ios,activity,2022-07,month,83.31
airbnb/lottie-ios,activity,2022-08,month,77.49
airbnb/lottie-ios,activity,2022-09,month,35.24
airbnb/lottie-ios,activity,2022-10,month,49.58
airbnb/lottie-ios,activity,2022-11,month,53.47
airbnb/lottie-ios,activity,2022-12,month,98.95
airbnb/lottie-ios,activity,2023-01,month,74.9
airbnb/lottie-ios,activity,2023-02,month,57.35
airbnb/lottie-ios,activity,2023-03,month,58.68
airbnb/lottie-ios,activity,2023-04,month,54.49
airbnb/lottie-ios,activity,2023-05,month,28.12
airbnb/lottie-ios,activity,2023-06,month,44.13
airbnb/lottie-ios,activity,2023-07,month,39.77
airbnb/lottie-ios,activity,2023-08,month,52.46
airbnb/lottie-ios,activity,2023-09,month,45.54
airbnb/lottie-ios,activity,2023-10,month,39.34
airbnb/lottie-ios,activity,2023-11,month,32.98
airbnb/lottie-ios,activity,2023-12,month,38.03
airbnb/lottie-ios,activity,2024-01,month,56.87
airbnb/lottie-ios,activity,2024-02,month,34.37
airbnb/lottie-ios,activity,2024-03,month,48.93
airbnb/lottie-ios,activity,2024-04,month,55.74
airbnb/lottie-ios,activity,2024-05,month,42.3
airbnb/lottie-ios,activity,2024-06,month,37.04
airbnb/lottie-ios,activity,2024-07,month,21.7
airbnb/lottie-ios,activity,2024-08,month,19.32
airbnb/lottie-ios,activity,2024-09,month,31.58
airbnb/lottie-ios,activity,2024-10,month,12.31
airbnb/lottie-ios,activity,2024-11,month,10.38
airbnb/lottie-ios,activity,2024-12,month,13.47
airbnb/lottie-ios,activity,2025-01,month,20.38
airbnb/lottie-ios,activity,2025-02,month,18.51
airbnb/lottie-ios,activity,2025-03,month,12.31
airbnb/lottie-ios,activity,2025-04,month,16.3
airbnb/lottie-ios,activity,2025-05,month,14.7
airbnb/lottie-ios,activity,2025-06,month,9.57
airbnb/lottie-ios,activity,2025-07,month,6.95
airbnb/lottie-ios,activity,2025-08,month,13.23
airbnb/lottie-ios,activity,2025-09,month,7.56
airbnb/lottie-ios,activity,2025-10,month,8.4
airbnb/lottie-ios,activity,2025-11,month,4.73
airbnb/lottie-ios,activity,2025-12,month,11.82
airbnb/lottie-ios,activity,2026-01,month,9.83
airbnb/lottie-ios,activity,2026-02,month,11.61
airbnb/lottie-ios,activity,2026-03,month,4.3
airbnb/lottie-ios,activity,2026-04,month,3.97
airbnb/lottie-ios,activity,2026-05,month,3.8
airbnb/lottie-ios,activity,2026-08,month,4.76
airbnb/lottie-ios,activity,2021-10-raw,other,23.42
airbnb/lottie-ios,activity,2017Q1,quarter,353.21
airbnb/lottie-ios,activity,2017Q2,quarter,219.63
airbnb/lottie-ios,activity,2017Q3,quarter,279.44
airbnb/lottie-ios,activity,2017Q4,quarter,192.77
airbnb/lottie-ios,activity,2018Q1,quarter,168.53
airbnb/lottie-ios,activity,2018Q2,quarter,142.36
airbnb/lottie-ios,activity,2018Q3,quarter,116.93
airbnb/lottie-ios,activity,2018Q4,quarter,105.07
airbnb/lottie-ios,activity,2019Q1,quarter,188.39
airbnb/lottie-ios,activity,2019Q2,quarter,260.52
airbnb/lottie-ios,activity,2019Q3,quarter,188.92
airbnb/lottie-ios,activity,2019Q4,quarter,164.47
airbnb/lottie-ios,activity,2020Q1,quarter,135.79
airbnb/lottie-ios,activity,2020Q2,quarter,154.77
airbnb/lottie-ios,activity,2020Q3,quarter,144.38
airbnb/lottie-ios,activity,2020Q4,quarter,107.26
airbnb/lottie-ios,activity,2021Q1,quarter,96.46
airbnb/lottie-ios,activity,2021Q2,quarter,125.46
airbnb/lottie-ios,activity,2021Q3,quarter,72.32
airbnb/lottie-ios,activity,2021Q4,quarter,122.38
airbnb/lottie-ios,activity,2022Q1,quarter,137.29
airbnb/lottie-ios,activity,2022Q2,quarter,100.04
airbnb/lottie-ios,activity,2022Q3,quarter,196.03
airbnb/lottie-ios,activity,2022Q4,quarter,202.0
airbnb/lottie-ios,activity,2023Q1,quarter,190.92
airbnb/lottie-ios,activity,2023Q2,quarter,126.74
airbnb/lottie-ios,activity,2023Q3,quarter,137.76
airbnb/lottie-ios,activity,2023Q4,quarter,110.35
airbnb/lottie-ios,activity,2024Q1,quarter,140.17
airbnb/lottie-ios,activity,2024Q2,quarter,135.08
airbnb/lottie-ios,activity,2024Q3,quarter,72.6
airbnb/lottie-ios,activity,2024Q4,quarter,36.16
airbnb/lottie-ios,activity,2025Q1,quarter,51.21
airbnb/lottie-ios,activity,2025Q2,quarter,40.57
airbnb/lottie-ios,activity,2025Q3,quarter,27.74
airbnb/lottie-ios,activity,2025Q4,quarter,24.95
airbnb/lottie-ios,activity,2026Q1,quarter,25.74
airbnb/lottie-ios,activity,2026Q2,quarter,7.77
airbnb/lottie-ios,activity,2026Q3,quarter,4.76
airbnb/lottie-ios,openrank,2017,year,298.03
airbnb/lottie-ios,openrank,2018,year,151.11
airbnb/lottie-ios,openrank,2019,year,226.84
airbnb/lottie-ios,openrank,2020,year,152.84
airbnb/lottie-ios,openrank,2021,year,123.25
airbnb/lottie-ios,openrank,2022,year,199.49
airbnb/lottie-ios,openrank,2023,year,191.97
airbnb/lottie-ios,openrank,2024,year,109.58
airbnb/lottie-ios,openrank,2025,year,39.4
airbnb/lottie-ios,openrank,2026,year,13.06
airbnb/lottie-ios,openrank,2017-02,month,36.38
airbnb/lottie-ios,openrank,2017-03,month,37.62
airbnb/lottie-ios,openrank,2017-04,month,25.39
airbnb/lottie-ios,openrank,2017-05,month,18.64
airbnb/lottie-ios,openrank,2017-06,month,24.62
airbnb/lottie-ios,openrank,2017-07,month,28.52
airbnb/lottie-ios,openrank,2017-08,month,31.39
airbnb/lottie-ios,openrank,2017-09,month,26.65
airbnb/lottie-ios,openrank,2017-10,month,21.76
airbnb/lottie-ios,openrank,2017-11,month,28.55
airbnb/lottie-ios,openrank,2017-12,month,18.51
airbnb/lottie-ios,openrank,2018-01,month,18.13
airbnb/lottie-ios,openrank,2018-02,month,16.54
airbnb/lottie-ios,openrank,2018-03,month,16.15
airbnb/lottie-ios,openrank,2018-04,month,15.13
airbnb/lottie-ios,openrank,2018-05,month,13.12
airbnb/lottie-ios,openrank,2018-06,month,12.34
airbnb/lottie-ios,openrank,2018-07,month,12.18
airbnb/lottie-ios,openrank,2018-08,month,10.73
airbnb/lottie-ios,openrank,2018-09,month,8.36
airbnb/lottie-ios,openrank,2018-10,month,9.85
airbnb/lottie-ios,openrank,2018-11,month,9.82
airbnb/lottie-ios,openrank,2018-12,month,8.76
airbnb/lottie-ios,openrank,2019-01,month,11.12
airbnb/lottie-ios,openrank,2019-02,month,8.64
airbnb/lottie-ios,openrank,2019-03,month,25.07
airbnb/lottie-ios,openrank,2019-04,month,26.85
airbnb/lottie-ios,openrank,2019-05,month,25.69
airbnb/lottie-ios,openrank,2019-06,month,24.34
airbnb/lottie-ios,openrank,2019-07,month,23.93
airbnb/lottie-ios,openrank,2019-08,month,18.86
airbnb/lottie-ios,openrank,2019-09,month,14.85
airbnb/lottie-ios,openrank,2019-10,month,15.02
airbnb/lottie-ios,openrank,2019-11,month,18.77
airbnb/lottie-ios,openrank,2019-12,month,13.71
airbnb/lottie-ios,openrank,2020-01,month,13.92
airbnb/lottie-ios,openrank,2020-02,month,11.16
airbnb/lottie-ios,openrank,2020-03,month,13.66
airbnb/lottie-ios,openrank,2020-04,month,14.58
airbnb/lottie-ios,openrank,2020-05,month,14.09
airbnb/lottie-ios,openrank,2020-06,month,11.24
airbnb/lottie-ios,openrank,2020-07,month,13.3
airbnb/lottie-ios,openrank,2020-08,month,14.17
airbnb/lottie-ios,openrank,2020-09,month,14.85
airbnb/lottie-ios,openrank,2020-10,month,9.4
airbnb/lottie-ios,openrank,2020-11,month,12.3
airbnb/lottie-ios,openrank,2020-12,month,10.17
airbnb/lottie-ios,openrank,2021-01,month,10.11
airbnb/lottie-ios,openrank,2021-02,month,9.57
airbnb/lottie-ios,openrank,2021-03,month,10.68
airbnb/lottie-ios,openrank,2021-04,month,9.93
airbnb/lottie-ios,openrank,2021-05,month,12.62
airbnb/lottie-ios,openrank,2021-06,month,11.8
airbnb/lottie-ios,openrank,2021-07,month,8.8
airbnb/lottie-ios,openrank,2021-08,month,9.92
airbnb/lottie-ios,openrank,2021-09,month,7.18
airbnb/lottie-ios,openrank,2021-10,month,9.0
airbnb/lottie-ios,openrank,2021-11,month,7.24
airbnb/lottie-ios,openrank,2021-12,month,17.96
airbnb/lottie-ios,openrank,2022-01,month,18.58
airbnb/lottie-ios,openrank,2022-02,month,18.3
airbnb/lottie-ios,openrank,2022-03,month,14.43
airbnb/lottie-ios,openrank,2022-04,month,11.31
airbnb/lottie-ios,openrank,2022-05,month,12.75
airbnb/lottie-ios,openrank,2022-06,month,10.44
airbnb/lottie-ios,openrank,2022-07,month,16.64
airbnb/lottie-ios,openrank,2022-08,month,23.0
airbnb/lottie-ios,openrank,2022-09,month,14.27
airbnb/lottie-ios,openrank,2022-10,month,15.15
airbnb/lottie-ios,openrank,2022-11,month,16.75
airbnb/lottie-ios,openrank,2022-12,month,27.86
airbnb/lottie-ios,openrank,2023-01,month,25.77
airbnb/lottie-ios,openrank,2023-02,month,19.69
airbnb/lottie-ios,openrank,2023-03,month,19.4
airbnb/lottie-ios,openrank,2023-04,month,18.41
airbnb/lottie-ios,openrank,2023-05,month,12.89
airbnb/lottie-ios,openrank,2023-06,month,15.25
airbnb/lottie-ios,openrank,2023-07,month,14.67
airbnb/lottie-ios,openrank,2023-08,month,14.83
airbnb/lottie-ios,openrank,2023-09,month,14.23
airbnb/lottie-ios,openrank,2023-10,month,12.38
airbnb/lottie-ios,openrank,2023-11,month,11.15
airbnb/lottie-ios,openrank,2023-12,month,13.3
airbnb/lottie-ios,openrank,2024-01,month,19.24
airbnb/lottie-ios,openrank,2024-02,month,13.74
airbnb/lottie-ios,openrank,2024-03,month,10.26
airbnb/lottie-ios,openrank,2024-04,month,14.0
airbnb/lottie-ios,openrank,2024-05,month,13.42
airbnb/lottie-ios,openrank,2024-06,month,10.96
airbnb/lottie-ios,openrank,2024-07,month,6.89
airbnb/lottie-ios,openrank,2024-08,month,4.33
airbnb/lottie-ios,openrank,2024-09,month,6.52
airbnb/lottie-ios,openrank,2024-10,month,4.01
airbnb/lottie-ios,openrank,2024-11,month,3.11
airbnb/lottie-ios,openrank,2024-12,month,3.11
airbnb/lottie-ios,openrank,2025-01,month,4.52
airbnb/lottie-ios,openrank,2025-02,month,4.09
airbnb/lottie-ios,openrank,2025-03,month,5.28
airbnb/lottie-ios,openrank,2025-04,month,4.25
airbnb/lottie-ios,openrank,2025-05,month,2.59
airbnb/lottie-ios,openrank,2025-06,month,2.3
airbnb/lottie-ios,openrank,2025-07,month,2.82
airbnb/lottie-ios,openrank,2025-08,month,3.4
airbnb/lottie-ios,openrank,2025-09,month,3.27
airbnb/lottie-ios,openrank,2025-10,month,2.31
airbnb/lottie-ios,openrank,2025-11,month,2.05
airbnb/lottie-ios,openrank,2025-12,month,2.51
airbnb/lottie-ios,openrank,2026-01,month,2.78
airbnb/lottie-ios,openrank,2026-02,month,2.53
airbnb/lottie-ios,openrank,2026-03,month,3.24
airbnb/lottie-ios,openrank,2026-04,month,1.79
airbnb/lottie-ios,openrank,2026-05,month,1.33
airbnb/lottie-ios,openrank,2026-08,month,1.37
airbnb/lottie-ios,openrank,2021-10-raw,other,7.46
airbnb/lottie-ios,openrank,2017Q1,quarter,74.0
airbnb/lottie-ios,openrank,2017Q2,quarter,68.65
airbnb/lottie-ios,openrank,2017Q3,quarter,86.56
airbnb/lottie-ios,openrank,2017Q4,quarter,68.82
airbnb/lottie-ios,openrank,2018Q1,quarter,50.82
airbnb/lottie-ios,openrank,2018Q2,quarter,40.59
airbnb/lottie-ios,openrank,2018Q3,quarter,31.27
airbnb/lottie-ios,openrank,2018Q4,quarter,28.42
airbnb/lottie-ios,openrank,2019Q1,quarter,44.83
airbnb/lottie-ios,openrank,2019Q2,quarter,76.87
airbnb/lottie-ios,openrank,2019Q3,quarter,57.63
airbnb/lottie-ios,openrank,2019Q4,quarter,47.5
airbnb/lottie-ios,openrank,2020Q1,quarter,38.75
airbnb/lottie-ios,openrank,2020Q2,quarter,39.91
airbnb/lottie-ios,openrank,2020Q3,quarter,42.32
airbnb/lottie-ios,openrank,2020Q4,quarter,31.87
airbnb/lottie-ios,openrank,2021Q1,quarter,30.35
airbnb/lottie-ios,openrank,2021Q2,quarter,34.34
airbnb/lottie-ios,openrank,2021Q3,quarter,25.89
airbnb/lottie-ios,openrank,2021Q4,quarter,32.66
airbnb/lottie-ios,openrank,2022Q1,quarter,51.3
airbnb/lottie-ios,openrank,2022Q2,quarter,34.5
airbnb/lottie-ios,openrank,2022Q3,quarter,53.92
airbnb/lottie-ios,openrank,2022Q4,quarter,59.77
airbnb/lottie-ios,openrank,2023Q1,quarter,64.86
airbnb/lottie-ios,openrank,2023Q2,quarter,46.55
airbnb/lottie-ios,openrank,2023Q3,quarter,43.73
airbnb/lottie-ios,openrank,2023Q4,quarter,36.83
airbnb/lottie-ios,openrank,2024Q1,quarter,43.24
airbnb/lottie-ios,openrank,2024Q2,quarter,38.38
airbnb/lottie-ios,openrank,2024Q3,quarter,17.73
airbnb/lottie-ios,openrank,2024Q4,quarter,10.23
airbnb/lottie-ios,openrank,2025Q1,quarter,13.88
airbnb/lottie-ios,openrank,2025Q2,quarter,9.14
airbnb/lottie-ios,openrank,2025Q3,quarter,9.5
airbnb/lottie-ios,openrank,2025Q4,quarter,6.88
airbnb/lottie-ios,openrank,2026Q1,quarter,8.56
airbnb/lottie-ios,openrank,2026Q2,quarter,3.13
airbnb/lottie-ios,openrank,2026Q3,quarter,1.37
airbnb/lottie-ios,participants,2017,year,527.0
airbnb/lottie-ios,participants,2018,year,334.0
airbnb/lottie-ios,participants,2019,year,432.0
airbnb/lottie-ios,participants,2020,year,354.0
airbnb/lottie-ios,participants,2021,year,291.0
airbnb/lottie-ios,participants,2022,year,299.0
airbnb/lottie-ios,participants,2023,year,254.0
airbnb/lottie-ios,participants,2024,year,208.0
airbnb/lottie-ios,participants,2025,year,80.0
airbnb/lottie-ios,participants,2026,year,21.0
airbnb/lottie-ios,participants,2017-02,month,118.0
airbnb/lottie-ios,participants,2017-03,month,71.0
airbnb/lottie-ios,participants,2017-04,month,47.0
airbnb/lottie-ios,participants,2017-05,month,46.0
airbnb/lottie-ios,participants,2017-06,month,61.0
airbnb/lottie-ios,participants,2017-07,month,65.0
airbnb/lottie-ios,participants,2017-08,month,66.0
airbnb/lottie-ios,participants,2017-09,month,43.0
airbnb/lottie-ios,participants,2017-10,month,44.0
airbnb/lottie-ios,participants,2017-11,month,61.0
airbnb/lottie-ios,participants,2017-12,month,33.0
airbnb/lottie-ios,participants,2018-01,month,42.0
airbnb/lottie-ios,participants,2018-02,month,34.0
airbnb/lottie-ios,participants,2018-03,month,41.0
airbnb/lottie-ios,participants,2018-04,month,32.0
airbnb/lottie-ios,participants,2018-05,month,32.0
airbnb/lottie-ios,participants,2018-06,month,37.0
airbnb/lottie-ios,participants,2018-07,month,31.0
airbnb/lottie-ios,participants,2018-08,month,27.0
airbnb/lottie-ios,participants,2018-09,month,34.0
airbnb/lottie-ios,participants,2018-10,month,34.0
airbnb/lottie-ios,participants,2018-11,month,22.0
airbnb/lottie-ios,participants,2018-12,month,17.0
airbnb/lottie-ios,participants,2019-01,month,30.0
airbnb/lottie-ios,participants,2019-02,month,19.0
airbnb/lottie-ios,participants,2019-03,month,70.0
airbnb/lottie-ios,participants,2019-04,month,61.0
airbnb/lottie-ios,participants,2019-05,month,55.0
airbnb/lottie-ios,participants,2019-06,month,48.0
airbnb/lottie-ios,participants,2019-07,month,52.0
airbnb/lottie-ios,participants,2019-08,month,35.0
airbnb/lottie-ios,participants,2019-09,month,41.0
airbnb/lottie-ios,participants,2019-10,month,37.0
airbnb/lottie-ios,participants,2019-11,month,57.0
airbnb/lottie-ios,participants,2019-12,month,35.0
airbnb/lottie-ios,participants,2020-01,month,31.0
airbnb/lottie-ios,participants,2020-02,month,24.0
airbnb/lottie-ios,participants,2020-03,month,42.0
airbnb/lottie-ios,participants,2020-04,month,44.0
airbnb/lottie-ios,participants,2020-05,month,44.0
airbnb/lottie-ios,participants,2020-06,month,32.0
airbnb/lottie-ios,participants,2020-07,month,46.0
airbnb/lottie-ios,participants,2020-08,month,25.0
airbnb/lottie-ios,participants,2020-09,month,46.0
airbnb/lottie-ios,participants,2020-10,month,27.0
airbnb/lottie-ios,participants,2020-11,month,42.0
airbnb/lottie-ios,participants,2020-12,month,22.0
airbnb/lottie-ios,participants,2021-01,month,31.0
airbnb/lottie-ios,participants,2021-02,month,25.0
airbnb/lottie-ios,participants,2021-03,month,29.0
