source_row,name,address,postal_code,city,classification,classification_date,rooms,website,address_cluster,name_address_key,paris_city_postcode,source_id,independent_status,airbnb_membership,source_row_count,all_source_rows,dedup_rule
2,1924 HÔTEL,2 Rue Gabriel Péri,38000,GRENOBLE,3 étoiles,19/06/2023,37,https://www.1924hotel.com/,2 RUE GABRIEL PERI|38000,1924 HOTEL|2 RUE GABRIEL PERI|38000,False,HRE-FR-CLASSIFIED,unverified,unverified,1,2,latest classification date within exact normalized name/address key
14962,HÔTEL LE VIEUX GRÉEMENT,13 Place Carnot,17670,LA COUARDE-SUR-MER,3 étoiles,24/10/2022,19,https://www.levieuxgreement.com/,13 PLACE CARNOT|17670,HOTEL LE VIEUX GREEMENT|13 PLACE CARNOT|17670,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14962,latest classification date within exact normalized name/address key
14963,HÔTEL LE VIEUX LOGIS,Le Bourg,24510,TRÉMOLAT,4 étoiles,14/04/2023,25,https://www.vieux-logis.com/,LE BOURG|24510,HOTEL LE VIEUX LOGIS|LE BOURG|24510,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14963,latest classification date within exact normalized name/address key
14964,HÔTEL LE VIEUX LOGIS,Route des Grottes,64800,LESTELLE-BÉTHARRAM,3 étoiles,02/02/2022,32,https://www.hotel-levieuxlogis.com/,ROUTE DES GROTTES|64800,HOTEL LE VIEUX LOGIS|ROUTE DES GROTTES|64800,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14964,latest classification date within exact normalized name/address key
14965,HÔTEL LE VIEUX MOULIN,La Vallée des Moulins,35630,HEDE-BAZOUGES,2 étoiles,14/05/2024,14,www.levieuxmoulin-hede.com,LA VALLEE DES MOULINS|35630,HOTEL LE VIEUX MOULIN|LA VALLEE DES MOULINS|35630,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14965,latest classification date within exact normalized name/address key
14966,HÔTEL LE VIEUX MOULIN,LE PORT,20238,CENTURI,3 étoiles,23/12/2024,18,http://www.le-vieux-moulin.net/,LE PORT|20238,HOTEL LE VIEUX MOULIN|LE PORT|20238,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14966,latest classification date within exact normalized name/address key
14967,HÔTEL LE VIEUX TILLEUL,les auches,04140,SEYNE,2 étoiles,20/06/2023,18,https://www.vieux-tilleul.fr/,LES AUCHES|04140,HOTEL LE VIEUX TILLEUL|LES AUCHES|04140,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14967,latest classification date within exact normalized name/address key
14968,HÔTEL LE VILLAGE,4 rue neuve,91190,GIF-SUR-YVETTE,3 étoiles,26/08/2026,31,https://www.hotellevillage.fr,4 RUE NEUVE|91190,HOTEL LE VILLAGE|4 RUE NEUVE|91190,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14968,latest classification date within exact normalized name/address key
14969,HÔTEL LE VILLAGE MONTANA,Les Almes,73320,TIGNES,4 étoiles,20/12/2022,82,https://etincelles.com/hotel/hotel-village-montana/,LES ALMES|73320,HOTEL LE VILLAGE MONTANA|LES ALMES|73320,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14969,latest classification date within exact normalized name/address key
14970,HÔTEL LE VIREVENT,1247 boulevard de la 36ème du Texas,83530,AGAY,3 étoiles,25/06/2025,27,https://www.hotel-levirevent.fr/,1247 BLVD DE LA 36EME DU TEXAS|83530,HOTEL LE VIREVENT|1247 BLVD DE LA 36EME DU TEXAS|83530,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14970,latest classification date within exact normalized name/address key
14971,HÔTEL LE VISCOS,1 rue Lamarque,65400,SAINT-SAVIN,4 étoiles,19/09/2022,10,https://www.hotel-leviscos.com/,1 RUE LAMARQUE|65400,HOTEL LE VISCOS|1 RUE LAMARQUE|65400,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14971,latest classification date within exact normalized name/address key
14972,HÔTEL LE VIVIER,9 route de Beg-Er-Vir,56270,PLOEMEUR,3 étoiles,17/03/2022,14,https://www.levivier-lomener.com/,9 ROUTE DE BEG ER VIR|56270,HOTEL LE VIVIER|9 ROUTE DE BEG ER VIR|56270,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14972,latest classification date within exact normalized name/address key
14973,HÔTEL LE VIVIER - CENTRE VILLAGE,3 rue Gambetta,62179,WISSANT,1 étoile,13/07/2022,18,https://www.levivier.com/fr/nos-hotels/hotel-le-vivier-centre-village,3 RUE GAMBETTA|62179,HOTEL LE VIVIER CENTRE VILLAGE|3 RUE GAMBETTA|62179,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14973,latest classification date within exact normalized name/address key
14974,HÔTEL LE VIVIER - VUE MER,34 avenue Victor Hugo,62179,WISSANT,1 étoile,13/07/2022,17,https://www.levivier.com/fr/,34 AVE VICTOR HUGO|62179,HOTEL LE VIVIER VUE MER|34 AVE VICTOR HUGO|62179,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14974,latest classification date within exact normalized name/address key
14975,HÔTEL LE VIZZAVONA,Hameau de Vizzavona Gare,20219,VIVARIO,3 étoiles,11/10/2021,12,www.hotel-vizzavona.com,HAMEAU DE VIZZAVONA GARE|20219,HOTEL LE VIZZAVONA|HAMEAU DE VIZZAVONA GARE|20219,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14975,latest classification date within exact normalized name/address key
14976,HÔTEL LE VOILIS,27 boulevard du Front de Mer,34300,AGDE,2 étoiles,28/07/2026,9,https://www.levoilis.com/,27 BLVD DU FRONT DE MER|34300,HOTEL LE VOILIS|27 BLVD DU FRONT DE MER|34300,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14976,latest classification date within exact normalized name/address key
14977,HÔTEL LE VOLNEY,1 rue volney,49400,SAUMUR,2 étoiles,05/12/2022,14,https://www.levolney.com/,1 RUE VOLNEY|49400,HOTEL LE VOLNEY|1 RUE VOLNEY|49400,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14977,latest classification date within exact normalized name/address key
14978,HÔTEL LE VÉDAQUAIS,Place de la liberté,72500,VAAS,3 étoiles,23/11/2022,12,https://www.vedaquais-72.com/,PLACE DE LA LIBERTE|72500,HOTEL LE VEDAQUAIS|PLACE DE LA LIBERTE|72500,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14978,latest classification date within exact normalized name/address key
14979,HÔTEL LE VÉNÉRÉ,La Tour,43160,LA CHAISE-DIEU,2 étoiles,02/03/2022,15,https://www.levenerechaisedieu.com/fr,LA TOUR|43160,HOTEL LE VENERE|LA TOUR|43160,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14979,latest classification date within exact normalized name/address key
14980,HÔTEL LE VÉRY,541 avenue des Jeux Olympiques,73620,HAUTELUCE,2 étoiles,23/12/2022,14,www.levery.net,541 AVE DES JEUX OLYMPIQUES|73620,HOTEL LE VERY|541 AVE DES JEUX OLYMPIQUES|73620,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14980,latest classification date within exact normalized name/address key
14981,HÔTEL LE VÉTINÉ,4 les Hautes Navières,88230,LE VALTIN,3 étoiles,20/04/2023,28,http://www.vetine.com,4 LES HAUTES NAVIERES|88230,HOTEL LE VETINE|4 LES HAUTES NAVIERES|88230,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14981,latest classification date within exact normalized name/address key
14982,HÔTEL LE WALT,37 avenue de la Motte Picquet,75007,PARIS 7E ARRONDISSEMENT,4 étoiles,07/03/2022,25,https://www.lewaltparis.com/,37 AVE DE LA MOTTE PICQUET|75007,HOTEL LE WALT|37 AVE DE LA MOTTE PICQUET|75007,True,HRE-FR-CLASSIFIED,unverified,unverified,1,14982,latest classification date within exact normalized name/address key
14983,HÔTEL LE WEEK END,Route des Sanguinaires,20000,AJACCIO,4 étoiles,23/12/2021,12,https://www.hotel-le-weekend.com/fr,ROUTE DES SANGUINAIRES|20000,HOTEL LE WEEK END|ROUTE DES SANGUINAIRES|20000,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14983,latest classification date within exact normalized name/address key
14984,HÔTEL LE WHITE BY SWEET,36 RUE DE DOUAI,75009,PARIS 9E ARRONDISSEMENT,3 étoiles,22/12/2025,31,https://www.sweett.com/fr/paris/9th/building_le-white,36 RUE DE DOUAI|75009,HOTEL LE WHITE BY SWEET|36 RUE DE DOUAI|75009,True,HRE-FR-CLASSIFIED,unverified,unverified,1,14984,latest classification date within exact normalized name/address key
14985,HÔTEL LE XIX,19 place Jean Jaurès,34500,BÉZIERS,3 étoiles,21/06/2022,11,https://www.hoteldixneuf.com,19 PLACE JEAN JAURES|34500,HOTEL LE XIX|19 PLACE JEAN JAURES|34500,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14985,latest classification date within exact normalized name/address key
14986,HÔTEL LE Y,Avenue Paul Signac,83990,SAINT-TROPEZ,4 étoiles,02/06/2022,13,https://www.hotel-le-y.com/fr/,AVE PAUL SIGNAC|83990,HOTEL LE Y|AVE PAUL SIGNAC|83990,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14986,latest classification date within exact normalized name/address key
14987,HÔTEL LE YA'TIS,Parc du Tésan,30126,SAINT-LAURENT-DES-ARBRES,3 étoiles,02/12/2021,55,https://leyatis.com/,PARC DU TESAN|30126,HOTEL LE YA TIS|PARC DU TESAN|30126,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14987,latest classification date within exact normalized name/address key
14988,HÔTEL LE YACA,1 boulevard d'Aumale,83990,SAINT-TROPEZ,5 étoiles,06/10/2023,32,http://www.hotel-le-yaca.fr/,1 BLVD D AUMALE|83990,HOTEL LE YACA|1 BLVD D AUMALE|83990,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14988,latest classification date within exact normalized name/address key
14989,HÔTEL LE YACHTMAN,Vieux Port Centre,17000,LA ROCHELLE,4 étoiles,25/07/2024,46,http://www.leyachtman.com/,VIEUX PORT CENTRE|17000,HOTEL LE YACHTMAN|VIEUX PORT CENTRE|17000,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14989,latest classification date within exact normalized name/address key
14990,HÔTEL LE YETI,route blanche,39220,LES ROUSSES,3 étoiles,11/06/2025,19,https://www.logishotels.com/fr/hotel/logis-hotel-le-yeti-3654,ROUTE BLANCHE|39220,HOTEL LE YETI|ROUTE BLANCHE|39220,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14990,latest classification date within exact normalized name/address key
14991,HÔTEL LEBRON,4 RUE LAMARTINE,75009,PARIS,3 étoiles,09/04/2024,41,http://www.hotel-lebron.com/,4 RUE LAMARTINE|75009,HOTEL LEBRON|4 RUE LAMARTINE|75009,True,HRE-FR-CLASSIFIED,unverified,unverified,1,14991,latest classification date within exact normalized name/address key
14992,HÔTEL LECOUBE,28 rue Lecourbe,75015,PARIS,3 étoiles,03/10/2025,43,http://www.hotel-lecourbe-eiffel.com,28 RUE LECOURBE|75015,HOTEL LECOUBE|28 RUE LECOURBE|75015,True,HRE-FR-CLASSIFIED,unverified,unverified,1,14992,latest classification date within exact normalized name/address key
14993,HÔTEL LEEV VICTOIRE,17 RUE DE LA VICTOIRE,75009,PARIS 9E ARRONDISSEMENT,3 étoiles,03/07/2026,8,https://www.leev.com/,17 RUE DE LA VICTOIRE|75009,HOTEL LEEV VICTOIRE|17 RUE DE LA VICTOIRE|75009,True,HRE-FR-CLASSIFIED,unverified,unverified,1,14993,latest classification date within exact normalized name/address key
14994,HÔTEL LEFT BANK SAINT-GERMAIN,9 rue de l'Ancienne Comédie,75006,PARIS 6E ARRONDISSEMENT,3 étoiles,20/02/2023,31,http://www.hotelleftbank.com,9 RUE DE L ANCIENNE COMEDIE|75006,HOTEL LEFT BANK SAINT GERMAIN|9 RUE DE L ANCIENNE COMEDIE|75006,True,HRE-FR-CLASSIFIED,unverified,unverified,1,14994,latest classification date within exact normalized name/address key
14995,HÔTEL LEGEND,151 bis rue de Rennes,75006,PARIS 6E ARRONDISSEMENT,4 étoiles,17/11/2021,38,https://legendhotelparis.com/fr/,151 BIS RUE DE RENNES|75006,HOTEL LEGEND|151 BIS RUE DE RENNES|75006,True,HRE-FR-CLASSIFIED,unverified,unverified,1,14995,latest classification date within exact normalized name/address key
14996,HÔTEL LEMON,10 rue Albert 1er,06500,MENTON,2 étoiles,23/06/2022,16,https://www.hotel-lemon.fr/,10 RUE ALBERT 1ER|06500,HOTEL LEMON|10 RUE ALBERT 1ER|06500,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14996,latest classification date within exact normalized name/address key
14997,HÔTEL LENOX MONTPARNASSE,15 rue Delambre,75014,PARIS 14E ARRONDISSEMENT,3 étoiles,24/03/2022,52,https://www.paris-hotel-lenox.com/fr/,15 RUE DELAMBRE|75014,HOTEL LENOX MONTPARNASSE|15 RUE DELAMBRE|75014,True,HRE-FR-CLASSIFIED,unverified,unverified,1,14997,latest classification date within exact normalized name/address key
14998,HÔTEL LENSOTEL,Rue des Canadiens,62880,VENDIN-LE-VIEIL,3 étoiles,04/07/2022,70,https://www.lensotel.com/,RUE DES CANADIENS|62880,HOTEL LENSOTEL|RUE DES CANADIENS|62880,False,HRE-FR-CLASSIFIED,unverified,unverified,1,14998,latest classification date within exact normalized name/address key
14999,HÔTEL LEOPOLD,225 boulevard Raspail,75014,PARIS,4 étoiles,29/07/2024,40,https://www.orsohotels.com/hotel-leopold,225 BLVD RASPAIL|75014,HOTEL LEOPOLD|225 BLVD RASPAIL|75014,True,HRE-FR-CLASSIFIED,unverified,unverified,1,14999,latest classification date within exact normalized name/address key
15000,HÔTEL LES 13 ASSIETTES,Route de la Quintine,50300,LE VAL-SAINT-PÈRE,3 étoiles,15/05/2023,43,http://www.les13assiettes.com,ROUTE DE LA QUINTINE|50300,HOTEL LES 13 ASSIETTES|ROUTE DE LA QUINTINE|50300,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15000,latest classification date within exact normalized name/address key
15001,HÔTEL LES 2 CÔTEAUX,18 rue Joseph Péala,26600,TAIN-L'HERMITAGE,3 étoiles,15/11/2022,18,www.2coteauxhotel.fr,18 RUE JOSEPH PEALA|26600,HOTEL LES 2 COTEAUX|18 RUE JOSEPH PEALA|26600,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15001,latest classification date within exact normalized name/address key
15002,HÔTEL LES 2 LACS,9 rue Traversière,39130,CLAIRVAUX-LES-LACS,3 étoiles,31/10/2025,12,https://lbb-jura.fr/,9 RUE TRAVERSIERE|39130,HOTEL LES 2 LACS|9 RUE TRAVERSIERE|39130,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15002,latest classification date within exact normalized name/address key
15003,HÔTEL LES 2 MAS,1 rue Madeleine Brès,66330,CABESTANY,3 étoiles,22/07/2022,33,http://www.les2mas.com/,1 RUE MADELEINE BRES|66330,HOTEL LES 2 MAS|1 RUE MADELEINE BRES|66330,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15003,latest classification date within exact normalized name/address key
15004,HÔTEL LES 2 RIVES,la mothe,48500,BANASSAC-CANILHAC,3 étoiles,04/11/2022,28,http://hotel-les2rives.com/,LA MOTHE|48500,HOTEL LES 2 RIVES|LA MOTHE|48500,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15004,latest classification date within exact normalized name/address key
15005,HÔTEL LES 2 VILLAS,25 rue Saint-Germain,14360,TROUVILLE-SUR-MER,3 étoiles,22/03/2022,24,https://les2villas.fr/,25 RUE SAINT GERMAIN|14360,HOTEL LES 2 VILLAS|25 RUE SAINT GERMAIN|14360,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15005,latest classification date within exact normalized name/address key
15006,HÔTEL LES 3 BARBUS,route de mialet,30140,GÉNÉRARGUES,4 étoiles,04/07/2023,10,http://www.les3barbus.fr,ROUTE DE MIALET|30140,HOTEL LES 3 BARBUS|ROUTE DE MIALET|30140,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15006,latest classification date within exact normalized name/address key
15007,HÔTEL LES 3 FONTAINES,16 rue d'Abbeville,62140,MARCONNE,2 étoiles,26/03/2024,16,http://www.hotel-les3fontaines.com,16 RUE D ABBEVILLE|62140,HOTEL LES 3 FONTAINES|16 RUE D ABBEVILLE|62140,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15007,latest classification date within exact normalized name/address key
15008,HÔTEL LES 3 LIEUX,10 Port des Noues,49130,LES PONTS-DE-CÉ,3 étoiles,23/12/2021,28,https://www.les3lieux.com/,10 PORT DES NOUES|49130,HOTEL LES 3 LIEUX|10 PORT DES NOUES|49130,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15008,latest classification date within exact normalized name/address key
15009,HÔTEL LES 3 LUPPARS,49 Grand Place,62000,ARRAS,3 étoiles,25/04/2025,40,https://www.hotel3luppars.com,49 GRAND PLACE|62000,HOTEL LES 3 LUPPARS|49 GRAND PLACE|62000,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15009,latest classification date within exact normalized name/address key
15010,HÔTEL LES 3 POUSSINS,15 rue Clauzel,75009,PARIS,3 étoiles,08/02/2023,40,www.les3poussins.com,15 RUE CLAUZEL|75009,HOTEL LES 3 POUSSINS|15 RUE CLAUZEL|75009,True,HRE-FR-CLASSIFIED,unverified,unverified,1,15010,latest classification date within exact normalized name/address key
15011,HÔTEL LES 3 TERRASSES,Rue Principale,20145,SARI-SOLENZARA,3 étoiles,28/03/2022,14,https://les3terrasses.com/,RUE PRINCIPALE|20145,HOTEL LES 3 TERRASSES|RUE PRINCIPALE|20145,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15011,latest classification date within exact normalized name/address key
15012,HÔTEL LES 3 VALLÉES,1423 Route Nationale 20,45770,SARAN,3 étoiles,21/05/2024,41,http://3valleeshotel.fr/fr/accueil/,1423 ROUTE NATIONALE 20|45770,HOTEL LES 3 VALLEES|1423 ROUTE NATIONALE 20|45770,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15012,latest classification date within exact normalized name/address key
15013,HÔTEL LES 3B,8 route des pyrénées,65500,NOUILHAN,3 étoiles,06/08/2025,7,http://hoteldes3b.fr/,8 ROUTE DES PYRENEES|65500,HOTEL LES 3B|8 ROUTE DES PYRENEES|65500,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15013,latest classification date within exact normalized name/address key
15014,HÔTEL LES 5 SAISONS,208 route de la Grioure,05310,FREISSINIÈRES,2 étoiles,08/07/2022,11,https://www.les5saisons.com/,208 ROUTE DE LA GRIOURE|05310,HOTEL LES 5 SAISONS|208 ROUTE DE LA GRIOURE|05310,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15014,latest classification date within exact normalized name/address key
15015,HÔTEL LES ACACIAS,21 rue de l'égalité,30240,LE GRAU-DU-ROI,2 étoiles,27/10/2022,27,http://www.hotel-les-acacias.com,21 RUE DE L EGALITE|30240,HOTEL LES ACACIAS|21 RUE DE L EGALITE|30240,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15015,latest classification date within exact normalized name/address key
15016,HÔTEL LES ACACIAS,1 rue du Grand Pré,17600,CORME-ROYAL,2 étoiles,01/02/2022,7,http://les-acacias.fr/,1 RUE DU GRAND PRE|17600,HOTEL LES ACACIAS|1 RUE DU GRAND PRE|17600,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15016,latest classification date within exact normalized name/address key
15017,HÔTEL LES AFFORÊTS,101 rue de l'égalité,74800,LA ROCHE-SUR-FORON,3 étoiles,23/02/2023,29,http://www.les-afforets.com,101 RUE DE L EGALITE|74800,HOTEL LES AFFORETS|101 RUE DE L EGALITE|74800,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15017,latest classification date within exact normalized name/address key
15018,HÔTEL LES AGAPANTHES,1 rue Adrien Rebours,22620,PLOUBAZLANEC,3 étoiles,12/04/2023,20,http://www.hotel-les-agapanthes.com,1 RUE ADRIEN REBOURS|22620,HOTEL LES AGAPANTHES|1 RUE ADRIEN REBOURS|22620,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15018,latest classification date within exact normalized name/address key
15019,HÔTEL LES AGNEAUX,Route Départementale 1091,05480,VILLAR-D'ARÊNE,2 étoiles,10/08/2021,18,https://www.hotel-lesagneaux.com/,ROUTE DEPARTEMENTALE 1091|05480,HOTEL LES AGNEAUX|ROUTE DEPARTEMENTALE 1091|05480,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15019,latest classification date within exact normalized name/address key
15020,HÔTEL LES AGRICULTEURS,118 rue de Falaise,14170,SAINT-PIERRE-SUR-DIVES,2 étoiles,30/04/2025,10,https://www.lesagriculteurs.com/,118 RUE DE FALAISE|14170,HOTEL LES AGRICULTEURS|118 RUE DE FALAISE|14170,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15020,latest classification date within exact normalized name/address key
15021,HÔTEL LES AIGRETTES,30 chemin bottard,97434,SAINT-GILLES LES BAINS,2 étoiles,19/12/2022,67,https://www.hotel-lesaigrettes.com/,30 CHEMIN BOTTARD|97434,HOTEL LES AIGRETTES|30 CHEMIN BOTTARD|97434,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15021,latest classification date within exact normalized name/address key
15022,HÔTEL LES AIGUADES,1 rue Gabriel Péri,13110,PORT-DE-BOUC,2 étoiles,25/05/2022,59,http://www.hotel-aiguades.com/hotel.php,1 RUE GABRIEL PERI|13110,HOTEL LES AIGUADES|1 RUE GABRIEL PERI|13110,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15022,latest classification date within exact normalized name/address key
15023,HÔTEL LES AILES,60 avenue de Chambery,73190,CHALLES-LES-EAUX,3 étoiles,01/06/2023,20,https://lesailes.fr/,60 AVE DE CHAMBERY|73190,HOTEL LES AILES|60 AVE DE CHAMBERY|73190,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15023,latest classification date within exact normalized name/address key
15024,HÔTEL LES AIRELLES,418 rue des Darbelays,73710,PRALOGNAN-LA-VANOISE,3 étoiles,17/10/2022,21,http://www.hotel-les-airelles.fr,418 RUE DES DARBELAYS|73710,HOTEL LES AIRELLES|418 RUE DES DARBELAYS|73710,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15024,latest classification date within exact normalized name/address key
15025,HÔTEL LES AIRELLES,33 place de l'Église,74220,LA CLUSAZ,2 étoiles,26/04/2022,13,https://www.clusaz.com/hotels/les-airelles/index.php,33 PLACE DE L EGLISE|74220,HOTEL LES AIRELLES|33 PLACE DE L EGLISE|74220,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15025,latest classification date within exact normalized name/address key
15026,HÔTEL LES AIRELLES,Jardin Alpin,73120,COURCHEVEL,5 étoiles,29/01/2024,48,https://airelles.com/fr/destination/courchevel-hotel,JARDIN ALPIN|73120,HOTEL LES AIRELLES|JARDIN ALPIN|73120,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15026,latest classification date within exact normalized name/address key
15027,HÔTEL LES AIRELLES,2 Passage Michu,76270,NEUFCHÂTEL-EN-BRAY,2 étoiles,07/11/2022,14,http://www.les-airelles-neufchatel.com,2 PASSAGE MICHU|76270,HOTEL LES AIRELLES|2 PASSAGE MICHU|76270,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15027,latest classification date within exact normalized name/address key
15028,HÔTEL LES AJONCS D'OR,10 rue des Forgeurs,35400,SAINT-MALO,3 étoiles,17/10/2022,23,http://www.tourisme-hotel-saint-malo.fr/,10 RUE DES FORGEURS|35400,HOTEL LES AJONCS D OR|10 RUE DES FORGEURS|35400,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15028,latest classification date within exact normalized name/address key
15029,HÔTEL LES ALCYONS,avenue des 3 dauphins,83980,LE LAVANDOU,4 étoiles,06/06/2024,24,http://www.hotellesalcyons.com/,AVE DES 3 DAUPHINS|83980,HOTEL LES ALCYONS|AVE DES 3 DAUPHINS|83980,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15029,latest classification date within exact normalized name/address key
15030,HÔTEL LES ALIGNEMENTS,45 rue Saint Cornely,56340,CARNAC,3 étoiles,18/12/2023,27,https://www.carnac-hotel.com/,45 RUE SAINT CORNELY|56340,HOTEL LES ALIGNEMENTS|45 RUE SAINT CORNELY|56340,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15030,latest classification date within exact normalized name/address key
15031,HÔTEL LES ALIZES,6 Boulevard Maréchal Joffre,34250,PALAVAS-LES-FLOTS,3 étoiles,01/03/2023,14,https://www.les-alizes-palavas.com/fr/index.html,6 BLVD MARECHAL JOFFRE|34250,HOTEL LES ALIZES|6 BLVD MARECHAL JOFFRE|34250,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15031,latest classification date within exact normalized name/address key
15032,HÔTEL LES ALIZES,11 avenue Alexandre Barety,06260,PUGET-THÉNIERS,3 étoiles,08/11/2023,16,https://www.hotellesalizes.fr/fr-FR/,11 AVE ALEXANDRE BARETY|06260,HOTEL LES ALIZES|11 AVE ALEXANDRE BARETY|06260,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15032,latest classification date within exact normalized name/address key
15033,HÔTEL LES ALIZÉS,13 RUE DU PORT VIEUX,64200,BIARRITZ,2 étoiles,15/01/2025,14,http:///www.hotel-lesalizes-biarritz.com/,13 RUE DU PORT VIEUX|64200,HOTEL LES ALIZES|13 RUE DU PORT VIEUX|64200,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15033,latest classification date within exact normalized name/address key
15034,HÔTEL LES ALIZÉS,9 rue des Vosges,67640,LIPSHEIM,3 étoiles,09/02/2024,53,www.hotel-les-alizes.com,9 RUE DES VOSGES|67640,HOTEL LES ALIZES|9 RUE DES VOSGES|67640,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15034,latest classification date within exact normalized name/address key
15035,HÔTEL LES ALIZÉS,49 avenue Jean-Claude Depau,07250,LE POUZIN,2 étoiles,23/05/2023,13,http://hotel-alizes-ardeche.com/,49 AVE JEAN CLAUDE DEPAU|07250,HOTEL LES ALIZES|49 AVE JEAN CLAUDE DEPAU|07250,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15035,latest classification date within exact normalized name/address key
15036,HÔTEL LES ALIZÉS,11 place newquay,35800,DINARD,2 étoiles,15/11/2023,20,https://hotelalizes.com,11 PLACE NEWQUAY|35800,HOTEL LES ALIZES|11 PLACE NEWQUAY|35800,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15036,latest classification date within exact normalized name/address key
15037,HÔTEL LES ALPAGES,1 Chemin de la Madone,39130,BONLIEU,3 étoiles,04/11/2022,8,https://hotel-lesalpages.com/,1 CHEMIN DE LA MADONE|39130,HOTEL LES ALPAGES|1 CHEMIN DE LA MADONE|39130,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15037,latest classification date within exact normalized name/address key
15038,HÔTEL LES ALPES,19 avenue des alpes,04800,GRÉOUX-LES-BAINS,3 étoiles,07/05/2025,26,http://www.hotel-spa-lesalpes.fr,19 AVE DES ALPES|04800,HOTEL LES ALPES|19 AVE DES ALPES|04800,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15038,latest classification date within exact normalized name/address key
15039,HÔTEL LES ALPES D'AZUR,1 Route de Briançon,05240,LA SALLE-LES-ALPES,3 étoiles,12/04/2023,74,https://www.vacancesbleues.fr/fr/vacances-en- france/alpes/serre-chevalier-club-les-alpes-d-azur/ete,1 ROUTE DE BRIANCON|05240,HOTEL LES ALPES D AZUR|1 ROUTE DE BRIANCON|05240,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15039,latest classification date within exact normalized name/address key
15040,HÔTEL LES AMANDIERS,13 avenue de Nîmes,07300,TOURNON-SUR-RHÔNE,3 étoiles,08/02/2022,25,https://www.hotel-amandiers.com/,13 AVE DE NIMES|07300,HOTEL LES AMANDIERS|13 AVE DE NIMES|07300,False,HRE-FR-CLASSIFIED,unverified,unverified,1,15040,latest classification date within exact normalized name/address key
