city,country,country_iso2,eea_flag,deadline,single_fee_pct,listing_id,listing_url,host_id,host_location,host_region_guess,geo_conflict,room_type,property_type,bedrooms,bedroom_bucket,accommodates,beds,host_class,calculated_host_listings_count,host_is_superhost,instant_bookable,license,minimum_nights,number_of_reviews_ltm,estimated_occupancy_l365d,stratum,stay_window,checkin,checkout,nights,adults,dump_date,dump_price
austin,United States,US,0,2026-09-15,15.5,207054,https://www.airbnb.com/rooms/207054,1018853,"Austin, TX",non_eea,0,Entire home/apt,Entire home,2.0,2,5,2.0,individual,1,t,,OL 2026 072586,2.0,6,36,Entire home/apt | 2 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-25,$268.00
san-diego,United States,US,0,2026-09-15,15.5,1294343758540546757,https://www.airbnb.com/rooms/1294343758540546757,482174715,"Rockford, MI",non_eea,0,Entire home/apt,Entire condo,1.0,0-1,4,2.0,professional,7,t,,Exempt,1.0,1,6,Entire home/apt | 0-1 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$383.00
san-diego,United States,US,0,2026-09-15,15.5,1295107697705906268,https://www.airbnb.com/rooms/1295107697705906268,257206515,"San Diego, CA",non_eea,0,Entire home/apt,Entire home,3.0,3+,8,6.0,individual,1,t,,"STR-10746L, 657925",2.0,29,174,Entire home/apt | 3+ | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-29,
san-diego,United States,US,0,2026-09-15,15.5,1298231758339353163,https://www.airbnb.com/rooms/1298231758339353163,499662709,"San Diego, CA",non_eea,0,Entire home/apt,Entire home,5.0,3+,8,6.0,professional,126,t,,"STR-02332L, 642099",2.0,23,138,Entire home/apt | 3+ | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$817.50
san-diego,United States,US,0,2026-09-15,15.5,1316824711855198670,https://www.airbnb.com/rooms/1316824711855198670,10271042,"San Diego, CA",non_eea,0,Entire home/apt,Entire rental unit,3.0,3+,8,4.0,professional,7,t,,"STR-11867L, 647945",1.0,26,156,Entire home/apt | 3+ | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$432.00
san-diego,United States,US,0,2026-09-15,15.5,1317619278104865860,https://www.airbnb.com/rooms/1317619278104865860,341259760,"San Diego, CA",non_eea,0,Shared room,Shared room in hostel,1.0,0-1,1,1.0,professional,25,t,,Exempt,1.0,33,198,Shared room | 0-1 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$52.00
san-diego,United States,US,0,2026-09-15,15.5,1329372472462277675,https://www.airbnb.com/rooms/1329372472462277675,30067818,"San Diego, CA",non_eea,0,Entire home/apt,Entire home,3.0,3+,7,3.0,small_multi,2,t,,"STR-07762L, 649185",2.0,15,90,Entire home/apt | 3+ | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$395.38
san-diego,United States,US,0,2026-09-15,15.5,1339244711464577338,https://www.airbnb.com/rooms/1339244711464577338,302088463,"Palm Desert, CA",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,4,2.0,individual,1,t,,"STR-11131L, 658622",2.0,41,246,Entire home/apt | 0-1 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$240.50
san-diego,United States,US,0,2026-09-15,15.5,1345353608391529194,https://www.airbnb.com/rooms/1345353608391529194,10555775,"San Diego, CA",non_eea,0,Entire home/apt,Entire home,4.0,3+,11,5.0,individual,1,t,,"STR-10959L, 658142",2.0,21,126,Entire home/apt | 3+ | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$426.00
san-diego,United States,US,0,2026-09-15,15.5,1350929273476396630,https://www.airbnb.com/rooms/1350929273476396630,515551944,"San Diego, CA",non_eea,0,Entire home/apt,Entire home,2.0,2,5,2.0,professional,46,f,,"STR-11158L, 658964",2.0,15,90,Entire home/apt | 2 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$256.50
san-diego,United States,US,0,2026-09-15,15.5,1354713594162662220,https://www.airbnb.com/rooms/1354713594162662220,594467398,"San Diego, CA",non_eea,0,Entire home/apt,Entire home,3.0,3+,16,5.0,small_multi,3,f,,"STR-11284L, 658997",1.0,74,255,Entire home/apt | 3+ | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$292.35
san-diego,United States,US,0,2026-09-15,15.5,1371180435797698999,https://www.airbnb.com/rooms/1371180435797698999,308839940,"San Diego, CA",non_eea,0,Entire home/apt,Entire guesthouse,2.0,2,4,2.0,individual,1,t,,"STR-11355L, 659075",2.0,78,255,Entire home/apt | 2 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$197.00
san-diego,United States,US,0,2026-09-15,15.5,1393761675336471347,https://www.airbnb.com/rooms/1393761675336471347,688559442,"San Diego, CA",non_eea,0,Private room,Private room in home,2.0,2,4,3.0,individual,1,t,,"STR-11451L, 659169",2.0,70,255,Private room | 2 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$163.00
san-diego,United States,US,0,2026-09-15,15.5,1396715246564263364,https://www.airbnb.com/rooms/1396715246564263364,449113953,,unknown,0,Entire home/apt,Entire home,1.0,0-1,4,1.0,individual,1,t,,"STR-11473L, 659159",1.0,74,255,Entire home/apt | 0-1 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$233.33
san-diego,United States,US,0,2026-09-15,15.5,1412356019353780366,https://www.airbnb.com/rooms/1412356019353780366,22215007,"San Diego, CA",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,4,2.0,small_multi,4,t,,"STR-11608L, 659194",2.0,42,252,Entire home/apt | 0-1 | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$238.80
san-diego,United States,US,0,2026-09-15,15.5,1424786949213004738,https://www.airbnb.com/rooms/1424786949213004738,508917946,,unknown,0,Entire home/apt,Entire condo,3.0,3+,6,1.0,professional,9,f,,"STR-01043L, 520037",3.0,4,24,Entire home/apt | 3+ | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,"$1,180.73"
san-diego,United States,US,0,2026-09-15,15.5,1425792385120978074,https://www.airbnb.com/rooms/1425792385120978074,362411546,,unknown,0,Entire home/apt,Entire guest suite,1.0,0-1,4,2.0,individual,1,t,,"STR-11792L, 659312",2.0,44,255,Entire home/apt | 0-1 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$245.50
san-diego,United States,US,0,2026-09-15,15.5,1436998860418851122,https://www.airbnb.com/rooms/1436998860418851122,401278868,,unknown,0,Entire home/apt,Entire rental unit,1.0,0-1,2,1.0,professional,20,f,,Exempt,1.0,34,204,Entire home/apt | 0-1 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$152.40
san-diego,United States,US,0,2026-09-15,15.5,1444698322219430462,https://www.airbnb.com/rooms/1444698322219430462,354448222,,unknown,0,Shared room,Shared room in hotel,,unknown,1,1.0,small_multi,3,t,,Exempt,1.0,113,255,Shared room | unknown | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$63.00
san-diego,United States,US,0,2026-09-15,15.5,1450325479969371437,https://www.airbnb.com/rooms/1450325479969371437,702684446,,unknown,0,Entire home/apt,Entire home,5.0,3+,16,12.0,professional,5,t,,"STR-11773L, 645193",1.0,38,228,Entire home/apt | 3+ | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,"$1,515.00"
san-diego,United States,US,0,2026-09-15,15.5,1461868993178203583,https://www.airbnb.com/rooms/1461868993178203583,706383017,"San Diego, CA",non_eea,0,Entire home/apt,Entire condo,1.0,0-1,4,1.0,individual,1,t,,"STR-12319L, 518749",2.0,55,255,Entire home/apt | 0-1 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$342.00
san-diego,United States,US,0,2026-09-15,15.5,1465276370090878420,https://www.airbnb.com/rooms/1465276370090878420,566911145,,unknown,0,Entire home/apt,Entire rental unit,1.0,0-1,4,2.0,professional,28,t,,Exempt,2.0,30,180,Entire home/apt | 0-1 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$154.60
san-diego,United States,US,0,2026-09-15,15.5,1487045191506059989,https://www.airbnb.com/rooms/1487045191506059989,31829130,,unknown,0,Entire home/apt,Entire home,1.0,0-1,4,2.0,individual,1,t,,"STR-12410L, 659397",2.0,97,255,Entire home/apt | 0-1 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$238.00
san-diego,United States,US,0,2026-09-15,15.5,1512549533590876324,https://www.airbnb.com/rooms/1512549533590876324,468914943,,unknown,0,Hotel room,Room in hotel,1.0,0-1,2,1.0,professional,175,f,,Exempt,1.0,1,6,Hotel room | 0-1 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$180.80
san-diego,United States,US,0,2026-09-15,15.5,1532159059607653155,https://www.airbnb.com/rooms/1532159059607653155,724061083,,unknown,0,Entire home/apt,Entire condo,1.0,0-1,6,1.0,individual,1,f,,"STR-12981L, 659809",1.0,4,24,Entire home/apt | 0-1 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$425.00
san-diego,United States,US,0,2026-09-15,15.5,1539192088718245682,https://www.airbnb.com/rooms/1539192088718245682,494744562,,unknown,0,Entire home/apt,Entire home,5.0,3+,12,,individual,1,t,,STR25-0076,2.0,25,150,Entire home/apt | 3+ | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$718.00
san-diego,United States,US,0,2026-09-15,15.5,1552254347769689457,https://www.airbnb.com/rooms/1552254347769689457,357014331,"Irvine, CA",non_eea,0,Entire home/apt,Entire home,3.0,3+,10,4.0,small_multi,2,t,,"STR-12977L, 659786",2.0,29,174,Entire home/apt | 3+ | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$604.50
san-diego,United States,US,0,2026-09-15,15.5,1557314230897777051,https://www.airbnb.com/rooms/1557314230897777051,515551944,"San Diego, CA",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,5,3.0,professional,46,f,,"STR-01834L, 643445",2.0,37,222,Entire home/apt | 0-1 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$183.11
san-diego,United States,US,0,2026-09-15,15.5,1558093728101079758,https://www.airbnb.com/rooms/1558093728101079758,727388906,,unknown,0,Entire home/apt,Entire townhouse,2.0,2,6,2.0,small_multi,2,f,,"STR-13008L, 659812",1.0,3,18,Entire home/apt | 2 | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$513.00
san-diego,United States,US,0,2026-09-15,15.5,1566334454949216545,https://www.airbnb.com/rooms/1566334454949216545,731833732,"San Diego, CA",non_eea,0,Entire home/apt,Entire home,3.0,3+,6,4.0,individual,1,t,,"STR-12937L, 659685",2.0,18,108,Entire home/apt | 3+ | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$621.00
san-diego,United States,US,0,2026-09-15,15.5,1571340955280430331,https://www.airbnb.com/rooms/1571340955280430331,20743431,"San Diego, CA",non_eea,0,Entire home/apt,Entire rental unit,2.0,2,5,2.0,individual,1,t,,"STR-12495L, 518502",1.0,35,210,Entire home/apt | 2 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$586.37
san-diego,United States,US,0,2026-09-15,15.5,1585179866961093428,https://www.airbnb.com/rooms/1585179866961093428,45561133,"San Diego, CA",non_eea,0,Entire home/apt,Entire home,4.0,3+,11,6.0,small_multi,3,t,,"STR-12207L, 659451",2.0,22,132,Entire home/apt | 3+ | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$535.50
san-diego,United States,US,0,2026-09-15,15.5,1593582428993322800,https://www.airbnb.com/rooms/1593582428993322800,33241109,,unknown,0,Entire home/apt,Entire cottage,1.0,0-1,4,1.0,individual,1,f,,"STR-01399L, 625701",2.0,4,24,Entire home/apt | 0-1 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-29,
san-diego,United States,US,0,2026-09-15,15.5,1604614826587669378,https://www.airbnb.com/rooms/1604614826587669378,24013099,"San Diego, CA",non_eea,0,Entire home/apt,Entire home,2.0,2,5,4.0,professional,6,f,,"STR-12499L, 660027",2.0,17,102,Entire home/apt | 2 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$793.12
san-diego,United States,US,0,2026-09-15,15.5,1607353553642252011,https://www.airbnb.com/rooms/1607353553642252011,325602421,"Chula Vista, CA",non_eea,0,Entire home/apt,Entire rental unit,3.0,3+,4,3.0,individual,1,f,,,1.0,12,72,Entire home/apt | 3+ | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$296.86
san-diego,United States,US,0,2026-09-15,15.5,1610696646505118009,https://www.airbnb.com/rooms/1610696646505118009,22012010,"San Diego, CA",non_eea,0,Entire home/apt,Entire home,3.0,3+,8,4.0,professional,43,f,,"STR-02826L, 601805",2.0,8,48,Entire home/apt | 3+ | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$299.56
san-diego,United States,US,0,2026-09-15,15.5,1612476655538645192,https://www.airbnb.com/rooms/1612476655538645192,137545865,"Scottsdale, AZ",non_eea,0,Entire home/apt,Entire condo,2.0,2,6,3.0,individual,1,t,,"STR-13169L, 644910",2.0,19,114,Entire home/apt | 2 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$291.50
san-diego,United States,US,0,2026-09-15,15.5,1624623823812972669,https://www.airbnb.com/rooms/1624623823812972669,47354827,"Chula Vista, CA",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,3,2.0,professional,5,f,,"STR-13344L, 634679",1.0,41,246,Entire home/apt | 0-1 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$124.00
san-diego,United States,US,0,2026-09-15,15.5,1634466422780302279,https://www.airbnb.com/rooms/1634466422780302279,4501445,"San Diego, CA",non_eea,0,Entire home/apt,Entire home,5.0,3+,11,6.0,professional,12,t,,"STR-13370L, 659971",2.0,22,132,Entire home/apt | 3+ | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,"$1,324.62"
san-diego,United States,US,0,2026-09-15,15.5,1643212817348354410,https://www.airbnb.com/rooms/1643212817348354410,5912992,"San Diego, CA",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,3,1.0,professional,10,f,,STR-12998L,1.0,11,66,Entire home/apt | 0-1 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$443.00
san-diego,United States,US,0,2026-09-15,15.5,1644471140067288657,https://www.airbnb.com/rooms/1644471140067288657,492305565,"San Diego, CA",non_eea,0,Entire home/apt,Entire home,4.0,3+,8,4.0,professional,30,f,,"STR-13419L, 602521",1.0,4,24,Entire home/apt | 3+ | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,
san-diego,United States,US,0,2026-09-15,15.5,1648711809774186711,https://www.airbnb.com/rooms/1648711809774186711,701076945,,unknown,0,Hotel room,Room in hotel,1.0,0-1,4,2.0,professional,26,f,,Exempt,1.0,157,255,Hotel room | 0-1 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$186.00
san-diego,United States,US,0,2026-09-15,15.5,1648711813070103925,https://www.airbnb.com/rooms/1648711813070103925,701076945,,unknown,0,Hotel room,Room in hotel,1.0,0-1,2,2.0,professional,26,f,,Exempt,1.0,8,48,Hotel room | 0-1 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$134.00
san-diego,United States,US,0,2026-09-15,15.5,1660463778206522951,https://www.airbnb.com/rooms/1660463778206522951,585290586,"Los Angeles, CA",non_eea,0,Entire home/apt,Entire home,3.0,3+,10,5.0,individual,1,f,,"STR-13168L, 643884",1.0,11,66,Entire home/apt | 3+ | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$495.50
san-diego,United States,US,0,2026-09-15,15.5,1669204316097730688,https://www.airbnb.com/rooms/1669204316097730688,373307437,"Missouri, United States",non_eea,0,Private room,Private room in resort,,unknown,4,2.0,small_multi,4,t,,Exempt,2.0,0,0,Private room | unknown | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$729.71
san-diego,United States,US,0,2026-09-15,15.5,1670747651011302881,https://www.airbnb.com/rooms/1670747651011302881,726353703,,unknown,0,Entire home/apt,Entire rental unit,2.0,2,8,4.0,small_multi,4,t,,"STR-13637L, 660181",1.0,13,78,Entire home/apt | 2 | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$492.59
san-diego,United States,US,0,2026-09-15,15.5,1678284831676998831,https://www.airbnb.com/rooms/1678284831676998831,7078456,"San Diego, CA",non_eea,0,Entire home/apt,Entire home,1.0,0-1,5,2.0,small_multi,3,t,,"STR-13673L, 660205",2.0,17,102,Entire home/apt | 0-1 | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$331.50
san-diego,United States,US,0,2026-09-15,15.5,1689940999549628741,https://www.airbnb.com/rooms/1689940999549628741,705453556,,unknown,0,Private room,Private room in rental unit,,unknown,2,1.0,small_multi,3,f,,"STR-12851L, 659459",1.0,2,12,Private room | unknown | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$149.00
san-diego,United States,US,0,2026-09-15,15.5,1694440807969627184,https://www.airbnb.com/rooms/1694440807969627184,50603993,"San Diego, CA",non_eea,0,Entire home/apt,Entire home,2.0,2,6,2.0,professional,36,f,,"STR-13783L, 634642",2.0,1,6,Entire home/apt | 2 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$545.00
san-diego,United States,US,0,2026-09-15,15.5,1703911894345283400,https://www.airbnb.com/rooms/1703911894345283400,164739817,"San Diego, CA",non_eea,0,Entire home/apt,Entire townhouse,2.0,2,6,3.0,professional,20,t,,"STR-13846L, 660116",3.0,6,36,Entire home/apt | 2 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$669.92
san-diego,United States,US,0,2026-09-15,15.5,1706046671185979876,https://www.airbnb.com/rooms/1706046671185979876,380845360,"Big Bear Lake, CA",non_eea,0,Entire home/apt,Entire home,3.0,3+,8,,small_multi,4,f,,"STR-11744L, 641945",2.0,1,6,Entire home/apt | 3+ | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$242.52
san-diego,United States,US,0,2026-09-15,15.5,1706878192069946308,https://www.airbnb.com/rooms/1706878192069946308,2772383,"San Diego, CA",non_eea,0,Entire home/apt,Entire home,3.0,3+,6,3.0,professional,70,f,,"STR-13851L, 644663",2.0,3,18,Entire home/apt | 3+ | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$642.91
san-diego,United States,US,0,2026-09-15,15.5,1710269508097388530,https://www.airbnb.com/rooms/1710269508097388530,326010257,"San Diego, CA",non_eea,0,Entire home/apt,Entire home,3.0,3+,12,6.0,professional,83,f,,"STR-13758L, 660249",2.0,5,30,Entire home/apt | 3+ | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$514.99
san-diego,United States,US,0,2026-09-15,15.5,1724028509037916054,https://www.airbnb.com/rooms/1724028509037916054,499662709,"San Diego, CA",non_eea,0,Entire home/apt,Entire home,2.0,2,5,3.0,professional,126,t,,"STR-03051L, 518957",2.0,2,12,Entire home/apt | 2 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$579.50
san-diego,United States,US,0,2026-09-15,15.5,1725633112713886175,https://www.airbnb.com/rooms/1725633112713886175,325593778,"San Diego, CA",non_eea,0,Entire home/apt,Entire home,2.0,2,4,3.0,professional,62,t,,"STR-13998L, 660374",2.0,0,0,Entire home/apt | 2 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$298.34
san-diego,United States,US,0,2026-09-15,15.5,1727940682141574695,https://www.airbnb.com/rooms/1727940682141574695,154680709,,unknown,0,Entire home/apt,Entire home,3.0,3+,16,3.0,small_multi,4,f,,,1.0,1,6,Entire home/apt | 3+ | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$368.83
san-diego,United States,US,0,2026-09-15,15.5,1735664588793745833,https://www.airbnb.com/rooms/1735664588793745833,301775154,,unknown,0,Entire home/apt,Entire rental unit,2.0,2,6,3.0,professional,29,f,,"STR-09029L, 651287",2.0,4,24,Entire home/apt | 2 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$249.30
san-diego,United States,US,0,2026-09-15,15.5,1737752072498084495,https://www.airbnb.com/rooms/1737752072498084495,62072513,,unknown,0,Entire home/apt,Entire home,4.0,3+,14,9.0,small_multi,4,f,,"STR-12160L, 506050",2.0,0,0,Entire home/apt | 3+ | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-29,"$1,446.00"
san-diego,United States,US,0,2026-09-15,15.5,1756077590047958841,https://www.airbnb.com/rooms/1756077590047958841,2772383,"San Diego, CA",non_eea,0,Entire home/apt,Entire home,2.0,2,4,2.0,professional,70,f,,"STR-14064L, 623750",2.0,0,0,Entire home/apt | 2 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$540.00
san-diego,United States,US,0,2026-09-15,15.5,1756622239594739660,https://www.airbnb.com/rooms/1756622239594739660,2772383,"San Diego, CA",non_eea,0,Entire home/apt,Entire home,1.0,0-1,2,1.0,professional,70,f,,"STR-13873L, 637577",2.0,0,0,Entire home/apt | 0-1 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-29,$217.00
london,United Kingdom,GB,0,2026-09-15,15.5,544824,https://www.airbnb.com/rooms/544824,949926,"London, United Kingdom",non_eea,0,Entire home/apt,Entire condo,1.0,0-1,4,2.0,professional,25,f,,,2.0,1,9,Entire home/apt | 0-1 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-18,$165.21
london,United Kingdom,GB,0,2026-09-15,15.5,2046402,https://www.airbnb.com/rooms/2046402,9007130,"London, United Kingdom",non_eea,0,Entire home/apt,Entire rental unit,2.0,2,4,2.0,individual,1,f,,,3.0,1,9,Entire home/apt | 2 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-18,$218.33
london,United Kingdom,GB,0,2026-09-15,15.5,3355641,https://www.airbnb.com/rooms/3355641,15948715,"London, United Kingdom",non_eea,0,Private room,Private room in home,,unknown,2,1.0,small_multi,2,f,,,2.0,51,255,Private room | unknown | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-18,$72.00
london,United Kingdom,GB,0,2026-09-15,15.5,7687098,https://www.airbnb.com/rooms/7687098,12093616,"London, United Kingdom",non_eea,0,Private room,Private room in condo,,unknown,1,1.0,small_multi,4,t,,,1.0,7,64,Private room | unknown | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-18,$119.00
london,United Kingdom,GB,0,2026-09-15,15.5,8367891,https://www.airbnb.com/rooms/8367891,44103276,"London, United Kingdom",non_eea,0,Entire home/apt,Entire rental unit,2.0,2,5,3.0,individual,1,t,,,2.0,17,156,Entire home/apt | 2 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-18,$481.67
london,United Kingdom,GB,0,2026-09-15,15.5,9039125,https://www.airbnb.com/rooms/9039125,44527146,"London, United Kingdom",non_eea,0,Entire home/apt,Entire rental unit,2.0,2,5,2.0,small_multi,2,t,,,1.0,30,255,Entire home/apt | 2 | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-18,$650.00
london,United Kingdom,GB,0,2026-09-15,15.5,10659423,https://www.airbnb.com/rooms/10659423,46651484,"London, United Kingdom",non_eea,0,Private room,Private room in rental unit,2.0,2,2,1.0,individual,1,f,,,2.0,0,0,Private room | 2 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-18,$65.60
london,United Kingdom,GB,0,2026-09-15,15.5,12420925,https://www.airbnb.com/rooms/12420925,1546794,,unknown,0,Hotel room,Room in bed and breakfast,2.0,2,1,1.0,professional,5,t,,,1.0,1,9,Hotel room | 2 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-18,$171.00
london,United Kingdom,GB,0,2026-09-15,15.5,14825753,https://www.airbnb.com/rooms/14825753,97892488,"London, United Kingdom",non_eea,0,Hotel room,Room in hostel,1.0,0-1,2,2.0,small_multi,3,f,,,1.0,2,18,Hotel room | 0-1 | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-18,$92.00
london,United Kingdom,GB,0,2026-09-15,15.5,15800799,https://www.airbnb.com/rooms/15800799,243610,"London, United Kingdom",non_eea,0,Private room,Private room in guest suite,,unknown,2,1.0,small_multi,3,t,,,2.0,14,129,Private room | unknown | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-18,$132.50
london,United Kingdom,GB,0,2026-09-15,15.5,16162819,https://www.airbnb.com/rooms/16162819,70469452,"London, United Kingdom",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,4,2.0,individual,1,f,,,3.0,0,0,Entire home/apt | 0-1 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-18,$135.00
london,United Kingdom,GB,0,2026-09-15,15.5,16903305,https://www.airbnb.com/rooms/16903305,110250725,"London, United Kingdom",non_eea,0,Hotel room,Room in serviced apartment,3.0,3+,8,3.0,professional,41,f,,,3.0,0,0,Hotel room | 3+ | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-18,$960.00
london,United Kingdom,GB,0,2026-09-15,15.5,17344226,https://www.airbnb.com/rooms/17344226,7474135,"London, United Kingdom",non_eea,0,Private room,Private room in home,,unknown,1,1.0,small_multi,4,t,,,1.0,14,129,Private room | unknown | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-18,$69.00
london,United Kingdom,GB,0,2026-09-15,15.5,18663024,https://www.airbnb.com/rooms/18663024,83740964,"London, United Kingdom",non_eea,0,Entire home/apt,Entire rental unit,2.0,2,3,3.0,professional,56,f,,,3.0,1,9,Entire home/apt | 2 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-18,$169.00
london,United Kingdom,GB,0,2026-09-15,15.5,18863447,https://www.airbnb.com/rooms/18863447,64578918,"London, United Kingdom",non_eea,0,Hotel room,Room in boutique hotel,,unknown,2,4.0,professional,18,f,,,1.0,3,28,Hotel room | unknown | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-18,$85.00
london,United Kingdom,GB,0,2026-09-15,15.5,19680095,https://www.airbnb.com/rooms/19680095,138600175,,unknown,0,Private room,Private room in rental unit,,unknown,1,1.0,individual,1,t,,,2.0,10,92,Private room | unknown | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-18,$52.50
london,United Kingdom,GB,0,2026-09-15,15.5,21185641,https://www.airbnb.com/rooms/21185641,35794593,"Ruislip, United Kingdom",non_eea,0,Private room,Private room in home,,unknown,2,1.0,small_multi,2,t,,,1.0,26,239,Private room | unknown | small_multi,W2,2026-12-11,2026-12-14,3,2,2026-08-18,$42.00
london,United Kingdom,GB,0,2026-09-15,15.5,26976265,https://www.airbnb.com/rooms/26976265,24036581,,unknown,0,Entire home/apt,Entire home,5.0,3+,8,6.0,individual,1,f,,,3.0,1,9,Entire home/apt | 3+ | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-18,$306.87
london,United Kingdom,GB,0,2026-09-15,15.5,27444538,https://www.airbnb.com/rooms/27444538,23211655,"London, United Kingdom",non_eea,0,Entire home/apt,Entire rental unit,2.0,2,4,2.0,professional,13,t,,,2.0,0,0,Entire home/apt | 2 | professional,W2,2026-12-11,2026-12-14,3,2,2026-08-18,$335.33
london,United Kingdom,GB,0,2026-09-15,15.5,28480546,https://www.airbnb.com/rooms/28480546,86263015,"London, United Kingdom",non_eea,0,Entire home/apt,Entire rental unit,3.0,3+,4,3.0,individual,1,t,,,3.0,10,92,Entire home/apt | 3+ | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-18,$230.00
london,United Kingdom,GB,0,2026-09-15,15.5,29482014,https://www.airbnb.com/rooms/29482014,94949941,"London, United Kingdom",non_eea,0,Entire home/apt,Entire rental unit,2.0,2,5,2.0,individual,1,f,,,2.0,7,64,Entire home/apt | 2 | individual,W2,2026-12-11,2026-12-14,3,2,2026-08-18,"$1,299.00"
