year,quarter,qn,line,value_musd,fy_total,q_share_of_fy_pct,q_share_of_fy_revenue_pct,pct_of_revenue,per_night_usd,q_share_of_fy_nights_pct,margin_actual_pct,margin_if_costs_flat_pct,margin_discretionary_timing_pp,share_mean_2023_25,share_min_2023_25,share_max_2023_25,pct_rev_mean_2023_25,pct_rev_min_2023_25,pct_rev_max_2023_25,per_night_mean_2023_25
2024,4Q24,4,interest_income,183.0,818.0,22.37,22.34,7.38,1.649,22.58,,,,23.99,22.37,26.63,7.29,5.83,8.66,1.64
2024,1Q24,1,tax_provision,29.0,683.0,4.25,19.29,1.35,0.219,26.98,,,,2.27,-0.48,4.25,0.97,0.72,1.35,0.15
2024,2Q24,2,tax_provision,126.0,683.0,18.45,24.75,4.59,1.007,25.45,,,,13.12,-0.97,21.88,3.36,1.05,4.59,0.75
2024,3Q24,3,tax_provision,367.0,683.0,53.73,33.62,9.83,2.989,24.98,,,,73.56,53.73,100.19,-19.76,-79.33,10.21,-5.9
2024,4Q24,4,tax_provision,161.0,683.0,23.57,22.34,6.49,1.45,22.58,,,,11.05,1.26,23.57,2.28,-1.53,6.49,0.51
2025,1Q25,1,revenue,2272.0,12241.0,18.56,18.56,100.0,15.877,26.85,,,,18.73,18.33,19.29,100.0,100.0,100.0,15.68
2025,2Q25,2,revenue,3096.0,12241.0,25.29,25.29,100.0,23.036,25.22,,,,25.03,24.75,25.29,100.0,100.0,100.0,22.19
2025,3Q25,3,revenue,4095.0,12241.0,33.45,33.45,100.0,30.651,25.07,,,,33.77,33.45,34.25,100.0,100.0,100.0,30.35
2025,4Q25,4,revenue,2778.0,12241.0,22.69,22.69,100.0,22.789,22.87,,,,22.47,22.34,22.69,100.0,100.0,100.0,22.53
2025,1Q25,1,adj_ebitda,417.0,4297.0,9.7,18.56,18.35,2.914,26.85,18.35,11.74,6.61,9.12,7.17,10.49,17.52,14.41,19.79,2.76
2025,2Q25,2,adj_ebitda,1043.0,4297.0,24.27,25.29,33.69,7.76,25.22,33.69,34.78,-1.09,22.94,22.12,24.27,33.06,32.53,33.69,7.34
2025,3Q25,3,adj_ebitda,2051.0,4297.0,47.73,33.45,50.09,15.352,25.07,50.09,51.18,-1.09,48.8,47.73,50.21,52.18,50.09,53.99,15.83
2025,4Q25,4,adj_ebitda,786.0,4297.0,18.29,22.69,28.29,6.448,22.87,28.29,30.88,-2.59,19.14,18.29,20.2,30.8,28.29,33.27,6.94
2025,1Q25,1,cor_gaap,506.0,2086.0,24.26,18.56,22.27,3.536,26.85,,,,24.98,24.26,25.56,22.74,22.27,23.54,3.56
2025,2Q25,2,cor_gaap,544.0,2086.0,26.08,25.29,17.57,4.048,25.22,,,,26.13,25.37,26.94,17.79,17.39,18.41,3.95
2025,3Q25,3,cor_gaap,549.0,2086.0,26.32,33.45,13.41,4.109,25.07,,,,26.01,24.76,26.95,13.13,12.46,13.51,3.98
2025,4Q25,4,cor_gaap,487.0,2086.0,23.35,22.69,17.53,3.995,22.87,,,,22.88,22.55,23.35,17.35,17.22,17.53,3.91
2025,1Q25,1,ops_gaap,303.0,1327.0,22.83,18.56,13.34,2.117,26.85,,,,22.95,22.23,23.78,14.05,13.31,15.51,2.2
2025,2Q25,2,ops_gaap,332.0,1327.0,25.02,25.29,10.72,2.47,25.22,,,,26.04,25.02,26.73,11.93,10.72,12.76,2.64
2025,3Q25,3,ops_gaap,365.0,1327.0,27.51,33.45,8.91,2.732,25.07,,,,27.64,26.64,28.78,9.37,8.91,9.89,2.84
2025,4Q25,4,ops_gaap,327.0,1327.0,24.64,22.69,11.77,2.683,22.87,,,,23.37,22.62,24.64,11.89,11.69,12.22,2.68
2025,1Q25,1,pd_gaap,568.0,2354.0,24.13,18.56,25.0,3.969,26.85,,,,23.87,23.1,24.39,23.43,22.18,25.0,3.67
2025,2Q25,2,pd_gaap,610.0,2354.0,25.91,25.29,19.7,4.539,25.22,,,,25.78,25.24,26.19,18.92,18.16,19.7,4.2
2025,3Q25,3,pd_gaap,587.0,2354.0,24.94,33.45,14.33,4.394,25.07,,,,24.92,24.33,25.49,13.57,12.33,14.33,4.12
2025,4Q25,4,pd_gaap,589.0,2354.0,25.02,22.69,21.2,4.832,22.87,,,,25.43,25.02,26.17,20.79,19.48,21.69,4.68
2025,1Q25,1,sm_gaap,563.0,2588.0,21.75,18.56,24.78,3.934,26.85,,,,23.73,21.75,25.52,24.51,24.0,24.78,3.84
2025,2Q25,2,sm_gaap,691.0,2588.0,26.7,25.29,22.32,5.141,25.22,,,,26.98,26.68,27.57,20.91,19.57,22.32,4.65
2025,3Q25,3,sm_gaap,639.0,2588.0,24.69,33.45,15.6,4.783,25.07,,,,23.83,22.86,24.69,13.74,11.86,15.6,4.18
2025,4Q25,4,sm_gaap,695.0,2588.0,26.85,22.69,25.02,5.701,22.87,,,,25.46,24.05,26.85,22.07,19.12,25.02,4.97
2025,1Q25,1,ga_gaap,294.0,1342.0,21.91,18.56,12.94,2.055,26.85,,,,19.38,12.0,24.22,13.24,12.94,13.4,2.08
2025,2Q25,2,ga_gaap,307.0,1342.0,22.88,25.29,9.92,2.284,25.22,,,,21.01,13.58,26.58,10.82,9.92,11.46,2.4
2025,3Q25,3,ga_gaap,330.0,1342.0,24.59,33.45,8.06,2.47,25.07,,,,22.62,15.01,28.27,8.66,8.06,8.98,2.63
2025,4Q25,4,ga_gaap,411.0,1342.0,30.63,22.69,14.79,3.372,22.87,,,,36.99,20.93,59.41,26.34,10.0,54.24,5.93
2025,1Q25,1,cor_cash,506.0,2086.0,24.26,18.56,22.27,3.536,26.85,,,,24.98,24.26,25.56,22.74,22.27,23.54,3.56
2025,2Q25,2,cor_cash,544.0,2086.0,26.08,25.29,17.57,4.048,25.22,,,,26.13,25.37,26.94,17.79,17.39,18.41,3.95
2025,3Q25,3,cor_cash,549.0,2086.0,26.32,33.45,13.41,4.109,25.07,,,,26.01,24.76,26.95,13.13,12.46,13.51,3.98
2025,4Q25,4,cor_cash,487.0,2086.0,23.35,22.69,17.53,3.995,22.87,,,,22.88,22.55,23.35,17.35,17.22,17.53,3.91
2025,1Q25,1,ops_cash,282.0,1237.0,22.8,18.56,12.41,1.971,26.85,,,,15.56,0.0,23.88,9.03,0.0,14.69,1.39
2025,2Q25,2,ops_cash,309.0,1237.0,24.98,25.29,9.98,2.299,25.22,,,,28.51,24.98,33.91,11.14,9.98,12.0,2.47
2025,3Q25,3,ops_cash,343.0,1237.0,27.73,33.45,8.38,2.567,25.07,,,,30.65,26.74,37.47,8.83,8.38,9.3,2.68
2025,4Q25,4,ops_cash,303.0,1237.0,24.49,22.69,10.91,2.486,22.87,,,,25.28,22.72,28.62,11.02,10.69,11.45,2.48
2025,1Q25,1,pd_cash,338.0,1337.0,25.28,18.56,14.88,2.362,26.85,,,,17.21,0.0,26.36,9.93,0.0,14.91,1.53
2025,2Q25,2,pd_cash,331.0,1337.0,24.76,25.29,10.69,2.463,25.22,,,,27.29,24.76,31.82,10.45,10.19,10.69,2.32
2025,3Q25,3,pd_cash,333.0,1337.0,24.91,33.45,8.13,2.493,25.07,,,,27.35,23.74,33.41,7.73,7.18,8.13,2.35
2025,4Q25,4,pd_cash,335.0,1337.0,25.06,22.69,12.06,2.748,22.87,,,,28.15,24.61,34.77,11.94,11.41,12.34,2.69
2025,1Q25,1,sm_cash,519.0,2376.0,21.84,18.56,22.84,3.627,26.85,,,,15.89,0.0,25.84,15.35,0.0,23.21,2.37
2025,2Q25,2,sm_cash,639.0,2376.0,26.89,25.29,20.64,4.754,25.22,,,,29.87,26.89,35.16,19.31,18.12,20.64,4.29
2025,3Q25,3,sm_cash,585.0,2376.0,24.62,33.45,14.29,4.379,25.07,,,,26.23,22.66,31.42,12.6,10.89,14.29,3.83
2025,4Q25,4,sm_cash,633.0,2376.0,26.64,22.69,22.79,5.193,22.87,,,,28.0,23.94,33.42,20.21,17.63,22.79,4.55
2025,1Q25,1,ga_cash,231.0,1069.0,21.61,18.56,10.17,1.614,26.85,,,,10.82,0.0,21.61,6.97,0.0,10.73,1.07
2025,2Q25,2,ga_cash,237.0,1069.0,22.17,25.29,7.66,1.763,25.22,,,,23.06,12.08,34.92,8.4,7.66,8.81,1.86
2025,3Q25,3,ga_cash,261.0,1069.0,24.42,33.45,6.37,1.954,25.07,,,,25.54,13.52,38.67,6.9,6.37,7.18,2.09
2025,4Q25,4,ga_cash,340.0,1069.0,31.81,22.69,12.24,2.789,22.87,,,,40.59,26.41,63.55,23.7,7.38,51.49,5.33
2025,1Q25,1,total_cash_costs,1876.0,8105.0,23.15,18.56,82.57,13.11,26.85,,,,17.69,8.17,23.15,64.02,22.41,87.07,9.93
2025,2Q25,2,total_cash_costs,2060.0,8105.0,25.42,25.29,66.54,15.327,25.22,,,,26.66,22.76,31.81,67.09,66.54,68.01,14.89
2025,3Q25,3,total_cash_costs,2071.0,8105.0,25.55,33.45,50.57,15.501,25.07,,,,26.38,22.19,31.4,49.18,47.54,50.57,14.93
2025,4Q25,4,total_cash_costs,2098.0,8105.0,25.89,22.69,75.52,17.211,22.87,,,,29.27,25.89,33.3,84.21,67.82,109.29,18.97
2025,1Q25,1,sbc,358.0,1592.0,22.49,18.56,15.76,2.502,26.85,,,,21.63,20.97,22.49,14.24,13.2,15.76,2.24
2025,2Q25,2,sbc,424.0,1592.0,26.63,25.29,13.7,3.155,25.22,,,,26.97,26.63,27.15,13.28,12.24,13.9,2.95
2025,3Q25,3,sbc,399.0,1592.0,25.06,33.45,9.74,2.987,25.07,,,,25.44,25.06,25.73,9.29,8.42,9.74,2.82
2025,4Q25,4,sbc,411.0,1592.0,25.82,22.69,14.79,3.372,22.87,,,,25.95,25.82,26.15,14.23,13.07,14.84,3.21
2025,1Q25,1,da,25.0,91.0,27.47,18.56,1.1,0.175,26.85,,,,24.67,21.54,27.47,0.79,0.61,1.1,0.12
2025,2Q25,2,da,21.0,91.0,23.08,25.29,0.68,0.156,25.22,,,,21.69,20.45,23.08,0.52,0.36,0.68,0.12
2025,3Q25,3,da,22.0,91.0,24.18,33.45,0.54,0.165,25.07,,,,21.81,18.18,24.18,0.39,0.24,0.54,0.12
2025,4Q25,4,da,23.0,91.0,25.27,22.69,0.83,0.189,22.87,,,,31.83,25.27,36.36,0.81,0.72,0.89,0.18
2025,1Q25,1,nights,143.1,533.0,26.85,18.56,6.3,,26.85,,,,26.95,26.85,27.02,6.38,6.19,6.66,
2025,2Q25,2,nights,134.4,533.0,25.22,25.29,4.34,,25.22,,,,25.45,25.22,25.68,4.51,4.34,4.63,
2025,3Q25,3,nights,133.6,533.0,25.07,33.45,3.26,,25.07,,,,25.1,24.98,25.26,3.29,3.26,3.33,
2025,4Q25,4,nights,121.9,533.0,22.87,22.69,4.39,,22.87,,,,22.5,22.04,22.87,4.44,4.39,4.48,
2025,1Q25,1,gbv,24.5,91.3,26.83,18.56,1.08,,26.85,,,,27.55,26.83,28.0,1.09,1.07,1.12,
2025,2Q25,2,gbv,23.5,91.3,25.74,25.29,0.76,,25.22,,,,25.91,25.74,26.06,0.77,0.76,0.77,
2025,3Q25,3,gbv,22.9,91.3,25.08,33.45,0.56,,25.07,,,,24.87,24.57,25.08,0.55,0.54,0.56,
2025,4Q25,4,gbv,20.4,91.3,22.34,22.69,0.73,,22.87,,,,21.67,21.15,22.34,0.71,0.7,0.73,
2025,1Q25,1,fcf,1781.0,4613.0,38.61,18.56,78.39,12.446,26.85,,,,40.79,38.61,42.57,84.82,78.39,89.12,13.3
2025,2Q25,2,fcf,962.0,4613.0,20.85,25.29,31.07,7.158,25.22,,,,22.52,20.85,23.46,35.08,31.07,37.95,7.77
2025,3Q25,3,fcf,1349.0,4613.0,29.24,33.45,32.94,10.097,25.07,,,,29.11,23.95,34.14,33.43,28.78,38.56,10.14
2025,4Q25,4,fcf,521.0,4613.0,11.29,22.69,18.75,4.274,22.87,,,,7.57,1.2,11.29,13.1,2.07,18.75,2.96
2025,1Q25,1,cfo,1789.0,4646.0,38.51,18.56,78.74,12.502,26.85,,,,40.64,38.51,42.56,85.27,78.74,89.78,13.37
2025,2Q25,2,cfo,975.0,4646.0,20.99,25.29,31.49,7.254,25.22,,,,22.55,20.99,23.4,35.44,31.49,38.25,7.85
2025,3Q25,3,cfo,1356.0,4646.0,29.19,33.45,33.11,10.15,25.07,,,,29.05,23.86,34.11,33.67,28.89,39.01,10.21
2025,4Q25,4,cfo,526.0,4646.0,11.32,22.69,18.93,4.315,22.87,,,,7.75,1.62,11.32,13.52,2.84,18.93,3.05
2025,1Q25,1,interest_income,173.0,705.0,24.54,18.56,7.61,1.209,26.85,,,,23.16,20.25,24.69,8.36,7.61,9.43,1.31
2025,2Q25,2,interest_income,190.0,705.0,26.95,25.29,6.14,1.414,25.22,,,,27.02,26.49,27.63,7.35,6.14,8.22,1.63
2025,3Q25,3,interest_income,180.0,705.0,25.53,33.45,4.4,1.347,25.07,,,,25.82,25.31,26.63,5.2,4.4,5.65,1.58
2025,4Q25,4,interest_income,162.0,705.0,22.98,22.69,5.83,1.329,22.87,,,,23.99,22.37,26.63,7.29,5.83,8.66,1.64
2025,1Q25,1,tax_provision,19.0,626.0,3.04,18.56,0.84,0.133,26.85,,,,2.27,-0.48,4.25,0.97,0.72,1.35,0.15
2025,2Q25,2,tax_provision,137.0,626.0,21.88,25.29,4.43,1.019,25.22,,,,13.12,-0.97,21.88,3.36,1.05,4.59,0.75
2025,3Q25,3,tax_provision,418.0,626.0,66.77,33.45,10.21,3.129,25.07,,,,73.56,53.73,100.19,-19.76,-79.33,10.21,-5.9
2025,4Q25,4,tax_provision,52.0,626.0,8.31,22.69,1.87,0.427,22.87,,,,11.05,1.26,23.57,2.28,-1.53,6.49,0.51
