quarter,categories,sentence
2Q25,latin_america,"¦ Latin America: In Latin America, we saw high-teens growth in Nights and Seats Booked during Q2 2025 compared to Q2 2024."
2Q25,latin_america,"ADR in Latin America declined 3% in Q2 2025 compared to Q2 2024, primarily driven by FX."
2Q25,latin_america,"Brazil continued to drive meaningful growth across the region, with origin nights booked increasing at a high-teens rate and first-time bookers growing approximately 20% in Q2 2025 compared to Q2 2024"
2Q25,latin_america,"As part of our ongoing eo ff rts to localize our product, we recently introduced another way for our guests to pay in Brazil—offering even more ao ff rdable payment options."
2Q25,north_america,"Additionally, while travel from Canada to the U.S. remained soft in Q2 2025, total nights booked by Canadians–both within Canada and to destinations outside of North America– accelerated from Q1 2025."
2Q25,asia_pacific,"¦ Asia Pacific: In Asia Pacific, we saw mid-teens growth in Nights and Seats Booked during Q2 2025 compared to Q2 2024."
2Q25,north_america|domestic,"In the U.S., year-over-year growth of nights booked on a destination basis accelerated each month throughout Q2 2025, driven by domestic travel."
2Q25,north_america|long_term_stays,"Growth in short-term stays and entire homes continued to outpace long-term stays (trips of 28 days or more) and Airbnb rooms, respectively, helping to drive the mix shift. 9 Following broader macro un"
2Q25,north_america,"ADR in North America increased 3% in Q2 2025 compared to Q2 2024, primarily driven by mix shift."
2Q25,north_america,"¦ North America: In North America, we saw low-single digit growth in Nights and Seats Booked during Q2 2025 compared to Q2 2024."
2Q25,expansion_markets,"In fact, both the growth rate of demand and supply in our expansion markets was more than twice that of our core markets in Q2 2025."
2Q25,asia_pacific|domestic,"Late last year, we launched a brand campaign centered on domestic travel to raise awareness of Airbnb among Japanese travelers."
2Q25,expansion_markets,"Accelerate growth in global markets: For six consecutive quarters, nights booked on an origin basis in our expansion markets have grown at about twice the rate of our core markets."
2Q25,expansion_markets,"For the past six quarters, the growth rate of nights booked on an origin basis in our expansion markets was approximately double that of our core markets."
2Q25,north_america,"Nights and Seats Booked grew double-digits year-over-year in Q2 2025 when excluding North America, which contributes approximately 30% of total Nights and Seats Booked."
3Q25,latin_america|asia_pacific|urban,"We continued to see growth in both high-density urban and non-urban destinations, with the most growth in those regions with the highest demand—Latin America and Asia Pacific."
3Q25,asia_pacific,"Our strategy is also attracting new users to the platform more broadly across Asia Pacific, with first-time bookers increasing over 20% in Japan and nearly 50% in India on a year-over-year basis."
3Q25,north_america,"Nights and Seats Booked grew double-digits year-over-year in Q3 2025 when excluding North America, which contributed approximately 30% of total Nights and Seats Booked."
3Q25,asia_pacific,"Tapping cultural insights in Korea Leveraging social partnerships in Japan Often called “Korean Thanksgiving,” Chuseok is becoming a big This year, a major event in the Kansai region was set to draw m"
3Q25,asia_pacific|domestic,"In Japan, nights booked for domestic travel in Q3 2025 increased 27% year-over-year, representing the third consecutive quarter of acceleration."
3Q25,asia_pacific,Our expansion playbook in Asia Pacific continues to yield positive results.
3Q25,asia_pacific,"First-time bookers increased over 20% in Japan and nearly 50% in India on a year-over-year basis. 1 Flexible location carousels are currently available to a limited number of guests, with broader avai"
3Q25,north_america,"¦ AI customer support in more places—We initially launched in the U.S., where our AI assistant has already reduced people’s need to contact a human agent by around 15%."
3Q25,latin_america,"We’re now expanding it, starting with Spanish in Mexico, with more countries and languages to come."
3Q25,north_america,"Specifically, we are seeing strength in longer lead time bookings, in part driven by our Reserve Now, Pay Later offering in the U.S., supporting our positive outlook for the rest of the year."
3Q25,north_america,"Both metrics accelerated from Q2 and exceeded our expectations, driven by the strength in the U.S. market and ADR."
3Q25,north_america,"Here are a few of them: ¦ Reserve Now, Pay Later—We know guests want more flexible ways to pay, so we recently introduced a feature in the U.S. that gives guests the option to reserve an eligible stay"
3Q25,latin_america,Giving guests in Brazil this option has already accounted for nearly 50% of total bookings value in Q3.
3Q25,latin_america,"Adding flexible payments in Brazil Tapping into local preferences and behaviors, we introduced fee- free installments up to 6 months."
3Q25,north_america,"Average lead times were up slightly on a year-over-year basis, particularly in North America in part driven by the launch of our Reserve Now, Pay Later offering."
3Q25,expansion_markets,"In fact, the average growth rate of nights booked on an origin basis in our expansion markets was twice that of our core markets over the last twelve months as of Q3 2025."
3Q25,north_america|domestic,"¦ North America: In North America, we saw mid-single digit growth of Nights and Seats Booked during Q3 2025 compared to Q3 2024, representing a sequential acceleration, driven by strong domestic trave"
3Q25,north_america,"ADR in North America increased 8 5% in Q3 2025 compared to Q3 2024, primarily driven by mix shift."
3Q25,long_term_stays,"Growth in short-term stays and entire homes continued to outpace long-term stays (trips of 28 days or more) and private rooms, respectively, helping to drive the mix shift."
3Q25,north_america|domestic,"In August, we launched our Reserve Now, Pay Later payment option within the U.S., which allows guests to pay $0 upfront when they book eligible domestic stays."
3Q25,north_america,"The introduction of Reserve Now, Pay Later helped drive the acceleration of Nights and Seats Booked in North America during Q3 2025."
3Q25,emea,"¦ EMEA: In EMEA, we saw mid-single digit growth in Nights and Seats Booked during Q3 2025 compared to Q3 2024."
3Q25,emea|events,"During Q3 2025, we faced a slightly unfavorable year-over-year comparison within the region due to the Paris Summer Olympic and Paralympic Games in 2024."
3Q25,emea,ADR in EMEA increased 10% in Q3 2025 compared to Q3 2024 primarily driven by FX.
3Q25,latin_america,"¦ Latin America: In Latin America, we saw low-20s growth in Nights and Seats Booked during Q3 2025 compared to Q3 2024."
3Q25,latin_america,"ADR in Latin America increased 4% in Q3 2025 compared to Q3 2024, primarily driven by price appreciation and FX."
3Q25,latin_america,"Brazil continued to drive meaningful growth across the region, with origin nights booked increasing over 20% and the number of first-time bookers increasing 17% in Q3 2025 compared to Q3 2024."
3Q25,latin_america,"As a result, we saw the share of bookers in Brazil choosing an installment payment option more than double, helping to drive higher bookings during Q3 2025."
3Q25,asia_pacific,"¦ Asia Pacific: In Asia Pacific, we saw mid-teens growth in Nights and Seats Booked during Q3 2025 compared to Q3 2024."
3Q25,asia_pacific,"ADR in Asia Pacific increased 2% in Q3 2025 compared to Q3 2024, primarily driven by price appreciation."
3Q25,expansion_markets,The average growth rate of nights booked on an origin basis in our expansion markets continues to be twice that of our core markets over the last 12 months.
3Q25,long_term_stays,"And for all stays under 28 nights, guests can cancel for a full refund up to 24 hours after their reservation is confirmed, if they book more than 7 days before check-in."
4Q25,latin_america|asia_pacific|urban,"Additionally, we continued to see growth in both high-density urban and non-urban destinations, with the most growth in those regions with the highest demand—Latin America and Asia Pacific."
4Q25,asia_pacific|domestic,"In addition to continued strength in domestic travel in Japan, Q4 2025 nights booked on an origin basis in India grew 50% year-over-year and first-time bookers grew more than 60% year-over-year."
4Q25,asia_pacific,Our expansion playbook in Asia Pacific continues to yield positive results.
4Q25,asia_pacific,"ADR in Asia Pacific increased 2% in Q4 2025 compared to Q4 2024, primarily driven by price appreciation."
4Q25,asia_pacific,"¦ Asia Pacific: In Asia Pacific, we saw mid-teens growth in Nights and Seats Booked during Q4 2025 compared to Q4 2024."
4Q25,latin_america,"Additionally, we saw a strong sequential acceleration of growth in origin nights booked in Mexico–up high-teens on a year-over-year basis in Q4 2025–further demonstrating the success of our global exp"
4Q25,latin_america,"Brazil continued to drive meaningful growth across the region, with origin nights booked increasing over 20% and the number of first-time bookers increasing 17% in Q4 2025 compared to Q4 2024."
4Q25,latin_america,"ADR in Latin America increased 9% in Q4 2025 compared to Q4 2024, primarily driven by FX and price appreciation."
4Q25,latin_america,"¦ Latin America: In Latin America, we saw high-teens growth in Nights and Seats Booked during Q4 2025 compared to Q4 2024."
4Q25,emea,"ADR in EMEA increased 12% in Q4 2025 compared to Q4 2024, primarily driven by FX."
4Q25,emea|expansion_markets,"¦ EMEA: In EMEA, we saw high-single digit growth in Nights and Seats Booked during Q4 2025 compared to Q4 2024, representing an acceleration compared to Q3 2025, due to a broad improvement in demand a"
4Q25,long_term_stays,"Growth in short-term stays and entire homes, particularly listings with 4 or more bedrooms, continued to outpace long-term stays (trips of 28 days or more) and private rooms, respectively, helping to "
4Q25,north_america,"ADR in North America increased 5% in Q4 2025 compared to Q4 2024, primarily driven by mix shift."
4Q25,north_america|expansion_markets|domestic,"During 2025, the average growth rate of nights booked on an origin basis in our expansion markets was roughly twice that of our core markets. 7 ¦ North America: In North America, we saw mid-single dig"
4Q25,north_america,"After a strong U.S. launch—with over 70% adoption by eligible bookings*—and testing in other markets, we’re rolling it out to more guests in 2026."
4Q25,north_america|latin_america,"Here are some highlights from Q4: ¦ AI customer support in more places—AI-powered customer support has now been rolled out for English, French and Spanish speaking users across the U.S., Canada and Me"
4Q25,asia_pacific,"In addition, first-time bookers grew at double-digit rates across all three countries, with India up more than 60%, showing how we’re bringing new travelers to Airbnb. 3 We’re expanding what we oe ff "
4Q25,latin_america|asia_pacific,"In Q4 2025, we saw particularly strong performance in Brazil and Japan, and India became one of our fastest-growing countries on an origin basis, with nights booked up 50% year- over-year."
4Q25,expansion_markets,"Origin nights booked in our expansion markets grew at roughly twice the rate of our core markets, a clear signal that our strategy is working."
4Q25,expansion_markets,"In 2025, we made meaningful progress outside of our core markets by making Airbnb more locally relevant."
4Q25,north_america,"We focused on pricing and flexibility, including: ¦ Reserve Now, Pay Later—We know flexibility matters to guests, which is why we introduced a feature in the U.S. that allows guests to reserve an elig"
4Q25,long_term_stays,And we’re giving guests who book more than a week in advance a 24-hour grace period after their reservation is confirmed for refunds on shorter stays (under 28 days).
1Q26,north_america,"ADR in North America increased 7% in Q1 2026 compared to Q1 2025, driven by both mix shift and price appreciation."
1Q26,north_america,"This was offset by continued investment in sales and marketing, as well as a one-time adjustment of approximately $70 million to certain deferred tax assets as a result of changes to the U.S."
1Q26,asia_pacific,"¦ Asia Pacific: In Asia Pacific, we saw high-teens growth in Nights and Seats Booked during Q1 2026 compared to Q1 2025."
1Q26,asia_pacific,"ADR in Asia Pacific increased 6% in Q1 2026 compared to Q1 2025, primarily driven by FX."
1Q26,latin_america,"Additionally, we saw continued double-digit nights growth in Mexico, demonstrating the success of our global expansion strategy within Latin America."
1Q26,asia_pacific,Our hyper-local approach to Asia Pacific continues to yield positive results.
1Q26,latin_america,"Brazil continued to drive meaningful growth, with origin nights booked increasing over 20% for the third consecutive quarter and the number of first-time bookers increasing 22% in Q1 2026 compared to "
1Q26,latin_america,"ADR in Latin America increased 10% in Q1 2026 compared to Q1 2025, primarily driven by FX."
1Q26,asia_pacific|domestic,"In addition to accelerating demand for domestic travel within Japan, Q1 2026 nights booked on an origin basis in India grew approximately 50% year-over-year for the second consecutive quarter and grow"
1Q26,latin_america|asia_pacific|urban,"Additionally, we continued to see growth in both high-density urban and non-urban destinations, with the most growth in those regions with the highest demand—Latin America and Asia Pacific."
1Q26,latin_america|asia_pacific,"In addition, we saw year-over-year growth of first-time bookers accelerate to 10% in Q1 2026–the highest since early 2022–with particularly strong growth in Brazil, Japan, and India."
1Q26,emea|long_term_stays,"Growth in short-term stays and entire homes, particularly listings with 4 or more bedrooms, continued to outpace long-term stays (trips of 28 days or more) and private rooms, helping to drive the mix "
1Q26,emea|events,"During Q1 2026, we were proud to have nearly 200,000 guests stay on Airbnb and supply growth of almost 30% in the Milan region for the Olympic Games."
1Q26,emea,"Following a strong start to the quarter, we observed an increase in cancellations across EMEA as a result of the conflict in the Middle East, which slightly weighed on nights growth during Q1 2026."
1Q26,expansion_markets,"Over the last twelve months, the average growth rate of net nights booked on an origin basis in our expansion markets was roughly twice that of our core markets."
1Q26,north_america,"ADR was $187 in Q1 2026, increasing 9% compared to Q1 2025, benefiting from FX tailwinds as well as continued strong ADR growth in North America."
1Q26,north_america|domestic,"¦ North America: In North America, we saw high-single digit growth of Nights and Seats Booked during Q1 2026 compared to Q1 2025—representing a modest acceleration compared to Q4 2025—driven by contin"
1Q26,emea|events,And more than 40 engagements with government and community leaders during the Games strengthened our relationships across Italy.
1Q26,events,"This summer’s FIFA World Cup 2026™ (“World Cup”) is the next chapter of our events strategy, and we expect to host more guests than at any event in Airbnb’s history."
1Q26,events,"Since beginning our outreach in October, over 100,000 homes across the 16 World Cup host cities have listed on Airbnb for the first time, ready to welcome guests from across the globe."
1Q26,north_america|latin_america,"Our 2026 outlook is underpinned by continued momentum in our core business—particularly strong nights booked growth in North America and Latin America, our fastest-growing region—and sustained ADR gro"
1Q26,emea,"We remain optimistic about our continued momentum, even as we face tougher comparisons in the back half of this year against the rollout of Reserve Now, Pay Later in 2025 and current headwinds from th"
1Q26,emea,"¦ In Q2 2026, we expect Nights and Seats booked growth to slightly decelerate, relative to Q1 2026, assuming an estimated roughly 100bps headwind related to the conflict in the Middle East."
1Q26,emea,Dates Jun19 - 21 Change Free cancellation before Jun 11 Reserve Earn Delta miles withAirbnb Earn 1 mile per $1 on stays and 3 miles per $1 on select experiences and services when you book.* 6 Business
1Q26,latin_america,"¦ Latin America: In Latin America, we saw high-teens growth in Nights and Seats Booked during Q1 2026 compared to Q1 2025."
1Q26,emea,"ADR in EMEA increased 15% in Q1 2026 compared to Q1 2025, primarily driven by FX."
1Q26,latin_america|asia_pacific|expansion_markets,"First-time booker growth also accelerated to 10%—the highest growth since early 2022—with particularly strong acceleration in Brazil, Japan, and India, three of our key expansion markets."
1Q26,expansion_markets,And origin net nights booked in our expansion markets grew at roughly twice the rate of our core markets.
1Q26,latin_america|asia_pacific,"In India, origin nights booked grew approximately 50% year-over-year and in Brazil, origin nights grew over 20% for the third consecutive quarter."
1Q26,emea|asia_pacific,"We saw that show up in slightly elevated cancellations this quarter in EMEA and Asia Pacific, primarily driven by the conflict in the Middle East."
1Q26,north_america,"When tariff uncertainty resulted in fewer people traveling to the U.S. last year, they still came to Airbnb and found somewhere else to go."
1Q26,emea|events,The Olympic and Paralympic Winter Games Milano Cortina 2026 (“the Olympic Games”) showed this playbook in action.
1Q26,emea|events,"As an official Olympics and Paralympics partner, nearly 200,000 guests stayed with Airbnb, and supply in host markets grew approximately 30%."
2Q26,latin_america,"ADR in Latin America increased 9% in Q2 2026 compared to Q2 2025, primarily driven by FX."
2Q26,latin_america,"Brazil continued to see meaningful demand, with origin net nights booked accelerating to over 30% year-over-year growth and the number of first-time bookers increasing 40% in Q2 2026 compared to Q2 20"
2Q26,latin_america,"Additionally, we saw continued strength from bookers in Mexico, helped in part by the introduction of installment payments in June."
2Q26,latin_america,"Overall, we continue to observe market share gains broadly across Latin America, demonstrating the success of our expansion strategy within this region."
2Q26,asia_pacific,"¦ Asia Pacific: In Asia Pacific, we saw high-teens growth in Nights and Seats Booked during Q2 2026 compared to Q2 2025."
2Q26,asia_pacific,ADR in Asia Pacific increased 1% in Q2 2026 compared to Q2 2025.
2Q26,asia_pacific|domestic,"Our hyper-local approach to Asia Pacific is yielding positive results in countries like Japan, where in Q2 2026, origin net nights booked grew in the high-teens year-over-year, driven by continued mom"
2Q26,asia_pacific,"Additionally, we saw origin net nights booked in India accelerate to 60% year-over-year, and the number of first-time bookers in Q2 2026 more than doubled compared to Q2 2025."
2Q26,events,"For example, in preparing for the World Cup, in October 2025 we began targeting prospective hosts across 16 cities and added over 150,000 listings by first time hosts for the event. 12 Q2 2026 $3.6B $"
2Q26,north_america|emea|asia_pacific,"In fact, net origin nights booked in the U.S., France, the UK, and Australia all accelerated in Q2, reinforcing our confidence that our product innovation is driving demand across our business."
2Q26,latin_america,¦ Interest-free installments: Eligible guests in Mexico and Brazil can now pay with interest- free installments.
2Q26,emea,"¦ Boutique and independent hotels: We added thousands of boutique and independent hotels to Airbnb across more than 20 top destinations, including New York, Paris, London, Madrid, Rome, and Singapore,"
2Q26,events,The FIFA World Cup 2026™ is one recent example of this strategy in action.
2Q26,events,"Beyond the World Cup, we’re building a repeatable playbook that scales across global, regional, and local events."
2Q26,emea|events,"Partners include the International Olympic Committee, Tour de France, Art Basel fairs, Lollapalooza festivals, La Liga in Spain, and most recently NASCAR."
2Q26,latin_america|asia_pacific,"In addition, we saw year-over-year growth of first-time bookers accelerate to 11% in Q2 2026—the highest in four years—with continued strong growth in Brazil, Japan, and India."
2Q26,north_america|emea,"On an ex-FX basis, ADR in Q2 2026 increased 4% year-over-year and was up across all regions— particularly North America and EMEA—due to price appreciation and mix."
2Q26,expansion_markets,"One of the most encouraging trends in Q2 was that we saw year-over-year growth accelerate not just in our expansion markets, but in many of our largest core markets as well."
2Q26,latin_america,"¦ Latin America: In Latin America, we saw approximately 20% growth in Nights and Seats Booked during Q2 2026 compared to Q2 2025."
2Q26,emea,ADR in EMEA increased 7% in Q2 2026 compared to Q2 2025.
2Q26,emea,"Following the headwinds we saw last quarter related to the ongoing conflict in the Middle East, we’ve observed a steady recovery of demand trends within the region."
2Q26,emea,"¦ EMEA: In EMEA, we saw high-single digit growth in Nights and Seats Booked during Q2 2026 compared to Q2 2025, accelerating from Q1 2026."
2Q26,long_term_stays,"Growth in short-term stays and entire homes, particularly listings with four or more bedrooms, continued to outpace long-term stays (trips of 28 days or more) and private rooms, extending a mix-shift "
2Q26,north_america,"ADR in North America increased 7% in Q2 2026 compared to Q2 2025, driven by both price appreciation and mix shift."
2Q26,north_america|expansion_markets,"We continue to see success with this approach; over the last twelve months, the average growth rate of net nights booked on an origin basis in our expansion markets was roughly twice that of our core "
