quarter,section,role,exec,speaker,firm,words,lm_pos,lm_neg,lm_unc,lm_weak_modal,hedge_extra,n_numbers,n_fwd,text_head
2025Q1,qa,analyst,analyst,Ken Gawrelski,Wells Fargo,110,1,3,2,2,0,0,1,"Thank you very much. I appreciate the question. Brian, a question for you on � as you think about the ADRs and the opportunity, the balance, if you go back over"
2025Q1,qa,mgmt,ceo,Brian Chesky,,9,0,1,0,0,0,0,0,"Sorry, I'm not clear of what the question is."
2025Q1,qa,analyst,analyst,Ken Gawrelski,Wells Fargo,86,4,1,1,1,0,0,0,"I'm sorry, let me rephrase. Do you � as you think about the opportunity � if you just think about the balance between pricing ADRs, average daily room nights, r"
2025Q1,qa,mgmt,ceo,Brian Chesky,,446,5,2,4,1,0,2,2,"Yeah. Okay. Yeah, absolutely. The answer is yes, and I'll try to explain why this is the case. Hotels, let's just contrast to hotels. I assume you're referring "
2025Q1,qa,mgmt,cfo,Ellie Mertz,,75,1,0,0,0,0,0,2,"Ken, I would just also add that when we test elasticity, we often see that driving down prices is more than compensated by increased volume. And that's why when"
2025Q1,qa,operator,operator,Operator,,17,0,1,0,0,0,0,0,Your next question comes from the line of Kevin Kopelman from TD Cowen. Your line is open.
2025Q1,qa,analyst,analyst,Kevin Kopelman,TD Cowen,44,1,0,2,0,2,0,1,"Thanks. Another one on ADRs. Given FX, the guide seems to point to softer ADRs for Q2. How much of that is geo mix versus softening within the key regions or ot"
2025Q1,qa,mgmt,cfo,Ellie Mertz,,128,1,0,2,1,0,0,1,"Yeah. So if we look at the guide for Q2, what is happening, we're seeing a couple of different factors. One is there is underlying real price appreciation, whic"
2025Q1,qa,operator,operator,Operator,,18,0,1,0,0,0,0,0,Your next question comes from the line of Tom White from D.A. Davidson. Your line is open.
2025Q1,qa,analyst,analyst,Tom White,D.A. Davidson,100,2,1,2,2,0,0,0,Great. Thanks for taking my questions. Just one on the international expansion markets. I was hoping you guys could just update us on kind of how those markets 
2025Q1,qa,mgmt,cfo,Ellie Mertz,,370,8,0,1,0,0,0,0,"Sure. So when we think about our expansion markets, what I would say generally about this business is we're able to generate very attractive contribution profit"
2025Q1,qa,operator,operator,Operator,,16,0,1,0,0,0,0,0,Your next question comes from the line of Stephen Ju from UBS. Your line is open.
2025Q1,qa,analyst,analyst,Stephen Ju,UBS,131,2,0,1,0,0,0,2,"Great. Thank you. So, Brian and Ellie, I think we and the analyst community sort of outside looking in are always probably overly focused on the advertising and"
2025Q1,qa,mgmt,ceo,Brian Chesky,,429,6,1,3,2,0,2,0,"I mean, maybe I can talk at a high level. Ellie, feel free to elaborate. But, yeah, you have the right mental model. I've always believed that what we should do"
2025Q1,qa,operator,operator,Operator,,82,0,2,0,0,1,0,2,"Your next question comes from the line of Deepak Mathivanan from Cantor Fitzgerald. Your line is open. Q Thanks, guys. This is [ph] Jack (00:49:11) on for Deepa"
2025Q1,qa,mgmt,cfo,Ellie Mertz,,71,2,1,0,0,0,0,0,"I would say we haven't seen any meaningful shift to the downside in terms of hosts resetting their pricing. But to parts of the call earlier, I do think there i"
2025Q1,qa,operator,operator,Operator,,17,0,1,0,0,0,0,0,Your next question comes from the line of Conor Cunningham from Melius Research. Your line is open.
2025Q1,qa,analyst,analyst,Conor Cunningham,Melius Research,93,1,1,2,1,0,0,0,"Hi, everyone. Thank you. So, airlines and hotels spend a ton of time talking about the resiliency of loyalty programs during downturns. And I know you guys don'"
2025Q1,qa,mgmt,ceo,Brian Chesky,,332,5,1,2,2,0,1,0,"Yeah. I mean, totally agree with you. I think it is absolutely something that we're looking at. I've been actively thinking about this as well. What I've always"
2025Q1,qa,operator,operator,Operator,,17,0,1,0,0,0,0,0,Your next question comes from the line of Alex Brignall from Redburn Atlantic. Your line is open.
2025Q1,qa,analyst,analyst,Alex Brignall,Redburn Atlantic,155,2,3,3,2,0,1,4,"Good evening. Thank you very much for taking the question. At the Q4 results when you talked about the margin target, you said that FX was a headwind because of"
2025Q1,qa,mgmt,cfo,Ellie Mertz,,181,0,2,1,0,0,0,1,"Yeah. Thanks for the question, Alex. So certainly, yes, between now and February � sorry, since February, we have seen a change in the FX rates. As of February,"
2025Q1,qa,operator,operator,Operator,,19,0,1,0,0,0,0,1,And that concludes our question-and-answer session. I will now turn the call back over to Brian for closing remarks.
2025Q1,qa,mgmt,ceo,Brian Chesky,,458,3,18,5,1,0,0,2,"All right, everyone. Well, thanks for joining us today. We're incredibly proud of our results, and I'm really excited to share what we've been working on at Air"
2025Q2,prepared,operator,operator,Operator,,59,1,0,0,0,0,0,2,"Good afternoon, and thank you for joining Airbnb's Earnings Conference Call for the Second Quarter Of 2025. As a reminder, this conference call is being recorde"
2025Q2,prepared,ir,other_mgmt,Angela Yang,,262,1,0,4,1,0,0,4,"Good afternoon. And welcome to Airbnb's second quarter of 2025 earnings call. Thank you for joining us today. On the call today, we have Airbnb's Co-Founder and"
2025Q2,prepared,mgmt,ceo,Brian Chesky,,618,18,1,5,3,1,8,1,"All right. Thanks, Angela. And good afternoon, everyone. Thanks for joining. Airbnb had a strong Q2. We exceeded expectations across key metrics, including book"
2025Q2,prepared,mgmt,cfo,Ellie Mertz,,627,10,2,4,1,0,30,16,"Thanks, Brian. And good afternoon, everyone. I'll start with a review of our Q2 financial results, and then I'll walk through our outlook for Q3. As Brian menti"
2025Q2,qa,operator,operator,Operator,,26,0,1,0,0,0,0,2,We will now begin the question-and-answer session. [Operator Instructions] Our first question will come from the line of Mark Mahaney with Evercore ISI. Please 
2025Q2,qa,analyst,analyst,Mark Mahaney,Evercore ISI,107,1,0,1,0,0,0,0,"Okay. Thanks. I think I'd just like to ask about Airbnb Experiences. And, Brian, what have you seen so far? What do you think would be success in terms of, I do"
2025Q2,qa,mgmt,ceo,Brian Chesky,,438,7,1,3,3,0,3,6,"Yeah. Hey, Mark. Maybe I'll just like zoom out and just talk about experiences and what we've seen so far. We're very, very impressed and satisfied, first of al"
2025Q2,qa,analyst,analyst,Mark Mahaney,Evercore ISI,3,0,0,0,0,0,0,0,"Thank you, Brian."
2025Q2,qa,operator,operator,Operator,,15,0,1,0,0,0,0,0,Our next question comes from the line of Richard Clarke with Bernstein. Please go ahead.
2025Q2,qa,analyst,analyst,Richard Clarke,Bernstein,106,2,2,4,4,0,0,3,Hi. Good afternoon. Thanks for taking my question. Just want to unpick maybe a little bit of the guidance. What is the size of the headwind you're expecting in 
2025Q2,qa,mgmt,cfo,Ellie Mertz,,503,6,3,3,1,1,5,4,"Sure. Richard, let me talk a little bit about the trends for both Q3 and Q4, and then we can turn to global markets. Just to remind you, the comps that we're re"
2025Q2,qa,operator,operator,Operator,,17,0,1,0,0,0,0,1,Our next question will come from the line of Eric Sheridan with Goldman Sachs. Please go ahead.
2025Q2,qa,analyst,analyst,Eric Sheridan,Goldman Sachs,112,0,1,1,1,0,0,0,"Thanks so much for taking the questions. I'm curious about, from a marketing perspective, as you continue to sort of reposition or position Airbnb as a brand gl"
2025Q2,qa,mgmt,ceo,Brian Chesky,,387,3,0,2,0,0,0,5,"Yeah. Hey, Eric. I can start. We think that probably going forward, the best way to market services and experiences is to actually market the entire offering of"
2025Q2,qa,mgmt,cfo,Ellie Mertz,,106,1,0,1,1,0,2,1,"And Brian, if I could just add one comment to that. In terms of overall marketing intensity, the $200 million that we have highlighted in terms of investments b"
2025Q2,qa,operator,operator,Operator,,15,0,1,0,0,0,0,0,Our next question comes from the line of John Colantuoni with Jefferies. Please go ahead.
2025Q2,qa,analyst,analyst,John Colantuoni,Jefferies,73,2,1,2,1,1,0,0,Great. Thanks for taking my questions. I wanted to ask one about experiences. I'm curious to get your perspective on the approach that you're taking to building
2025Q2,qa,mgmt,ceo,Brian Chesky,,221,4,1,1,1,0,2,0,"Yeah. John, we actually are managing the quality of experiences even more than managing the quality of homes. I think the evidence of that is two things. The in"
2025Q2,qa,operator,operator,Operator,,15,0,1,0,0,0,0,0,Our next question comes from the line of Jed Kelly with Oppenheimer. Please go ahead.
2025Q2,qa,analyst,analyst,Jed Kelly,Oppenheimer,40,1,1,1,1,0,0,0,"Hey. Great. Thanks for taking my question. Just on overall company strategy, how do you think about potentially implementing a strategy or acquiring a company t"
2025Q2,qa,mgmt,ceo,Brian Chesky,,175,4,1,1,1,0,0,1,"Yeah. Hey, Jed. We're always open to buying companies. We've purchased a few companies in the past. Our HotelTonight has been a successful application that we a"
2025Q2,qa,operator,operator,Operator,,15,0,1,0,0,0,0,0,The next question comes from the line of Colin Sebastian with Baird. Please go ahead.
2025Q2,qa,analyst,analyst,Colin Sebastian,Baird,83,2,1,1,0,0,0,0,"Great. Good afternoon. Thanks for taking the question. Brian, you touched on this a little bit, but curious if you have any more color on the impact or observat"
2025Q2,qa,mgmt,ceo,Brian Chesky,,615,1,5,3,3,0,1,1,"Yeah. Hey, Colin. What we're seeing with homes is some pretty exciting patterns. We're seeing a giant uptick in the number of people that are booking a home fro"
2025Q2,qa,operator,operator,Operator,,6,0,1,0,0,0,0,0,Our next question comes from the...
2025Q2,qa,mgmt,cfo,Ellie Mertz,,2,0,0,0,0,0,0,0,And Colin...
2025Q2,qa,mgmt,ceo,Brian Chesky,,10,0,0,0,0,0,0,0,"Oh, and I think there was a point for Ellie."
2025Q2,qa,mgmt,cfo,Ellie Mertz,,85,1,3,0,0,0,1,0,"Colin, just your second question was about lead times. The question, have they normalized compared to earlier in Q2? The answer is yes. As you'll recall, back i"
2025Q2,qa,operator,operator,Operator,,16,0,1,0,0,0,0,1,Our next question will come from the line of Justin Post with BofA. Please go ahead.
2025Q2,qa,analyst,analyst,Justin Post,Bank of America,75,2,1,2,2,0,0,1,"Great. A couple of questions. Brian, I'm sure you would say there's still a lot of room to grow in the US, so maybe help us understand why the growth rate is in"
2025Q2,qa,mgmt,ceo,Brian Chesky,,8,0,0,0,0,0,0,0,"Yeah. Ellie, do you want to take this?"
2025Q2,qa,mgmt,cfo,Ellie Mertz,,314,6,1,1,0,0,0,3,"Brian, you take the acceleration. Yeah, so when we think about the US, it is our largest market. But it actually has, we believe, a huge amount of room to grow."
2025Q2,qa,mgmt,ceo,Brian Chesky,,640,8,4,5,4,0,7,9,"Yeah. Maybe I can just add on a little bit. We think we're just scratching � just to kind of follow up on what Ellie said, I think we're just completely scratch"
2025Q2,qa,operator,operator,Operator,,15,0,1,0,0,0,0,0,Our next question comes from the line of Doug Anmuth with JPMorgan. Please go ahead.
2025Q2,qa,analyst,analyst,Doug Anmuth,JPMorgan,78,1,1,1,1,0,0,0,"Thanks for taking the questions. Brian, I have two. There's been a lot of discussion on experiences. I was just hoping you could talk a little bit about the lau"
2025Q2,qa,mgmt,ceo,Brian Chesky,,387,8,0,4,3,0,4,4,"Yeah. I mean, on services, services are earlier than experiences. Obviously, because experiences existed, we launched in 2016, and we basically reimagined it. S"
2025Q2,qa,operator,operator,Operator,,15,0,1,0,0,0,0,0,Our next question comes from the line of Trevor Young with Barclays. Please go ahead.
2025Q2,qa,mgmt,ceo,Brian Chesky,,20,0,1,0,0,0,0,0,"Oh, sorry. Sorry, sorry, sorry. I did not answer the question about events. Can I just do that real quick?"
2025Q2,qa,operator,operator,Operator,,3,0,0,0,0,0,0,0,Please go ahead.
2025Q2,qa,mgmt,ceo,Brian Chesky,,581,11,3,3,2,0,1,7,"So yeah, yeah, sorry about that. With regard to second part of the question about events, first of all, large events have been part of our history. We launched "
2025Q2,qa,operator,operator,Operator,,15,0,1,0,0,0,0,0,Our next question comes from the line of Trevor Young with Barclays. Please go ahead.
2025Q2,qa,analyst,analyst,Trevor Young,Barclays,129,1,1,1,1,0,6,2,Great. Thank you. First one on the $200 million investment baked into the full year EBITDA guide. Was there a change in expected spend there? I think last quart
2025Q2,qa,mgmt,cfo,Ellie Mertz,,158,0,1,0,0,0,3,1,"Yes. So let me comment on the $200 million investment. So at the beginning of the year, we gave a range of $200 million to $250 million for our new businesses. "
2025Q2,qa,operator,operator,Operator,,17,0,1,0,0,0,0,1,Our next question will come from the line of Brian Nowak with Morgan Stanley. Please go ahead.
2025Q2,qa,analyst,analyst,Brian Nowak,Morgan Stanley,108,0,3,0,0,0,0,1,"Thanks for taking my question. I wanted to come back to the US room night growth, and that's also going to MEA a little bit. So I guess if we look at the US gro"
2025Q2,qa,mgmt,ceo,Brian Chesky,,16,0,2,0,0,0,0,0,"All right. So sorry, the question was � the first question was about US, our core market?"
2025Q2,qa,analyst,analyst,Brian Nowak,Morgan Stanley,3,0,0,0,0,0,0,0,That's right. Yeah.
2025Q2,qa,mgmt,ceo,Brian Chesky,,304,10,0,2,2,0,0,7,Yeah. Yeah. I think that there's really a few pillars. The one that we've seen a lot of traction on is making Airbnb easier to use. We've made hundreds of impro
2025Q2,qa,operator,operator,Operator,,15,0,1,0,0,0,0,0,Our next question comes from the line of Justin Patterson with KeyBanc. Please go ahead.
2025Q2,qa,analyst,analyst,Justin Patterson,KeyBanc,118,1,0,1,1,0,2,1,"Great. Thank you. Ellie, going back to some of the $200 million investment you were talking about, some of that sounded like people costs for this year. As we h"
2025Q2,qa,mgmt,cfo,Ellie Mertz,,286,5,2,1,0,0,2,6,"Yeah. So Justin, on that $200 million, yes, indeed it is, a good portion of it is head count split across both product development as well as our field operatio"
2025Q2,qa,operator,operator,Operator,,15,0,1,0,0,0,0,0,Our next question comes from the line of Ron Josey with Citi. Please go ahead.
2025Q2,qa,analyst,analyst,Ron Josey,Citi,123,2,1,0,0,0,0,0,"Great. Thanks for taking the question. I wanted to follow back up on the experiences side, Brian, and ask about the merchandising, given Airbnb knows who's trav"
2025Q2,qa,mgmt,ceo,Brian Chesky,,471,3,4,2,2,0,1,5,"Yeah, absolutely. With experiences, we are doing a lot around testing carousels. If you open the app right now, you go to the experiences tab, you'll see that w"
2025Q2,qa,operator,operator,Operator,,15,0,1,0,0,0,0,0,Our next question comes from the line of Stephen Ju with UBS. Please go ahead.
2025Q2,qa,analyst,analyst,Stephen Ju,UBS,159,2,1,2,0,0,0,3,"Okay. Thank you. So, Brian, wanted to follow up on your commentary on the Trips tab because, yeah, I mean, from a design perspective, since it is an itinerary, "
2025Q2,qa,mgmt,ceo,Brian Chesky,,648,5,9,8,6,0,2,12,"Yeah. I mean, I think I can answer both. And maybe I'll start with the second because it's kind of tactical. We are massively ramping up development of product "
2025Q2,qa,operator,operator,Operator,,17,0,1,0,0,0,0,1,Our next question will come from the line of Kevin Kopelman with TD Cowen. Please go ahead.
2025Q2,qa,analyst,analyst,Kevin Kopelman,TD Cowen,70,0,0,2,2,0,0,2,"Thanks. I appreciate it. I wanted to ask, could you give us your first thinking on the � and this is a bit of a follow- up, perhaps on the one to two major prod"
2025Q2,qa,operator,operator,Operator,,11,0,1,1,1,0,0,0,"This is the operator. Kevin, could you please repeat the question?"
2025Q2,qa,mgmt,ceo,Brian Chesky,,3,0,0,0,0,0,0,0,"Sorry. Hey, everyone..."
2025Q2,qa,mgmt,cfo,Ellie Mertz,,7,0,0,0,0,0,0,0,"Sorry, we've had some audio issues. Sorry."
2025Q2,qa,mgmt,ceo,Brian Chesky,,31,1,2,0,0,0,0,0,"Yeah, sorry. Yeah, we just got dropped in the call. So I don't think I was able to finish my answer, but should we just go right to the next question?"
2025Q2,qa,mgmt,cfo,Ellie Mertz,,1,0,0,0,0,0,0,0,Sure.
2025Q2,qa,mgmt,ceo,Brian Chesky,,19,0,2,0,0,0,0,0,Okay. Sorry. So can you ask the question again? We're really sorry we both got dropped in the call.
2025Q2,qa,analyst,analyst,Kevin Kopelman,TD Cowen,9,0,1,0,0,0,0,0,Yeah. Yeah. No worries. Can you hear me okay?
2025Q2,qa,mgmt,ceo,Brian Chesky,,1,0,0,0,0,0,0,0,Yeah.
2025Q2,qa,mgmt,cfo,Ellie Mertz,,3,0,0,0,0,0,0,0,Now we can.
2025Q2,qa,analyst,analyst,Kevin Kopelman,TD Cowen,79,1,0,1,1,0,0,2,"Okay. Great. Yeah, so I wanted to ask, and it may be a follow-up to what you were just talking about, but you're first thinking on the one to two major product "
2025Q2,qa,mgmt,ceo,Brian Chesky,,56,1,0,0,0,0,0,4,"Yeah. Well, generally, we don't talk about or preview what we're going to launch when. But we are bringing AI more into the app next year, so we can confirm tha"
2025Q2,qa,mgmt,cfo,Ellie Mertz,,56,1,0,1,0,0,0,3,"Yeah. On margins, I'm not going to guide right now to 2026. What you can assume is that we are: one, continuing to invest in our new businesses; and two, contin"
2025Q2,qa,analyst,analyst,Kevin Kopelman,TD Cowen,50,1,0,2,2,0,0,0,"Okay. Understood. And maybe just a quick follow-up. When you talked about accelerated development pace, is the new tech stack that you rolled out in May playing"
2025Q2,qa,mgmt,cfo,Ellie Mertz,,80,1,0,0,0,0,0,1,"I would say, yes, absolutely, with the new tech stack, we are seeing benefits from that. I would say, more broadly, the investments we've made across our infras"
2025Q2,qa,operator,operator,Operator,,16,0,1,0,0,0,0,0,Our next question comes from the line of Ken Gawrelski with Wells Fargo. Please go ahead.
2025Q2,qa,analyst,analyst,Ken Gawrelski,Wells Fargo,188,1,4,7,3,0,2,3,"Yes. Thank you. Two, if I may, please. And build on some of the other questions. First, Brian, on the AI side, do you anticipate � it seems like there's going t"
2025Q2,qa,mgmt,ceo,Brian Chesky,,347,3,2,3,2,0,0,5,Yeah. I don't think it's either/or. We are doing that. And we're going to be going significantly more aggressively into hotels. We've spent a lot of time lookin
2025Q2,qa,operator,operator,Operator,,6,0,0,1,1,0,0,0,"Ken, you might be on mute."
2025Q2,qa,analyst,analyst,Ken Gawrelski,Wells Fargo,9,0,2,0,0,0,0,0,"Sorry, my question was on AI, whether [indiscernible] (01:01:30) closed."
2025Q2,qa,mgmt,ceo,Brian Chesky,,402,3,2,3,3,1,0,7,"Oh, yeah. Sorry, AI [indiscernible] (00:01:31). Yeah. Yeah. Yeah, I think we're still kind of filling out the space. The thing I want to caution is I don't thin"
2025Q2,qa,operator,operator,Operator,,11,0,1,0,0,0,0,0,"Yes. I'll turn it back to you, Brian, for closing remarks."
2025Q2,qa,mgmt,ceo,Brian Chesky,,57,1,0,0,0,0,0,1,"All right. Well, thank you, everyone, very much for joining us today. I'm incredibly proud of our results and the momentum we've built. The launch of services/e"
2025Q2,qa,operator,operator,Operator,,431,1,18,6,2,0,0,2,That concludes our call for today. Thank you all for joining. You may now disconnect. Disclaimer The information herein is based on sources we believe to be rel
2025Q3,prepared,operator,operator,Operator,,59,1,0,0,0,0,0,2,"Good afternoon and thank you for joining Airbnb's Earnings Conference Call for the Third Quarter of 2025. As a reminder, this conference call is being recorded "
2025Q3,prepared,ir,other_mgmt,Angela Yang,,263,1,0,4,1,0,0,4,"Good afternoon and welcome to Airbnb's Third Quarter of 2025 Earnings Call. Thank you for joining us today. On the call today, we have Airbnb's Co-Founder and C"
2025Q3,prepared,mgmt,ceo,Brian Chesky,,1564,25,5,9,6,0,11,21,"All right. Thanks, Angela, and good afternoon, everyone. Thanks for joining. I am excited to share that Airbnb had another strong quarter. Revenue increased 10%"
2025Q3,prepared,mgmt,cfo,Ellie Mertz,,671,18,2,6,0,0,29,17,"Thank you, Brian, and good afternoon, everyone. I'll start with a review of our Q3 financial results, and then I'll walk through our outlook for Q4. As Brian me"
2025Q3,qa,operator,operator,Operator,,19,0,1,0,0,0,0,0,Thank you. [Operator Instructions] Thank you. Your first question comes from Richard Clarke with Bernstein. Your line is open.
2025Q3,qa,analyst,analyst,Richard Clarke,Bernstein,81,1,2,4,4,0,0,2,"Hi. Good afternoon. Thanks for taking my questions. I guess you've mentioned the Reserve Now, Pay Later quite a lot during the prepared remarks there. Just what"
2025Q3,qa,mgmt,cfo,Ellie Mertz,,165,3,6,0,0,1,1,0,"Yeah, certainly. Thanks for the question, Richard. So in terms of the Reserve Now, Pay Later offering, we launched it at the beginning of Q3. It is specifically"
2025Q3,qa,operator,operator,Operator,,14,0,1,0,0,0,0,0,The next question comes from Eric Sheridan with Goldman Sachs. Your line is open.
2025Q3,qa,analyst,analyst,Eric Sheridan,Goldman Sachs,67,2,1,0,0,0,0,0,"Thanks so much for taking the question. As you look out over the next two to three years, can you talk a little bit about how investors should be thinking about"
2025Q3,qa,mgmt,cfo,Ellie Mertz,,297,6,1,2,2,0,0,2,"Yeah, thanks [ph] again (00:17:42) for the question, Eric. So we began our efforts around global market expansion really in earnest about two, three years ago, "
2025Q3,qa,analyst,analyst,Eric Sheridan,Goldman Sachs,3,1,0,0,0,0,0,0,Great. Thank you.
2025Q3,qa,operator,operator,Operator,,15,0,1,0,0,0,0,0,The next question comes from Justin Post with Bank of America. Your line is open.
2025Q3,qa,analyst,analyst,Justin Post,Bank of America,55,2,0,0,0,0,0,2,"Great. Thank you. I'd love to hear an update on events and experiences, both is it contributing any � so far, do you expect a bigger contribution next year? And"
2025Q3,qa,mgmt,ceo,Brian Chesky,,573,4,1,2,2,0,3,5,"Yeah, I can take that, Justin. Thanks for asking questions. So, yeah, we're really, really excited about the progress of experiences on Airbnb since we launched"
2025Q3,qa,analyst,analyst,Justin Post,Bank of America,3,1,0,0,0,0,0,0,Great. Thank you.
2025Q3,qa,operator,operator,Operator,,13,0,1,0,0,0,0,0,The next question comes from Jed Kelly with Oppenheimer. Your line is open.
2025Q3,qa,analyst,analyst,Jed Kelly,Oppenheimer,48,2,2,0,0,0,0,0,"Hey, great. Thanks for taking my questions. Just looking going forward and sort of it's good to see like you're getting re-acceleration in the US. How should we"
2025Q3,qa,mgmt,ceo,Brian Chesky,,641,14,1,8,2,0,1,1,"Yeah, Jed, hey, I think hotels are a really promising opportunity for Airbnb. As you know, we've been a proud owner of the HotelTonight app for a long time, but"
2025Q3,qa,analyst,analyst,Jed Kelly,Oppenheimer,1,0,0,0,0,0,0,0,Thanks.
2025Q3,qa,operator,operator,Operator,,13,0,1,0,0,0,0,0,The next question comes from Lloyd Walmsley with Mizuho. Your line is open.
2025Q3,qa,analyst,analyst,Lloyd Walmsley,Mizuho,97,0,2,0,0,0,0,0,Thanks. I wanted to stay on the hotel theme and really just understand the long-term scope of your ambitions here. It makes sense that you're using this for sor
2025Q3,qa,mgmt,ceo,Brian Chesky,,332,2,1,2,0,0,0,4,"Yeah, it's a good question, Lloyd. I think so. I mean, I think, I imagine Airbnb in the future is going to be the best one stop shop for travel. And for us to b"
2025Q3,qa,analyst,analyst,Lloyd Walmsley,Mizuho,4,0,0,0,0,0,0,0,Very helpful. Thank you.
2025Q3,qa,operator,operator,Operator,,14,0,1,0,0,0,0,0,The next question comes from Kevin Kopelman with TD Cowen. Your line is open.
2025Q3,qa,analyst,analyst,Kevin Kopelman,TD Cowen,77,2,0,1,0,0,0,4,"Great. Thanks a lot. Brian, in the past, you talked about launching one to two new [ph] billion-plus (00:29:44) opportunity products and services each year. How"
2025Q3,qa,mgmt,ceo,Brian Chesky,,454,4,1,5,3,0,2,11,"Yeah, Kevin, I would say � number one, I would say that we essentially have three businesses this year. We launched services, experiences, and now we're beginni"
2025Q3,qa,analyst,analyst,Kevin Kopelman,TD Cowen,5,0,0,0,0,0,0,0,That's awesome color. Thank you.
2025Q3,qa,mgmt,ceo,Brian Chesky,,1,0,0,0,0,0,0,0,[indiscernible] (00:32:28).
2025Q3,qa,operator,operator,Operator,,13,0,1,0,0,0,0,0,The next question comes from Ron Josey with Citi. Your line is open.
2025Q3,qa,analyst,analyst,Ron Josey,Citi,141,2,1,2,2,0,0,1,"Great. Thanks for taking the question. Brian, I want to follow up on two comments you made earlier. I think in prepared remarks, you talked about testing the ne"
2025Q3,qa,mgmt,ceo,Brian Chesky,,1573,21,14,15,10,1,5,27,Yeah. Maybe I'll start with the second question and then I'll answer your question on AI. And I'll try to give a robust answer on AI because I'm anticipating so
2025Q3,qa,analyst,analyst,Ron Josey,Citi,2,0,0,0,0,0,0,0,"Thanks, Brian."
2025Q3,qa,operator,operator,Operator,,13,0,1,0,0,0,0,0,The next question comes from Trevor Young with Barclays. Your line is open.
2025Q3,qa,analyst,analyst,Trevor Young,Barclays,56,3,0,0,0,0,0,0,"Great. Thanks. Brian, you highlighted some of the 65 major improvements you've made to the app. Some are enhancements, some are policy or payment adjustments th"
2025Q3,qa,mgmt,ceo,Brian Chesky,,440,6,4,2,1,0,0,7,"Hey, Trevor. Yeah. I mean, we have � yes, we made 65 improvements. I mean, I think the way to think about it, first of all, is there's not a lot of silver bulle"
2025Q3,qa,analyst,analyst,Trevor Young,Barclays,2,1,0,0,0,0,0,0,"Great, thanks."
2025Q3,qa,mgmt,cfo,Ellie Mertz,,93,2,0,0,0,0,0,0,"Brian, you made a point of no silver bullets. I think in particular with quality and affordability, we've made huge strides over the last couple of years. But t"
2025Q3,qa,operator,operator,Operator,,21,0,1,1,1,0,0,0,"The next question comes from Lee Horowitz with Deutsche Bank. Your line is open. Lee, perhaps your line is on mute."
2025Q3,qa,analyst,analyst,Lee Horowitz,Deutsche Bank,172,0,1,10,8,0,3,4,"Thanks. Sorry for that. So going back to Brian's comments on another new business next year, and perhaps related to the three to five year time period for servi"
2025Q3,qa,mgmt,ceo,Brian Chesky,,13,0,0,0,0,0,0,0,"Ellie, you want to take the first and I can take the second?"
2025Q3,qa,mgmt,cfo,Ellie Mertz,,221,4,1,3,0,0,1,8,"Yeah, sure. Lee, I think the question is probably just generally about how we're thinking about 2026 margins. Obviously we're not providing explicit guidance fo"
2025Q3,qa,mgmt,ceo,Brian Chesky,,567,5,4,6,5,0,2,7,And maybe just to expand on that before I talk about our core business. I think 2025 was a unique year because it was the first time we really expanded beyond o
2025Q3,qa,analyst,analyst,Lee Horowitz,Deutsche Bank,4,0,0,0,0,0,0,0,Helpful context. Thank you.
2025Q3,qa,operator,operator,Operator,,13,0,1,0,0,0,0,0,The next question comes from Doug Anmuth with JPMorgan. Your line is open.
2025Q3,qa,analyst,analyst,Doug Anmuth,JPMorgan,54,2,1,0,0,0,0,0,"Great. Thanks for taking the questions. Brian, Airbnb was notably absent from ChatGPT's app integration launch when other major travel players were there. Can y"
2025Q3,qa,mgmt,ceo,Brian Chesky,,353,3,1,2,1,0,0,1,"Hey, Doug. The simple answer is we just didn't think the integration was ready. We care a lot about how Airbnb shows up in the world. And when I looked at the �"
2025Q3,qa,analyst,analyst,Doug Anmuth,JPMorgan,3,1,0,0,0,0,0,0,Great. Thank you.
2025Q3,qa,operator,operator,Operator,,14,0,1,0,0,0,0,0,The next question comes from Ken Gawrelski with Wells Fargo. Your line is open.
2025Q3,qa,analyst,analyst,Ken Gawrelski,Wells Fargo,174,1,0,6,5,0,0,1,"Thank you. Two if I may, please. First, I want to just press a little bit more, Brian, on the idea of re-accelerating the business. I think you spoke at the Ski"
2025Q3,qa,mgmt,ceo,Brian Chesky,,506,5,2,4,0,0,2,12,"Hey, Ken. Yeah. Let's start with re-accelerating the core business. So, yeah, I guess the reason we believe that we can re-accelerate core business is the follo"
2025Q3,qa,operator,operator,Operator,,13,0,1,0,0,0,0,0,The next question comes from Colin Sebastian with Baird. Your line is open.
2025Q3,qa,analyst,analyst,Colin Sebastian,Baird,73,2,1,1,1,0,0,2,"Great. Thanks. Good afternoon. I know this is a follow-up to some of the other questions, but in terms of focus areas for the year ahead and sort of the new tes"
2025Q3,qa,mgmt,ceo,Brian Chesky,,355,5,2,5,3,0,0,4,"I think they can be done in parallel. So I think like a business like services, experience hotels are really like supply-based businesses that you can do city-b"
2025Q3,qa,analyst,analyst,Colin Sebastian,Baird,2,0,0,0,0,0,0,0,Thank you.
2025Q3,qa,operator,operator,Operator,,14,0,1,0,0,0,0,0,This concludes the question-and-answer session. I'll turn the call to Brian for closing remarks.
2025Q3,qa,mgmt,ceo,Brian Chesky,,144,4,1,0,0,0,0,1,"All right. Well, thanks, everyone again for the questions and for joining us today. Everything you've heard is about � is designed to help our � grow our busine"
