id,name,file_or_location,owner,source,licence,frequency,first_date,last_date,n_obs,point_in_time_lag,maps_to,role,tested_already,verdict_so_far,untested_idea,combinable_with,build_forward,on_disk
D254,"Trends quarterly features: 31 quarters x ~30 derived features (y/y, share vs peers, airbnb-minus-hotel, near-me ratio)",data/processed/overnight/08_trends_quarterly_features.csv,Krish (ws 08),derived from D253,public (derived),quarterly,2019Q1,2026Q3,31,~2 days,nights / regional nights,demand-side,in flight (ws 08),"US share-of-search y/y implies 3Q26 nights ~14.7% vs naive 10.3%: wide band, weak fit",Score the 3Q26 Trends nowcast on 5 Nov before anyone quotes it,"D253,D264",yes,yes
D255,"Trends tests: 152 Trends feature-target cells, walk-forward against AR(1)",data/processed/overnight/08_trends_tests.csv,Krish (ws 08),derived,public,test results,,,152,n/a,nights / GBV / ADR,results,in flight (ws 08),None beats AR(1) walk-forward (part of the 0 of 233),None,D252,no,yes
D256,"Inside Airbnb dump metrics (ws 08 rebuild): listings, reviews LTM and L30d, availability, blocked 30/90, entire share per city-dump",data/processed/overnight/08_ia_dump_metrics.csv,Krish (ws 08),Inside Airbnb listings.csv.gz (S32),CC BY 4.0,per dump (monthly-ish),2022-12-13,2026-08-30,168,~1-4 weeks after the dump date,nights / supply,supply-side / demand-side,in flight (ws 08),Adds blocked-night and L30d review columns to the D121 metric set,Blocked-30 y/y as a forward occupancy proxy; see the booking-curve caveat in D141,"D121,D125,D131",no,yes
D257,Inside Airbnb tests: 18 IA feature-target cells with walk-forward,data/processed/overnight/08_ia_tests.csv,Krish (ws 08),derived,public,test results,,,18,n/a,nights / ADR,results,in flight (ws 08),13-city coverage is too small a slice of global nights to forecast the print,None,D252,no,yes
D258,Eurostat tests: 32 platform-nights feature-target cells with walk-forward,data/processed/overnight/08_eurostat_tests.csv,Krish (ws 08),derived from D110,public,test results,,,32,n/a,regional nights / nights,results,in flight (ws 08),"Coincident with EMEA revenue, not a lead (confirms 2026-09-05_eu-platform-and-backlog)",None,"D110,D112",no,yes
D259,Backlog tests: 21 unearned-fee and funds-held feature-target cells with walk-forward,data/processed/overnight/08_backlog_tests.csv,Krish (ws 08),derived from D014/D015,public,test results,,,21,n/a,revenue (next quarter),results,in flight (ws 08),Funds-held y/y lag 1 r 0.95 in-sample but walk-forward RMSE 1.85x AR(1): in-sample only,Corrects the R^2 0.96 headline in 2026-09-05_eu-platform-and-backlog; re-state before the deck uses it,"D014,D015",no,yes
D260,Supply index (equal-weight z of IA listings y/y and CC survival),data/processed/overnight/08_supply_index_quarterly.csv,Krish (ws 08),derived from D120/D151,CC BY 4.0 / public,quarterly,2021Q1,2026Q3,23,~1-4 weeks,supply / nights,supply-side,in flight (ws 08),"n 9 usable, r -0.14 with nights: no signal",None,"D256,D151",no,yes
D261,"Demand index (equal-weight z of EU platform nights, hotel RevPAR, air RPM, IA matched reviews, Trends share)",data/processed/overnight/08_demand_index_quarterly.csv,Krish (ws 08),derived from D110/D060/D085/D124/D254,mixed,quarterly,2021Q1,2026Q3,23,mixed,nights / GBV / revenue,demand-side,in flight (ws 08),r 0.76-0.85 in-sample; walk-forward 1.28-2.07x AR(1): loses to AR(1),"Only the NNLS-weighted nights version beats AR(1) (0.88); fragile, do not promote","D263,D264",no,yes
D262,"Price index (equal-weight z of IA like-for-like price, CPI lodging, fitted FX contribution)",data/processed/overnight/08_price_index_quarterly.csv,Krish (ws 08),derived from D122/D070/D241,mixed,quarterly,2021Q1,2026Q3,23,~2-4 weeks,ADR,price,in flight (ws 08),Reported ADR y/y walk-forward 0.65x AR(1): one of only two things that beat AR(1),Score the price index against 3Q26 reported ADR on 5 Nov; it is mostly the FX term,"D242,D264",yes,yes
D263,Index backtests: 21 index-target-method cells (equal-weight and NNLS expanding) with walk-forward sign accuracy,data/processed/overnight/08_index_backtests.csv,Krish (ws 08),derived from D260-D262,public,test results,,,21,n/a,nights / ADR / GBV / revenue,results,in flight (ws 08),"Only FX contribution (0.42x AR(1), sign 92%) and the price index (0.65x) beat AR(1)",Build the 5 Nov card on the FX line only; label the rest as failed,"D242,D262",no,yes
D264,3Q26 nowcast card: 13 target-feature point forecasts with bands vs naive and prior year,data/processed/overnight/08_q3_2026_nowcast.csv,Krish (ws 08),derived from D251,public,one-off (scoreable 5 Nov),2026Q3,2026Q3,13,as of 6 Sep 2026,nights / GBV / ADR / revenue,nowcast,in flight (ws 08),"Nights point 22.9% (band 14.8-31.0) vs naive 10.3%: implausibly high, index inflation",Freeze this file now and score every row on 5 Nov; that is the honest test,"D265,D242",yes,yes
D265,3Q26 component values to date (16 inputs feeding D264),data/processed/overnight/08_q3_2026_components.csv,Krish (ws 08),derived,public,one-off,2026Q3,2026Q3,16,as of 6 Sep 2026,nights / ADR,nowcast (inputs),in flight (ws 08),Snapshot of every quarter-to-date input; re-cut weekly,Weekly re-cut to 5 Nov,D264,yes,yes
D266,"Fama-French 5 factors plus momentum, daily",data/processed/overnight/09_ff_factors_daily.csv,Krish (ws 09),Kenneth French data library,public (academic use),daily,2020-12-01,2026-07-31,1422,~1 month lag on the library,stock reaction (risk model),positioning / factor,in flight (ws 09),Lets the reaction work use factor-adjusted excess rather than QQQ excess,Re-run the day-1 reaction regressions on FF-adjusted excess; does R^2 0.04-0.07 change,"D040,D042",no,yes
D267,"Sell-side ratings and price-target actions: 466 dated actions (348 maintain, 38 initiate, 35 reiterate, 25 upgrades, 20 downgrades), PTs to $245",data/processed/overnight/09_analyst_actions.csv,Krish (ws 09),yfinance upgrades/downgrades feed,Yahoo terms,event,2020-12-11,2026-09-01,466,same day,positioning / stock reaction,positioning / sentiment,in flight (ws 09),First real positioning series in the repo; partly fills the consensus gap (D036),"Net upgrades minus downgrades and mean PT drift in the 30 days before a print vs day-1 excess, n 23","D036,D046,D190",yes,yes
D268,"Short interest, semi-monthly settlement dates (12.86M shares latest)",data/processed/overnight/09_short_interest.csv,Krish (ws 09),exchange short-interest reports,public,semi-monthly,2023-02-28,2026-08-14,84,~8 calendar days after settlement,positioning / stock reaction,positioning,in flight (ws 09),"Short interest ~2% of float; small, but a real crowding read","Short-interest change into the print vs day-1 excess and vs the 20-day drift, n ~14","D267,D044",no,yes
D269,"FX basket weights: 22 currency-region rows with proxy series, weights and 1Q26-3Q26 y/y",data/processed/overnight/10_fx_basket.csv,Krish (ws 10),10-K host-country mix + FRED keyless CSV (S30/S38),public,one-off + quarterly,1Q26,3Q26,22,1 day,ADR (FX) / regional revenue,price / regional,in flight (ws 10),Replaces the single broad-dollar index with an Airbnb-weighted basket,Basket FX y/y vs stated ADR FX effect: does the weighted basket beat DTWEXBGS (D087),"D087,D242,D271",yes,yes
D270,"Regional panel quarterly: nights bands, ADR reported and ex-FX for NA, EMEA, LatAm, APAC with the source phrase",data/processed/overnight/10_regional_panel_quarterly.csv,Krish (ws 10),Shareholder letters 8-K Ex.99.1 (S23) regional commentary,public,quarterly,4Q20,2Q26,23,0: print day,regional nights / ADR,regional / mix,in flight (ws 10),"Turns qualitative regional phrases into numeric bands, 23 quarters",Regional nights bands vs Eurostat by country (D111) and vs BEA inbound/outbound,"D018,D246,D272",no,yes
D271,"Regional ADR reported vs ex-FX and the FX gap, 4 regions x 23 quarters",data/processed/overnight/10_regional_adr_fx.csv,Krish (ws 10),derived from D270 + D269,public,quarterly,4Q20,2Q26,92,0: print day,ADR (regional),price / regional,in flight (ws 10),Isolates where the FX borrow actually lands (EMEA and LatAm),Regional FX gap vs basket FX y/y as a regional version of the D087 mechanism,"D269,D003",no,yes
D272,Regional sentence bank: 766 letter sentences tagged by region and metric,data/processed/overnight/10_regional_quotes.csv,Krish (ws 10),Shareholder letters 8-K Ex.99.1 (S23),public,quarterly,4Q20,2Q26,766,0: print day,regional nights (provenance),evidence,in flight (ws 10),Provenance for D270; also the raw material to extend D246 back to 2020,Code the pre-2024 sentences into bands to lengthen the regional panel,"D270,D246",no,yes
D273,"Quarterly revenue by region from the XBRL geographic axis, 4Q derived as FY less 9M",data/processed/overnight/10_regional_revenue_xbrl.csv (33 rows); source facts data/processed/overnight/10_xbrl_revenue_geography.csv (258),Krish (ws 10),SEC XBRL companyfacts CIK 1559720 (S25) srt:StatementGeographicalAxis,public,quarterly,2021,2026Q2,33,0: filing day,regional nights (revenue proxy),regional / level,in flight (ws 10),"DEFECT: the CSV's first line is a comment, so the header row is malformed",Re-write with a proper header before anything reads it; then regional revenue y/y minus regional FX,"D018,D271",yes,yes
D274,"Supply economics series: 80 metric-date rows (host earnings, listings, supply growth, take-rate and fee facts)",data/processed/overnight/11_supply_economics.csv,Krish (ws 11),Shareholder letters 8-K Ex.99.1 (S23); press; Third Bridge digest,mixed,annual/quarterly,2020-12-31,2026-12-31,80,varies,supply / take rate,supply-side,in flight (ws 11),Collects the host-side economics the model needs for the fee-change debate,"Host-fee pilot (6-10%, S12) scenarios against take rate","D006,D055",no,yes
D275,"Alt-accommodation share: ABNB nights vs BKNG alt-accom nights, annual (6) and quarterly (11)",data/processed/overnight/11_alt_accom_share.csv; 11_alt_accom_share_quarterly.csv,Krish (ws 11),ABNB letters; BKNG releases and calls,public,quarterly/annual,2Q22,2Q26,17,0 to +2 weeks (BKNG often reports after ABNB),nights (share) / GBV,competitive / mix,in flight (ws 11),Two-player share of alt-accom nights; the share-shift question quantified,Share change vs ABNB nights growth: is ABNB losing alt-accom share to Booking,"D060,D276",no,yes
D276,Alt-accommodation market sizing: 17 third-party estimates by period,data/processed/overnight/11_alt_accom_market_sizing.csv,Krish (ws 11),third-party research,public web,annual,1Q26,2029,17,n/a,GBV (TAM),context,in flight (ws 11),TAM anchors for the long-run growth case,None quantitative,D275,no,yes
D277,"Competitor event log: 37 dated moves (Booking, Expedia, Vrbo, Marriott, AI entrants)",data/processed/overnight/11_competitor_events.csv,Krish (ws 11),press,public web,event,2019-03-07,2026-09-01,37,same day,stock reaction / nights,competitive / sentiment,in flight (ws 11),Event dating for the competitive narrative; overlaps D043's industry moves,"Competitor-event days vs ABNB same-day excess return, n 37",D043,no,yes
D278,"AI referral exposure scenarios: 27 year-case rows (AI-referred share of GBV, referral fee, cost in $m and % of EBITDA)",data/processed/overnight/11_ai_exposure_scenarios.csv,Krish (ws 11),derived; Third Bridge AI calls (S16/S17),derived (licensed inputs),annual,2026,2028,27,n/a,cost line / EBITDA margin,scenario,in flight (ws 11),Sizes the AI-disintermediation bear case in margin points,Tie to the S&M line: does AI referral spend substitute for or add to performance marketing,"D008,D055",no,yes
D279,"New-business scenarios: 27 rows for Experiences, Services and Hotels, FY25-FY28 revenue",data/processed/overnight/11_new_business_scenarios.csv,Krish (ws 11),letters + management commentary,public,annual,FY2025,FY2028,27,n/a,revenue,scenario,in flight (ws 11),Management declined to quantify Experiences attach and hotels scale (D053),Hold to the low case until Airbnb discloses; that is the D053 lesson,"D053,D226",no,yes
D280,Regulatory overlay for the model: revenue drag % by year (median/mean/p95) split EMEA vs NA,data/processed/overnight/11_regulatory_overlay.csv,Krish (ws 11),derived from D161,public,annual,2026,2028,3,n/a,revenue / regional nights,scenario / regulation,in flight (ws 11),The regulatory Monte Carlo reduced to three model lines,Apply as a haircut to EMEA nights in the driver model rather than to global revenue,"D161,D226",no,yes
D281,Pending regulatory items: 7 dated catalysts with model link and 6 Sep status,data/processed/overnight/11_regulatory_pending_items.csv,Krish (ws 11),derived from D160/D161,public,event,2026 H2,2029-01-01,7,n/a,regulation / guidance,catalyst,in flight (ws 11),Calendar of what could move the regulatory line before the pitch,Watch list for the 5 Nov card and the December pitch,"D160,D280",yes,yes
D282,"ABNB multiples history, quarterly: EV/revenue, EV/EBITDA, EV/FCF, P/SBC-adj FCF, NTM proxies, float-adjusted net cash",data/processed/overnight/12_abnb_multiples_history.csv,Krish (ws 12),closes + SEC XBRL companyfacts CIK 1559720 (S25),public / Yahoo terms,quarterly,4Q20,3Q26,24,same day,valuation / share count,level / valuation,in flight (ws 12),First proper multiple history; nets the $12.2B float out of EV,Where in its own range does ABNB trade at each print; entry-point evidence,"D020,D283",no,yes
D283,ABNB multiples monthly: 68 month-ends with LTM fundamentals and yields,data/processed/overnight/12_abnb_multiples_monthly.csv,Krish (ws 12),closes + SEC XBRL companyfacts CIK 1559720 (S25),public / Yahoo terms,monthly,2021-02-28,2026-09-04,68,same day,valuation,level / valuation,in flight (ws 12),Monthly frequency makes the de-rating visible against fundamentals,Multiple vs LTM growth scatter as the 'what is priced' exhibit,"D282,D284",no,yes
D284,"Multiple regressions: 30 specifications of ABNB's multiple on growth, margin, rates and NDX P/E",data/processed/overnight/12_abnb_multiple_regressions.csv,Krish (ws 12),derived from D283,public,test results,,,30,n/a,valuation / stock reaction,results,in flight (ws 12),Explains the multiple with growth and rates; the de-rating is mostly growth,Use the fitted multiple as the base-case exit multiple instead of a picked number,"D226,D288",no,yes
D285,"Lens tracking: which valuation lens (EV/rev, EV/EBITDA, FCF yield, SBC-adj FCF) tracks the market cap best, by window",data/processed/overnight/12_abnb_lens_tracking.csv,Krish (ws 12),derived from D283,public,test results,,,18,n/a,valuation,results,in flight (ws 12),Tells the deck which multiple to lead with,None,D284,no,yes
D286,Print decomposition: 19 prints split into estimate change vs multiple change (NTM revenue before/after),data/processed/overnight/12_abnb_print_decomposition.csv,Krish (ws 12),derived from D283 + D042,public,per print,4Q21,2Q26,19,n/a (target-side),stock reaction,results / attribution,in flight (ws 12),Separates 'numbers moved' from 'multiple moved' on print days,"If print-day moves are mostly multiple, KPI forecasting cannot pay; test it explicitly","D042,D001",no,yes
D287,"Peer multiples cross-section: 19 tickers with EV, LTM and NTM fundamentals, SBC and buybacks",data/processed/overnight/12_peer_multiples.csv,Krish (ws 12),SEC XBRL + closes + NTM proxies,public / Yahoo terms,one-off,2026-09-04,2026-09-04,19,same day,valuation (peer),level / peer,in flight (ws 12),"The comp table the pitch needs, built from filings not from a screen",Refresh the day before the pitch,"D250,D288",yes,yes
D288,"Peer regressions: 20 fits of peer multiples on growth, rule-of-40, SBC and FCF conversion; ABNB premium vs fitted",data/processed/overnight/12_peer_regressions.csv,Krish (ws 12),derived from D287,public,test results,,,20,n/a,valuation,results,in flight (ws 12),ABNB sits 1% to 95% above fitted depending on spec: the spec choice is the answer,"Report the range, not one number; pick the travel-and-marketplace spec and say why","D284,D226",no,yes
D290,Reaction regression inputs: 18 prints x 13 print-day features and 1/5/20-day excess,data/processed/abnb_reaction_inputs.csv,Krish,derived from D001-D007 + D042,public,per print,2021Q4,2026Q2,18,0: print day,stock reaction,results (inputs),yes: 2026-09-05_driver-model,The input table behind the R^2 0.04-0.07 reaction regression,None; superseded by D222's 47 features,"D222,D042",no,yes
D291,Reaction regression output (10 specs) and leave-one-out coefficients (18 drops),data/processed/abnb_reaction_regression.csv; abnb_reaction_regression_loo.csv,Krish,derived from D290,public,test results,,,28,n/a,stock reaction,results,yes: 2026-09-05_driver-model,Beat and guide coefficients are not stable to dropping one print,None,D290,no,yes
D292,Booking-curve ranking: 120 market-snapshot rows of blocked-rate by horizon bucket and 30-to-180 slope,data/processed/predictive/03_booking_curve_ranking.csv,Krish,Inside Airbnb listings.csv.gz (S32) calendar fields,CC BY 4.0,per snapshot,2026-06-14,2026-08-10,120,~1-4 weeks,nights (forward),supply-side / forward,yes: 2026-09-06_predictive-study + predictive/03,Blocked-rate is not occupancy (hosts block for many reasons); 3 snapshots only,Needs 4+ quarters of snapshots before any test; keep capturing monthly,"D141,D131",yes,yes
D293,"EDGAR acquisition log: 14 filings with acceptance metadata, sha256 and licence tier",data/manifests/edgar_filings_log.csv,Theo,EDGAR,public domain,per filing,2023-03-31,2026-06-30,14,n/a,guidance (timing),metadata,no,"Has the acceptance metadata D033 says is missing, for 14 of 23 filings",Extend Theo's logger over all 23 8-Ks to close the D033 timestamp gap,D033,yes,yes
D294,Expansion source manifest (3 rows) and expansion log,data/manifests/expansion_source_manifest.csv; expansion_log.md,Theo,Theo acquisition layer,mixed,one-off,2026-09,2026-09,3,n/a,metadata,metadata,no,"Thin; the substantive manifests are the municipal and macro logs (D170, D098)",None,D170,no,yes
D295,"Crossover prior-project templates with data: bear scoreboard, KPI panel, print-day moves, notable moves",MAIN:ABNB-Crossover/templates/bear_scoreboard.csv; kpi_panel_quarterly.csv; print_day_moves.csv; sig_notable_moves.csv,Krish (prior project),prior pitch (SIG project),internal,one-off,,,4,n/a,stock reaction / all KPIs (template),template,no,Method transfer only; the numbers are another company's,Copy the bear-scoreboard format for the ABNB risk slide,"D046,D192",no,yes
D296,"Regulatory factor exposures and illustrative loss scenarios (33 factor exposures, 8 illustrative, 18 matched-cohort)",MAIN:research/regulatory/quantification/factor_exposures.json; illustrative_scenarios.json; MAIN:research/regulatory/phase2/matched_cohort_scenarios.json,Krish,derived from D160/D162/D163,public,one-off,2026-08,2026-09,59,n/a,revenue / regional nights,regulation / scenario,yes: 2026-09-05_regulatory-forecast-profile,Bottom-up listing-level loss estimates; the input to the Monte Carlo D161,Reconcile the bottom-up cohort losses with the top-down overlay D280,"D161,D280",no,yes
D297,Regulatory data-access and validation status (what the pull could not reach; integrity checks),MAIN:research/regulatory/phase2/data_access_status.json; phase2_validation.json; quantification/download_errors.json,Krish,pipeline metadata,public,one-off,2026-09,2026-09,3,n/a,metadata,metadata / gaps,no,"Names the regulatory sources that failed (LSEG intermittent, STR export unavailable)",Use as the gap list if the regulatory case needs hardening before December,"D056,D193",no,yes
