quarter,reaction_date,k,cum_excess_pct
2026Q1,2026-05-08,1,-10.787669548563315
2026Q1,2026-05-08,2,-11.011714973374499
2026Q1,2026-05-08,3,-14.179266298987114
2026Q1,2026-05-08,4,-14.469810116562766
2026Q1,2026-05-08,5,-13.324921054280846
2026Q1,2026-05-08,6,-11.70243028767062
2026Q1,2026-05-08,7,-13.42063490874794
2026Q1,2026-05-08,8,-11.926083738478145
2026Q1,2026-05-08,9,-13.155451119723981
2026Q1,2026-05-08,10,-15.123065695874738
2026Q1,2026-05-08,11,-16.95545678342465
2026Q1,2026-05-08,12,-17.26848719427074
2026Q1,2026-05-08,13,-16.418201491595784
2026Q1,2026-05-08,14,-17.78365918462108
2026Q1,2026-05-08,15,-14.97916805873556
2026Q1,2026-05-08,16,-18.264943641358798
2026Q1,2026-05-08,17,-18.5337982781556
2026Q1,2026-05-08,18,-17.843159271919173
2026Q1,2026-05-08,19,-12.156463364821036
2026Q1,2026-05-08,20,-13.271749195872461
2026Q1,2026-05-08,21,-14.3059983749664
2026Q1,2026-05-08,22,-13.730709265728645
2026Q1,2026-05-08,23,-16.200106662616776
2026Q1,2026-05-08,24,-15.80003057319994
2026Q1,2026-05-08,25,-14.341743819424568
2026Q1,2026-05-08,26,-10.290146255556952
2026Q1,2026-05-08,27,-9.596602769511154
2026Q1,2026-05-08,28,-11.116710714934587
2026Q1,2026-05-08,29,-13.305076746661971
2026Q1,2026-05-08,30,-9.581573780672969
2026Q1,2026-05-08,31,-4.787465487850206
2026Q1,2026-05-08,32,-7.683539526297412
2026Q1,2026-05-08,33,-3.2166943842019347
2026Q1,2026-05-08,34,-4.851132995644459
2026Q1,2026-05-08,35,-10.023525346228057
2026Q1,2026-05-08,36,-4.921569488412825
2026Q1,2026-05-08,37,-1.6050333665627257
2026Q1,2026-05-08,38,-4.272780937237997
2026Q1,2026-05-08,39,-1.1856025178542229
2026Q1,2026-05-08,40,-6.044636122330283
2026Q1,2026-05-08,41,-4.936667600865109
2026Q1,2026-05-08,42,-3.963105172181969
2026Q1,2026-05-08,43,-3.4769459039664774
2026Q1,2026-05-08,44,-4.618661466041797
2026Q1,2026-05-08,45,-2.8741480402529014
2026Q1,2026-05-08,46,-1.3872545109243415
2026Q1,2026-05-08,47,-1.055646063700788
2026Q1,2026-05-08,48,-1.9806152471213423
2026Q1,2026-05-08,49,-4.749030812418553
2026Q1,2026-05-08,50,-7.290766756105471
2026Q1,2026-05-08,51,-7.014055973761103
2026Q1,2026-05-08,52,-3.012801052419544
2026Q1,2026-05-08,53,1.7929578834184454
2026Q1,2026-05-08,54,7.719658130047737
2026Q1,2026-05-08,55,9.899748147877087
2026Q1,2026-05-08,56,5.599846035155954
2026Q1,2026-05-08,57,4.437833456471841
2026Q1,2026-05-08,58,1.7746212322192108
2026Q1,2026-05-08,59,-2.684256247912664
2026Q1,2026-05-08,60,0.38013960851093387
2026Q2,2026-08-07,-21,0.0
2026Q2,2026-08-07,-20,0.869434395388935
2026Q2,2026-08-07,-19,1.21427168547662
2026Q2,2026-08-07,-18,0.25807642326580726
2026Q2,2026-08-07,-17,1.7803195838981267
2026Q2,2026-08-07,-16,3.0169229895874117
2026Q2,2026-08-07,-15,3.2448290289946113
2026Q2,2026-08-07,-14,2.4358871295385387
2026Q2,2026-08-07,-13,0.07910640424165782
2026Q2,2026-08-07,-12,-2.177561088885705
2026Q2,2026-08-07,-11,-2.0146107268806395
2026Q2,2026-08-07,-10,1.4572904952046772
2026Q2,2026-08-07,-9,5.670318728422085
2026Q2,2026-08-07,-8,10.841860785348732
2026Q2,2026-08-07,-7,12.676227051493294
2026Q2,2026-08-07,-6,9.026287922368535
2026Q2,2026-08-07,-5,8.031180114426284
2026Q2,2026-08-07,-4,5.761923132618518
2026Q2,2026-08-07,-3,1.9839604037096947
2026Q2,2026-08-07,-2,4.639165680351698
2026Q2,2026-08-07,-1,4.426887835402282
2026Q2,2026-08-07,0,21.261333090578226
2026Q2,2026-08-07,1,26.07355421327079
2026Q2,2026-08-07,2,26.59875992567018
2026Q2,2026-08-07,3,22.547282145183047
2026Q2,2026-08-07,4,24.817789002285615
2026Q2,2026-08-07,5,24.22761179961794
2026Q2,2026-08-07,6,21.1461947177211
2026Q2,2026-08-07,7,25.55097136591894
2026Q2,2026-08-07,8,27.886335823003847
2026Q2,2026-08-07,9,27.652083553317297
2026Q2,2026-08-07,10,28.87085089311333
2026Q2,2026-08-07,11,31.836329546425493
2026Q2,2026-08-07,12,31.425416406792895
2026Q2,2026-08-07,13,29.68124889399355
2026Q2,2026-08-07,14,25.836137581995466
2026Q2,2026-08-07,15,29.907521031356712
2026Q2,2026-08-07,16,25.634242201408806
2026Q2,2026-08-07,17,26.435637128124768
2026Q2,2026-08-07,18,26.701181459799983
2026Q2,2026-08-07,19,26.89041299358574
2026Q2,2026-08-07,20,24.45867194107578
2026Q2,2026-08-07,21,
2026Q2,2026-08-07,22,
2026Q2,2026-08-07,23,
2026Q2,2026-08-07,24,
2026Q2,2026-08-07,25,
2026Q2,2026-08-07,26,
2026Q2,2026-08-07,27,
2026Q2,2026-08-07,28,
2026Q2,2026-08-07,29,
2026Q2,2026-08-07,30,
2026Q2,2026-08-07,31,
2026Q2,2026-08-07,32,
2026Q2,2026-08-07,33,
2026Q2,2026-08-07,34,
2026Q2,2026-08-07,35,
2026Q2,2026-08-07,36,
2026Q2,2026-08-07,37,
2026Q2,2026-08-07,38,
2026Q2,2026-08-07,39,
2026Q2,2026-08-07,40,
2026Q2,2026-08-07,41,
2026Q2,2026-08-07,42,
2026Q2,2026-08-07,43,
2026Q2,2026-08-07,44,
2026Q2,2026-08-07,45,
2026Q2,2026-08-07,46,
2026Q2,2026-08-07,47,
2026Q2,2026-08-07,48,
2026Q2,2026-08-07,49,
2026Q2,2026-08-07,50,
2026Q2,2026-08-07,51,
2026Q2,2026-08-07,52,
2026Q2,2026-08-07,53,
2026Q2,2026-08-07,54,
2026Q2,2026-08-07,55,
2026Q2,2026-08-07,56,
2026Q2,2026-08-07,57,
2026Q2,2026-08-07,58,
2026Q2,2026-08-07,59,
2026Q2,2026-08-07,60,
