quarter,metric,row,source_url
2022Q1,advance_ticket_sales_current_usd_m,"Advance ticket sales | 1,977,325 | 1,561,336",https://www.nclhltd.com/investors/news-events/press-releases/detail/488/norwegian-cruise-line-holdings-reports-first-quarter-2022
2022Q1,advance_ticket_sales_current_usd_m,"Advance ticket sales | 417,877 | 75,634",https://www.nclhltd.com/investors/news-events/press-releases/detail/488/norwegian-cruise-line-holdings-reports-first-quarter-2022
2022Q1,capacity_days,"Capacity Days | 2,978,353 | —",https://www.nclhltd.com/investors/news-events/press-releases/detail/488/norwegian-cruise-line-holdings-reports-first-quarter-2022
2022Q1,occupancy_pct,Occupancy Percentage | 48.0%,https://www.nclhltd.com/investors/news-events/press-releases/detail/488/norwegian-cruise-line-holdings-reports-first-quarter-2022
2022Q1,total_revenue_usd_m,"Total revenue | $ | 521,940 | $ | 522,774 | $ | 3,100",https://www.nclhltd.com/investors/news-events/press-releases/detail/488/norwegian-cruise-line-holdings-reports-first-quarter-2022
2022Q2,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 793,892 | $ | 1,584 | $ | 1,136,347 | $ | 1,750",https://www.nclhltd.com/investors/news-events/press-releases/detail/501/norwegian-cruise-line-holdings-reports-second-quarter-2022
2022Q2,onboard_other_revenue_usd_m,"Onboard and other | 393,289 | 2,784 | 572,774 | 5,718",https://www.nclhltd.com/investors/news-events/press-releases/detail/501/norwegian-cruise-line-holdings-reports-second-quarter-2022
2022Q2,total_revenue_usd_m,"Total revenue | 1,187,181 | 4,368 | 1,709,121 | 7,468",https://www.nclhltd.com/investors/news-events/press-releases/detail/501/norwegian-cruise-line-holdings-reports-second-quarter-2022
2022Q2,onboard_other_revenue_usd_m,"Onboard and other | 96,155 | 1,276 | 128,705 | 2,535",https://www.nclhltd.com/investors/news-events/press-releases/detail/501/norwegian-cruise-line-holdings-reports-second-quarter-2022
2022Q2,advance_ticket_sales_current_usd_m,"Advance ticket sales | 2,331,203 | 1,561,336",https://www.nclhltd.com/investors/news-events/press-releases/detail/501/norwegian-cruise-line-holdings-reports-second-quarter-2022
2022Q2,advance_ticket_sales_current_usd_m,"Advance ticket sales | 755,189 | 191,609",https://www.nclhltd.com/investors/news-events/press-releases/detail/501/norwegian-cruise-line-holdings-reports-second-quarter-2022
2022Q2,capacity_days,"Capacity Days (1) | 4,639,435 | — | 7,617,788 | —",https://www.nclhltd.com/investors/news-events/press-releases/detail/501/norwegian-cruise-line-holdings-reports-second-quarter-2022
2022Q2,occupancy_pct,Occupancy Percentage | 64.6 | % | 58.1 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/501/norwegian-cruise-line-holdings-reports-second-quarter-2022
2022Q2,total_revenue_usd_m,"Total revenue | $ | 1,187,181 | $ | 1,194,502 | $ | 4,368 | $ | 1,709,121 | $ | 1,717,276 | $ | 7,468",https://www.nclhltd.com/investors/news-events/press-releases/detail/501/norwegian-cruise-line-holdings-reports-second-quarter-2022
2022Q3,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 1,105,908 | $ | 86,127 | $ | 2,242,255 | $ | 87,877",https://www.nclhltd.com/investors/news-events/press-releases/detail/516/norwegian-cruise-line-holdings-reports-third-quarter-2022
2022Q3,onboard_other_revenue_usd_m,"Onboard and other | 509,602 | 66,954 | 1,082,376 | 72,672",https://www.nclhltd.com/investors/news-events/press-releases/detail/516/norwegian-cruise-line-holdings-reports-third-quarter-2022
2022Q3,total_revenue_usd_m,"Total revenue | 1,615,510 | 153,081 | 3,324,631 | 160,549",https://www.nclhltd.com/investors/news-events/press-releases/detail/516/norwegian-cruise-line-holdings-reports-third-quarter-2022
2022Q3,onboard_other_revenue_usd_m,"Onboard and other | 126,740 | 19,306 | 255,445 | 21,841",https://www.nclhltd.com/investors/news-events/press-releases/detail/516/norwegian-cruise-line-holdings-reports-third-quarter-2022
2022Q3,advance_ticket_sales_current_usd_m,"Advance ticket sales | 2,291,624 | 1,561,336",https://www.nclhltd.com/investors/news-events/press-releases/detail/516/norwegian-cruise-line-holdings-reports-third-quarter-2022
2022Q3,advance_ticket_sales_current_usd_m,"Advance ticket sales | 713,447 | 469,595",https://www.nclhltd.com/investors/news-events/press-releases/detail/516/norwegian-cruise-line-holdings-reports-third-quarter-2022
2022Q3,capacity_days,"Capacity Days (1) | 4,887,415 | 701,350 | 12,505,203 | 701,350",https://www.nclhltd.com/investors/news-events/press-releases/detail/516/norwegian-cruise-line-holdings-reports-third-quarter-2022
2022Q3,occupancy_pct,Occupancy Percentage | 81.5 | % | 57.4 | % | 67.3 | % | 57.4 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/516/norwegian-cruise-line-holdings-reports-third-quarter-2022
2022Q3,total_revenue_usd_m,"Total revenue | $ | 1,615,510 | $ | 1,634,452 | $ | 153,081 | $ | 3,324,631 | $ | 3,351,727 | $ | 160,549",https://www.nclhltd.com/investors/news-events/press-releases/detail/516/norwegian-cruise-line-holdings-reports-third-quarter-2022
2022Q4,capacity_days,Capacity Days | Approx. 5.45 million | Approx. 22.8 million (+19% vs. 2019),https://www.nclhltd.com/investors/news-events/press-releases/detail/534/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2022Q4,occupancy_pct,Occupancy | Approx. 100% | Approx. 103.5%,https://www.nclhltd.com/investors/news-events/press-releases/detail/534/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2022Q4,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 1,011,544 | $ | 304,875 | $ | 3,253,799 | $ | 392,752",https://www.nclhltd.com/investors/news-events/press-releases/detail/534/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2022Q4,onboard_other_revenue_usd_m,"Onboard and other | 507,585 | 182,562 | 1,589,961 | 255,234",https://www.nclhltd.com/investors/news-events/press-releases/detail/534/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2022Q4,total_revenue_usd_m,"Total revenue | 1,519,129 | 487,437 | 4,843,760 | 647,986",https://www.nclhltd.com/investors/news-events/press-releases/detail/534/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2022Q4,onboard_other_revenue_usd_m,"Onboard and other | 102,487 | 32,196 | 357,932 | 54,037",https://www.nclhltd.com/investors/news-events/press-releases/detail/534/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2022Q4,advance_ticket_sales_current_usd_m,"Advance ticket sales | 2,516,521 | 1,561,336",https://www.nclhltd.com/investors/news-events/press-releases/detail/534/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2022Q4,advance_ticket_sales_current_usd_m,"Advance ticket sales | 928,947 | 521,910",https://www.nclhltd.com/investors/news-events/press-releases/detail/534/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2022Q4,capacity_days,"Capacity Days (1) | 5,060,866 | 5,035,367 | 17,566,069 | 19,233,459",https://www.nclhltd.com/investors/news-events/press-releases/detail/534/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2022Q4,occupancy_pct,Occupancy Percentage | 86.6 | % | 104.5 | % | 72.8 | % | 107.3 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/534/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2022Q4,total_revenue_usd_m,"Total revenue | $ | 1,519,129 | $ | 1,529,192 | $ | 1,480,618 | $ | 4,843,760 | $ | 4,858,666 | $ | 6,462,376",https://www.nclhltd.com/investors/news-events/press-releases/detail/534/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2022Q4,capacity_days,"Capacity Days | 5,060,866 | 5,060,866 | 5,035,367 | 9,948,281 | 17,566,069 | 17,566,069 | 19,233,459",https://www.nclhltd.com/investors/news-events/press-releases/detail/534/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2023Q1,capacity_days,Capacity Days | Approx. 5.5 million | Approx. 22.75 million,https://www.nclhltd.com/investors/news-events/press-releases/detail/545/norwegian-cruise-line-holdings-reports-first-quarter-2023
2023Q1,occupancy_pct,Occupancy | Approx. 105% | Approx. 103.5%,https://www.nclhltd.com/investors/news-events/press-releases/detail/545/norwegian-cruise-line-holdings-reports-first-quarter-2023
2023Q1,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 1,208,841 | $ | 342,455",https://www.nclhltd.com/investors/news-events/press-releases/detail/545/norwegian-cruise-line-holdings-reports-first-quarter-2023
2023Q1,onboard_other_revenue_usd_m,"Onboard and other | 613,098 | 179,485",https://www.nclhltd.com/investors/news-events/press-releases/detail/545/norwegian-cruise-line-holdings-reports-first-quarter-2023
2023Q1,total_revenue_usd_m,"Total revenue | 1,821,939 | 521,940",https://www.nclhltd.com/investors/news-events/press-releases/detail/545/norwegian-cruise-line-holdings-reports-first-quarter-2023
2023Q1,onboard_other_revenue_usd_m,"Onboard and other | 119,697 | 32,550",https://www.nclhltd.com/investors/news-events/press-releases/detail/545/norwegian-cruise-line-holdings-reports-first-quarter-2023
2023Q1,advance_ticket_sales_current_usd_m,"Advance ticket sales | 3,177,026 | 2,516,521",https://www.nclhltd.com/investors/news-events/press-releases/detail/545/norwegian-cruise-line-holdings-reports-first-quarter-2023
2023Q1,advance_ticket_sales_current_usd_m,"Advance ticket sales | 668,261 | 417,877",https://www.nclhltd.com/investors/news-events/press-releases/detail/545/norwegian-cruise-line-holdings-reports-first-quarter-2023
2023Q1,total_revenue_usd_m,"Total revenue | $ | 1,821,939 | $ | 1,835,356 | $ | 1,403,630",https://www.nclhltd.com/investors/news-events/press-releases/detail/545/norwegian-cruise-line-holdings-reports-first-quarter-2023
2023Q1,capacity_days,"Capacity Days | 5,415,547 | 5,415,547 | 4,716,929",https://www.nclhltd.com/investors/news-events/press-releases/detail/545/norwegian-cruise-line-holdings-reports-first-quarter-2023
2023Q1,net_yield_usd_per_capacity_day,Net Yield | $ | 238.68 | $ | 240.60 | $ | 232.13,https://www.nclhltd.com/investors/news-events/press-releases/detail/545/norwegian-cruise-line-holdings-reports-first-quarter-2023
2023Q1,capacity_days,"Capacity Days | 5,415,547 | 5,415,547 | 4,716,929 | 9,948,281",https://www.nclhltd.com/investors/news-events/press-releases/detail/545/norwegian-cruise-line-holdings-reports-first-quarter-2023
2023Q2,capacity_days,Capacity Days | Approx. 5.85 million | Approx. 22.7 million,https://www.nclhltd.com/investors/news-events/press-releases/detail/558/norwegian-cruise-line-holdings-reports-strong-second
2023Q2,occupancy_pct,Occupancy | Approx. 106.0% | Approx. 103.5%,https://www.nclhltd.com/investors/news-events/press-releases/detail/558/norwegian-cruise-line-holdings-reports-strong-second
2023Q2,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 1,478,474 | $ | 793,892 | $ | 2,687,315 | $ | 1,136,347",https://www.nclhltd.com/investors/news-events/press-releases/detail/558/norwegian-cruise-line-holdings-reports-strong-second
2023Q2,onboard_other_revenue_usd_m,"Onboard and other | 727,018 | 393,289 | 1,340,116 | 572,774",https://www.nclhltd.com/investors/news-events/press-releases/detail/558/norwegian-cruise-line-holdings-reports-strong-second
2023Q2,total_revenue_usd_m,"Total revenue | 2,205,492 | 1,187,181 | 4,027,431 | 1,709,121",https://www.nclhltd.com/investors/news-events/press-releases/detail/558/norwegian-cruise-line-holdings-reports-strong-second
2023Q2,onboard_other_revenue_usd_m,"Onboard and other | 161,880 | 96,155 | 281,577 | 128,705",https://www.nclhltd.com/investors/news-events/press-releases/detail/558/norwegian-cruise-line-holdings-reports-strong-second
2023Q2,advance_ticket_sales_current_usd_m,"Advance ticket sales | 3,345,767 | 2,516,521",https://www.nclhltd.com/investors/news-events/press-releases/detail/558/norwegian-cruise-line-holdings-reports-strong-second
2023Q2,advance_ticket_sales_current_usd_m,"Advance ticket sales | 826,221 | 755,189",https://www.nclhltd.com/investors/news-events/press-releases/detail/558/norwegian-cruise-line-holdings-reports-strong-second
2023Q2,capacity_days,"Capacity Days | 5,513,288 | 4,626,871 | 10,928,835 | 9,343,800",https://www.nclhltd.com/investors/news-events/press-releases/detail/558/norwegian-cruise-line-holdings-reports-strong-second
2023Q2,occupancy_pct,Occupancy Percentage | 104.9 | % | 108.4 | % | 103.2 | % | 106.9 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/558/norwegian-cruise-line-holdings-reports-strong-second
2023Q2,total_revenue_usd_m,"Total revenue | $ | 2,205,492 | $ | 2,215,634 | $ | 1,664,277 | $ | 4,027,431 | $ | 4,050,990 | $ | 3,067,907",https://www.nclhltd.com/investors/news-events/press-releases/detail/558/norwegian-cruise-line-holdings-reports-strong-second
2023Q2,capacity_days,"Capacity Days | 5,513,288 | 5,513,288 | 4,626,871 | 10,928,835 | 10,928,835 | 9,343,800",https://www.nclhltd.com/investors/news-events/press-releases/detail/558/norwegian-cruise-line-holdings-reports-strong-second
2023Q2,net_yield_usd_per_capacity_day,Net Yield | $ | 278.74 | $ | 280.21 | $ | 272.22 | $ | 258.89 | $ | 260.58 | $ | 251.98,https://www.nclhltd.com/investors/news-events/press-releases/detail/558/norwegian-cruise-line-holdings-reports-strong-second
2023Q2,capacity_days,"Capacity Days | 5,513,288 | 5,513,288 | 4,626,871 | 10,928,835 | 10,928,835 | 9,343,800",https://www.nclhltd.com/investors/news-events/press-releases/detail/558/norwegian-cruise-line-holdings-reports-strong-second
2023Q3,capacity_days,Capacity Days | Approx. 5.9 million | Approx. 22.7 million,https://www.nclhltd.com/investors/news-events/press-releases/detail/572/norwegian-cruise-line-holdings-reports-strong-third-quarter
2023Q3,occupancy_pct,Occupancy | Approx. 98.0% | Approx. 102.6%,https://www.nclhltd.com/investors/news-events/press-releases/detail/572/norwegian-cruise-line-holdings-reports-strong-third-quarter
2023Q3,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 1,733,594 | $ | 1,105,908 | $ | 4,420,909 | $ | 2,242,255",https://www.nclhltd.com/investors/news-events/press-releases/detail/572/norwegian-cruise-line-holdings-reports-strong-third-quarter
2023Q3,onboard_other_revenue_usd_m,"Onboard and other | 802,443 | 509,602 | 2,142,559 | 1,082,376",https://www.nclhltd.com/investors/news-events/press-releases/detail/572/norwegian-cruise-line-holdings-reports-strong-third-quarter
2023Q3,total_revenue_usd_m,"Total revenue | 2,536,037 | 1,615,510 | 6,563,468 | 3,324,631",https://www.nclhltd.com/investors/news-events/press-releases/detail/572/norwegian-cruise-line-holdings-reports-strong-third-quarter
2023Q3,onboard_other_revenue_usd_m,"Onboard and other | 188,694 | 126,740 | 470,271 | 255,445",https://www.nclhltd.com/investors/news-events/press-releases/detail/572/norwegian-cruise-line-holdings-reports-strong-third-quarter
2023Q3,advance_ticket_sales_current_usd_m,"Advance ticket sales | 2,965,280 | 2,516,521",https://www.nclhltd.com/investors/news-events/press-releases/detail/572/norwegian-cruise-line-holdings-reports-strong-third-quarter
2023Q3,advance_ticket_sales_current_usd_m,"Advance ticket sales | 419,420 | 713,447",https://www.nclhltd.com/investors/news-events/press-releases/detail/572/norwegian-cruise-line-holdings-reports-strong-third-quarter
2023Q3,capacity_days,"Capacity Days | 5,820,448 | 4,854,292 | 16,749,283 | 14,198,092",https://www.nclhltd.com/investors/news-events/press-releases/detail/572/norwegian-cruise-line-holdings-reports-strong-third-quarter
2023Q3,occupancy_pct,Occupancy Percentage | 106.1 | % | 111.0 | % | 104.2 | % | 108.3 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/572/norwegian-cruise-line-holdings-reports-strong-third-quarter
2023Q3,total_revenue_usd_m,"Total revenue | $ | 2,536,037 | $ | 2,540,630 | $ | 1,913,851 | $ | 6,563,468 | $ | 6,591,620 | $ | 4,981,758",https://www.nclhltd.com/investors/news-events/press-releases/detail/572/norwegian-cruise-line-holdings-reports-strong-third-quarter
2023Q3,capacity_days,"Capacity Days | 5,820,448 | 5,820,448 | 4,854,292 | 16,749,283 | 16,749,283 | 14,198,092",https://www.nclhltd.com/investors/news-events/press-releases/detail/572/norwegian-cruise-line-holdings-reports-strong-third-quarter
2023Q3,net_yield_usd_per_capacity_day,Net Yield | $ | 309.48 | $ | 310.10 | $ | 300.76 | $ | 276.47 | $ | 277.79 | $ | 268.66,https://www.nclhltd.com/investors/news-events/press-releases/detail/572/norwegian-cruise-line-holdings-reports-strong-third-quarter
2023Q3,capacity_days,"Capacity Days | 5,820,448 | 5,820,448 | 4,854,292 | 16,749,283 | 16,749,283 | 14,198,092",https://www.nclhltd.com/investors/news-events/press-releases/detail/572/norwegian-cruise-line-holdings-reports-strong-third-quarter
2023Q3,capacity_days,"Capacity Days | 5,513,288 | 5,513,288 | 4,626,871 | 5,415,547 | 5,415,547 | 4,716,929",https://www.nclhltd.com/investors/news-events/press-releases/detail/572/norwegian-cruise-line-holdings-reports-strong-third-quarter
2023Q4,net_yield_usd_per_capacity_day,Net Yield | ~15.8% ~ $276 | ~15.5% ~ $276 | ~5.5% ~$283 | ~5.4% ~$282,https://www.nclhltd.com/investors/news-events/press-releases/detail/584/norwegian-cruise-line-holdings-reports-strong-fourth
2023Q4,capacity_days,Capacity Days | ~5.85 million | ~23.50 million,https://www.nclhltd.com/investors/news-events/press-releases/detail/584/norwegian-cruise-line-holdings-reports-strong-fourth
2023Q4,occupancy_pct,Occupancy | ~104.8% | ~105.1%,https://www.nclhltd.com/investors/news-events/press-releases/detail/584/norwegian-cruise-line-holdings-reports-strong-fourth
2023Q4,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 1,333,057 | $ | 1,011,544 | $ | 5,753,966 | $ | 3,253,799",https://www.nclhltd.com/investors/news-events/press-releases/detail/584/norwegian-cruise-line-holdings-reports-strong-fourth
2023Q4,onboard_other_revenue_usd_m,"Onboard and other | 653,399 | 507,585 | 2,795,958 | 1,589,961",https://www.nclhltd.com/investors/news-events/press-releases/detail/584/norwegian-cruise-line-holdings-reports-strong-fourth
2023Q4,total_revenue_usd_m,"Total revenue | 1,986,456 | 1,519,129 | 8,549,924 | 4,843,760",https://www.nclhltd.com/investors/news-events/press-releases/detail/584/norwegian-cruise-line-holdings-reports-strong-fourth
2023Q4,onboard_other_revenue_usd_m,"Onboard and other | 129,633 | 102,487 | 599,904 | 357,932",https://www.nclhltd.com/investors/news-events/press-releases/detail/584/norwegian-cruise-line-holdings-reports-strong-fourth
2023Q4,advance_ticket_sales_current_usd_m,"Advance ticket sales | 3,060,666 | 2,516,521",https://www.nclhltd.com/investors/news-events/press-releases/detail/584/norwegian-cruise-line-holdings-reports-strong-fourth
2023Q4,advance_ticket_sales_current_usd_m,"Advance ticket sales | 503,678 | 928,947",https://www.nclhltd.com/investors/news-events/press-releases/detail/584/norwegian-cruise-line-holdings-reports-strong-fourth
2023Q4,capacity_days,"Capacity Days | 5,903,305 | 5,035,367 | 22,652,588 | 19,233,459",https://www.nclhltd.com/investors/news-events/press-releases/detail/584/norwegian-cruise-line-holdings-reports-strong-fourth
2023Q4,occupancy_pct,Occupancy Percentage | 99.2 | % | 104.5 | % | 102.9 | % | 107.3 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/584/norwegian-cruise-line-holdings-reports-strong-fourth
2023Q4,total_revenue_usd_m,"Total revenue | $ | 1,986,456 | $ | 1,993,431 | $ | 1,480,618 | $ | 8,549,924 | $ | 8,585,051 | $ | 6,462,376",https://www.nclhltd.com/investors/news-events/press-releases/detail/584/norwegian-cruise-line-holdings-reports-strong-fourth
2023Q4,capacity_days,"Capacity Days | 5,903,305 | 5,903,305 | 5,035,367 | 22,652,588 | 22,652,588 | 19,233,459",https://www.nclhltd.com/investors/news-events/press-releases/detail/584/norwegian-cruise-line-holdings-reports-strong-fourth
2023Q4,net_yield_usd_per_capacity_day,Net Yield | $ | 243.27 | $ | 244.21 | $ | 224.88 | $ | 267.82 | $ | 269.04 | $ | 257.20,https://www.nclhltd.com/investors/news-events/press-releases/detail/584/norwegian-cruise-line-holdings-reports-strong-fourth
2023Q4,capacity_days,"Capacity Days | 5,903,305 | 5,903,305 | 5,035,367 | 22,652,588 | 22,652,588 | 19,233,459",https://www.nclhltd.com/investors/news-events/press-releases/detail/584/norwegian-cruise-line-holdings-reports-strong-fourth
2023Q4,capacity_days,"Capacity Days | 5,820,448 | 5,513,288 | 5,415,547 | 5,060,866 | 17,566,069",https://www.nclhltd.com/investors/news-events/press-releases/detail/584/norwegian-cruise-line-holdings-reports-strong-fourth
2024Q1,net_yield_usd_per_capacity_day,Net Yield | ~4.3% | ~4.3% | ~6.4% | ~6.4%,https://www.nclhltd.com/investors/news-events/press-releases/detail/595/norwegian-cruise-line-holdings-reports-strong-first-quarter
2024Q1,capacity_days,Capacity Days | ~5.74 million | ~23.50 million,https://www.nclhltd.com/investors/news-events/press-releases/detail/595/norwegian-cruise-line-holdings-reports-strong-first-quarter
2024Q1,occupancy_pct,Occupancy | ~105.7% | ~105.1%,https://www.nclhltd.com/investors/news-events/press-releases/detail/595/norwegian-cruise-line-holdings-reports-strong-first-quarter
2024Q1,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 1,459,814 | $ | 1,208,841",https://www.nclhltd.com/investors/news-events/press-releases/detail/595/norwegian-cruise-line-holdings-reports-strong-first-quarter
2024Q1,onboard_other_revenue_usd_m,"Onboard and other | 731,401 | 613,098",https://www.nclhltd.com/investors/news-events/press-releases/detail/595/norwegian-cruise-line-holdings-reports-strong-first-quarter
2024Q1,total_revenue_usd_m,"Total revenue | 2,191,215 | 1,821,939",https://www.nclhltd.com/investors/news-events/press-releases/detail/595/norwegian-cruise-line-holdings-reports-strong-first-quarter
2024Q1,onboard_other_revenue_usd_m,"Onboard and other | 132,036 | 119,697",https://www.nclhltd.com/investors/news-events/press-releases/detail/595/norwegian-cruise-line-holdings-reports-strong-first-quarter
2024Q1,advance_ticket_sales_current_usd_m,"Advance ticket sales | 3,629,707 | 3,060,666",https://www.nclhltd.com/investors/news-events/press-releases/detail/595/norwegian-cruise-line-holdings-reports-strong-first-quarter
2024Q1,advance_ticket_sales_current_usd_m,"Advance ticket sales | 592,238 | 668,261",https://www.nclhltd.com/investors/news-events/press-releases/detail/595/norwegian-cruise-line-holdings-reports-strong-first-quarter
2024Q1,capacity_days,"Capacity Days | 5,841,015 | 5,415,547",https://www.nclhltd.com/investors/news-events/press-releases/detail/595/norwegian-cruise-line-holdings-reports-strong-first-quarter
2024Q1,occupancy_pct,Occupancy Percentage | 104.6 | % | 101.5 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/595/norwegian-cruise-line-holdings-reports-strong-first-quarter
2024Q1,total_revenue_usd_m,"Total revenue | $ | 2,191,215 | $ | 2,186,633 | $ | 1,821,939",https://www.nclhltd.com/investors/news-events/press-releases/detail/595/norwegian-cruise-line-holdings-reports-strong-first-quarter
2024Q1,capacity_days,"Capacity Days | 5,841,015 | 5,841,015 | 5,415,547",https://www.nclhltd.com/investors/news-events/press-releases/detail/595/norwegian-cruise-line-holdings-reports-strong-first-quarter
2024Q1,net_yield_usd_per_capacity_day,Net Yield | $ | 277.86 | $ | 277.32 | $ | 238.68,https://www.nclhltd.com/investors/news-events/press-releases/detail/595/norwegian-cruise-line-holdings-reports-strong-first-quarter
2024Q1,capacity_days,"Capacity Days | 5,841,015 | 5,841,015 | 5,415,547",https://www.nclhltd.com/investors/news-events/press-releases/detail/595/norwegian-cruise-line-holdings-reports-strong-first-quarter
2024Q2,net_yield_usd_per_capacity_day,Net Yield | ~6.1% ~$328 | ~6.4% ~$329 | ~8.2% ~$290 | ~8.2% ~$290,https://www.nclhltd.com/investors/news-events/press-releases/detail/620/norwegian-cruise-line-holdings-reports-strong-second
2024Q2,capacity_days,Capacity Days | ~6.04 million | ~23.47 million,https://www.nclhltd.com/investors/news-events/press-releases/detail/620/norwegian-cruise-line-holdings-reports-strong-second
2024Q2,occupancy_pct,Occupancy | ~108.2% | ~105.2%,https://www.nclhltd.com/investors/news-events/press-releases/detail/620/norwegian-cruise-line-holdings-reports-strong-second
2024Q2,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 1,602,076 | $ | 1,478,474 | $ | 3,061,890 | $ | 2,687,315",https://www.nclhltd.com/investors/news-events/press-releases/detail/620/norwegian-cruise-line-holdings-reports-strong-second
2024Q2,onboard_other_revenue_usd_m,"Onboard and other | 770,416 | 727,018 | 1,501,817 | 1,340,116",https://www.nclhltd.com/investors/news-events/press-releases/detail/620/norwegian-cruise-line-holdings-reports-strong-second
2024Q2,total_revenue_usd_m,"Total revenue | 2,372,492 | 2,205,492 | 4,563,707 | 4,027,431",https://www.nclhltd.com/investors/news-events/press-releases/detail/620/norwegian-cruise-line-holdings-reports-strong-second
2024Q2,onboard_other_revenue_usd_m,"Onboard and other | 171,707 | 161,880 | 303,743 | 281,577",https://www.nclhltd.com/investors/news-events/press-releases/detail/620/norwegian-cruise-line-holdings-reports-strong-second
2024Q2,advance_ticket_sales_current_usd_m,"Advance ticket sales | 3,779,119 | 3,060,666",https://www.nclhltd.com/investors/news-events/press-releases/detail/620/norwegian-cruise-line-holdings-reports-strong-second
2024Q2,advance_ticket_sales_current_usd_m,"Advance ticket sales | 742,360 | 826,221",https://www.nclhltd.com/investors/news-events/press-releases/detail/620/norwegian-cruise-line-holdings-reports-strong-second
2024Q2,capacity_days,"Capacity Days | 5,736,385 | 5,513,288 | 11,577,400 | 10,928,835",https://www.nclhltd.com/investors/news-events/press-releases/detail/620/norwegian-cruise-line-holdings-reports-strong-second
2024Q2,occupancy_pct,Occupancy Percentage | 105.9 | % | 104.9 | % | 105.3 | % | 103.2 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/620/norwegian-cruise-line-holdings-reports-strong-second
2024Q2,total_revenue_usd_m,"Total revenue | $ | 2,372,492 | $ | 2,372,616 | $ | 2,205,492 | $ | 4,563,707 | $ | 4,559,249 | $ | 4,027,431",https://www.nclhltd.com/investors/news-events/press-releases/detail/620/norwegian-cruise-line-holdings-reports-strong-second
2024Q2,capacity_days,"Capacity Days | 5,736,385 | 5,736,385 | 5,513,288 | 11,577,400 | 11,577,400 | 10,928,835",https://www.nclhltd.com/investors/news-events/press-releases/detail/620/norwegian-cruise-line-holdings-reports-strong-second
2024Q2,net_yield_usd_per_capacity_day,Net Yield | $ | 296.31 | $ | 296.31 | $ | 278.74 | $ | 287.00 | $ | 286.73 | $ | 258.89,https://www.nclhltd.com/investors/news-events/press-releases/detail/620/norwegian-cruise-line-holdings-reports-strong-second
2024Q2,capacity_days,"Capacity Days | 5,736,385 | 5,736,385 | 5,513,288 | 11,577,400 | 11,577,400 | 10,928,835",https://www.nclhltd.com/investors/news-events/press-releases/detail/620/norwegian-cruise-line-holdings-reports-strong-second
2024Q3,net_yield_usd_per_capacity_day,Net Yield | ~7.3% ~$261 | ~6.9% ~$260 | ~9.5% ~$293 | ~9.4% ~$293,https://www.nclhltd.com/investors/news-events/press-releases/detail/647/norwegian-cruise-line-holdings-reports-strong-third-quarter
2024Q3,capacity_days,Capacity Days | ~5.85 million | ~23.46 million,https://www.nclhltd.com/investors/news-events/press-releases/detail/647/norwegian-cruise-line-holdings-reports-strong-third-quarter
2024Q3,occupancy_pct,Occupancy | ~101.0% | ~105.0%,https://www.nclhltd.com/investors/news-events/press-releases/detail/647/norwegian-cruise-line-holdings-reports-strong-third-quarter
2024Q3,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 1,944,921 | $ | 1,733,594 | $ | 5,006,811 | $ | 4,420,909",https://www.nclhltd.com/investors/news-events/press-releases/detail/647/norwegian-cruise-line-holdings-reports-strong-third-quarter
2024Q3,onboard_other_revenue_usd_m,"Onboard and other | 861,657 | 802,443 | 2,363,474 | 2,142,559",https://www.nclhltd.com/investors/news-events/press-releases/detail/647/norwegian-cruise-line-holdings-reports-strong-third-quarter
2024Q3,total_revenue_usd_m,"Total revenue | 2,806,578 | 2,536,037 | 7,370,285 | 6,563,468",https://www.nclhltd.com/investors/news-events/press-releases/detail/647/norwegian-cruise-line-holdings-reports-strong-third-quarter
