quarter,region,basis,variant,nights_share_of_region_in_global,nights_share_label,pre_existing_single_fee_share,migrated_tranche1_share,migrated_tranche2_share,migrated_split_to_single_share,total_single_fee_share,migrated_share_yoy_change,pre_existing_share_yoy_change,pre_existing_fee_step_in_yoy_window,step_label,label
4Q26,na,nights,high_migrant,0.30056099999999997,assumed (prior-year quarter share),0.0,0.8920322612753617,0.48503872255306973,1.0,1.0,0.44465511691115356,-0.016,0.0,"tranche 2: 13 Oct EEA/CH deadline, complete by year-end (sourced); path assumed",assumed path anchored on sourced deadlines
1Q23,apac,listings,low_migrant,0.11709988290011711,sourced (04 regional shares),0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q23,apac,listings,low_migrant,0.09986509986509987,sourced (04 regional shares),0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q23,apac,listings,low_migrant,0.129967,sourced (04 regional shares),0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q23,apac,listings,low_migrant,0.10764310764310765,sourced (04 regional shares),0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q24,apac,listings,low_migrant,0.12851800000000002,sourced (04 regional shares),0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q24,apac,listings,low_migrant,0.108459,sourced (04 regional shares),0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q24,apac,listings,low_migrant,0.14105114105114105,sourced (04 regional shares),0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q24,apac,listings,low_migrant,0.117182,sourced (04 regional shares),0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q25,apac,listings,low_migrant,0.136662,sourced (04 regional shares),0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q25,apac,listings,low_migrant,0.116163,sourced (04 regional shares),0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q25,apac,listings,low_migrant,0.148618,sourced (04 regional shares),0.22,0.0008,0.0,0.0008,0.2208,0.0008,0.0,0.0,"25 Aug 2025 new PMS-connected hosts default to single fee (sourced date, assumed size)",assumed path anchored on sourced deadlines
4Q25,apac,listings,low_migrant,0.12285499999999999,sourced (04 regional shares),0.22,0.00758695652173913,0.0,0.00758695652173913,0.22758695652173913,0.00758695652173913,0.0,0.3333333333333333,"27 Oct 2025 tranche 1 (PMS split-fee hosts), 66/92 of bookings; 1 Dec pre-existing 15% -> 15.5% (sourced dates)","sourced dates and disclosed listing shares, assumed regional split"
1Q26,apac,listings,low_migrant,0.146878,sourced (04 regional shares),0.22,0.011,0.0,0.011,0.231,0.011,0.0,1.0,tranche 1 complete; 'over a quarter' of listings at 7 May call (sourced level),"sourced dates and disclosed listing shares, assumed regional split"
2Q26,apac,listings,low_migrant,0.12332512332512334,sourced (04 regional shares),0.22,0.017,0.024828543295178473,0.041828543295178475,0.26182854329517846,0.041828543295178475,0.0,1.0,"tranche 2 begins: testing expansion, UK-resident hosts 22 Jun (sourced dates); quarter path assumed","sourced dates and disclosed listing shares, assumed regional split"
3Q26,apac,listings,low_migrant,0.148618,assumed (prior-year quarter share),0.22,0.023000000000000003,0.25995249416316885,0.28295249416316887,0.5029524941631689,0.28215249416316884,0.0,1.0,"tranche 2: 15 Sep non-EEA deadline inside the quarter, EEA lags to 13 Oct (sourced dates); path assumed",assumed path anchored on sourced deadlines
4Q26,apac,listings,low_migrant,0.12285499999999999,assumed (prior-year quarter share),0.22,0.029,0.6413153446673353,0.6703153446673353,0.8903153446673353,0.6627283881455962,0.0,0.0,"tranche 2: 13 Oct EEA/CH deadline, complete by year-end (sourced); path assumed",assumed path anchored on sourced deadlines
1Q23,blended,listings,low_migrant,1.0,sourced (04 regional shares),0.1790805209194791,0.0,0.0,0.0,0.1790805209194791,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q23,blended,listings,low_migrant,1.0,sourced (04 regional shares),0.17820441820441824,0.0,0.0,0.0,0.17820441820441824,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q23,blended,listings,low_migrant,1.0,sourced (04 regional shares),0.17091001,0.0,0.0,0.0,0.17091001,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q23,blended,listings,low_migrant,1.0,sourced (04 regional shares),0.1725716625716626,0.0,0.0,0.0,0.1725716625716626,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q24,blended,listings,low_migrant,1.0,sourced (04 regional shares),0.17914846000000004,0.0,0.0,0.0,0.17914846000000004,0.0,6.793908052094011e-05,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q24,blended,listings,low_migrant,1.0,sourced (04 regional shares),0.17826268000000003,0.0,0.0,0.0,0.17826268000000003,0.0,5.826179558179878e-05,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q24,blended,listings,low_migrant,1.0,sourced (04 regional shares),0.17142714142714147,0.0,0.0,0.0,0.17142714142714147,0.0,0.0005171314271414651,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q24,blended,listings,low_migrant,1.0,sourced (04 regional shares),0.17409976000000005,0.0,0.0,0.0,0.17409976000000005,0.0,0.0015280974283374549,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q25,blended,listings,low_migrant,1.0,sourced (04 regional shares),0.18025747000000003,0.0,0.0,0.0,0.18025747000000003,0.0,0.0011090099999999936,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q25,blended,listings,low_migrant,1.0,sourced (04 regional shares),0.17967833,0.0,0.0,0.0,0.17967833,0.0,0.0014156499999999628,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q25,blended,listings,low_migrant,1.0,sourced (04 regional shares),0.17173403,0.0008000000000000001,0.0,0.0008000000000000001,0.17253403000000003,0.0008000000000000001,0.00030688857285854354,0.0,"25 Aug 2025 new PMS-connected hosts default to single fee (sourced date, assumed size)",assumed path anchored on sourced deadlines
4Q25,blended,listings,low_migrant,1.0,sourced (04 regional shares),0.17565823,0.05056251252439952,0.0,0.05056251252439952,0.2262207425243995,0.05056251252439952,0.0015584699999999507,0.3333333333333333,"27 Oct 2025 tranche 1 (PMS split-fee hosts), 66/92 of bookings; 1 Dec pre-existing 15% -> 15.5% (sourced dates)","sourced dates and disclosed listing shares, assumed regional split"
1Q26,blended,listings,low_migrant,1.0,sourced (04 regional shares),0.17870610000000003,0.06742959999999999,0.0,0.06742959999999999,0.2461357,0.06742959999999999,-0.0015513699999999964,1.0,tranche 1 complete; 'over a quarter' of listings at 7 May call (sourced level),"sourced dates and disclosed listing shares, assumed regional split"
2Q26,blended,listings,low_migrant,1.0,sourced (04 regional shares),0.17903384903384909,0.07432847121067225,0.024304346422145354,0.0986328176328176,0.2776666666666667,0.0986328176328176,-0.0006444809661509121,1.0,"tranche 2 begins: testing expansion, UK-resident hosts 22 Jun (sourced dates); quarter path assumed","sourced dates and disclosed listing shares, assumed regional split"
3Q26,blended,listings,low_migrant,1.0,assumed (prior-year quarter share),0.17173403,0.08464180722019864,0.20729082944646804,0.2919326366666667,0.4636666666666667,0.29113263666666667,0.0,1.0,"tranche 2: 15 Sep non-EEA deadline inside the quarter, EEA lags to 13 Oct (sourced dates); path assumed",assumed path anchored on sourced deadlines
4Q26,blended,listings,low_migrant,1.0,assumed (prior-year quarter share),0.17565823,0.0889053204885569,0.628436449511443,0.71734177,0.893,0.6667792574756005,0.0,0.0,"tranche 2: 13 Oct EEA/CH deadline, complete by year-end (sourced); path assumed",assumed path anchored on sourced deadlines
1Q23,emea,listings,low_migrant,0.43285356714643286,sourced (04 regional shares),0.28,0.0,0.0,0.0,0.28,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q23,emea,listings,low_migrant,0.44059644059644065,sourced (04 regional shares),0.28,0.0,0.0,0.0,0.28,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q23,emea,listings,low_migrant,0.38549599999999995,sourced (04 regional shares),0.28,0.0,0.0,0.0,0.28,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q23,emea,listings,low_migrant,0.4080384080384081,sourced (04 regional shares),0.28,0.0,0.0,0.0,0.28,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q24,emea,listings,low_migrant,0.42096200000000006,sourced (04 regional shares),0.28,0.0,0.0,0.0,0.28,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q24,emea,listings,low_migrant,0.43114600000000003,sourced (04 regional shares),0.28,0.0,0.0,0.0,0.28,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q24,emea,listings,low_migrant,0.376958376958377,sourced (04 regional shares),0.28,0.0,0.0,0.0,0.28,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q24,emea,listings,low_migrant,0.40314700000000003,sourced (04 regional shares),0.28,0.0,0.0,0.0,0.28,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q25,emea,listings,low_migrant,0.41452100000000003,sourced (04 regional shares),0.28,0.0,0.0,0.0,0.28,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q25,emea,listings,low_migrant,0.427607,sourced (04 regional shares),0.28,0.0,0.0,0.0,0.28,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q25,emea,listings,low_migrant,0.367798,sourced (04 regional shares),0.28,0.0008,0.0,0.0008,0.28080000000000005,0.0008,0.0,0.0,"25 Aug 2025 new PMS-connected hosts default to single fee (sourced date, assumed size)",assumed path anchored on sourced deadlines
4Q25,emea,listings,low_migrant,0.40257499999999996,sourced (04 regional shares),0.28,0.01117391304347826,0.0,0.01117391304347826,0.2911739130434783,0.01117391304347826,0.0,0.3333333333333333,"27 Oct 2025 tranche 1 (PMS split-fee hosts), 66/92 of bookings; 1 Dec pre-existing 15% -> 15.5% (sourced dates)","sourced dates and disclosed listing shares, assumed regional split"
1Q26,emea,listings,low_migrant,0.39642700000000003,sourced (04 regional shares),0.28,0.016,0.0,0.016,0.29600000000000004,0.016,0.0,1.0,tranche 1 complete; 'over a quarter' of listings at 7 May call (sourced level),"sourced dates and disclosed listing shares, assumed regional split"
2Q26,emea,listings,low_migrant,0.41550041550041555,sourced (04 regional shares),0.28,0.022,0.022746149341389313,0.04474614934138931,0.32474614934138935,0.04474614934138931,0.0,1.0,"tranche 2 begins: testing expansion, UK-resident hosts 22 Jun (sourced dates); quarter path assumed","sourced dates and disclosed listing shares, assumed regional split"
3Q26,emea,listings,low_migrant,0.367798,assumed (prior-year quarter share),0.28,0.028000000000000004,0.1071675121098483,0.13516751210984831,0.41516751210984837,0.13436751210984832,0.0,1.0,"tranche 2: 15 Sep non-EEA deadline inside the quarter, EEA lags to 13 Oct (sourced dates); path assumed",assumed path anchored on sourced deadlines
4Q26,emea,listings,low_migrant,0.40257499999999996,assumed (prior-year quarter share),0.28,0.034,0.5875276060823328,0.6215276060823328,0.9015276060823328,0.6103536930388546,0.0,0.0,"tranche 2: 13 Oct EEA/CH deadline, complete by year-end (sourced); path assumed",assumed path anchored on sourced deadlines
1Q23,latam,listings,low_migrant,0.13738886261113736,sourced (04 regional shares),0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q23,latam,listings,low_migrant,0.1412881412881413,sourced (04 regional shares),0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q23,latam,listings,low_migrant,0.14502199999999998,sourced (04 regional shares),0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q23,latam,listings,low_migrant,0.14890714890714893,sourced (04 regional shares),0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q24,latam,listings,low_migrant,0.149702,sourced (04 regional shares),0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q24,latam,listings,low_migrant,0.152301,sourced (04 regional shares),0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q24,latam,listings,low_migrant,0.15354315354315354,sourced (04 regional shares),0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q24,latam,listings,low_migrant,0.163643,sourced (04 regional shares),0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q25,latam,listings,low_migrant,0.16693000000000002,sourced (04 regional shares),0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q25,latam,listings,low_migrant,0.165443,sourced (04 regional shares),0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q25,latam,listings,low_migrant,0.169649,sourced (04 regional shares),0.12,0.0008,0.0,0.0008,0.12079999999999999,0.0008,0.0,0.0,"25 Aug 2025 new PMS-connected hosts default to single fee (sourced date, assumed size)",assumed path anchored on sourced deadlines
4Q25,latam,listings,low_migrant,0.17400899999999997,sourced (04 regional shares),0.12,0.04704347826086956,0.0,0.04704347826086956,0.16704347826086957,0.04704347826086956,0.0,0.3333333333333333,"27 Oct 2025 tranche 1 (PMS split-fee hosts), 66/92 of bookings; 1 Dec pre-existing 15% -> 15.5% (sourced dates)","sourced dates and disclosed listing shares, assumed regional split"
1Q26,latam,listings,low_migrant,0.179409,sourced (04 regional shares),0.12,0.066,0.0,0.066,0.186,0.066,0.0,1.0,tranche 1 complete; 'over a quarter' of listings at 7 May call (sourced level),"sourced dates and disclosed listing shares, assumed regional split"
2Q26,latam,listings,low_migrant,0.17862117862117866,sourced (04 regional shares),0.12,0.072,0.02627020064780174,0.09827020064780173,0.21827020064780173,0.09827020064780173,0.0,1.0,"tranche 2 begins: testing expansion, UK-resident hosts 22 Jun (sourced dates); quarter path assumed","sourced dates and disclosed listing shares, assumed regional split"
3Q26,latam,listings,low_migrant,0.169649,assumed (prior-year quarter share),0.12,0.078,0.2750465099532883,0.3530465099532883,0.4730465099532883,0.35224650995328827,0.0,1.0,"tranche 2: 15 Sep non-EEA deadline inside the quarter, EEA lags to 13 Oct (sourced dates); path assumed",assumed path anchored on sourced deadlines
4Q26,latam,listings,low_migrant,0.17400899999999997,assumed (prior-year quarter share),0.12,0.08399999999999999,0.6785530098415676,0.7625530098415676,0.8825530098415676,0.7155095315806981,0.0,0.0,"tranche 2: 13 Oct EEA/CH deadline, complete by year-end (sourced); path assumed",assumed path anchored on sourced deadlines
1Q23,na,listings,low_migrant,0.31265768734231264,sourced (04 regional shares),0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q23,na,listings,low_migrant,0.31825031825031824,sourced (04 regional shares),0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q23,na,listings,low_migrant,0.33951499999999996,sourced (04 regional shares),0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q23,na,listings,low_migrant,0.33541133541133544,sourced (04 regional shares),0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q24,na,listings,low_migrant,0.30081800000000003,sourced (04 regional shares),0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q24,na,listings,low_migrant,0.308094,sourced (04 regional shares),0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q24,na,listings,low_migrant,0.3284473284473285,sourced (04 regional shares),0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q24,na,listings,low_migrant,0.316028,sourced (04 regional shares),0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q25,na,listings,low_migrant,0.281887,sourced (04 regional shares),0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q25,na,listings,low_migrant,0.290787,sourced (04 regional shares),0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q25,na,listings,low_migrant,0.313935,sourced (04 regional shares),0.05,0.0008,0.0,0.0008,0.050800000000000005,0.0008,0.0,0.0,"25 Aug 2025 new PMS-connected hosts default to single fee (sourced date, assumed size)",assumed path anchored on sourced deadlines
4Q25,na,listings,low_migrant,0.30056099999999997,sourced (04 regional shares),0.05,0.1229237669848961,0.0,0.1229237669848961,0.1729237669848961,0.1229237669848961,0.0,0.3333333333333333,"27 Oct 2025 tranche 1 (PMS split-fee hosts), 66/92 of bookings; 1 Dec pre-existing 15% -> 15.5% (sourced dates)","sourced dates and disclosed listing shares, assumed regional split"
1Q26,na,listings,low_migrant,0.27728600000000003,sourced (04 regional shares),0.05,0.17177252367591578,0.0,0.17177252367591578,0.22177252367591577,0.17177252367591578,0.0,1.0,tranche 1 complete; 'over a quarter' of listings at 7 May call (sourced level),"sourced dates and disclosed listing shares, assumed regional split"
2Q26,na,listings,low_migrant,0.2825532825532826,sourced (04 regional shares),0.05,0.17777252367591578,0.025124162386040098,0.20289668606195588,0.25289668606195587,0.20289668606195588,0.0,1.0,"tranche 2 begins: testing expansion, UK-resident hosts 22 Jun (sourced dates); quarter path assumed","sourced dates and disclosed listing shares, assumed regional split"
3Q26,na,listings,low_migrant,0.313935,assumed (prior-year quarter share),0.05,0.1837725236759158,0.2630475980151395,0.4468201216910553,0.49682012169105527,0.44602012169105526,0.0,1.0,"tranche 2: 15 Sep non-EEA deadline inside the quarter, EEA lags to 13 Oct (sourced dates); path assumed",assumed path anchored on sourced deadlines
4Q26,na,listings,low_migrant,0.30056099999999997,assumed (prior-year quarter share),0.05,0.18977252367591577,0.648951115195322,0.8387236388712378,0.8887236388712378,0.7157998718863416,0.0,0.0,"tranche 2: 13 Oct EEA/CH deadline, complete by year-end (sourced); path assumed",assumed path anchored on sourced deadlines
1Q23,apac,nights,low_migrant,0.11709988290011711,sourced (04 regional shares),0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q23,apac,nights,low_migrant,0.09986509986509987,sourced (04 regional shares),0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q23,apac,nights,low_migrant,0.129967,sourced (04 regional shares),0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q23,apac,nights,low_migrant,0.10764310764310765,sourced (04 regional shares),0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q24,apac,nights,low_migrant,0.12851800000000002,sourced (04 regional shares),0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q24,apac,nights,low_migrant,0.108459,sourced (04 regional shares),0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q24,apac,nights,low_migrant,0.14105114105114105,sourced (04 regional shares),0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q24,apac,nights,low_migrant,0.117182,sourced (04 regional shares),0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q25,apac,nights,low_migrant,0.136662,sourced (04 regional shares),0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q25,apac,nights,low_migrant,0.116163,sourced (04 regional shares),0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q25,apac,nights,low_migrant,0.148618,sourced (04 regional shares),0.22,0.0008,0.0,0.0008,0.2208,0.0008,0.0,0.0,"25 Aug 2025 new PMS-connected hosts default to single fee (sourced date, assumed size)",assumed path anchored on sourced deadlines
4Q25,apac,nights,low_migrant,0.12285499999999999,sourced (04 regional shares),0.22,0.00758695652173913,0.0,0.00758695652173913,0.22758695652173913,0.00758695652173913,0.0,0.3333333333333333,"27 Oct 2025 tranche 1 (PMS split-fee hosts), 66/92 of bookings; 1 Dec pre-existing 15% -> 15.5% (sourced dates)","sourced dates and disclosed listing shares, assumed regional split"
1Q26,apac,nights,low_migrant,0.146878,sourced (04 regional shares),0.22,0.011,0.0,0.011,0.231,0.011,0.0,1.0,tranche 1 complete; 'over a quarter' of listings at 7 May call (sourced level),"sourced dates and disclosed listing shares, assumed regional split"
2Q26,apac,nights,low_migrant,0.12332512332512334,sourced (04 regional shares),0.22,0.017,0.024828543295178473,0.041828543295178475,0.26182854329517846,0.041828543295178475,0.0,1.0,"tranche 2 begins: testing expansion, UK-resident hosts 22 Jun (sourced dates); quarter path assumed","sourced dates and disclosed listing shares, assumed regional split"
3Q26,apac,nights,low_migrant,0.148618,assumed (prior-year quarter share),0.22,0.023000000000000003,0.25995249416316885,0.28295249416316887,0.5029524941631689,0.28215249416316884,0.0,1.0,"tranche 2: 15 Sep non-EEA deadline inside the quarter, EEA lags to 13 Oct (sourced dates); path assumed",assumed path anchored on sourced deadlines
4Q26,apac,nights,low_migrant,0.12285499999999999,assumed (prior-year quarter share),0.22,0.029,0.6413153446673353,0.6703153446673353,0.8903153446673353,0.6627283881455962,0.0,0.0,"tranche 2: 13 Oct EEA/CH deadline, complete by year-end (sourced); path assumed",assumed path anchored on sourced deadlines
1Q23,blended,nights,low_migrant,1.0,sourced (04 regional shares),0.1790805209194791,0.0,0.0,0.0,0.1790805209194791,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q23,blended,nights,low_migrant,1.0,sourced (04 regional shares),0.17820441820441824,0.0,0.0,0.0,0.17820441820441824,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q23,blended,nights,low_migrant,1.0,sourced (04 regional shares),0.17091001,0.0,0.0,0.0,0.17091001,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q23,blended,nights,low_migrant,1.0,sourced (04 regional shares),0.1725716625716626,0.0,0.0,0.0,0.1725716625716626,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q24,blended,nights,low_migrant,1.0,sourced (04 regional shares),0.17914846000000004,0.0,0.0,0.0,0.17914846000000004,0.0,6.793908052094011e-05,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q24,blended,nights,low_migrant,1.0,sourced (04 regional shares),0.17826268000000003,0.0,0.0,0.0,0.17826268000000003,0.0,5.826179558179878e-05,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q24,blended,nights,low_migrant,1.0,sourced (04 regional shares),0.17142714142714147,0.0,0.0,0.0,0.17142714142714147,0.0,0.0005171314271414651,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q24,blended,nights,low_migrant,1.0,sourced (04 regional shares),0.17409976000000005,0.0,0.0,0.0,0.17409976000000005,0.0,0.0015280974283374549,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q25,blended,nights,low_migrant,1.0,sourced (04 regional shares),0.18025747000000003,0.0,0.0,0.0,0.18025747000000003,0.0,0.0011090099999999936,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q25,blended,nights,low_migrant,1.0,sourced (04 regional shares),0.17967833,0.0,0.0,0.0,0.17967833,0.0,0.0014156499999999628,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
