check,passed,max_abs_delta
paired 36ratio_p05,True,1.1102230246251565e-15
paired 36ratio_p95,True,1.3322676295501878e-15
paired 36loss_difference_p05_musd2,True,1.1823431123048067e-11
paired 36loss_difference_p95_musd2,True,2.1032064978498966e-11
paired 37n,True,0.0
paired 37rmse_ratio,True,2.220446049250313e-16
paired 37ratio_p05,True,3.3306690738754696e-16
paired 37ratio_p95,True,1.3322676295501878e-15
paired 37loss_difference_p05_musd2,True,3.637978807091713e-11
paired 37loss_difference_p95_musd2,True,3.456079866737127e-11
paired 38n,True,0.0
paired 38rmse_ratio,True,1.1102230246251565e-16
paired 38ratio_p05,True,5.551115123125783e-17
paired 38ratio_p95,True,5.551115123125783e-16
paired 38loss_difference_p05_musd2,True,9.094947017729282e-13
paired 38loss_difference_p95_musd2,True,5.7980287238024175e-12
paired 39n,True,0.0
paired 39rmse_ratio,True,8.881784197001252e-16
paired 39ratio_p05,True,2.220446049250313e-16
paired 39ratio_p95,True,8.881784197001252e-16
paired 39loss_difference_p05_musd2,True,7.275957614183426e-12
paired 39loss_difference_p95_musd2,True,1.1368683772161603e-11
paired 40n,True,0.0
paired 40rmse_ratio,True,2.7755575615628914e-16
paired 40ratio_p05,True,1.1102230246251565e-16
paired 40ratio_p95,True,9.992007221626409e-16
paired 40loss_difference_p05_musd2,True,4.001776687800884e-11
paired 40loss_difference_p95_musd2,True,1.546140993013978e-11
paired 41n,True,0.0
paired 41rmse_ratio,True,1.1102230246251565e-16
paired 41ratio_p05,True,9.992007221626409e-16
paired 41ratio_p95,True,1.4432899320127035e-15
paired 41loss_difference_p05_musd2,True,9.094947017729282e-13
paired 41loss_difference_p95_musd2,True,1.2391865311656147e-11
paired 42n,True,0.0
paired 42rmse_ratio,True,8.881784197001252e-16
paired 42ratio_p05,True,1.1102230246251565e-16
paired 42ratio_p95,True,1.3322676295501878e-15
paired 42loss_difference_p05_musd2,True,0.0
paired 42loss_difference_p95_musd2,True,2.0463630789890885e-11
paired 43n,True,0.0
paired 43rmse_ratio,True,2.220446049250313e-16
paired 43ratio_p05,True,5.551115123125783e-17
paired 43ratio_p95,True,6.661338147750939e-16
paired 43loss_difference_p05_musd2,True,2.9103830456733704e-11
paired 43loss_difference_p95_musd2,True,6.366462912410498e-12
paired 44n,True,0.0
paired 44rmse_ratio,True,0.0
paired 44ratio_p05,True,4.440892098500626e-16
paired 44ratio_p95,True,6.661338147750939e-16
paired 44loss_difference_p05_musd2,True,7.275957614183426e-12
paired 44loss_difference_p95_musd2,True,2.000888343900442e-11
paired 45n,True,0.0
paired 45rmse_ratio,True,1.1102230246251565e-15
paired 45ratio_p05,True,1.2212453270876722e-15
paired 45ratio_p95,True,2.4424906541753444e-15
paired 45loss_difference_p05_musd2,True,4.547473508864641e-11
paired 45loss_difference_p95_musd2,True,1.318767317570746e-11
paired 46n,True,0.0
paired 46rmse_ratio,True,6.661338147750939e-16
paired 46ratio_p05,True,2.220446049250313e-16
paired 46ratio_p95,True,6.661338147750939e-16
paired 46loss_difference_p05_musd2,True,3.8198777474462986e-11
paired 46loss_difference_p95_musd2,True,1.5006662579253316e-11
paired 47n,True,0.0
paired 47rmse_ratio,True,8.881784197001252e-16
paired 47ratio_p05,True,8.881784197001252e-16
paired 47ratio_p95,True,3.774758283725532e-15
paired 47loss_difference_p05_musd2,True,3.2741809263825417e-11
paired 47loss_difference_p95_musd2,True,1.4551915228366852e-11
paired 48n,True,0.0
paired 48rmse_ratio,True,5.551115123125783e-16
paired 48ratio_p05,True,3.3306690738754696e-16
paired 48ratio_p95,True,6.661338147750939e-16
paired 48loss_difference_p05_musd2,True,2.7284841053187847e-11
paired 48loss_difference_p95_musd2,True,1.212541178574611e-11
paired 49n,True,0.0
paired 49rmse_ratio,True,5.551115123125783e-16
paired 49ratio_p05,True,1.4432899320127035e-15
paired 49ratio_p95,True,2.220446049250313e-16
paired 49loss_difference_p05_musd2,True,9.094947017729282e-12
paired 49loss_difference_p95_musd2,True,5.4569682106375694e-12
paired 50n,True,0.0
paired 50rmse_ratio,True,1.2212453270876722e-15
paired 50ratio_p05,True,8.881784197001252e-16
paired 50ratio_p95,True,3.3306690738754696e-15
paired 50loss_difference_p05_musd2,True,2.9103830456733704e-11
paired 50loss_difference_p95_musd2,True,1.8815171642927453e-11
paired 51n,True,0.0
paired 51rmse_ratio,True,7.771561172376096e-16
paired 51ratio_p05,True,7.771561172376096e-16
paired 51ratio_p95,True,1.1102230246251565e-15
paired 51loss_difference_p05_musd2,True,1.8189894035458565e-11
paired 51loss_difference_p95_musd2,True,1.6370904631912708e-11
paired 52n,True,0.0
paired 52rmse_ratio,True,5.551115123125783e-16
paired 52ratio_p05,True,1.6653345369377348e-16
paired 52ratio_p95,True,1.1102230246251565e-15
paired 52loss_difference_p05_musd2,True,5.4569682106375694e-12
paired 52loss_difference_p95_musd2,True,6.366462912410498e-12
paired 53n,True,0.0
paired 53rmse_ratio,True,9.992007221626409e-16
paired 53ratio_p05,True,2.220446049250313e-16
paired 53ratio_p95,True,3.6637359812630166e-15
paired 53loss_difference_p05_musd2,True,2.1827872842550278e-11
paired 53loss_difference_p95_musd2,True,2.1373125491663814e-11
paired 54n,True,0.0
paired 54rmse_ratio,True,6.661338147750939e-16
paired 54ratio_p05,True,8.326672684688674e-17
paired 54ratio_p95,True,1.3322676295501878e-15
paired 54loss_difference_p05_musd2,True,7.275957614183426e-12
paired 54loss_difference_p95_musd2,True,2.000888343900442e-11
paired 55n,True,0.0
paired 55rmse_ratio,True,7.771561172376096e-16
paired 55ratio_p05,True,1.1102230246251565e-15
paired 55ratio_p95,True,2.220446049250313e-16
paired 55loss_difference_p05_musd2,True,5.002220859751105e-11
paired 55loss_difference_p95_musd2,True,1.8189894035458565e-12
paired 56n,True,0.0
paired 56rmse_ratio,True,4.440892098500626e-16
paired 56ratio_p05,True,7.771561172376096e-16
paired 56ratio_p95,True,0.0
paired 56loss_difference_p05_musd2,True,2.000888343900442e-11
paired 56loss_difference_p95_musd2,True,3.637978807091713e-12
paired 57n,True,0.0
paired 57rmse_ratio,True,4.440892098500626e-16
paired 57ratio_p05,True,1.1102230246251565e-16
paired 57ratio_p95,True,7.771561172376096e-16
paired 57loss_difference_p05_musd2,True,2.1827872842550278e-11
paired 57loss_difference_p95_musd2,True,1.9554136088117957e-11
paired 58n,True,0.0
paired 58rmse_ratio,True,1.5543122344752192e-15
paired 58ratio_p05,True,1.3322676295501878e-15
paired 58ratio_p95,True,2.220446049250313e-15
paired 58loss_difference_p05_musd2,True,5.820766091346741e-11
paired 58loss_difference_p95_musd2,True,3.637978807091713e-11
paired 59n,True,0.0
paired 59rmse_ratio,True,1.3322676295501878e-15
paired 59ratio_p05,True,1.6653345369377348e-15
paired 59ratio_p95,True,8.881784197001252e-16
paired 59loss_difference_p05_musd2,True,8.731149137020111e-11
paired 59loss_difference_p95_musd2,True,2.4556356947869062e-11
paired 60n,True,0.0
paired 60rmse_ratio,True,3.885780586188048e-16
paired 60ratio_p05,True,4.440892098500626e-16
paired 60ratio_p95,True,0.0
paired 60loss_difference_p05_musd2,True,6.548361852765083e-11
paired 60loss_difference_p95_musd2,True,1.8189894035458565e-12
paired 61n,True,0.0
paired 61rmse_ratio,True,1.6653345369377348e-16
paired 61ratio_p05,True,5.551115123125783e-17
paired 61ratio_p95,True,1.1102230246251565e-16
paired 61loss_difference_p05_musd2,True,1.8189894035458565e-11
paired 61loss_difference_p95_musd2,True,4.547473508864641e-12
paired 62n,True,0.0
paired 62rmse_ratio,True,2.220446049250313e-16
paired 62ratio_p05,True,2.7755575615628914e-16
paired 62ratio_p95,True,3.3306690738754696e-16
paired 62loss_difference_p05_musd2,True,5.093170329928398e-11
paired 62loss_difference_p95_musd2,True,1.8189894035458565e-11
paired 63n,True,0.0
paired 63rmse_ratio,True,1.1102230246251565e-16
paired 63ratio_p05,True,1.1102230246251565e-16
paired 63ratio_p95,True,1.1102230246251565e-16
paired 63loss_difference_p05_musd2,True,4.18367562815547e-11
paired 63loss_difference_p95_musd2,True,1.8189894035458565e-12
paired 64n,True,0.0
paired 64rmse_ratio,True,5.551115123125783e-16
paired 64ratio_p05,True,5.551115123125783e-16
paired 64ratio_p95,True,8.881784197001252e-16
paired 64loss_difference_p05_musd2,True,2.9103830456733704e-11
paired 64loss_difference_p95_musd2,True,1.2732925824820995e-11
paired 65n,True,0.0
paired 65rmse_ratio,True,4.996003610813204e-16
paired 65ratio_p05,True,6.661338147750939e-16
paired 65ratio_p95,True,3.3306690738754696e-16
paired 65loss_difference_p05_musd2,True,5.4569682106375694e-11
paired 65loss_difference_p95_musd2,True,1.6370904631912708e-11
paired 66n,True,0.0
paired 66rmse_ratio,True,0.0
paired 66ratio_p05,True,4.440892098500626e-16
paired 66ratio_p95,True,6.661338147750939e-16
paired 66loss_difference_p05_musd2,True,7.275957614183426e-12
paired 66loss_difference_p95_musd2,True,2.000888343900442e-11
paired 67n,True,0.0
paired 67rmse_ratio,True,1.1102230246251565e-15
paired 67ratio_p05,True,1.2212453270876722e-15
paired 67ratio_p95,True,2.4424906541753444e-15
paired 67loss_difference_p05_musd2,True,4.547473508864641e-11
paired 67loss_difference_p95_musd2,True,1.318767317570746e-11
paired 68n,True,0.0
paired 68rmse_ratio,True,6.661338147750939e-16
paired 68ratio_p05,True,2.220446049250313e-16
paired 68ratio_p95,True,6.661338147750939e-16
paired 68loss_difference_p05_musd2,True,3.8198777474462986e-11
paired 68loss_difference_p95_musd2,True,1.5006662579253316e-11
paired 69n,True,0.0
paired 69rmse_ratio,True,8.881784197001252e-16
paired 69ratio_p05,True,8.881784197001252e-16
paired 69ratio_p95,True,3.774758283725532e-15
paired 69loss_difference_p05_musd2,True,3.2741809263825417e-11
paired 69loss_difference_p95_musd2,True,1.4551915228366852e-11
paired 70n,True,0.0
paired 70rmse_ratio,True,5.551115123125783e-16
paired 70ratio_p05,True,3.3306690738754696e-16
paired 70ratio_p95,True,6.661338147750939e-16
paired 70loss_difference_p05_musd2,True,2.7284841053187847e-11
paired 70loss_difference_p95_musd2,True,1.212541178574611e-11
paired 71n,True,0.0
paired 71rmse_ratio,True,5.551115123125783e-16
paired 71ratio_p05,True,1.4432899320127035e-15
paired 71ratio_p95,True,2.220446049250313e-16
paired 71loss_difference_p05_musd2,True,9.094947017729282e-12
paired 71loss_difference_p95_musd2,True,5.4569682106375694e-12
paired 72n,True,0.0
paired 72rmse_ratio,True,1.2212453270876722e-15
paired 72ratio_p05,True,8.881784197001252e-16
paired 72ratio_p95,True,3.3306690738754696e-15
paired 72loss_difference_p05_musd2,True,2.9103830456733704e-11
paired 72loss_difference_p95_musd2,True,1.8815171642927453e-11
paired 73n,True,0.0
paired 73rmse_ratio,True,7.771561172376096e-16
paired 73ratio_p05,True,7.771561172376096e-16
paired 73ratio_p95,True,1.1102230246251565e-15
paired 73loss_difference_p05_musd2,True,1.8189894035458565e-11
paired 73loss_difference_p95_musd2,True,1.6370904631912708e-11
paired 74n,True,0.0
paired 74rmse_ratio,True,5.551115123125783e-16
paired 74ratio_p05,True,1.6653345369377348e-16
paired 74ratio_p95,True,1.1102230246251565e-15
paired 74loss_difference_p05_musd2,True,5.4569682106375694e-12
paired 74loss_difference_p95_musd2,True,6.366462912410498e-12
paired 75n,True,0.0
paired 75rmse_ratio,True,9.992007221626409e-16
paired 75ratio_p05,True,2.220446049250313e-16
paired 75ratio_p95,True,3.6637359812630166e-15
paired 75loss_difference_p05_musd2,True,2.1827872842550278e-11
paired 75loss_difference_p95_musd2,True,2.1373125491663814e-11
paired 76n,True,0.0
paired 76rmse_ratio,True,6.661338147750939e-16
paired 76ratio_p05,True,8.326672684688674e-17
paired 76ratio_p95,True,1.3322676295501878e-15
paired 76loss_difference_p05_musd2,True,7.275957614183426e-12
paired 76loss_difference_p95_musd2,True,2.000888343900442e-11
paired 77n,True,0.0
paired 77rmse_ratio,True,7.771561172376096e-16
paired 77ratio_p05,True,1.1102230246251565e-15
paired 77ratio_p95,True,2.220446049250313e-16
paired 77loss_difference_p05_musd2,True,5.002220859751105e-11
paired 77loss_difference_p95_musd2,True,1.8189894035458565e-12
paired 78n,True,0.0
paired 78rmse_ratio,True,4.440892098500626e-16
paired 78ratio_p05,True,7.771561172376096e-16
paired 78ratio_p95,True,0.0
paired 78loss_difference_p05_musd2,True,2.000888343900442e-11
paired 78loss_difference_p95_musd2,True,3.637978807091713e-12
paired 79n,True,0.0
paired 79rmse_ratio,True,4.440892098500626e-16
paired 79ratio_p05,True,1.1102230246251565e-16
paired 79ratio_p95,True,7.771561172376096e-16
paired 79loss_difference_p05_musd2,True,2.1827872842550278e-11
paired 79loss_difference_p95_musd2,True,1.9554136088117957e-11
paired 80n,True,0.0
paired 80rmse_ratio,True,1.5543122344752192e-15
paired 80ratio_p05,True,1.3322676295501878e-15
paired 80ratio_p95,True,2.220446049250313e-15
paired 80loss_difference_p05_musd2,True,5.820766091346741e-11
paired 80loss_difference_p95_musd2,True,3.637978807091713e-11
paired 81n,True,0.0
paired 81rmse_ratio,True,1.3322676295501878e-15
paired 81ratio_p05,True,1.6653345369377348e-15
paired 81ratio_p95,True,8.881784197001252e-16
paired 81loss_difference_p05_musd2,True,8.731149137020111e-11
paired 81loss_difference_p95_musd2,True,2.4556356947869062e-11
paired 82n,True,0.0
paired 82rmse_ratio,True,3.885780586188048e-16
paired 82ratio_p05,True,4.440892098500626e-16
paired 82ratio_p95,True,0.0
paired 82loss_difference_p05_musd2,True,6.548361852765083e-11
paired 82loss_difference_p95_musd2,True,1.8189894035458565e-12
paired 83n,True,0.0
paired 83rmse_ratio,True,1.6653345369377348e-16
paired 83ratio_p05,True,5.551115123125783e-17
paired 83ratio_p95,True,1.1102230246251565e-16
paired 83loss_difference_p05_musd2,True,1.8189894035458565e-11
paired 83loss_difference_p95_musd2,True,4.547473508864641e-12
paired 84n,True,0.0
paired 84rmse_ratio,True,2.220446049250313e-16
paired 84ratio_p05,True,2.7755575615628914e-16
paired 84ratio_p95,True,3.3306690738754696e-16
paired 84loss_difference_p05_musd2,True,5.093170329928398e-11
paired 84loss_difference_p95_musd2,True,1.8189894035458565e-11
paired 85n,True,0.0
paired 85rmse_ratio,True,1.1102230246251565e-16
paired 85ratio_p05,True,1.1102230246251565e-16
paired 85ratio_p95,True,1.1102230246251565e-16
paired 85loss_difference_p05_musd2,True,4.18367562815547e-11
paired 85loss_difference_p95_musd2,True,1.8189894035458565e-12
paired 86n,True,0.0
paired 86rmse_ratio,True,5.551115123125783e-16
paired 86ratio_p05,True,5.551115123125783e-16
paired 86ratio_p95,True,8.881784197001252e-16
paired 86loss_difference_p05_musd2,True,2.9103830456733704e-11
paired 86loss_difference_p95_musd2,True,1.2732925824820995e-11
paired 87n,True,0.0
paired 87rmse_ratio,True,4.996003610813204e-16
paired 87ratio_p05,True,6.661338147750939e-16
paired 87ratio_p95,True,3.3306690738754696e-16
paired 87loss_difference_p05_musd2,True,5.4569682106375694e-11
paired 87loss_difference_p95_musd2,True,1.6370904631912708e-11
paired 88n,True,0.0
paired 88rmse_ratio,True,1.1102230246251565e-15
paired 88ratio_p05,True,2.3314683517128287e-15
paired 88ratio_p95,True,2.220446049250313e-16
paired 88loss_difference_p05_musd2,True,3.956301952712238e-11
paired 88loss_difference_p95_musd2,True,2.3646862246096134e-11
paired 89n,True,0.0
paired 89rmse_ratio,True,1.2212453270876722e-15
paired 89ratio_p05,True,5.551115123125783e-16
paired 89ratio_p95,True,1.5543122344752192e-15
paired 89loss_difference_p05_musd2,True,1.2732925824820995e-11
paired 89loss_difference_p95_musd2,True,5.4569682106375694e-11
paired 90n,True,0.0
paired 90rmse_ratio,True,7.771561172376096e-16
paired 90ratio_p05,True,8.881784197001252e-16
paired 90ratio_p95,True,8.881784197001252e-16
paired 90loss_difference_p05_musd2,True,5.820766091346741e-11
paired 90loss_difference_p95_musd2,True,4.8203219193965197e-11
paired 91n,True,0.0
paired 91rmse_ratio,True,1.7763568394002505e-15
paired 91ratio_p05,True,1.5543122344752192e-15
paired 91ratio_p95,True,1.6653345369377348e-15
paired 91loss_difference_p05_musd2,True,7.821654435247183e-11
paired 91loss_difference_p95_musd2,True,4.7066350816749036e-11
paired 92n,True,0.0
paired 92rmse_ratio,True,1.1102230246251565e-16
paired 92ratio_p05,True,9.992007221626409e-16
paired 92ratio_p95,True,3.3306690738754696e-16
paired 92loss_difference_p05_musd2,True,2.7284841053187847e-11
paired 92loss_difference_p95_musd2,True,2.8194335754960775e-11
paired 93n,True,0.0
paired 93rmse_ratio,True,4.996003610813204e-16
paired 93ratio_p05,True,1.2212453270876722e-15
paired 93ratio_p95,True,1.3322676295501878e-15
paired 93loss_difference_p05_musd2,True,2.546585164964199e-11
paired 93loss_difference_p95_musd2,True,2.2282620193436742e-11
paired 94n,True,0.0
paired 94rmse_ratio,True,1.27675647831893e-15
paired 94ratio_p05,True,1.4988010832439613e-15
paired 94ratio_p95,True,5.551115123125783e-16
paired 94loss_difference_p05_musd2,True,1.1641532182693481e-10
paired 94loss_difference_p95_musd2,True,1.8189894035458565e-11
paired 95n,True,0.0
paired 95rmse_ratio,True,4.440892098500626e-16
paired 95ratio_p05,True,8.881784197001252e-16
paired 95ratio_p95,True,1.6653345369377348e-16
paired 95loss_difference_p05_musd2,True,0.0
paired 95loss_difference_p95_musd2,True,1.2732925824820995e-11
paired 96n,True,0.0
paired 96rmse_ratio,True,4.996003610813204e-16
paired 96ratio_p05,True,5.551115123125783e-17
paired 96ratio_p95,True,1.9984014443252818e-15
paired 96loss_difference_p05_musd2,True,3.637978807091713e-12
paired 96loss_difference_p95_musd2,True,2.864908310584724e-11
paired 97n,True,0.0
paired 97rmse_ratio,True,2.7755575615628914e-16
paired 97ratio_p05,True,3.0531133177191805e-16
paired 97ratio_p95,True,1.1102230246251565e-16
paired 97loss_difference_p05_musd2,True,9.458744898438454e-11
paired 97loss_difference_p95_musd2,True,1.1823431123048067e-11
paired 98n,True,0.0
paired 98rmse_ratio,True,3.885780586188048e-16
paired 98ratio_p05,True,8.326672684688674e-17
paired 98ratio_p95,True,6.106226635438361e-16
paired 98loss_difference_p05_musd2,True,2.1827872842550278e-11
paired 98loss_difference_p95_musd2,True,2.000888343900442e-11
paired 99n,True,0.0
paired 99rmse_ratio,True,2.220446049250313e-16
paired 99ratio_p05,True,7.771561172376096e-16
paired 99ratio_p95,True,1.1102230246251565e-15
paired 99loss_difference_p05_musd2,True,9.094947017729282e-12
paired 99loss_difference_p95_musd2,True,4.18367562815547e-11
paired 100n,True,0.0
paired 100rmse_ratio,True,0.0
paired 100ratio_p05,True,9.992007221626409e-16
paired 100ratio_p95,True,4.440892098500626e-16
paired 100loss_difference_p05_musd2,True,1.8189894035458565e-11
paired 100loss_difference_p95_musd2,True,2.9103830456733704e-11
paired 101n,True,0.0
paired 101rmse_ratio,True,7.771561172376096e-16
paired 101ratio_p05,True,0.0
paired 101ratio_p95,True,1.4432899320127035e-15
paired 101loss_difference_p05_musd2,True,4.001776687800884e-11
paired 101loss_difference_p95_musd2,True,7.366907084360719e-11
paired 102n,True,0.0
paired 102rmse_ratio,True,2.220446049250313e-16
paired 102ratio_p05,True,3.3306690738754696e-16
paired 102ratio_p95,True,3.3306690738754696e-16
paired 102loss_difference_p05_musd2,True,0.0
paired 102loss_difference_p95_musd2,True,1.2732925824820995e-11
paired 103n,True,0.0
paired 103rmse_ratio,True,4.440892098500626e-16
paired 103ratio_p05,True,5.551115123125783e-16
paired 103ratio_p95,True,3.3306690738754696e-16
paired 103loss_difference_p05_musd2,True,3.092281986027956e-11
paired 103loss_difference_p95_musd2,True,4.3655745685100555e-11
paired 104n,True,0.0
paired 104rmse_ratio,True,4.996003610813204e-16
paired 104ratio_p05,True,1.249000902703301e-16
paired 104ratio_p95,True,9.992007221626409e-16
paired 104loss_difference_p05_musd2,True,7.275957614183426e-12
paired 104loss_difference_p95_musd2,True,1.000444171950221e-11
paired 105n,True,0.0
paired 105rmse_ratio,True,3.3306690738754696e-16
paired 105ratio_p05,True,1.249000902703301e-16
paired 105ratio_p95,True,4.996003610813204e-16
paired 105loss_difference_p05_musd2,True,7.275957614183426e-12
paired 105loss_difference_p95_musd2,True,9.094947017729282e-12
paired 106n,True,0.0
paired 106rmse_ratio,True,6.106226635438361e-16
paired 106ratio_p05,True,1.6653345369377348e-16
paired 106ratio_p95,True,1.1102230246251565e-15
paired 106loss_difference_p05_musd2,True,3.637978807091713e-11
paired 106loss_difference_p95_musd2,True,5.820766091346741e-11
paired 107n,True,0.0
paired 107rmse_ratio,True,3.3306690738754696e-16
paired 107ratio_p05,True,3.3306690738754696e-16
paired 107ratio_p95,True,2.220446049250313e-16
paired 107loss_difference_p05_musd2,True,3.637978807091713e-12
paired 107loss_difference_p95_musd2,True,3.637978807091713e-12
paired 108n,True,0.0
paired 108rmse_ratio,True,1.1102230246251565e-16
paired 108ratio_p05,True,3.3306690738754696e-16
paired 108ratio_p95,True,3.3306690738754696e-16
paired 108loss_difference_p05_musd2,True,1.4551915228366852e-11
paired 108loss_difference_p95_musd2,True,1.6370904631912708e-11
paired 109n,True,0.0
paired 109rmse_ratio,True,4.996003610813204e-16
paired 109ratio_p05,True,4.440892098500626e-16
paired 109ratio_p95,True,7.216449660063518e-16
paired 109loss_difference_p05_musd2,True,2.9103830456733704e-11
paired 109loss_difference_p95_musd2,True,6.184563972055912e-11
paired 110n,True,0.0
paired 110rmse_ratio,True,1.1102230246251565e-15
paired 110ratio_p05,True,2.3314683517128287e-15
paired 110ratio_p95,True,2.220446049250313e-16
paired 110loss_difference_p05_musd2,True,3.956301952712238e-11
paired 110loss_difference_p95_musd2,True,2.3646862246096134e-11
paired 111n,True,0.0
paired 111rmse_ratio,True,1.2212453270876722e-15
paired 111ratio_p05,True,5.551115123125783e-16
paired 111ratio_p95,True,1.5543122344752192e-15
paired 111loss_difference_p05_musd2,True,1.2732925824820995e-11
paired 111loss_difference_p95_musd2,True,5.4569682106375694e-11
paired 112n,True,0.0
paired 112rmse_ratio,True,7.771561172376096e-16
paired 112ratio_p05,True,8.881784197001252e-16
paired 112ratio_p95,True,8.881784197001252e-16
paired 112loss_difference_p05_musd2,True,5.820766091346741e-11
paired 112loss_difference_p95_musd2,True,4.8203219193965197e-11
paired 113n,True,0.0
paired 113rmse_ratio,True,1.7763568394002505e-15
paired 113ratio_p05,True,1.5543122344752192e-15
paired 113ratio_p95,True,1.6653345369377348e-15
paired 113loss_difference_p05_musd2,True,7.821654435247183e-11
paired 113loss_difference_p95_musd2,True,4.7066350816749036e-11
paired 114n,True,0.0
paired 114rmse_ratio,True,1.1102230246251565e-16
paired 114ratio_p05,True,9.992007221626409e-16
paired 114ratio_p95,True,3.3306690738754696e-16
paired 114loss_difference_p05_musd2,True,2.7284841053187847e-11
paired 114loss_difference_p95_musd2,True,2.8194335754960775e-11
paired 115n,True,0.0
paired 115rmse_ratio,True,4.996003610813204e-16
paired 115ratio_p05,True,1.2212453270876722e-15
paired 115ratio_p95,True,1.3322676295501878e-15
paired 115loss_difference_p05_musd2,True,2.546585164964199e-11
paired 115loss_difference_p95_musd2,True,2.2282620193436742e-11
paired 116n,True,0.0
paired 116rmse_ratio,True,1.27675647831893e-15
paired 116ratio_p05,True,1.4988010832439613e-15
paired 116ratio_p95,True,5.551115123125783e-16
paired 116loss_difference_p05_musd2,True,1.1641532182693481e-10
paired 116loss_difference_p95_musd2,True,1.8189894035458565e-11
paired 117n,True,0.0
paired 117rmse_ratio,True,4.440892098500626e-16
paired 117ratio_p05,True,8.881784197001252e-16
paired 117ratio_p95,True,1.6653345369377348e-16
paired 117loss_difference_p05_musd2,True,0.0
paired 117loss_difference_p95_musd2,True,1.2732925824820995e-11
paired 118n,True,0.0
paired 118rmse_ratio,True,4.996003610813204e-16
paired 118ratio_p05,True,5.551115123125783e-17
paired 118ratio_p95,True,1.9984014443252818e-15
paired 118loss_difference_p05_musd2,True,3.637978807091713e-12
paired 118loss_difference_p95_musd2,True,2.864908310584724e-11
paired 119n,True,0.0
paired 119rmse_ratio,True,2.7755575615628914e-16
paired 119ratio_p05,True,3.0531133177191805e-16
paired 119ratio_p95,True,1.1102230246251565e-16
paired 119loss_difference_p05_musd2,True,9.458744898438454e-11
paired 119loss_difference_p95_musd2,True,1.1823431123048067e-11
paired 120n,True,0.0
paired 120rmse_ratio,True,3.885780586188048e-16
paired 120ratio_p05,True,8.326672684688674e-17
paired 120ratio_p95,True,6.106226635438361e-16
paired 120loss_difference_p05_musd2,True,2.1827872842550278e-11
paired 120loss_difference_p95_musd2,True,2.000888343900442e-11
paired 121n,True,0.0
paired 121rmse_ratio,True,2.220446049250313e-16
paired 121ratio_p05,True,7.771561172376096e-16
paired 121ratio_p95,True,1.1102230246251565e-15
paired 121loss_difference_p05_musd2,True,9.094947017729282e-12
paired 121loss_difference_p95_musd2,True,4.18367562815547e-11
paired 122n,True,0.0
paired 122rmse_ratio,True,0.0
paired 122ratio_p05,True,9.992007221626409e-16
paired 122ratio_p95,True,4.440892098500626e-16
paired 122loss_difference_p05_musd2,True,1.8189894035458565e-11
paired 122loss_difference_p95_musd2,True,2.9103830456733704e-11
paired 123n,True,0.0
paired 123rmse_ratio,True,7.771561172376096e-16
paired 123ratio_p05,True,0.0
paired 123ratio_p95,True,1.4432899320127035e-15
paired 123loss_difference_p05_musd2,True,4.001776687800884e-11
paired 123loss_difference_p95_musd2,True,7.366907084360719e-11
paired 124n,True,0.0
paired 124rmse_ratio,True,2.220446049250313e-16
paired 124ratio_p05,True,3.3306690738754696e-16
paired 124ratio_p95,True,3.3306690738754696e-16
paired 124loss_difference_p05_musd2,True,0.0
paired 124loss_difference_p95_musd2,True,1.2732925824820995e-11
paired 125n,True,0.0
paired 125rmse_ratio,True,4.440892098500626e-16
paired 125ratio_p05,True,5.551115123125783e-16
paired 125ratio_p95,True,3.3306690738754696e-16
paired 125loss_difference_p05_musd2,True,3.092281986027956e-11
paired 125loss_difference_p95_musd2,True,4.3655745685100555e-11
paired 126n,True,0.0
paired 126rmse_ratio,True,4.996003610813204e-16
paired 126ratio_p05,True,1.249000902703301e-16
paired 126ratio_p95,True,9.992007221626409e-16
paired 126loss_difference_p05_musd2,True,7.275957614183426e-12
paired 126loss_difference_p95_musd2,True,1.000444171950221e-11
paired 127n,True,0.0
paired 127rmse_ratio,True,3.3306690738754696e-16
paired 127ratio_p05,True,1.249000902703301e-16
paired 127ratio_p95,True,4.996003610813204e-16
paired 127loss_difference_p05_musd2,True,7.275957614183426e-12
paired 127loss_difference_p95_musd2,True,9.094947017729282e-12
paired 128n,True,0.0
paired 128rmse_ratio,True,6.106226635438361e-16
paired 128ratio_p05,True,1.6653345369377348e-16
paired 128ratio_p95,True,1.1102230246251565e-15
paired 128loss_difference_p05_musd2,True,3.637978807091713e-11
paired 128loss_difference_p95_musd2,True,5.820766091346741e-11
paired 129n,True,0.0
paired 129rmse_ratio,True,3.3306690738754696e-16
paired 129ratio_p05,True,3.3306690738754696e-16
paired 129ratio_p95,True,2.220446049250313e-16
paired 129loss_difference_p05_musd2,True,3.637978807091713e-12
paired 129loss_difference_p95_musd2,True,3.637978807091713e-12
paired 130n,True,0.0
paired 130rmse_ratio,True,1.1102230246251565e-16
paired 130ratio_p05,True,3.3306690738754696e-16
paired 130ratio_p95,True,3.3306690738754696e-16
paired 130loss_difference_p05_musd2,True,1.4551915228366852e-11
paired 130loss_difference_p95_musd2,True,1.6370904631912708e-11
paired 131n,True,0.0
paired 131rmse_ratio,True,4.996003610813204e-16
paired 131ratio_p05,True,4.440892098500626e-16
paired 131ratio_p95,True,7.216449660063518e-16
paired 131loss_difference_p05_musd2,True,2.9103830456733704e-11
