file,market,snapshot,sha256,compressed_bytes,raw_rows,raw_listings,used_rows,used_listings,stay_date_min,stay_date_max,source_url,region
tokyo_2025-06-27_calendar.csv.gz,tokyo,2025-06-27,a3ffd279dca42fa9692dabe8729ca087c81bdc210ba21ca614fefa323fc2bea7,22262681,9233406,25297,9233406,25297,2025-06-27,2026-07-01,,apac
tokyo_2025-07-29_calendar.csv.gz,tokyo,2025-07-29,e2902d0d3ab66b3514e151d65fbc5f3420de395eb60e170848353300acfbe93e,23109574,9581254,26250,9581254,26250,2025-07-29,2026-07-29,,apac
tokyo_2025-08-30_calendar.csv.gz,tokyo,2025-08-30,da9c1654fe17130ff1ed626f2779adf37d44f761565e32e4a7aef89a1f3e43ac,24222960,9955750,27276,9955750,27276,2025-08-30,2026-08-31,,apac
tokyo_2025-09-29_calendar.csv.gz,tokyo,2025-09-29,a3bc2e45a252476d84d422656e2ed1a0ad24ab635ad77c9748da690155d875aa,24273722,10199937,27945,10199937,27945,2025-09-29,2026-09-29,https://data.insideairbnb.com/japan/kant%C5%8D/tokyo/2025-09-29/data/calendar.csv.gz,apac
tokyo_2025-12-29_calendar.csv.gz,tokyo,2025-12-29,89c287419c0f83d281c03a8666176ec4428962de097a45dd85f97ad3088f5344,27358714,10879593,29807,10879593,29807,2025-12-29,2027-01-04,https://data.insideairbnb.com/japan/kant%C5%8D/tokyo/2025-12-29/data/calendar.csv.gz,apac
tokyo_2026-03-30_calendar.csv.gz,tokyo,2026-03-30,f3de85c1879878a28dd4cad92aef3702aa64a97ba425cb6332bfc8fddba6b4f8,21507685,9048390,24790,9048390,24790,2026-03-30,2027-04-02,https://data.insideairbnb.com/japan/kant%C5%8D/tokyo/2026-03-30/data/calendar.csv.gz,apac
tokyo_2026-06-30_calendar.csv.gz,tokyo,2026-06-30,c11e3771c947726c22a8b4e4d8c140277ed0939f16b6fe4b16d717a0b6c10ca4,29791540,12562921,34419,12562921,34419,2026-06-30,2027-07-02,https://data.insideairbnb.com/japan/kant%C5%8D/tokyo/2026-06-30/data/calendar.csv.gz,apac
tokyo_2026-08-31_calendar.csv.gz,tokyo,2026-08-31,6a92d080cb20a337fa4310f18199a1acf35a78321baf1e3109df6ed7660a6140,32484083,13056415,35771,13056415,35771,2026-08-31,2027-09-01,https://data.insideairbnb.com/japan/kant%C5%8D/tokyo/2026-08-31/data/calendar.csv.gz,apac
western-australia_2025-03-18_calendar.csv.gz,western-australia,2025-03-18,f45624f3c18bb0a85adb1669311d38c66212ea002d9dc90edad8e77dab87eb3b,11224833,4464729,12232,4464729,12232,2025-03-18,2026-03-18,,apac
western-australia_2025-04-23_calendar.csv.gz,western-australia,2025-04-23,bec63ac00487d086a0378c857fb080d036e7af40c3322dc5d93ace94a59043d7,11439782,4543282,12447,4543282,12447,2025-04-23,2026-04-23,,apac
western-australia_2025-05-26_calendar.csv.gz,western-australia,2025-05-26,a83cc3e279c7ae7511dfccfa5fa8c4e5ce95bf881d0dec078f287a93d3a5b4b7,11516333,4567222,12513,4567222,12513,2025-05-26,2026-05-25,,apac
western-australia_2025-06-23_calendar.csv.gz,western-australia,2025-06-23,d121091c137fd62442c672fb31a0aa3d19bf09d3564b7efb49ec84095f85d2e0,11012874,4594988,12589,4594988,12589,2025-06-23,2026-06-29,,apac
western-australia_2025-07-26_calendar.csv.gz,western-australia,2025-07-26,af5c962c57193dcf4d9b88217039158a235c4bef50fab373f5ce3c512f4d97ca,11153343,4630755,12687,4630755,12687,2025-07-26,2026-07-26,,apac
western-australia_2025-08-28_calendar.csv.gz,western-australia,2025-08-28,63aeeae6f1d7d53a6c14f82e330a749cc77fad3662aea6967ff962c099edd7c8,11444968,4655940,12756,4655940,12756,2025-08-28,2026-08-27,,apac
western-australia_2025-09-26_calendar.csv.gz,western-australia,2025-09-26,6cee122009239341c1294d07a9bba7d0ae8f4dd5e60cf1f0eee3d0bdd31644c5,11505987,4674555,12807,4674555,12807,2025-09-26,2026-09-25,https://data.insideairbnb.com/australia/wa/western-australia/2025-09-26/data/calendar.csv.gz,apac
western-australia_2025-12-28_calendar.csv.gz,western-australia,2025-12-28,1f1e540d66220cda7b6021438d749b113d6f6d011c671eb0c7b7a32931e81f2c,11227872,4476725,12265,4476725,12265,2025-12-28,2027-01-04,https://data.insideairbnb.com/australia/wa/western-australia/2025-12-28/data/calendar.csv.gz,apac
western-australia_2026-03-29_calendar.csv.gz,western-australia,2026-03-29,a5a36d8746fddb0bbf09e77e9e024d221425cb200be21519cb983c424fa0d5b4,9450079,3819735,10465,3819735,10465,2026-03-29,2027-04-05,https://data.insideairbnb.com/australia/wa/western-australia/2026-03-29/data/calendar.csv.gz,apac
western-australia_2026-06-28_calendar.csv.gz,western-australia,2026-06-28,ac9ff739c42d0961ec211dcc07750887ec9a2756d2d6fd3d296727030e6eced7,10622369,4279261,11724,4279261,11724,2026-06-28,2027-06-28,https://data.insideairbnb.com/australia/wa/western-australia/2026-06-28/data/calendar.csv.gz,apac
western-australia_2026-08-30_calendar.csv.gz,western-australia,2026-08-30,fc821027690ec121525545d5db5794feb7fea884af6700d33a719bb506608df2,11838168,4796465,13141,4796465,13141,2026-08-30,2027-09-01,https://data.insideairbnb.com/australia/wa/western-australia/2026-08-30/data/calendar.csv.gz,apac

