method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,25.127168270556336,25.127168270556336,W1,PIT,3,12,9.998070526594223,13.339664153860882,18.923320590243463,31.331015950869208,36.91467238725179,40.256266014518445,9.1978383341027,,,,,,,,2023-02-14,k4_rw,margin[2022Q1]=15.18 + delta +9.95; rev=1845; sigma additive n=5 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,15.880015651029414,15.880015651029414,W2,PIT,3,24,10.089838756381754,11.368726535371948,13.505691940231987,18.25433936182684,20.39130476668688,21.670192545677075,3.5201776010787165,,,,,,,,2026-02-12,k2_rw,margin[2025Q1]=18.35 + delta -2.47; rev=2661; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q1,2026-02-12,0,422.58944096733944,422.58944096733944,W1,PIT,3,24,342.4961618265717,360.18652219657406,389.7463387271939,455.43254320748497,484.9923597381048,502.68272010810716,48.693256243846136,,,,,,,,2026-02-12,k2_rw,margin[2025Q1]=18.35 + delta -2.47; rev=2661; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q1,2026-02-12,0,422.58944096733944,422.58944096733944,W2,PIT,3,24,342.4961618265717,360.18652219657406,389.7463387271939,455.43254320748497,484.9923597381048,502.68272010810716,48.693256243846136,,,,,,,,2026-02-12,k2_rw,margin[2025Q1]=18.35 + delta -2.47; rev=2661; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q2,2026-02-12,1,31.214772902548866,31.214772902548866,W1,PIT,3,24,22.959385547816545,24.78276921828035,27.829563383945562,34.59998242115217,37.64677658681738,39.47016025728119,5.018919142387542,,,,,,,,2026-02-12,k2_rw,margin[2025Q2]=33.69 + delta -2.47; rev=3468; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q2,2026-02-12,1,31.214772902548866,31.214772902548866,W2,PIT,3,24,22.959385547816545,24.78276921828035,27.829563383945562,34.59998242115217,37.64677658681738,39.47016025728119,5.018919142387542,,,,,,,,2026-02-12,k2_rw,margin[2025Q2]=33.69 + delta -2.47; rev=3468; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q2,2026-02-12,1,1082.5343658293434,1082.5343658293434,W1,PIT,3,24,730.5237741699366,808.2730471091561,938.1886732130527,1226.8800584456342,1356.7956845495307,1434.5449574887502,214.0072441046404,,,,,,,,2026-02-12,k2_rw,margin[2025Q2]=33.69 + delta -2.47; rev=3468; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q2,2026-02-12,1,1082.5343658293434,1082.5343658293434,W2,PIT,3,24,730.5237741699366,808.2730471091561,938.1886732130527,1226.8800584456342,1356.7956845495307,1434.5449574887502,214.0072441046404,,,,,,,,2026-02-12,k2_rw,margin[2025Q2]=33.69 + delta -2.47; rev=3468; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,19.507908692671688,19.507908692671688,W1,full_sample,3,24,1.2986080114332665,5.320532130318192,12.040990988573633,26.974826396769743,33.69528525502518,37.71720937391011,11.07046875349453,,,,,,,,2026-02-12,k2_rw,margin[2025Q1]=18.35 + delta +1.15; rev=2676; sigma additive n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,19.507908692671688,19.507908692671688,W2,full_sample,3,24,1.2986080114332665,5.320532130318192,12.040990988573633,26.974826396769743,33.69528525502518,37.71720937391011,11.07046875349453,,,,,,,,2026-02-12,k2_rw,margin[2025Q1]=18.35 + delta +1.15; rev=2676; sigma additive n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q1,2026-02-12,0,521.9696247207124,521.9696247207124,W1,full_sample,3,24,346.9125705880051,385.5777670456977,450.18561502079325,593.7536344206316,658.3614823957271,697.0266788534198,106.4271320343278,,,,,,,,2026-02-12,k2_rw,margin[2025Q1]=18.35 + delta +1.15; rev=2676; sigma relative n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q1,2026-02-12,0,521.9696247207124,521.9696247207124,W2,full_sample,3,24,346.9125705880051,385.5777670456977,450.18561502079325,593.7536344206316,658.3614823957271,697.0266788534198,106.4271320343278,,,,,,,,2026-02-12,k2_rw,margin[2025Q1]=18.35 + delta +1.15; rev=2676; sigma relative n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q2,2026-02-12,1,34.84266594419114,34.84266594419114,W1,full_sample,3,24,14.388718556967476,18.906422216385735,26.455306949031563,43.23002493935071,50.778909671996544,55.296613331414804,12.435117053626506,,,,,,,,2026-02-12,k2_rw,margin[2025Q2]=33.69 + delta +1.15; rev=3468; sigma additive n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q2,2026-02-12,1,34.84266594419114,34.84266594419114,W2,full_sample,3,24,14.388718556967476,18.906422216385735,26.455306949031563,43.23002493935071,50.778909671996544,55.296613331414804,12.435117053626506,,,,,,,,2026-02-12,k2_rw,margin[2025Q2]=33.69 + delta +1.15; rev=3468; sigma additive n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q2,2026-02-12,1,1208.3503986863445,1208.3503986863445,W1,full_sample,3,24,654.4136385734793,776.7627421900925,981.2027298415371,1435.498067531152,1639.9380551825966,1762.28715879921,336.7696377576872,,,,,,,,2026-02-12,k2_rw,margin[2025Q2]=33.69 + delta +1.15; rev=3468; sigma relative n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q2,2026-02-12,1,1208.3503986863445,1208.3503986863445,W2,full_sample,3,24,654.4136385734793,776.7627421900925,981.2027298415371,1435.498067531152,1639.9380551825966,1762.28715879921,336.7696377576872,,,,,,,,2026-02-12,k2_rw,margin[2025Q2]=33.69 + delta +1.15; rev=3468; sigma relative n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,17.049481839552477,17.049481839552477,W1,PIT,3,24,8.986008361852273,10.76700363617193,13.74296865043258,20.355995028672375,23.331960042933027,25.112955317252684,4.902243789707192,,,,,,,,2026-02-12,k4_ew,margin[2025Q1]=18.35 + delta -1.30; rev=2661; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,17.049481839552477,17.049481839552477,W2,PIT,3,24,8.986008361852273,10.76700363617193,13.74296865043258,20.355995028672375,23.331960042933027,25.112955317252684,4.902243789707192,,,,,,,,2026-02-12,k4_ew,margin[2025Q1]=18.35 + delta -1.30; rev=2661; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q1,2026-02-12,0,453.71057294217667,453.71057294217667,W1,PIT,3,24,319.9631167501718,349.50418091922944,398.8660038947156,508.55514198963766,557.9169649651238,587.4580291341815,81.3126797427494,,,,,,,,2026-02-12,k4_ew,margin[2025Q1]=18.35 + delta -1.30; rev=2661; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q1,2026-02-12,0,453.71057294217667,453.71057294217667,W2,PIT,3,24,319.9631167501718,349.50418091922944,398.8660038947156,508.55514198963766,557.9169649651238,587.4580291341815,81.3126797427494,,,,,,,,2026-02-12,k4_ew,margin[2025Q1]=18.35 + delta -1.30; rev=2661; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q2,2026-02-12,1,32.384239091071926,32.384239091071926,W1,PIT,3,24,22.079897424851808,24.35583767110749,28.158834032224746,36.609644149919106,40.41264051103636,42.688580757292044,6.264594914331624,,,,,,,,2026-02-12,k4_ew,margin[2025Q2]=33.69 + delta -1.30; rev=3468; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q2,2026-02-12,1,32.384239091071926,32.384239091071926,W2,PIT,3,24,22.079897424851808,24.35583767110749,28.158834032224746,36.609644149919106,40.41264051103636,42.688580757292044,6.264594914331624,,,,,,,,2026-02-12,k4_ew,margin[2025Q2]=33.69 + delta -1.30; rev=3468; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q2,2026-02-12,1,1123.0916795956177,1123.0916795956177,W1,PIT,3,24,726.9670012018781,814.4598393952098,960.6565358245062,1285.5268233667293,1431.7235197960256,1519.2163579893572,240.82670451832638,,,,,,,,2026-02-12,k4_ew,margin[2025Q2]=33.69 + delta -1.30; rev=3468; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q2,2026-02-12,1,1123.0916795956177,1123.0916795956177,W2,PIT,3,24,726.9670012018781,814.4598393952098,960.6565358245062,1285.5268233667293,1431.7235197960256,1519.2163579893572,240.82670451832638,,,,,,,,2026-02-12,k4_ew,margin[2025Q2]=33.69 + delta -1.30; rev=3468; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,17.69262519575439,17.69262519575439,W1,full_sample,3,24,-2.6113049772874497,1.8732640844585582,9.366782357206352,26.018468034302423,33.51198630705022,37.99655536879622,12.343913063360295,,,,,,,,2026-02-12,k4_ew,margin[2025Q1]=18.35 + delta -0.66; rev=2676; sigma additive n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,17.69262519575439,17.69262519575439,W2,full_sample,3,24,-2.6113049772874497,1.8732640844585582,9.366782357206352,26.018468034302423,33.51198630705022,37.99655536879622,12.343913063360295,,,,,,,,2026-02-12,k4_ew,margin[2025Q1]=18.35 + delta -0.66; rev=2676; sigma additive n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q1,2026-02-12,0,473.3984087808115,473.3984087808115,W1,full_sample,3,24,269.3408794922403,314.41146803666294,389.72244533927017,557.0743722223528,632.3853495249601,677.4559380693827,124.05816903402281,,,,,,,,2026-02-12,k4_ew,margin[2025Q1]=18.35 + delta -0.66; rev=2676; sigma relative n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q1,2026-02-12,0,473.3984087808115,473.3984087808115,W2,full_sample,3,24,269.3408794922403,314.41146803666294,389.72244533927017,557.0743722223528,632.3853495249601,677.4559380693827,124.05816903402281,,,,,,,,2026-02-12,k4_ew,margin[2025Q1]=18.35 + delta -0.66; rev=2676; sigma relative n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q2,2026-02-12,1,33.027382447273844,33.027382447273844,W1,full_sample,3,24,7.8811682187820615,13.435262100510421,22.71590945329845,43.33885544124924,52.61950279403727,58.17359667576562,15.287812736928517,,,,,,,,2026-02-12,k4_ew,margin[2025Q2]=33.69 + delta -0.66; rev=3468; sigma additive n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q2,2026-02-12,1,33.027382447273844,33.027382447273844,W2,full_sample,3,24,7.8811682187820615,13.435262100510421,22.71590945329845,43.33885544124924,52.61950279403727,58.17359667576562,15.287812736928517,,,,,,,,2026-02-12,k4_ew,margin[2025Q2]=33.69 + delta -0.66; rev=3468; sigma additive n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q2,2026-02-12,1,1145.3960156680596,1145.3960156680596,W1,full_sample,3,24,579.1995185396158,704.2564544259737,913.221111073143,1377.5709202629762,1586.5355769101454,1711.5925127965031,344.2230286337497,,,,,,,,2026-02-12,k4_ew,margin[2025Q2]=33.69 + delta -0.66; rev=3468; sigma relative n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q2,2026-02-12,1,1145.3960156680596,1145.3960156680596,W2,full_sample,3,24,579.1995185396158,704.2564544259737,913.221111073143,1377.5709202629762,1586.5355769101454,1711.5925127965031,344.2230286337497,,,,,,,,2026-02-12,k4_ew,margin[2025Q2]=33.69 + delta -0.66; rev=3468; sigma relative n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,15.887506370556938,15.887506370556938,W1,PIT,3,24,9.993137499961481,11.295038365966626,13.470457630201889,18.304555110911988,20.47997437514725,21.781875241152395,3.5835218246865663,,,,,,,,2026-02-12,k2_ew,margin[2025Q1]=18.35 + delta -2.47; rev=2661; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,15.887506370556938,15.887506370556938,W2,PIT,3,24,9.993137499961481,11.295038365966626,13.470457630201889,18.304555110911988,20.47997437514725,21.781875241152395,3.5835218246865663,,,,,,,,2026-02-12,k2_ew,margin[2025Q1]=18.35 + delta -2.47; rev=2661; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q1,2026-02-12,0,422.78877949742304,422.78877949742304,W1,PIT,3,24,341.72643536945276,359.63083503250783,389.5483018370989,456.02925715774717,485.9467239623383,503.8511236253933,49.28240592338241,,,,,,,,2026-02-12,k2_ew,margin[2025Q1]=18.35 + delta -2.47; rev=2661; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q1,2026-02-12,0,422.78877949742304,422.78877949742304,W2,PIT,3,24,341.72643536945276,359.63083503250783,389.5483018370989,456.02925715774717,485.9467239623383,503.8511236253933,49.28240592338241,,,,,,,,2026-02-12,k2_ew,margin[2025Q1]=18.35 + delta -2.47; rev=2661; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q2,2026-02-12,1,31.22226362207639,31.22226362207639,W1,PIT,3,24,22.792656929463526,24.65452076834587,27.765613608245456,34.67891363590733,37.79000647580691,39.651870314689255,5.124836979103164,,,,,,,,2026-02-12,k2_ew,margin[2025Q2]=33.69 + delta -2.47; rev=3468; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q2,2026-02-12,1,31.22226362207639,31.22226362207639,W2,PIT,3,24,22.792656929463526,24.65452076834587,27.765613608245456,34.67891363590733,37.79000647580691,39.651870314689255,5.124836979103164,,,,,,,,2026-02-12,k2_ew,margin[2025Q2]=33.69 + delta -2.47; rev=3468; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q2,2026-02-12,1,1082.7941454323748,1082.7941454323748,W1,PIT,3,24,722.6298651892444,802.180059391,935.1049459617961,1230.4833449029534,1363.4082314737495,1442.9584256755052,218.96433478439613,,,,,,,,2026-02-12,k2_ew,margin[2025Q2]=33.69 + delta -2.47; rev=3468; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q2,2026-02-12,1,1082.7941454323748,1082.7941454323748,W2,PIT,3,24,722.6298651892444,802.180059391,935.1049459617961,1230.4833449029534,1363.4082314737495,1442.9584256755052,218.96433478439613,,,,,,,,2026-02-12,k2_ew,margin[2025Q2]=33.69 + delta -2.47; rev=3468; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,19.497744020951842,19.497744020951842,W1,full_sample,3,24,-0.5736060413829058,3.8595925930633026,11.2672731341696,27.728214907734085,35.13589544884038,39.569094083286586,12.202514396089123,,,,,,,,2026-02-12,k2_ew,margin[2025Q1]=18.35 + delta +1.14; rev=2676; sigma additive n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,19.497744020951842,19.497744020951842,W2,full_sample,3,24,-0.5736060413829058,3.8595925930633026,11.2672731341696,27.728214907734085,35.13589544884038,39.569094083286586,12.202514396089123,,,,,,,,2026-02-12,k2_ew,margin[2025Q1]=18.35 + delta +1.14; rev=2676; sigma additive n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q1,2026-02-12,0,521.6976504170285,521.6976504170285,W1,full_sample,3,24,338.1830970975313,378.7163180642512,446.445553088939,596.949747745118,664.6789827698059,705.2122037365257,111.56892644582496,,,,,,,,2026-02-12,k2_ew,margin[2025Q1]=18.35 + delta +1.14; rev=2676; sigma relative n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q1,2026-02-12,0,521.6976504170285,521.6976504170285,W2,full_sample,3,24,338.1830970975313,378.7163180642512,446.445553088939,596.949747745118,664.6789827698059,705.2122037365257,111.56892644582496,,,,,,,,2026-02-12,k2_ew,margin[2025Q1]=18.35 + delta +1.14; rev=2676; sigma relative n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q2,2026-02-12,1,34.83250127247129,34.83250127247129,W1,full_sample,3,24,12.596138507320873,17.507527763119068,25.714243865863615,43.950758679078966,52.15747478182351,57.06886403762171,13.518748659941675,,,,,,,,2026-02-12,k2_ew,margin[2025Q2]=33.69 + delta +1.14; rev=3468; sigma additive n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q2,2026-02-12,1,34.83250127247129,34.83250127247129,W2,full_sample,3,24,12.596138507320873,17.507527763119068,25.714243865863615,43.950758679078966,52.15747478182351,57.06886403762171,13.518748659941675,,,,,,,,2026-02-12,k2_ew,margin[2025Q2]=33.69 + delta +1.14; rev=3468; sigma additive n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q2,2026-02-12,1,1207.9978859037442,1207.9978859037442,W1,full_sample,3,24,645.8118657912842,769.9829997173593,977.4675201275744,1438.528251679914,1646.012772090129,1770.1839060162044,341.7848317326573,,,,,,,,2026-02-12,k2_ew,margin[2025Q2]=33.69 + delta +1.14; rev=3468; sigma relative n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q2,2026-02-12,1,1207.9978859037442,1207.9978859037442,W2,full_sample,3,24,645.8118657912842,769.9829997173593,977.4675201275744,1438.528251679914,1646.012772090129,1770.1839060162044,341.7848317326573,,,,,,,,2026-02-12,k2_ew,margin[2025Q2]=33.69 + delta +1.14; rev=3468; sigma relative n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,17.62304087546348,17.62304087546348,W1,PIT,4,24,11.801625550244363,13.08741302294333,15.23590751346827,20.010174237458692,22.15866872798363,23.4444562006826,3.5391692183628356,,,,,,,,2026-02-12,k4_rw_shrink50,margin[2025Q1]=18.35 + delta -0.73; rev=2661; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,17.62304087546348,17.62304087546348,W2,PIT,4,24,11.801625550244363,13.08741302294333,15.23590751346827,20.010174237458692,22.15866872798363,23.4444562006826,3.5391692183628356,,,,,,,,2026-02-12,k4_rw_shrink50,margin[2025Q1]=18.35 + delta -0.73; rev=2661; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q1,2026-02-12,0,468.9737815985035,468.9737815985035,W1,PIT,4,24,351.6219511649459,377.5416811687628,420.8524135343539,517.0951496626531,560.4058820282442,586.325612032061,71.3448470494328,,,,,,,,2026-02-12,k4_rw_shrink50,margin[2025Q1]=18.35 + delta -0.73; rev=2661; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q1,2026-02-12,0,468.9737815985035,468.9737815985035,W2,PIT,4,24,351.6219511649459,377.5416811687628,420.8524135343539,517.0951496626531,560.4058820282442,586.325612032061,71.3448470494328,,,,,,,,2026-02-12,k4_rw_shrink50,margin[2025Q1]=18.35 + delta -0.73; rev=2661; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q2,2026-02-12,1,32.95779812698293,32.95779812698293,W1,PIT,4,24,26.212855716741373,27.70262443631613,30.191962646653586,35.72363360731227,38.21297181764973,39.702740537224486,4.10063381915779,,,,,,,,2026-02-12,k4_rw_shrink50,margin[2025Q2]=33.69 + delta -0.73; rev=3468; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q2,2026-02-12,1,32.95779812698293,32.95779812698293,W2,PIT,4,24,26.212855716741373,27.70262443631613,30.191962646653586,35.72363360731227,38.21297181764973,39.702740537224486,4.10063381915779,,,,,,,,2026-02-12,k4_rw_shrink50,margin[2025Q2]=33.69 + delta -0.73; rev=3468; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q2,2026-02-12,1,1142.9828179724377,1142.9828179724377,W1,PIT,4,24,797.2702047759309,873.628430803269,1001.2196785089492,1284.7459574359261,1412.3372051416063,1488.6954311689444,210.17834507088716,,,,,,,,2026-02-12,k4_rw_shrink50,margin[2025Q2]=33.69 + delta -0.73; rev=3468; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q2,2026-02-12,1,1142.9828179724377,1142.9828179724377,W2,PIT,4,24,797.2702047759309,873.628430803269,1001.2196785089492,1284.7459574359261,1412.3372051416063,1488.6954311689444,210.17834507088716,,,,,,,,2026-02-12,k4_rw_shrink50,margin[2025Q2]=33.69 + delta -0.73; rev=3468; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,18.17952971571055,18.17952971571055,W1,full_sample,4,24,12.328044552326988,13.620473609427332,15.78006589628153,20.57899353513957,22.73858582199377,24.031014879094116,3.557450381909392,,,,,,,,2026-02-12,k4_rw_shrink50,margin[2025Q1]=18.35 + delta -0.17; rev=2676; sigma additive n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q1,2026-02-12,0,18.17952971571055,18.17952971571055,W2,full_sample,4,24,12.328044552326988,13.620473609427332,15.78006589628153,20.57899353513957,22.73858582199377,24.031014879094116,3.557450381909392,,,,,,,,2026-02-12,k4_rw_shrink50,margin[2025Q1]=18.35 + delta -0.17; rev=2676; sigma additive n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q1,2026-02-12,0,486.426425958881,486.426425958881,W1,full_sample,4,24,376.3992707452202,400.70118530155787,441.3086189887918,531.5442329289701,572.1516666162041,596.4535811725418,66.89176070796171,,,,,,,,2026-02-12,k4_rw_shrink50,margin[2025Q1]=18.35 + delta -0.17; rev=2676; sigma relative n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q1,2026-02-12,0,486.426425958881,486.426425958881,W2,full_sample,4,24,376.3992707452202,400.70118530155787,441.3086189887918,531.5442329289701,572.1516666162041,596.4535811725418,66.89176070796171,,,,,,,,2026-02-12,k4_rw_shrink50,margin[2025Q1]=18.35 + delta -0.17; rev=2676; sigma relative n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q2,2026-02-12,1,33.51428696723,33.51428696723,W1,full_sample,4,24,24.004948210433263,26.105294597706322,29.614881319513373,37.413692614946626,40.92327933675368,43.023625724026736,5.781267464157946,,,,,,,,2026-02-12,k4_rw_shrink50,margin[2025Q2]=33.69 + delta -0.17; rev=3468; sigma additive n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q2,2026-02-12,1,33.51428696723,33.51428696723,W2,full_sample,4,24,24.004948210433263,26.105294597706322,29.614881319513373,37.413692614946626,40.92327933675368,43.023625724026736,5.781267464157946,,,,,,,,2026-02-12,k4_rw_shrink50,margin[2025Q2]=33.69 + delta -0.17; rev=3468; sigma additive n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q2,2026-02-12,1,1162.2819586597236,1162.2819586597236,W1,full_sample,4,24,756.5343948534993,846.1526587076644,995.9008482252673,1328.66306909418,1478.4112586117828,1568.029522465948,246.67700344755056,,,,,,,,2026-02-12,k4_rw_shrink50,margin[2025Q2]=33.69 + delta -0.17; rev=3468; sigma relative n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q2,2026-02-12,1,1162.2819586597236,1162.2819586597236,W2,full_sample,4,24,756.5343948534993,846.1526587076644,995.9008482252673,1328.66306909418,1478.4112586117828,1568.029522465948,246.67700344755056,,,,,,,,2026-02-12,k4_rw_shrink50,margin[2025Q2]=33.69 + delta -0.17; rev=3468; sigma relative n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q2,2026-05-07,0,33.015307855326114,33.015307855326114,W1,PIT,3,25,27.002177648197183,28.330309564595552,30.549559763917028,35.481055946735204,37.700306146056676,39.028438062455045,3.6557235905990657,,,,,,,,2026-05-07,k4_rw,margin[2025Q2]=33.69 + delta -0.67; rev=3640; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q2,2026-05-07,0,33.015307855326114,33.015307855326114,W2,PIT,3,25,27.002177648197183,28.330309564595552,30.549559763917028,35.481055946735204,37.700306146056676,39.028438062455045,3.6557235905990657,,,,,,,,2026-05-07,k4_rw,margin[2025Q2]=33.69 + delta -0.67; rev=3640; sigma additive n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q2,2026-05-07,0,1201.740714819466,1201.740714819466,W1,PIT,3,25,957.9814644653743,1011.8210503650429,1101.7846377647347,1301.696791874197,1391.660379273889,1445.4999651735575,148.19510159446133,,,,,,,,2026-05-07,k4_rw,margin[2025Q2]=33.69 + delta -0.67; rev=3640; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q2,2026-05-07,0,1201.740714819466,1201.740714819466,W2,PIT,3,25,957.9814644653743,1011.8210503650429,1101.7846377647347,1301.696791874197,1391.660379273889,1445.4999651735575,148.19510159446133,,,,,,,,2026-05-07,k4_rw,margin[2025Q2]=33.69 + delta -0.67; rev=3640; sigma relative n=12 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q2,2026-05-07,0,33.339943443503934,33.339943443503934,W1,full_sample,3,25,15.022011654809518,19.067929340431938,25.828480396689084,40.85140649031878,47.61195754657593,51.65787523219835,11.136511777430544,,,,,,,,2026-05-07,k4_rw,margin[2025Q2]=33.69 + delta -0.35; rev=3660; sigma additive n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2026Q2,2026-05-07,0,33.339943443503934,33.339943443503934,W2,full_sample,3,25,15.022011654809518,19.067929340431938,25.828480396689084,40.85140649031878,47.61195754657593,51.65787523219835,11.136511777430544,,,,,,,,2026-05-07,k4_rw,margin[2025Q2]=33.69 + delta -0.35; rev=3660; sigma additive n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2026Q2,2026-05-07,0,1220.1889393936583,1220.1889393936583,W1,full_sample,3,25,720.3140468543037,830.7223992629425,1015.2099151974161,1425.1679635899006,1609.6554795243742,1720.063831933013,303.90235602046215,,,,,,,,2026-05-07,k4_rw,margin[2025Q2]=33.69 + delta -0.35; rev=3660; sigma relative n=19 (full_sample),1.0
