entry_date,eu40_flt_da,eu_core_flt_da,eu40_flt_o,n_states
2025-05-12,41278,36742,59484,40
2025-05-13,39340,35128,57266,40
2025-05-14,40379,35953,58838,40
2025-05-15,42086,37476,60340,40
2025-05-16,42797,38128,60917,40
2025-05-17,40053,35513,63896,40
2025-05-18,42307,37476,64005,40
2025-05-19,41435,36878,59088,40
2025-05-20,40205,35875,57960,40
2025-05-21,41463,37040,59491,40
2025-05-22,43470,38784,61702,40
2025-05-23,44111,39378,63049,40
2025-05-24,41365,36566,65898,40
2025-05-25,43309,38302,65382,40
2025-05-26,43468,38601,62894,40
2025-05-27,41623,37073,60854,40
2025-05-28,43178,38376,62597,40
2025-05-29,42880,37919,63725,40
2025-05-30,43243,38233,63193,40
2025-05-31,42268,37312,66683,40
2025-06-01,45252,40127,67672,40
2025-06-02,43702,38690,63607,40
2025-06-03,42854,37940,63105,40
2025-06-04,43412,38359,63932,40
2025-06-05,44877,39662,65058,40
2025-06-06,46065,40876,66224,40
2025-06-07,42842,37693,68313,40
2025-06-08,44450,39091,67775,40
2025-06-09,44552,39231,65433,40
2025-06-10,43783,38658,64280,40
2025-06-11,44443,39143,65435,40
2025-06-12,45609,40255,66227,40
2025-06-13,45395,40450,66500,40
2025-06-14,43111,38161,69129,40
2025-06-15,44650,39764,67999,40
2025-06-16,44426,39603,65228,40
2025-06-17,43019,38435,63677,40
2025-06-18,44469,39639,64960,40
2025-06-19,44868,40047,65479,40
2025-06-20,45861,40829,67304,40
2025-06-21,43940,38760,70622,40
2025-06-22,45453,40427,68956,40
2025-06-23,44567,39621,65320,40
2025-06-24,43935,39182,64412,40
2025-06-25,43580,38622,65099,40
2025-06-26,45146,40104,66867,40
2025-06-27,46924,41640,68917,40
2025-06-28,44640,39386,70778,40
2025-06-29,46395,41079,70296,40
2025-06-30,45938,40675,67481,40
2025-07-01,45402,40054,68041,40
2025-07-02,45250,39872,68336,40
2025-07-03,43847,38468,67621,40
2025-07-04,44831,39442,69018,40
2025-07-05,45513,40035,72031,40
2025-07-06,46795,41131,70959,40
2025-07-07,46631,40994,68642,40
2025-07-08,45292,39865,67946,40
2025-07-09,46178,40619,69190,40
2025-07-10,46924,41297,69656,40
2025-07-11,47682,42033,70533,40
2025-07-12,45715,40082,72427,40
2025-07-13,47140,41392,72131,40
2025-07-14,46542,40893,69778,40
2025-07-15,45652,40185,69082,40
2025-07-16,46108,40426,69862,40
2025-07-17,46748,41097,69754,40
2025-07-18,48264,42527,71053,40
2025-07-19,45509,39848,72632,40
2025-07-20,47034,41254,71885,40
2025-07-21,46811,41005,69858,40
2025-07-22,45813,40225,70152,40
2025-07-23,46133,40421,70394,40
2025-07-24,46511,40820,69828,40
2025-07-25,47551,41794,70617,40
2025-07-26,45814,40038,72496,40
2025-07-27,46911,41051,71958,40
2025-07-28,46719,40947,69134,40
2025-07-29,45599,39989,69392,40
2025-07-30,46022,40349,69674,40
2025-07-31,47042,41245,70918,40
2025-08-01,47493,41647,70634,40
2025-08-02,45922,40054,73326,40
2025-08-03,47161,41183,72768,40
2025-08-04,46685,40779,69960,40
2025-08-05,45313,39603,69747,40
2025-08-06,45857,40128,70328,40
2025-08-07,46355,40519,70786,40
2025-08-08,47504,41715,70726,40
2025-08-09,46131,40318,73030,40
2025-08-10,47278,41288,72551,40
2025-08-11,46374,40521,69198,40
2025-08-12,45255,39566,69008,40
2025-08-13,45678,39894,69474,40
2025-08-14,46194,40396,69521,40
2025-08-15,46842,40942,70355,40
2025-08-16,45475,39684,72853,40
2025-08-17,46989,41008,71709,40
2025-08-18,46432,40591,69148,40
2025-08-19,45245,39535,68822,40
2025-08-20,45693,39907,68925,40
2025-08-21,46387,40526,69214,40
2025-08-22,47712,41827,69773,40
2025-08-23,45416,39656,72745,40
2025-08-24,47281,41330,71836,40
2025-08-25,46649,40746,69134,40
2025-08-26,45617,39923,68511,40
2025-08-27,45945,40186,68823,40
2025-08-28,46651,40834,69247,40
2025-08-29,47744,41912,69752,40
2025-08-30,45873,40063,71903,40
2025-08-31,47633,41679,72780,40
2025-09-01,46541,40813,68816,40
2025-09-02,44774,39279,66862,40
2025-09-03,45225,39707,67676,40
2025-09-04,45971,40356,68453,40
2025-09-05,46953,41330,68371,40
2025-09-06,44219,38633,71120,40
2025-09-07,46537,40735,71371,40
2025-09-08,45807,40297,67520,40
2025-09-09,44228,38843,66247,40
2025-09-10,44410,38932,67158,40
2025-09-11,45959,40424,67450,40
2025-09-12,46863,41358,68206,40
2025-09-13,43621,38200,70192,40
2025-09-14,46192,40510,70452,40
2025-09-15,45307,39811,67371,40
2025-09-16,43638,38386,65983,40
2025-09-17,44330,38946,66062,40
2025-09-18,45629,40127,67246,40
2025-09-19,46703,41322,67868,40
2025-09-20,43344,37860,69640,40
2025-09-21,45319,39770,70584,40
2025-09-22,44520,39262,65971,40
2025-09-23,42664,37801,63515,40
2025-09-24,43086,37959,63800,40
2025-09-25,45009,39612,66224,40
2025-09-26,45729,40333,67005,40
2025-09-27,43148,37770,69993,40
2025-09-28,45374,39878,70240,40
2025-09-29,44512,39171,66048,40
2025-09-30,43102,37932,64830,40
2025-10-01,42907,37984,64116,40
2025-10-02,43187,38423,63718,40
2025-10-03,44269,38873,65523,40
2025-10-04,41510,36227,68316,40
2025-10-05,44487,38987,68310,40
2025-10-06,43263,38113,63930,40
2025-10-07,41371,36551,61941,40
2025-10-08,42705,37502,64173,40
2025-10-09,43623,38405,64897,40
2025-10-10,44531,39234,65526,40
2025-10-11,41730,36426,68812,40
2025-10-12,43999,38492,68137,40
2025-10-13,42798,37677,63634,40
2025-10-14,40440,35585,61170,40
2025-10-15,42222,37024,63960,40
2025-10-16,43224,38074,64565,40
2025-10-17,43977,38848,65559,40
2025-10-18,41420,36272,68251,40
2025-10-19,43427,38040,67989,40
2025-10-20,42456,37351,63765,40
2025-10-21,40659,35841,61596,40
2025-10-22,41654,36650,62863,40
2025-10-23,41883,36824,63239,40
2025-10-24,43604,38489,65355,40
2025-10-25,40981,35933,67415,40
2025-10-26,39819,34820,63595,40
2025-10-27,38387,33659,57912,40
2025-10-28,35379,31065,54796,40
2025-10-29,36344,31942,55941,40
2025-10-30,37807,33130,57052,40
2025-10-31,39468,34729,58351,40
2025-11-01,35942,31239,60727,40
2025-11-02,38401,33522,61200,40
2025-11-03,36784,32253,54152,40
2025-11-04,31142,27154,48549,40
2025-11-05,31705,27705,48758,40
2025-11-06,34241,30071,50906,40
2025-11-07,36546,32174,53205,40
2025-11-08,31989,27752,53008,40
2025-11-09,35284,30875,54552,40
2025-11-10,34664,30564,50239,40
2025-11-11,29011,25376,45041,40
2025-11-12,29834,26090,45323,40
2025-11-13,33241,29287,48766,40
2025-11-14,35822,31684,51285,40
2025-11-15,30929,26965,50705,40
2025-11-16,34390,30121,52695,40
2025-11-17,34252,30300,48951,40
2025-11-18,28741,25191,43983,40
2025-11-19,29189,25468,44246,40
2025-11-20,32556,28650,48111,40
2025-11-21,35089,31090,50142,40
2025-11-22,30072,26247,49138,40
2025-11-23,33668,29534,51188,40
2025-11-24,33782,29913,48029,40
2025-11-25,27924,24485,42647,40
2025-11-26,28143,24603,42732,40
2025-11-27,32389,28576,47699,40
2025-11-28,34590,30682,49654,40
2025-11-29,29891,26175,48621,40
2025-11-30,33723,29679,51606,40
2025-12-01,34043,30211,48953,40
2025-12-02,28336,24932,43356,40
2025-12-03,28962,25500,43760,40
2025-12-04,32767,28970,47547,40
2025-12-05,35403,31486,49968,40
2025-12-06,30464,26753,49323,40
2025-12-07,33711,29670,51716,40
2025-12-08,34964,31063,49714,40
2025-12-09,29135,25624,44424,40
2025-12-10,30686,27040,45954,40
2025-12-11,32724,28890,48154,40
2025-12-12,36102,32081,51004,40
2025-12-13,31549,27767,50018,40
2025-12-14,34890,30744,52984,40
2025-12-15,35370,31306,50643,40
2025-12-16,30227,26508,46214,40
2025-12-17,31464,27627,48225,40
2025-12-18,36008,31888,52996,40
2025-12-19,37958,33712,54507,40
2025-12-20,35422,31250,56150,40
2025-12-21,36560,32154,56036,40
2025-12-22,36500,32241,53193,40
2025-12-23,33711,29693,51163,40
2025-12-24,27492,23585,44821,40
2025-12-25,21233,17515,38530,40
2025-12-26,33536,29320,50109,40
2025-12-27,34746,30621,54263,40
2025-12-28,35891,31536,54866,40
2025-12-29,35443,31180,51924,40
2025-12-30,33314,29195,49983,40
2025-12-31,28680,24964,45668,40
2026-01-01,30225,26397,47399,40
2026-01-02,35481,31196,52740,40
2026-01-03,34191,29919,54597,40
2026-01-04,35255,30904,54798,40
2026-01-05,32998,28755,50998,40
2026-01-06,27975,24145,46616,40
2026-01-07,25972,22253,43306,40
2026-01-08,29393,25481,45896,40
2026-01-09,30952,26979,47438,40
2026-01-10,29075,25156,48830,40
2026-01-11,32010,27767,50640,40
2026-01-12,30082,26368,45369,40
2026-01-13,24600,21189,39750,40
2026-01-14,25575,22100,40340,40
2026-01-15,28895,25062,44183,40
2026-01-16,32131,28172,47312,40
2026-01-17,28434,24652,47543,40
2026-01-18,31633,27540,50044,40
2026-01-19,31045,27249,46364,40
2026-01-20,25351,21988,40294,40
2026-01-21,26299,22906,40396,40
2026-01-22,29785,26155,44580,40
2026-01-23,32555,28798,47506,40
2026-01-24,28322,24692,47434,40
2026-01-25,31103,27201,47545,40
2026-01-26,29950,26303,43418,40
2026-01-27,25141,21880,39447,40
2026-01-28,25924,22512,40341,40
2026-01-29,29469,25744,44241,40
2026-01-30,33045,29056,48173,40
2026-01-31,28998,25207,48154,40
2026-02-01,33050,28975,50250,40
2026-02-02,31981,28219,46810,40
2026-02-03,25959,22612,40873,40
2026-02-04,26733,23406,41393,40
2026-02-05,30309,26693,45455,40
2026-02-06,33569,29759,48990,40
2026-02-07,31233,27542,50998,40
2026-02-08,33643,29663,51202,40
2026-02-09,32897,29233,47097,40
2026-02-10,27020,23695,42408,40
2026-02-11,28169,24729,43436,40
2026-02-12,31384,27687,46357,40
2026-02-13,36096,32194,51250,40
2026-02-14,33965,30142,52897,40
2026-02-15,34404,30330,52694,40
2026-02-16,33990,30114,48682,40
2026-02-17,28512,25052,43675,40
2026-02-18,28937,25556,43919,40
2026-02-19,32010,28394,47467,40
2026-02-20,34912,31151,49696,40
2026-02-21,33608,29932,52245,40
2026-02-22,35832,31933,53194,40
2026-02-23,34148,30579,48290,40
2026-02-24,28628,25431,42907,40
2026-02-25,29342,26132,44048,40
2026-02-26,32801,29261,47792,40
2026-02-27,35978,32225,51249,40
2026-02-28,32270,28933,48996,40
2026-03-01,33903,30696,46529,40
2026-03-02,33161,30074,42911,40
2026-03-03,28380,25634,39500,40
2026-03-04,29288,26478,40503,40
2026-03-05,32723,29594,44325,40
2026-03-06,35731,32220,48181,40
2026-03-07,32567,29162,48972,40
2026-03-08,34953,31504,49901,40
2026-03-09,34369,31081,46439,40
2026-03-10,29352,26437,42063,40
2026-03-11,29869,26984,42413,40
2026-03-12,31469,28373,43991,40
2026-03-13,34976,31551,47272,40
2026-03-14,32220,28838,48722,40
2026-03-15,34450,30989,49273,40
2026-03-16,34231,30931,45938,40
2026-03-17,29649,26633,42286,40
2026-03-18,30146,27078,43364,40
2026-03-19,33677,30349,46591,40
2026-03-20,36292,32638,48823,40
2026-03-21,32639,28989,49793,40
2026-03-22,35060,31323,50107,40
2026-03-23,35132,31467,47719,40
2026-03-24,30176,26903,43419,40
2026-03-25,30961,27626,44712,40
2026-03-26,34139,30654,47271,40
2026-03-27,37389,33450,51096,40
2026-03-28,34521,30670,53694,40
2026-03-29,37969,34165,55748,40
2026-03-30,38250,34300,53881,40
2026-03-31,37120,33188,52956,40
2026-04-01,38175,34132,54575,40
2026-04-02,39875,35913,55864,40
2026-04-03,39414,35223,56145,40
2026-04-04,37374,33214,58566,40
2026-04-05,37721,33746,56239,40
2026-04-06,38921,34887,55610,40
2026-04-07,37821,34011,53568,40
2026-04-08,38025,34057,54171,40
2026-04-09,39467,35463,55507,40
2026-04-10,38203,34020,54373,40
2026-04-11,38627,34310,59911,40
2026-04-12,40108,35849,59272,40
2026-04-13,37866,33835,53795,40
2026-04-14,36118,32306,51518,40
2026-04-15,36372,32473,51449,40
2026-04-16,37905,33947,52678,40
2026-04-17,39246,35093,54624,40
2026-04-18,37390,33188,58638,40
2026-04-19,39582,35335,57906,40
2026-04-20,39515,35444,54749,40
2026-04-21,37133,33315,52751,40
2026-04-22,37734,33890,53123,40
2026-04-23,39981,35997,55208,40
2026-04-24,40733,36566,56134,40
2026-04-25,37763,33476,59258,40
2026-04-26,40094,35710,59244,40
2026-04-27,39517,35457,54773,40
2026-04-28,37316,33466,53344,40
2026-04-29,38518,34368,54857,40
2026-04-30,41178,36780,58027,40
2026-05-01,41449,37004,60150,40
2026-05-02,39113,34744,62640,40
2026-05-03,42111,37463,63077,40
2026-05-04,41638,37258,58985,40
2026-05-05,39188,35181,56855,40
2026-05-06,39631,35539,57293,40
2026-05-07,41398,37193,58102,40
2026-05-08,42387,37962,60742,40
2026-05-09,40004,35549,63745,40
2026-05-10,42315,37635,62987,40
2026-05-11,40820,36424,58894,40
2026-05-12,38491,34494,56012,40
2026-05-13,41205,36912,59760,40
2026-05-14,41186,36732,59850,40
2026-05-15,41709,37206,61101,40
2026-05-16,40454,35895,64852,40
2026-05-17,43740,38939,65854,40
2026-05-18,42489,38023,61009,40
2026-05-19,40118,35785,58451,40
2026-05-20,41124,36636,60264,40
2026-05-21,43480,38830,62314,40
2026-05-22,45572,40801,65287,40
2026-05-23,43030,38011,68576,40
2026-05-24,43812,38632,66943,40
2026-05-25,43807,38951,64124,40
2026-05-26,42090,37534,61426,40
2026-05-27,42396,37850,62712,40
2026-05-28,44208,39485,63616,40
2026-05-29,45564,40587,66285,40
2026-05-30,43622,38571,70092,40
2026-05-31,45719,40391,69833,40
2026-06-01,45513,40317,66035,40
2026-06-02,42273,37465,62990,40
2026-06-03,43955,38878,65034,40
2026-06-04,45359,40202,66194,40
2026-06-05,46452,41239,67387,40
2026-06-06,43964,38733,70131,40
2026-06-07,46651,41226,70370,40
2026-06-08,46148,41121,66197,40
2026-06-09,43364,38690,63434,40
2026-06-10,44207,39310,64824,40
2026-06-11,45442,40358,65322,40
2026-06-12,46563,41363,67126,40
2026-06-13,43966,38721,69990,40
2026-06-14,46743,41273,69344,40
2026-06-15,46205,41021,66926,40
2026-06-16,43983,39105,65087,40
2026-06-17,45389,40297,66890,40
2026-06-18,46269,41090,66640,40
2026-06-19,47404,42038,68911,40
2026-06-20,45001,39582,71911,40
2026-06-21,46684,41116,71019,40
2026-06-22,46381,41109,68361,40
2026-06-23,44887,39814,66203,40
2026-06-24,45834,40554,68095,40
2026-06-25,46920,41516,68340,40
2026-06-26,48265,42692,70467,40
2026-06-27,45141,39645,71208,40
2026-06-28,47387,41615,72468,40
2026-06-29,46744,41313,69512,40
2026-06-30,45878,40407,68405,40
2026-07-01,46635,40850,70956,40
2026-07-02,47999,42114,71344,40
2026-07-03,48677,42862,72529,40
2026-07-04,46751,40898,74613,40
2026-07-05,47515,41442,73921,40
2026-07-06,47971,42222,71887,40
2026-07-07,46520,40897,70409,40
2026-07-08,47643,41691,72067,40
2026-07-09,47944,42029,71312,40
2026-07-10,49067,43092,72876,40
2026-07-11,46949,41018,74291,40
2026-07-12,48502,42374,73545,40
2026-07-13,47804,41929,72071,40
2026-07-14,46582,40767,70415,40
2026-07-15,47282,41292,72615,40
2026-07-16,48004,41984,71884,40
2026-07-17,48723,42706,73109,40
2026-07-18,47193,41220,74613,40
2026-07-19,48133,42022,73854,40
2026-07-20,48330,42336,72123,40
2026-07-21,46996,41128,71268,40
2026-07-22,47894,41879,73390,40
2026-07-23,48061,42061,72165,40
2026-07-24,49173,43101,72690,40
2026-07-25,47595,41564,75796,40
2026-07-26,48668,42427,74653,40
2026-07-27,48387,42380,72362,40
2026-07-28,46864,40959,71286,40
2026-07-29,47729,41618,73212,40
2026-07-30,48270,42127,72636,40
2026-07-31,49023,42865,73415,40
2026-08-01,47965,41751,76187,40
2026-08-02,48731,42418,75190,40
2026-08-03,48034,41918,72484,40
2026-08-04,46529,40561,71435,40
2026-08-05,47173,41005,73231,40
2026-08-06,47681,41593,71896,40
2026-08-07,48722,42499,73006,40
2026-08-08,47175,41062,75075,40
2026-08-09,48438,42116,74611,40
2026-08-10,47648,41556,71122,40
2026-08-11,46403,40399,70804,40
2026-08-12,46742,40584,71930,40
2026-08-13,47647,41525,71061,40
2026-08-14,48709,42519,72664,40
2026-08-15,46873,40767,74781,40
2026-08-16,48470,42036,74447,40
2026-08-17,47817,41665,71320,40
2026-08-18,46307,40361,70126,40
2026-08-19,47104,40907,71292,40
2026-08-20,47469,41356,70888,40
2026-08-21,48706,42415,72713,40
2026-08-22,46960,40748,75573,40
2026-08-23,48609,42267,73936,40
2026-08-24,47512,41398,70693,40
2026-08-25,46867,40838,71044,40
2026-08-26,47262,41086,72019,40
2026-08-27,47839,41698,71036,40
2026-08-28,48232,41997,71143,40
2026-08-29,47149,40928,74796,40
2026-08-30,48826,42483,74987,40
2026-08-31,48217,42141,71554,40
2026-09-01,46384,40564,70227,40
2026-09-02,46702,40808,70199,40
2026-09-03,47577,41561,70496,40
2026-09-04,48384,42415,70657,40
2026-09-05,45693,39746,73898,40
2026-09-06,48037,41909,73626,40
2026-09-07,47648,41812,70915,40
2026-09-08,42751,37243,64654,40
2026-09-09,46893,40980,71577,40
2026-09-10,47667,41748,71308,40
2026-09-11,48107,42282,70686,40
2026-09-12,45047,39284,73228,40
2026-09-13,47639,41803,72549,40
