adsh,tag,version,ddate,qtrs,uom,segments,coreg,value,footnote
0000897101-10-000491,PreferredStockParOrStatedValuePerShare,us-gaap/2009,20100131,0,USD,,,1.0000,
0001193125-10-014549,PaymentsToAcquireLoansAndLeasesHeldForInvestment,us-gaap/2009,20091130,4,USD,,,7403826000.0000,
0001104659-10-010334,IncomeTaxExpenseBenefit,us-gaap/2009,20071231,4,USD,,,1185261000.0000,
0001274494-10-000007,ProceedsFromRepaymentsOfOtherDebt,us-gaap/2009,20071231,4,USD,,,49368000.0000,
0000950123-10-022850,OperatingIncomeLoss,us-gaap/2009,20100131,1,USD,,,391000000.0000,
0001047469-10-001549,PaymentsForProceedsFromOtherInvestingActivities,us-gaap/2009,20091231,4,USD,,,-3270000.0000,
0001193125-10-040916,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,us-gaap/2009,20071231,4,USD,,,-434000000.0000,
0000950123-10-017728,NonoperatingIncomeExpense,us-gaap/2009,20071231,4,USD,,,-21107000.0000,
0000096223-10-000004,NetCashProvidedByUsedInOperatingActivities,us-gaap/2009,20071231,4,USD,,,-18369000.0000,
0000950123-10-016384,LongTermDebtNoncurrent,us-gaap/2009,20081231,0,USD,,,545617000.0000,
0000950123-10-009185,LongTermDebtNoncurrent,us-gaap/2009,20090930,0,USD,,,1176933000.0000,
0001193125-10-040106,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20071231,4,USD,,,2492000000.0000,
0000950123-10-007737,GeneralAndAdministrativeExpense,us-gaap/2009,20081231,1,USD,,,105200000.0000,
0001047469-10-001465,SellingGeneralAndAdministrativeExpense,us-gaap/2009,20091231,4,USD,,,20674000000.0000,
0001193125-10-035246,LongTermDebt,us-gaap/2009,20081231,0,USD,,,3136998000.0000,
0001104659-10-010302,EffectOfExchangeRateOnCashAndCashEquivalents,us-gaap/2009,20091231,4,USD,,,9000000.0000,
0001193125-10-021715,DeferredRevenueAndCreditsNoncurrent,us-gaap/2009,20091231,0,USD,,,12132000.0000,
0000950123-10-016384,OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,us-gaap/2009,20071231,4,USD,,,-24183000.0000,
0001193125-10-036116,IncomeTaxExpenseBenefit,us-gaap/2009,20091231,4,USD,LegalEntity=ConsolidatedEdisonCoOfNewYorkInc;,ConsolidatedEdisonCoOfNewYorkInc,404000000.0000,
0001047469-10-001362,MinorityInterest,us-gaap/2009,20091231,0,USD,OperatingActivitiesSegment=SegmentInterGroupEliminations;,,0.0000,
0000909281-10-000028,PartnersCapitalAccountContributionFromGeneralPartner,0000909281-10-000028,20091231,4,USD,EquityComponents=NoncontrollingInterest;,,0.0000,
0001047469-10-001174,MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,us-gaap/2009,20091231,4,USD,EquityComponents=NoncontrollingInterest;,,45000000.0000,
0001193125-10-042642,CostOfGoodsAndServicesSold,us-gaap/2009,20081231,4,USD,Scenario=TruckAndOther;,,11736900000.0000,
0001157523-10-001218,DeferredTaxAssetsNetNoncurrent,us-gaap/2009,20091231,0,USD,BusinessSectors=Automotive;,,5663000000.0000,
0001193125-10-017029,TreasuryStockValueAcquiredCostMethod,us-gaap/2009,20090630,4,USD,,,6370000000.0000,
0001047469-10-001324,RepaymentsOfLongTermDebtAndCapitalSecurities,us-gaap/2009,20091231,4,USD,,,2678639000.0000,
0000004904-10-000018,RepaymentsOfLongTermDebt,us-gaap/2009,20091231,4,USD,,,816000000.0000,
0001193125-10-042347,ProvisionForLoanAndLeaseLosses,us-gaap/2009,20081231,4,USD,,,4560000000.0000,
0001047469-10-002121,ProvisionForLoanAndLeaseLosses,us-gaap/2009,20090131,4,USD,,,1251000000.0000,
0001193125-10-042425,TreasuryStockValueAcquiredCostMethod,us-gaap/2009,20071231,4,USD,,,9994000000.0000,
0001144204-10-009642,ProceedsFromSaleOfPropertyPlantAndEquipment,us-gaap/2009,20091231,4,USD,,,5000.0000,
0000950123-10-025998,ProceedsFromSaleOfPropertyPlantAndEquipment,us-gaap/2009,20090131,4,USD,,,44000000.0000,
0001193125-10-042025,PreferredStockSharesIssued,us-gaap/2009,20091231,0,shares,,,0.0000,
0001193125-10-044311,PaymentsToAcquireAvailableForSaleSecurities,us-gaap/2009,20081231,4,USD,,,10345000000.0000,
0001193125-10-044584,InterestExpense,us-gaap/2009,20071231,4,USD,,,220400000.0000,
0001047469-10-001356,PaymentsOfDividendsCommonStock,us-gaap/2009,20071231,4,USD,,,70399000.0000,
0001193125-10-028165,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,us-gaap/2009,20081231,4,USD,,,-278000000.0000,
0001193125-10-041685,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,us-gaap/2009,20091231,4,USD,,,-1251000000.0000,
0001193125-10-034180,PreferredStockParOrStatedValuePerShare,us-gaap/2009,20081231,0,USD,,,0.0000,
0001193125-10-059620,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,us-gaap/2009,20081231,4,USD,,,-803000.0000,
0001193125-10-038977,ProceedsFromRepaymentsOfShortTermDebtMaturingInThreeMonthsOrLess,us-gaap/2009,20091231,4,USD,,,-445711000.0000,
0001193125-10-036435,OperatingIncomeLoss,us-gaap/2009,20071231,4,USD,,,2395000000.0000,
0000950123-10-017267,IncomeTaxExpenseBenefit,us-gaap/2009,20091231,4,USD,,,359000000.0000,
0001047469-10-001549,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,us-gaap/2009,20071231,4,USD,,,-53905000.0000,
0001193125-10-040943,LoansInsurancePolicy,us-gaap/2009,20081231,0,USD,,,58096000.0000,
0001193125-10-038391,IncomeLossFromContinuingOperationsPerDilutedShare,us-gaap/2009,20071231,4,USD,,,3.7800,
0000950123-10-019013,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20091231,4,USD,,,76413000.0000,
0001104659-10-007860,DividendsCommonStock,us-gaap/2009,20071231,4,USD,,,107086000.0000,
0001047469-10-001607,StockholdersEquityOther,us-gaap/2009,20071231,4,USD,,,-4000000.0000,
0001193125-10-036866,GainLossOnDerivativeInstrumentsNetPretax,us-gaap/2009,20071231,4,USD,,,-35011000.0000,
0000950123-10-005134,EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,us-gaap/2009,20091231,1,USD,,,0.0000,
0000950123-10-021539,RestructuringCharges,us-gaap/2009,20071231,4,USD,,,0.0000,
0000950123-10-009307,IncomeLossFromEquityMethodInvestments,us-gaap/2009,20081231,1,USD,,,-16000000.0000,
0000950123-10-019173,CommonStockSharesAuthorized,us-gaap/2009,20081231,0,shares,,,200000000.0000,
0001031296-10-000011,CommonStockSharesAuthorized,us-gaap/2009,20081231,0,shares,,,375000000.0000,
0001193125-10-038766,EarningsPerShareDiluted,us-gaap/2009,20081231,4,USD,,,3.8000,
0000950123-10-019013,EarningsPerShareDiluted,us-gaap/2009,20071231,4,USD,,,4.3800,
0001193125-10-030342,RelatedPartyTransactionRevenuesFromTransactionsWithRelatedParty,us-gaap/2009,20071231,4,USD,,,646000000.0000,
0001193125-10-016470,ProceedsFromIssuanceOfOtherLongTermDebt,us-gaap/2009,20081130,4,USD,,,2243000000.0000,
0001061219-10-000011,RepurchaseOfRestrictedUnitsAndOptions,0001061219-10-000011,20071231,4,USD,PartnerTypeOfPartnersCapitalAccount=GeneralPartner;,,0.0000,
0001047469-10-001447,OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,us-gaap/2009,20081231,4,USD,EquityComponents=ComprehensiveIncome;,,-101700000.0000,
0001193125-10-025517,ComprehensiveIncomeNetOfTax,us-gaap/2009,20071231,4,USD,EquityComponents=Parent;,,139459000.0000,
0001193125-10-044365,OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,us-gaap/2009,20081231,4,USD,EquityComponents=Parent;,,-137900000.0000,
0001193125-10-038679,Liabilities,us-gaap/2009,20091231,0,USD,,,52985000000.0000,
0001193125-10-024165,GainLossOnSaleOfOtherAssets,us-gaap/2009,20081231,1,USD,,,-12064000.0000,
0001193125-10-042883,DividendsCash,us-gaap/2009,20081231,4,USD,,,1189000000.0000,
0001140361-10-008295,DeferredTaxAssetsNetNoncurrent,us-gaap/2009,20091231,0,USD,,,120000000.0000,
0000096223-10-000004,ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,us-gaap/2009,20081231,4,USD,,,-1828000.0000,
0001047469-10-001018,Goodwill,us-gaap/2009,20071231,0,USD,,,10128841000.0000,
0001193125-10-044723,LiabilitiesAndStockholdersEquity,us-gaap/2009,20091231,0,USD,,,4849110000.0000,
0001193125-10-014549,Goodwill,us-gaap/2009,20091130,0,USD,,,255421000.0000,
0001104659-10-010302,FiniteLivedIntangibleAssetsNet,us-gaap/2009,20091231,0,USD,,,312500000.0000,
0001047469-10-000972,LiabilitiesAndStockholdersEquity,us-gaap/2009,20081231,0,USD,,,109632000000.0000,
0001047469-10-001515,DepreciationAndAmortization,us-gaap/2009,20091231,4,USD,,,589100000.0000,
0000950123-10-015756,DeferredPolicyAcquisitionCostsAndValueOfBusinessAcquired,us-gaap/2009,20091231,0,USD,,,10686000000.0000,
0000950123-10-018286,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2009,20071231,4,USD,,,6038000.0000,
0001193125-10-037173,AssetImpairmentCharges,us-gaap/2009,20081231,4,USD,,,223000000.0000,
0001193125-10-042908,IntangibleAssetsNetExcludingGoodwill,us-gaap/2009,20081231,0,USD,,,511000000.0000,
0001193125-10-042948,AmortizationOfIntangibleAssets,us-gaap/2009,20081231,4,USD,,,473000000.0000,
0001047469-10-001574,AccruedLiabilitiesCurrent,us-gaap/2009,20081231,0,USD,,,765386000.0000,
0001140361-10-007829,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2009,20091231,0,USD,,,-394800000.0000,
0001193125-10-040500,DeferredTaxLiabilitiesNoncurrent,us-gaap/2009,20091231,0,USD,,,0.0000,
0001047469-10-001536,Assets,us-gaap/2009,20081231,0,USD,,,24958495000.0000,
0001193125-10-023271,Assets,us-gaap/2009,20090331,0,USD,,,6721400000.0000,
0001193125-10-043126,DeferredIncomeTaxExpenseBenefit,us-gaap/2009,20071231,4,USD,,,-91000000.0000,
0001157523-10-001176,StockholdersEquity,us-gaap/2009,20071231,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-152197000.0000,
0001193125-10-034034,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,us-gaap/2009,20081231,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-10300000.0000,
0001193125-10-044311,StockIssuedDuringPeriodSharesShareBasedCompensation,us-gaap/2009,20081231,4,shares,EquityComponents=CommonStockShares;,,5000000.0000,
0001193125-10-061876,NetIncomeLoss,us-gaap/2009,20070930,4,USD,EquityComponents=ComprehensiveIncome;,,94578000.0000,
0000950123-10-013437,MinorityInterestDecreaseFromRedemptions,us-gaap/2009,20071231,4,USD,EquityComponents=NoncontrollingInterest;,,-14000000.0000,
0001193125-10-043405,OtherComprehensiveIncomeAmortizationOfDefinedBenefitPlanNetPriorServiceCostRecognizedInNetPeriodicPensionCostNetOfTax,us-gaap/2009,20081231,4,USD,TotalComprehensiveIncomeComponents=TotalComprehensiveIncome;,,900000.0000,
0001193125-10-025949,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20091231,1,USD,EquityComponents=NoncontrollingInterest;,,-3000000.0000,
0000950123-10-017728,NoncontrollingInterestActivities,0000950123-10-017728,20081231,4,USD,EquityComponents=NoncontrollingInterest;,,2816000.0000,
0001193125-10-043173,DividendsCommonStockCash,us-gaap/2009,20071231,4,USD,EquityComponents=RetainedEarnings;,,301000000.0000,
0000086521-10-000019,DueFromAffiliateCurrent,us-gaap/2009,20081231,0,USD,LegalEntity=SanDiegoGasAndElectricCompanyAndSubsidiary;,SanDiegoGasAndElectricCompanyAndSubsidiary,29000000.0000,
0001104659-10-008164,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2009,20081231,4,USD,EquityComponents=AdditionalPaidInCapital;,,1891000.0000,
0000950123-10-018122,RrpStockGranted,0000950123-10-018122,20091231,4,USD,EquityComponents=AdditionalPaidInCapital;,,-6771000.0000,
0000950123-10-019490,StockGrantedDuringPeriodSharesSharebasedCompensation,us-gaap/2009,20081231,4,shares,EquityComponents=CommonStock;,,12753.0000,
0001193125-10-043155,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,us-gaap/2009,20091231,4,USD,EquityComponents=AdditionalPaidInCapital;,,17000000.0000,
0000950123-10-018679,MandatoryConvertiblePreferredStockSharesAuthorized,0000950123-10-018679,20091231,0,shares,,,11500000.0000,
0000950123-10-017084,EmployeeStockPlans,0000950123-10-017084,20071231,4,USD,,,23300000.0000,
0000950123-10-009025,ProfitLoss,us-gaap/2009,20080331,1,USD,,,151500000.0000,
0001193125-10-030603,ReimbursementRevenue,us-gaap/2009,20071231,4,USD,,,8575000000.0000,
0001193125-10-037170,PaymentsForRepurchaseOfPreferredStockAndPreferenceStock,us-gaap/2009,20081231,4,USD,,,0.0000,
0000950123-10-019343,InterestExpenseNet,0000950123-10-019343,20081231,4,USD,,,64285000.0000,
0001047469-10-000972,OtherOperatingActivities,0001047469-10-000972,20091231,4,USD,,,-614000000.0000,
0001193125-10-040142,PaymentsForRepurchaseOfCommonStock,us-gaap/2009,20091231,4,USD,,,1124000.0000,
0001004980-10-000015,RepaymentsOfLongTermDebt,us-gaap/2009,20071231,4,USD,,,0.0000,
0000029915-10-000024,MinorityInterestDecreaseFromRedemptions,us-gaap/2009,20091231,4,USD,,,0.0000,
0001193125-10-041666,OtherLiabilities,us-gaap/2009,20081231,0,USD,,,42516000000.0000,
0001047469-10-001605,OtherNonoperatingIncome,us-gaap/2009,20071231,4,USD,,,89000000.0000,
0001193125-10-038642,OtherLiabilitiesNoncurrent,us-gaap/2009,20081231,0,USD,,,547930000.0000,
0001193125-10-023041,ProceedsFromStockPlans,us-gaap/2009,20071231,4,USD,,,148000000.0000,
0001104659-10-013535,PaymentsToAcquireBusinessesNetOfCashAcquired,us-gaap/2009,20100131,1,USD,,,12000000.0000,
0000950123-10-008370,AmortizationOfPurchasedIntangibleAssets,0000950123-10-008370,20071231,4,USD,,,14512000.0000,
0000941548-10-000015,NetCashProvidedByUsedInFinancingActivities,us-gaap/2009,20091231,4,USD,,,-169290000.0000,
0000950123-10-014528,PropertyPlantAndEquipmentNet,us-gaap/2009,20081231,0,USD,,,728200000.0000,
0000922224-10-000012,PublicUtilitiesPropertyPlantAndEquipmentOtherPropertyPlantAndEquipment,us-gaap/2009,20081231,0,USD,,,156000000.0000,
0001193125-10-017029,PaymentsOfDividends,us-gaap/2009,20090630,4,USD,,,5044000000.0000,
0000950123-10-019101,IncomeTaxExpenseBenefit,us-gaap/2009,20100131,2,USD,,,4000000.0000,
0001047469-10-001666,PaymentsOfDividendsMinorityInterest,us-gaap/2009,20091231,4,USD,,,17000000.0000,
0001193125-10-012091,NonoperatingIncomeExpense,us-gaap/2009,20080930,4,USD,,,620000000.0000,
0000104207-10-000005,OperatingIncomeLoss,us-gaap/2009,20091130,1,USD,,,797000000.0000,
0000950123-10-025998,EffectOfExchangeRateOnCashAndCashEquivalents,us-gaap/2009,20080131,4,USD,,,152000000.0000,
0001193125-10-044876,EarningsPerShareDiluted,us-gaap/2009,20091231,4,USD,,,0.6100,
0001193125-10-042908,IncreaseDecreaseInAccountsPayable,us-gaap/2009,20071231,4,USD,,,-37000000.0000,
0001193125-10-044002,RestrictedCashAndCashEquivalentsAtCarryingValue,us-gaap/2009,20091231,0,USD,,,53000000.0000,
0000950123-10-014515,ProceedsFromLongTermLinesOfCredit,us-gaap/2009,20071231,4,USD,,,142500000.0000,
0001193125-10-067178,IncomeLossFromDiscontinuedOperationsNetOfTax,us-gaap/2009,20080131,4,USD,,,185000000.0000,
0001193125-10-040826,EquityMethodInvestmentDividendsOrDistributions,us-gaap/2009,20091231,4,USD,,,12676000.0000,
0001193125-10-036181,CommonStockParOrStatedValuePerShare,us-gaap/2009,20091231,0,USD,,,0.0010,
0001193125-10-071527,CashAndCashEquivalentsAtCarryingValue,us-gaap/2009,20100131,0,USD,,,3011000000.0000,
0001193125-10-015411,CashAndCashEquivalentsAtCarryingValue,us-gaap/2009,20081231,0,USD,,,871500000.0000,
0000096223-10-000004,DeferredTaxAssetsNetNoncurrent,us-gaap/2009,20091231,0,USD,,,0.0000,
0000950123-10-015829,InvestmentIncomeInterest,us-gaap/2009,20091231,4,USD,,,19000000.0000,
0001193125-10-040148,InvestmentIncomeInterest,us-gaap/2009,20081231,4,USD,,,33515000.0000,
0001047469-10-001515,DerivativeAssetsNoncurrent,us-gaap/2009,20091231,0,USD,,,633900000.0000,
0001047469-10-001674,CostsAndExpenses,us-gaap/2009,20071231,4,USD,,,2183940000.0000,
0001104659-10-017012,IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,us-gaap/2009,20071231,4,USD,,,0.0900,
0001104659-10-010102,DepreciationDepletionAndAmortization,us-gaap/2009,20081231,4,USD,,,211000000.0000,
0001193125-10-042964,DepreciationDepletionAndAmortization,us-gaap/2009,20081231,4,USD,,,489716000.0000,
0001193125-10-041685,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,us-gaap/2009,20091231,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,78000000.0000,
0001193125-10-042997,OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,us-gaap/2009,20081231,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-28200000.0000,
0001047469-10-001362,DerivativeLiabilitiesCurrent,us-gaap/2009,20081231,0,USD,OperatingActivitiesSegment=SegmentLibertyEntertainment;,,0.0000,
0000086521-10-000019,DueToAffiliateCurrent,us-gaap/2009,20081231,0,USD,LegalEntity=ParentCompany;,ParentCompany,38000000.0000,
0001193125-10-040605,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20071231,0,USD,EquityComponents=TreasuryStock;,,0.0000,
0000950123-10-017899,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20091231,0,USD,EquityComponents=TreasuryStock;,,-33000000.0000,
0001193125-10-044592,TreasuryStockValueAcquiredCostMethod,us-gaap/2009,20091231,4,USD,EquityComponents=TreasuryStock;,,15800000.0000,
0001193125-10-043086,StockIssuedDuringPeriodSharesEmployeeStockPurchasePlans,us-gaap/2009,20071231,4,shares,EquityComponents=TreasuryStock;,,2000000.0000,
0001193125-10-036481,StockholdersEquity,us-gaap/2009,20081231,0,USD,EquityComponents=PreferredStock;,,1883000000.0000,
0001193125-10-023280,TotalDeferredCreditsAndOtherLiabilities,0001193125-10-023280,20091231,0,USD,LegalEntity=ExelonGenerationCoLLC;,ExelonGenerationCoLLC,10385000000.0000,
0001193125-10-040605,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20061231,0,USD,EquityComponents=AccumulatedDefinedBenefitPlansAdjustment;,,-56000000.0000,
0000909281-10-000028,OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,us-gaap/2009,20091231,4,USD,EquityComponents=CommonUnits;,,0.0000,
0001004980-10-000015,CumulativeEffectOfInitialAdoptionOfFIN48,us-gaap/2009,20071231,4,USD,EquityComponents=Parent;,,-18000000.0000,
0001140361-10-007829,ProfitLoss,us-gaap/2009,20091231,4,USD,PartnerCapitalComponents=CapitalUnits;,,229000000.0000,
0001451505-10-000023,StockholdersEquityOther,us-gaap/2009,20071231,4,USD,EquityComponents=Parent;,,71000000.0000,
0000950123-10-016612,NetIncomeLossAttributableToNoncontrollingInterest,us-gaap/2009,20081231,4,USD,EquityComponents=NoncontrollingInterest;,,2000000.0000,
0001398432-10-000148,PreferredStockSharesAuthorized,us-gaap/2009,20091231,0,shares,ClassOfStock=SeriesFPreferredStock;,,700000.0000,
0001193125-10-043667,MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,us-gaap/2009,20071231,4,USD,EquityComponents=NoncontrollingInterest;,,144000.0000,
0001193125-10-041024,InvestmentTaxCredit,us-gaap/2009,20071231,4,USD,LegalEntity=PotomacElectricPowerCo;,PotomacElectricPowerCo,-2000000.0000,
0000950123-10-029721,DividendsCommonStockCash,us-gaap/2009,20091231,4,JPY,EquityComponents=RetainedEarnings;,,-135793000000.0000,
0001193125-10-041024,PaymentsToAcquirePropertyPlantAndEquipment,us-gaap/2009,20071231,4,USD,LegalEntity=DelmarvaPowerLightCo;,DelmarvaPowerLightCo,133000000.0000,
0001140361-10-007923,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20071231,0,USD,EquityComponents=AdditionalPaidInCapital;,,931000000.0000,
0001193125-10-068386,StockIssuedDuringPeriodValueShareBasedCompensation,us-gaap/2009,20090131,4,USD,EquityComponents=CommonStock;,,0.0000,
0001104659-10-008164,AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,us-gaap/2009,20091231,4,USD,EquityComponents=AdditionalPaidInCapital;,,118000.0000,
0000950123-10-017258,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20091231,0,USD,EquityComponents=AdditionalPaidInCapital;,,874000000.0000,
0000950123-10-021539,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2009,20081231,4,USD,EquityComponents=AdditionalPaidInCapital;,,5858000.0000,
0000950123-10-010126,StockholdersEquity,us-gaap/2009,20081231,0,USD,EquityComponents=AdditionalPaidInCapital;,,9645000000.0000,
0001193125-10-040500,StockIssuedDuringPeriodSharesAcquisitions,us-gaap/2009,20081231,4,shares,EquityComponents=CommonStock;,,62000.0000,
0000950123-10-029845,SharesIssued,us-gaap/2009,20080131,0,shares,EquityComponents=CommonStock;,,427950000.0000,
0000950123-10-019484,PaymentsToMinorityShareholders,us-gaap/2009,20091231,4,USD,,,48000000.0000,
0000950123-10-015824,PrepaymentsAndOtherCurrentAssets,0000950123-10-015824,20081231,0,USD,,,147000000.0000,
0001193125-10-045994,SharesOutstanding,0001193125-10-045994,20081231,0,shares,EquityComponents=CommonStock;,,590700000.0000,
0000950123-10-018180,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20091231,0,USD,EquityComponents=AdditionalPaidInCapital;,,3957000000.0000,
0001193125-10-042347,ESOPLoanPayment,0001193125-10-042347,20071231,4,USD,EquityComponents=AdditionalPaidInCapital;,,2000000.0000,
0001193125-10-044002,ProfitLoss,us-gaap/2009,20091231,4,USD,,,-258000000.0000,
0000950123-10-009905,NetCashProvidedByUsedInContinuingOperations,0000950123-10-009905,20081231,1,USD,,,-28200000.0000,
0001193125-10-038766,StockIssuedDuringPeriodValueEmployeeSavingsAndIncentivePlans,0001193125-10-038766,20071231,4,USD,,,323000000.0000,
0001193125-10-020834,IncomeLossFromContinuingOperationsBeforeIncomeTaxesAndMinorityInterest,0001193125-10-020834,20081231,1,USD,,,953000000.0000,
0000950123-10-030079,PurchasesSecuritiesAndOtherInvestments,0000950123-10-030079,20071231,4,USD,,,10132700000.0000,
0001193125-10-032428,LongTermDebtUnamortizedDebtDiscountAndOtherCurrent,0001193125-10-032428,20091231,0,USD,,,266000000.0000,
0001047469-10-001604,TaxesPayableCurrent,us-gaap/2009,20091231,0,USD,,,186000000.0000,
0000950123-10-030164,SeniorLongTermNotes,us-gaap/2009,20100131,0,USD,,,447343000.0000,
0001193125-10-042425,StockholdersEquity,us-gaap/2009,20091231,0,USD,,,90014000000.0000,
0000060667-10-000064,ProfitLoss,us-gaap/2009,20090131,4,USD,,,2195000000.0000,
0001193125-10-025522,MineClosingLiabilityNoncurrent,0001193125-10-025522,20081231,0,USD,,,404629000.0000,
0000277135-10-000011,StockholdersEquity,us-gaap/2009,20081231,0,USD,,,2033805000.0000,
0000950123-10-015194,ProceedsFromLongTermLoansRelatedParties,0000950123-10-015194,20091231,4,USD,,,418000000.0000,
0001047469-10-001324,PreferredStockSharesOutstanding,us-gaap/2009,20081231,0,shares,,,796948.0000,
0001104659-10-006102,TreasuryStockValue,us-gaap/2009,20081231,0,USD,,,221500000.0000,
0001193125-10-039013,PaymentsOfFinancingCosts,us-gaap/2009,20091231,4,USD,,,232200000.0000,
0001144204-10-009164,TreasuryStockValue,us-gaap/2009,20091231,0,USD,,,532019000.0000,
0001370368-10-000015,OtherAssetsEncumbered,0001370368-10-000015,20091231,0,CHF,,,975000000.0000,
0000950123-10-018432,NetGainsImpairmentOnDispositionsDevelopmentPropertiesAndLand,0000950123-10-018432,20071231,4,USD,,,28721000.0000,
0000950123-10-019392,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,us-gaap/2009,20081231,4,USD,,,0.0000,
0000930413-10-001062,TreasuryStockShares,us-gaap/2009,20081231,0,shares,,,117156719000.0000,
0001193125-10-041620,UnrealizedGainsLossesIncludedInCostOfFuelElectricityAndOtherProducts,0001193125-10-041620,20081231,4,USD,,,54000000.0000,
0001193125-10-043015,WeightedAverageNumberBasicDilutedSharesOutstanding,0001193125-10-043015,20071231,4,shares,,,840523000.0000,
0001193125-10-040826,RealEstateRecordedUponConsolidation,0001193125-10-040826,20091231,4,USD,,,0.0000,
0001041061-10-000011,ProceedsFromShortTermDebtMaturingInMoreThanThreeMonths,us-gaap/2009,20071231,4,USD,,,1000000.0000,
0001047469-10-001356,NetIncomeLossAttributableToNoncontrollingInterest,us-gaap/2009,20091231,4,USD,,,47986000.0000,
0001193125-10-042997,NetCashProvidedByUsedInInvestingActivities,us-gaap/2009,20071231,4,USD,,,-1178200000.0000,
0001193125-10-044679,ProceedsFromShortTermDebt,us-gaap/2009,20091231,4,USD,,,1341000.0000,
0001047469-10-001456,CommitmentsAndContingenciesbs,0001047469-10-001456,20081231,0,USD,,,,
0000950123-10-009307,OtherNonoperatingIncomeExpense,us-gaap/2009,20091231,3,USD,,,52000000.0000,
0001193125-10-041666,ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,us-gaap/2009,20071231,4,USD,,,1558000000.0000,
0001004155-10-000016,OtherPostretirementDefinedBenefitPlanLiabilitiesNoncurrent,us-gaap/2009,20081231,0,USD,,,46000000.0000,
0001193125-10-025672,ResearchAndDevelopmentExpense,us-gaap/2009,20081231,1,USD,,,36978000.0000,
0000045012-10-000085,IncreaseDecreaseInReceivables,us-gaap/2009,20091231,4,USD,,,869000000.0000,
0001193125-10-033939,IncreaseDecreaseInReceivables,us-gaap/2009,20081231,4,USD,,,4000000.0000,
0001047469-10-001535,IncreaseDecreaseInReceivables,us-gaap/2009,20081231,4,USD,,,151000000.0000,
0001047469-10-001604,IncreaseDecreaseInOtherOperatingLiabilities,us-gaap/2009,20071231,4,USD,,,195000000.0000,
0000950123-10-018789,StockIssuedDuringPeriodValueAcquisitions,us-gaap/2009,20081231,4,USD,EquityComponents=AdditionalPaidInCapital;,,58000000.0000,
0000950123-10-019343,StockholdersEquity,us-gaap/2009,20091231,0,USD,EquityComponents=AdditionalPaidInCapital;,,1721230000.0000,
0001104659-10-010697,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20090131,0,USD,,,6559700000.0000,
