name,period,value
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2017-10,1073590.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2017-11,661329.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2017-12,954832.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2018-01,615723.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2018-02,648003.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2018-03,1057124.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2018-04,1058606.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2018-05,1161416.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2018-06,1924422.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2018-07,3409285.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2018-08,4404736.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2018-09,2085158.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2018-10,1044060.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2018-11,734863.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2018-12,960547.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2019-01,598954.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2019-02,623450.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2019-03,830914.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2019-04,1324421.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2019-05,1246123.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2019-06,2025538.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2019-07,3374071.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2019-08,4581486.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2019-09,2034461.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2019-10,967028.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2019-11,732923.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2019-12,926390.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2020-01,662623.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2020-02,726154.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2020-03,282699.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2020-04,0.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2020-05,
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2020-06,382767.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2020-07,2320686.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2020-08,3907502.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2020-09,1482058.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2020-10,721181.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2020-11,
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2020-12,445582.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2021-01,388882.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2021-02,370833.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2021-03,528702.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2021-04,652571.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2021-05,897734.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2021-06,1911764.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2021-07,4223363.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2021-08,5725927.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2021-09,2458215.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2021-10,1444935.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2021-11,820919.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2021-12,1115504.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2022-01,790109.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2022-02,832696.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2022-03,872941.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2022-04,1546995.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2022-05,1391023.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2022-06,2432405.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2022-07,3947549.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2022-08,4928402.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2022-09,2303593.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2022-10,1310261.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2022-11,826927.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2022-12,1119920.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2023-01,866324.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2023-02,899278.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2023-03,943800.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2023-04,1735269.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2023-05,1393520.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2023-06,2191405.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2023-07,3791070.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2023-08,4807466.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2023-09,2170503.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2023-10,1331671.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2023-11,834871.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2023-12,1158371.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2024-01,828460.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2024-02,886828.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2024-03,1323682.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2024-04,1096926.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2024-05,1476014.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2024-06,2298428.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2024-07,3612151.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2024-08,4578465.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2024-09,2282830.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2024-10,1190161.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2024-11,913674.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2024-12,1090157.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2025-01,782209.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2025-02,802387.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2025-03,976823.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2025-04,1504204.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2025-05,1540254.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2025-06,2573868.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2025-07,3665957.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2025-08,4695213.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2025-09,2325896.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2025-10,1296886.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2025-11,967379.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2025-12,1140596.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2026-01,842541.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2026-02,800684.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2026-03,1143577.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2026-04,1582630.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2026-05,1717988.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2026-06,2621469.0
National. National. Holiday apartments. Overnight stays. Residents in Spain.,2026-07,3806646.0
National. National. Holiday apartments. Overnight stays. Total.,2009-12,3542175.0
National. National. Holiday apartments. Overnight stays. Total.,2010-01,3302242.0
National. National. Holiday apartments. Overnight stays. Total.,2010-02,3452486.0
National. National. Holiday apartments. Overnight stays. Total.,2010-03,3911769.0
National. National. Holiday apartments. Overnight stays. Total.,2010-04,3456666.0
National. National. Holiday apartments. Overnight stays. Total.,2010-05,4017444.0
National. National. Holiday apartments. Overnight stays. Total.,2010-06,5356871.0
National. National. Holiday apartments. Overnight stays. Total.,2010-07,8519893.0
National. National. Holiday apartments. Overnight stays. Total.,2010-08,10311195.0
National. National. Holiday apartments. Overnight stays. Total.,2010-09,5947369.0
National. National. Holiday apartments. Overnight stays. Total.,2010-10,4325333.0
National. National. Holiday apartments. Overnight stays. Total.,2010-11,3333720.0
National. National. Holiday apartments. Overnight stays. Total.,2010-12,3356308.0
National. National. Holiday apartments. Overnight stays. Total.,2011-01,3529696.0
National. National. Holiday apartments. Overnight stays. Total.,2011-02,3567911.0
National. National. Holiday apartments. Overnight stays. Total.,2011-03,4022660.0
National. National. Holiday apartments. Overnight stays. Total.,2011-04,4163431.0
National. National. Holiday apartments. Overnight stays. Total.,2011-05,4112626.0
National. National. Holiday apartments. Overnight stays. Total.,2011-06,5866590.0
National. National. Holiday apartments. Overnight stays. Total.,2011-07,9126037.0
National. National. Holiday apartments. Overnight stays. Total.,2011-08,10914757.0
National. National. Holiday apartments. Overnight stays. Total.,2011-09,6573135.0
National. National. Holiday apartments. Overnight stays. Total.,2011-10,4634139.0
National. National. Holiday apartments. Overnight stays. Total.,2011-11,3635782.0
National. National. Holiday apartments. Overnight stays. Total.,2011-12,3602349.0
National. National. Holiday apartments. Overnight stays. Total.,2012-01,3692329.0
National. National. Holiday apartments. Overnight stays. Total.,2012-02,3676875.0
National. National. Holiday apartments. Overnight stays. Total.,2012-03,3997765.0
National. National. Holiday apartments. Overnight stays. Total.,2012-04,3773135.0
National. National. Holiday apartments. Overnight stays. Total.,2012-05,3933046.0
National. National. Holiday apartments. Overnight stays. Total.,2012-06,5803031.0
National. National. Holiday apartments. Overnight stays. Total.,2012-07,9076613.0
National. National. Holiday apartments. Overnight stays. Total.,2012-08,10683874.0
National. National. Holiday apartments. Overnight stays. Total.,2012-09,6641927.0
National. National. Holiday apartments. Overnight stays. Total.,2012-10,4610518.0
National. National. Holiday apartments. Overnight stays. Total.,2012-11,3617857.0
National. National. Holiday apartments. Overnight stays. Total.,2012-12,3638471.0
National. National. Holiday apartments. Overnight stays. Total.,2013-01,3602296.0
National. National. Holiday apartments. Overnight stays. Total.,2013-02,3579831.0
National. National. Holiday apartments. Overnight stays. Total.,2013-03,4341218.0
National. National. Holiday apartments. Overnight stays. Total.,2013-04,3522662.0
National. National. Holiday apartments. Overnight stays. Total.,2013-05,4624688.0
National. National. Holiday apartments. Overnight stays. Total.,2013-06,6060477.0
National. National. Holiday apartments. Overnight stays. Total.,2013-07,9208894.0
National. National. Holiday apartments. Overnight stays. Total.,2013-08,10869287.0
National. National. Holiday apartments. Overnight stays. Total.,2013-09,6714951.0
National. National. Holiday apartments. Overnight stays. Total.,2013-10,4832670.0
National. National. Holiday apartments. Overnight stays. Total.,2013-11,3746802.0
National. National. Holiday apartments. Overnight stays. Total.,2013-12,3763677.0
National. National. Holiday apartments. Overnight stays. Total.,2014-01,3817504.0
National. National. Holiday apartments. Overnight stays. Total.,2014-02,3678288.0
National. National. Holiday apartments. Overnight stays. Total.,2014-03,4182668.0
National. National. Holiday apartments. Overnight stays. Total.,2014-04,4294323.0
National. National. Holiday apartments. Overnight stays. Total.,2014-05,4694127.0
National. National. Holiday apartments. Overnight stays. Total.,2014-06,6299050.0
National. National. Holiday apartments. Overnight stays. Total.,2014-07,9113225.0
National. National. Holiday apartments. Overnight stays. Total.,2014-08,11250778.0
National. National. Holiday apartments. Overnight stays. Total.,2014-09,6770148.0
National. National. Holiday apartments. Overnight stays. Total.,2014-10,4963765.0
National. National. Holiday apartments. Overnight stays. Total.,2014-11,3665996.0
National. National. Holiday apartments. Overnight stays. Total.,2014-12,3682861.0
National. National. Holiday apartments. Overnight stays. Total.,2015-01,3720019.0
National. National. Holiday apartments. Overnight stays. Total.,2015-02,3668061.0
National. National. Holiday apartments. Overnight stays. Total.,2015-03,4096680.0
National. National. Holiday apartments. Overnight stays. Total.,2015-04,4239965.0
National. National. Holiday apartments. Overnight stays. Total.,2015-05,4809268.0
National. National. Holiday apartments. Overnight stays. Total.,2015-06,6390710.0
National. National. Holiday apartments. Overnight stays. Total.,2015-07,9677129.0
National. National. Holiday apartments. Overnight stays. Total.,2015-08,11534032.0
National. National. Holiday apartments. Overnight stays. Total.,2015-09,7021940.0
National. National. Holiday apartments. Overnight stays. Total.,2015-10,5478839.0
National. National. Holiday apartments. Overnight stays. Total.,2015-11,3906525.0
National. National. Holiday apartments. Overnight stays. Total.,2015-12,3978524.0
National. National. Holiday apartments. Overnight stays. Total.,2016-01,3989333.0
National. National. Holiday apartments. Overnight stays. Total.,2016-02,4115569.0
National. National. Holiday apartments. Overnight stays. Total.,2016-03,4878254.0
National. National. Holiday apartments. Overnight stays. Total.,2016-04,4384464.0
National. National. Holiday apartments. Overnight stays. Total.,2016-05,5525112.0
National. National. Holiday apartments. Overnight stays. Total.,2016-06,7144775.0
National. National. Holiday apartments. Overnight stays. Total.,2016-07,10477975.0
National. National. Holiday apartments. Overnight stays. Total.,2016-08,11995155.0
National. National. Holiday apartments. Overnight stays. Total.,2016-09,7700524.0
National. National. Holiday apartments. Overnight stays. Total.,2016-10,6096721.0
National. National. Holiday apartments. Overnight stays. Total.,2016-11,4209371.0
National. National. Holiday apartments. Overnight stays. Total.,2016-12,4293834.0
National. National. Holiday apartments. Overnight stays. Total.,2017-01,4293216.0
National. National. Holiday apartments. Overnight stays. Total.,2017-02,4232211.0
National. National. Holiday apartments. Overnight stays. Total.,2017-03,4635353.0
National. National. Holiday apartments. Overnight stays. Total.,2017-04,5599062.0
National. National. Holiday apartments. Overnight stays. Total.,2017-05,5857644.0
National. National. Holiday apartments. Overnight stays. Total.,2017-06,7719792.0
National. National. Holiday apartments. Overnight stays. Total.,2017-07,10845761.0
National. National. Holiday apartments. Overnight stays. Total.,2017-08,12373783.0
National. National. Holiday apartments. Overnight stays. Total.,2017-09,7950693.0
National. National. Holiday apartments. Overnight stays. Total.,2017-10,6142675.0
National. National. Holiday apartments. Overnight stays. Total.,2017-11,4226692.0
National. National. Holiday apartments. Overnight stays. Total.,2017-12,4271572.0
National. National. Holiday apartments. Overnight stays. Total.,2018-01,4106671.0
National. National. Holiday apartments. Overnight stays. Total.,2018-02,4089162.0
National. National. Holiday apartments. Overnight stays. Total.,2018-03,4822514.0
National. National. Holiday apartments. Overnight stays. Total.,2018-04,4682942.0
National. National. Holiday apartments. Overnight stays. Total.,2018-05,5544118.0
National. National. Holiday apartments. Overnight stays. Total.,2018-06,7141846.0
National. National. Holiday apartments. Overnight stays. Total.,2018-07,9992512.0
National. National. Holiday apartments. Overnight stays. Total.,2018-08,11599826.0
National. National. Holiday apartments. Overnight stays. Total.,2018-09,7489325.0
National. National. Holiday apartments. Overnight stays. Total.,2018-10,5791946.0
National. National. Holiday apartments. Overnight stays. Total.,2018-11,4060240.0
National. National. Holiday apartments. Overnight stays. Total.,2018-12,4116011.0
National. National. Holiday apartments. Overnight stays. Total.,2019-01,3895085.0
National. National. Holiday apartments. Overnight stays. Total.,2019-02,3860664.0
National. National. Holiday apartments. Overnight stays. Total.,2019-03,4454289.0
National. National. Holiday apartments. Overnight stays. Total.,2019-04,4881787.0
National. National. Holiday apartments. Overnight stays. Total.,2019-05,5324379.0
National. National. Holiday apartments. Overnight stays. Total.,2019-06,7031678.0
National. National. Holiday apartments. Overnight stays. Total.,2019-07,9756705.0
National. National. Holiday apartments. Overnight stays. Total.,2019-08,11640089.0
National. National. Holiday apartments. Overnight stays. Total.,2019-09,7280558.0
National. National. Holiday apartments. Overnight stays. Total.,2019-10,5340127.0
National. National. Holiday apartments. Overnight stays. Total.,2019-11,3886936.0
National. National. Holiday apartments. Overnight stays. Total.,2019-12,4030890.0
National. National. Holiday apartments. Overnight stays. Total.,2020-01,3895175.0
National. National. Holiday apartments. Overnight stays. Total.,2020-02,3953642.0
National. National. Holiday apartments. Overnight stays. Total.,2020-03,1639455.0
National. National. Holiday apartments. Overnight stays. Total.,2020-04,0.0
National. National. Holiday apartments. Overnight stays. Total.,2020-05,141512.0
National. National. Holiday apartments. Overnight stays. Total.,2020-06,472348.0
National. National. Holiday apartments. Overnight stays. Total.,2020-07,3458357.0
National. National. Holiday apartments. Overnight stays. Total.,2020-08,5357047.0
National. National. Holiday apartments. Overnight stays. Total.,2020-09,2014525.0
National. National. Holiday apartments. Overnight stays. Total.,2020-10,1147369.0
National. National. Holiday apartments. Overnight stays. Total.,2020-11,786320.0
National. National. Holiday apartments. Overnight stays. Total.,2020-12,953339.0
National. National. Holiday apartments. Overnight stays. Total.,2021-01,763133.0
National. National. Holiday apartments. Overnight stays. Total.,2021-02,669045.0
National. National. Holiday apartments. Overnight stays. Total.,2021-03,882693.0
National. National. Holiday apartments. Overnight stays. Total.,2021-04,1014398.0
National. National. Holiday apartments. Overnight stays. Total.,2021-05,1435012.0
National. National. Holiday apartments. Overnight stays. Total.,2021-06,2846357.0
National. National. Holiday apartments. Overnight stays. Total.,2021-07,6529229.0
National. National. Holiday apartments. Overnight stays. Total.,2021-08,8937297.0
National. National. Holiday apartments. Overnight stays. Total.,2021-09,5084889.0
National. National. Holiday apartments. Overnight stays. Total.,2021-10,4436563.0
National. National. Holiday apartments. Overnight stays. Total.,2021-11,3364835.0
National. National. Holiday apartments. Overnight stays. Total.,2021-12,3335776.0
National. National. Holiday apartments. Overnight stays. Total.,2022-01,3005149.0
National. National. Holiday apartments. Overnight stays. Total.,2022-02,3303231.0
National. National. Holiday apartments. Overnight stays. Total.,2022-03,3700544.0
National. National. Holiday apartments. Overnight stays. Total.,2022-04,4562082.0
National. National. Holiday apartments. Overnight stays. Total.,2022-05,5084483.0
National. National. Holiday apartments. Overnight stays. Total.,2022-06,6714877.0
National. National. Holiday apartments. Overnight stays. Total.,2022-07,9986249.0
National. National. Holiday apartments. Overnight stays. Total.,2022-08,11216656.0
National. National. Holiday apartments. Overnight stays. Total.,2022-09,6953789.0
National. National. Holiday apartments. Overnight stays. Total.,2022-10,5368373.0
National. National. Holiday apartments. Overnight stays. Total.,2022-11,3807801.0
National. National. Holiday apartments. Overnight stays. Total.,2022-12,3981374.0
National. National. Holiday apartments. Overnight stays. Total.,2023-01,3916423.0
National. National. Holiday apartments. Overnight stays. Total.,2023-02,3916833.0
National. National. Holiday apartments. Overnight stays. Total.,2023-03,4109034.0
National. National. Holiday apartments. Overnight stays. Total.,2023-04,5100810.0
National. National. Holiday apartments. Overnight stays. Total.,2023-05,5446724.0
National. National. Holiday apartments. Overnight stays. Total.,2023-06,6539380.0
National. National. Holiday apartments. Overnight stays. Total.,2023-07,9421055.0
National. National. Holiday apartments. Overnight stays. Total.,2023-08,10870636.0
National. National. Holiday apartments. Overnight stays. Total.,2023-09,6797317.0
National. National. Holiday apartments. Overnight stays. Total.,2023-10,5684955.0
National. National. Holiday apartments. Overnight stays. Total.,2023-11,4039600.0
National. National. Holiday apartments. Overnight stays. Total.,2023-12,4312016.0
National. National. Holiday apartments. Overnight stays. Total.,2024-01,4104987.0
National. National. Holiday apartments. Overnight stays. Total.,2024-02,4191372.0
National. National. Holiday apartments. Overnight stays. Total.,2024-03,4902416.0
National. National. Holiday apartments. Overnight stays. Total.,2024-04,4541978.0
National. National. Holiday apartments. Overnight stays. Total.,2024-05,5748435.0
National. National. Holiday apartments. Overnight stays. Total.,2024-06,6900971.0
National. National. Holiday apartments. Overnight stays. Total.,2024-07,9420044.0
National. National. Holiday apartments. Overnight stays. Total.,2024-08,11033362.0
National. National. Holiday apartments. Overnight stays. Total.,2024-09,7079953.0
National. National. Holiday apartments. Overnight stays. Total.,2024-10,5743116.0
National. National. Holiday apartments. Overnight stays. Total.,2024-11,4202387.0
National. National. Holiday apartments. Overnight stays. Total.,2024-12,4196846.0
National. National. Holiday apartments. Overnight stays. Total.,2025-01,4258446.0
National. National. Holiday apartments. Overnight stays. Total.,2025-02,4302405.0
National. National. Holiday apartments. Overnight stays. Total.,2025-03,4815676.0
National. National. Holiday apartments. Overnight stays. Total.,2025-04,5286919.0
National. National. Holiday apartments. Overnight stays. Total.,2025-05,6019985.0
National. National. Holiday apartments. Overnight stays. Total.,2025-06,7562623.0
National. National. Holiday apartments. Overnight stays. Total.,2025-07,10070219.0
National. National. Holiday apartments. Overnight stays. Total.,2025-08,11202445.0
National. National. Holiday apartments. Overnight stays. Total.,2025-09,7487041.0
National. National. Holiday apartments. Overnight stays. Total.,2025-10,6146059.0
National. National. Holiday apartments. Overnight stays. Total.,2025-11,4535583.0
National. National. Holiday apartments. Overnight stays. Total.,2025-12,4590096.0
National. National. Holiday apartments. Overnight stays. Total.,2026-01,4362105.0
National. National. Holiday apartments. Overnight stays. Total.,2026-02,4338741.0
National. National. Holiday apartments. Overnight stays. Total.,2026-03,4869998.0
National. National. Holiday apartments. Overnight stays. Total.,2026-04,5306609.0
National. National. Holiday apartments. Overnight stays. Total.,2026-05,6188759.0
National. National. Holiday apartments. Overnight stays. Total.,2026-06,7293285.0
National. National. Holiday apartments. Overnight stays. Total.,2026-07,10067240.0
National. National. Holiday apartments. Travellers. Residents abroad.,2009-12,322570.0
National. National. Holiday apartments. Travellers. Residents abroad.,2010-01,298070.0
National. National. Holiday apartments. Travellers. Residents abroad.,2010-02,321434.0
National. National. Holiday apartments. Travellers. Residents abroad.,2010-03,355386.0
National. National. Holiday apartments. Travellers. Residents abroad.,2010-04,350065.0
National. National. Holiday apartments. Travellers. Residents abroad.,2010-05,441490.0
National. National. Holiday apartments. Travellers. Residents abroad.,2010-06,519074.0
National. National. Holiday apartments. Travellers. Residents abroad.,2010-07,687295.0
National. National. Holiday apartments. Travellers. Residents abroad.,2010-08,698090.0
National. National. Holiday apartments. Travellers. Residents abroad.,2010-09,527245.0
National. National. Holiday apartments. Travellers. Residents abroad.,2010-10,450207.0
National. National. Holiday apartments. Travellers. Residents abroad.,2010-11,318050.0
National. National. Holiday apartments. Travellers. Residents abroad.,2010-12,310587.0
National. National. Holiday apartments. Travellers. Residents abroad.,2011-01,315258.0
National. National. Holiday apartments. Travellers. Residents abroad.,2011-02,337350.0
National. National. Holiday apartments. Travellers. Residents abroad.,2011-03,382790.0
National. National. Holiday apartments. Travellers. Residents abroad.,2011-04,417947.0
National. National. Holiday apartments. Travellers. Residents abroad.,2011-05,458567.0
National. National. Holiday apartments. Travellers. Residents abroad.,2011-06,574848.0
National. National. Holiday apartments. Travellers. Residents abroad.,2011-07,765234.0
National. National. Holiday apartments. Travellers. Residents abroad.,2011-08,783559.0
National. National. Holiday apartments. Travellers. Residents abroad.,2011-09,614425.0
National. National. Holiday apartments. Travellers. Residents abroad.,2011-10,487978.0
National. National. Holiday apartments. Travellers. Residents abroad.,2011-11,349854.0
National. National. Holiday apartments. Travellers. Residents abroad.,2011-12,346008.0
National. National. Holiday apartments. Travellers. Residents abroad.,2012-01,327377.0
National. National. Holiday apartments. Travellers. Residents abroad.,2012-02,339218.0
National. National. Holiday apartments. Travellers. Residents abroad.,2012-03,388070.0
National. National. Holiday apartments. Travellers. Residents abroad.,2012-04,367778.0
National. National. Holiday apartments. Travellers. Residents abroad.,2012-05,455541.0
National. National. Holiday apartments. Travellers. Residents abroad.,2012-06,584871.0
National. National. Holiday apartments. Travellers. Residents abroad.,2012-07,778569.0
National. National. Holiday apartments. Travellers. Residents abroad.,2012-08,820424.0
National. National. Holiday apartments. Travellers. Residents abroad.,2012-09,640389.0
National. National. Holiday apartments. Travellers. Residents abroad.,2012-10,480643.0
National. National. Holiday apartments. Travellers. Residents abroad.,2012-11,352391.0
National. National. Holiday apartments. Travellers. Residents abroad.,2012-12,352507.0
National. National. Holiday apartments. Travellers. Residents abroad.,2013-01,317837.0
National. National. Holiday apartments. Travellers. Residents abroad.,2013-02,340692.0
National. National. Holiday apartments. Travellers. Residents abroad.,2013-03,416030.0
National. National. Holiday apartments. Travellers. Residents abroad.,2013-04,383266.0
National. National. Holiday apartments. Travellers. Residents abroad.,2013-05,531928.0
National. National. Holiday apartments. Travellers. Residents abroad.,2013-06,614530.0
National. National. Holiday apartments. Travellers. Residents abroad.,2013-07,816612.0
National. National. Holiday apartments. Travellers. Residents abroad.,2013-08,861434.0
National. National. Holiday apartments. Travellers. Residents abroad.,2013-09,640149.0
National. National. Holiday apartments. Travellers. Residents abroad.,2013-10,517257.0
National. National. Holiday apartments. Travellers. Residents abroad.,2013-11,369117.0
National. National. Holiday apartments. Travellers. Residents abroad.,2013-12,355241.0
National. National. Holiday apartments. Travellers. Residents abroad.,2014-01,337319.0
National. National. Holiday apartments. Travellers. Residents abroad.,2014-02,337398.0
National. National. Holiday apartments. Travellers. Residents abroad.,2014-03,414932.0
National. National. Holiday apartments. Travellers. Residents abroad.,2014-04,446823.0
National. National. Holiday apartments. Travellers. Residents abroad.,2014-05,558575.0
National. National. Holiday apartments. Travellers. Residents abroad.,2014-06,643629.0
National. National. Holiday apartments. Travellers. Residents abroad.,2014-07,829585.0
National. National. Holiday apartments. Travellers. Residents abroad.,2014-08,884506.0
National. National. Holiday apartments. Travellers. Residents abroad.,2014-09,676790.0
National. National. Holiday apartments. Travellers. Residents abroad.,2014-10,545480.0
National. National. Holiday apartments. Travellers. Residents abroad.,2014-11,371493.0
National. National. Holiday apartments. Travellers. Residents abroad.,2014-12,346284.0
National. National. Holiday apartments. Travellers. Residents abroad.,2015-01,340519.0
National. National. Holiday apartments. Travellers. Residents abroad.,2015-02,350141.0
National. National. Holiday apartments. Travellers. Residents abroad.,2015-03,396253.0
National. National. Holiday apartments. Travellers. Residents abroad.,2015-04,455436.0
National. National. Holiday apartments. Travellers. Residents abroad.,2015-05,586973.0
National. National. Holiday apartments. Travellers. Residents abroad.,2015-06,656589.0
National. National. Holiday apartments. Travellers. Residents abroad.,2015-07,858989.0
National. National. Holiday apartments. Travellers. Residents abroad.,2015-08,913618.0
National. National. Holiday apartments. Travellers. Residents abroad.,2015-09,693009.0
National. National. Holiday apartments. Travellers. Residents abroad.,2015-10,613501.0
National. National. Holiday apartments. Travellers. Residents abroad.,2015-11,402137.0
National. National. Holiday apartments. Travellers. Residents abroad.,2015-12,371734.0
National. National. Holiday apartments. Travellers. Residents abroad.,2016-01,385917.0
National. National. Holiday apartments. Travellers. Residents abroad.,2016-02,407715.0
National. National. Holiday apartments. Travellers. Residents abroad.,2016-03,474487.0
National. National. Holiday apartments. Travellers. Residents abroad.,2016-04,527845.0
National. National. Holiday apartments. Travellers. Residents abroad.,2016-05,683968.0
National. National. Holiday apartments. Travellers. Residents abroad.,2016-06,766036.0
National. National. Holiday apartments. Travellers. Residents abroad.,2016-07,958052.0
National. National. Holiday apartments. Travellers. Residents abroad.,2016-08,969195.0
National. National. Holiday apartments. Travellers. Residents abroad.,2016-09,796473.0
National. National. Holiday apartments. Travellers. Residents abroad.,2016-10,702832.0
National. National. Holiday apartments. Travellers. Residents abroad.,2016-11,443022.0
National. National. Holiday apartments. Travellers. Residents abroad.,2016-12,444249.0
National. National. Holiday apartments. Travellers. Residents abroad.,2017-01,420030.0
National. National. Holiday apartments. Travellers. Residents abroad.,2017-02,438672.0
National. National. Holiday apartments. Travellers. Residents abroad.,2017-03,501997.0
National. National. Holiday apartments. Travellers. Residents abroad.,2017-04,632099.0
