period,property,measure,value
2024-09,Motels & apartments (>20),Domestic guest nights,614400.0
2024-10,Motels & apartments (>20),Domestic guest nights,649100.0
2024-11,Motels & apartments (>20),Domestic guest nights,652400.0
2024-12,Motels & apartments (>20),Domestic guest nights,597000.0
2025-01,Motels & apartments (>20),Domestic guest nights,702100.0
2025-02,Motels & apartments (>20),Domestic guest nights,612800.0
2025-03,Motels & apartments (>20),Domestic guest nights,662100.0
2025-04,Motels & apartments (>20),Domestic guest nights,633600.0
2025-05,Motels & apartments (>20),Domestic guest nights,536400.0
2025-06,Motels & apartments (>20),Domestic guest nights,508900.0
2025-07,Motels & apartments (>20),Domestic guest nights,596600.0
2025-08,Motels & apartments (>20),Domestic guest nights,569900.0
2025-09,Motels & apartments (>20),Domestic guest nights,614800.0
2025-10,Motels & apartments (>20),Domestic guest nights,596900.0
2025-11,Motels & apartments (>20),Domestic guest nights,632500.0
2025-12,Motels & apartments (>20),Domestic guest nights,588500.0
2026-01,Motels & apartments (>20),Domestic guest nights,723300.0
2026-02,Motels & apartments (>20),Domestic guest nights,629800.0
2026-03,Motels & apartments (>20),Domestic guest nights,673000.0
2026-04,Motels & apartments (>20),Domestic guest nights,581100.0
2026-05,Motels & apartments (>20),Domestic guest nights,508700.0
2026-06,Motels & apartments (>20),Domestic guest nights,476100.0
2026-07,Motels & apartments (>20),Domestic guest nights,636600.0
2020-06,Motels & apartments (>20),Guest arrivals,208000.0
2020-07,Motels & apartments (>20),Guest arrivals,311200.0
2020-08,Motels & apartments (>20),Guest arrivals,194000.0
2020-09,Motels & apartments (>20),Guest arrivals,240600.0
2020-10,Motels & apartments (>20),Guest arrivals,349000.0
2020-11,Motels & apartments (>20),Guest arrivals,293900.0
2020-12,Motels & apartments (>20),Guest arrivals,301600.0
2021-01,Motels & apartments (>20),Guest arrivals,343100.0
2021-02,Motels & apartments (>20),Guest arrivals,273200.0
2021-03,Motels & apartments (>20),Guest arrivals,285000.0
2021-04,Motels & apartments (>20),Guest arrivals,372600.0
2021-05,Motels & apartments (>20),Guest arrivals,329000.0
2021-06,Motels & apartments (>20),Guest arrivals,292900.0
2021-07,Motels & apartments (>20),Guest arrivals,378400.0
2021-08,Motels & apartments (>20),Guest arrivals,173500.0
2021-09,Motels & apartments (>20),Guest arrivals,94800.0
2021-10,Motels & apartments (>20),Guest arrivals,174600.0
2021-11,Motels & apartments (>20),Guest arrivals,159400.0
2021-12,Motels & apartments (>20),Guest arrivals,235700.0
2022-01,Motels & apartments (>20),Guest arrivals,304200.0
2022-02,Motels & apartments (>20),Guest arrivals,213500.0
2022-03,Motels & apartments (>20),Guest arrivals,220000.0
2022-04,Motels & apartments (>20),Guest arrivals,327000.0
2022-05,Motels & apartments (>20),Guest arrivals,314400.0
2022-06,Motels & apartments (>20),Guest arrivals,326100.0
2022-07,Motels & apartments (>20),Guest arrivals,372600.0
2022-08,Motels & apartments (>20),Guest arrivals,330400.0
2022-09,Motels & apartments (>20),Guest arrivals,352100.0
2022-10,Motels & apartments (>20),Guest arrivals,402000.0
2022-11,Motels & apartments (>20),Guest arrivals,421900.0
2022-12,Motels & apartments (>20),Guest arrivals,438800.0
2023-01,Motels & apartments (>20),Guest arrivals,465800.0
2023-02,Motels & apartments (>20),Guest arrivals,405900.0
2023-03,Motels & apartments (>20),Guest arrivals,439100.0
2023-04,Motels & apartments (>20),Guest arrivals,387000.0
2023-05,Motels & apartments (>20),Guest arrivals,317400.0
2023-06,Motels & apartments (>20),Guest arrivals,286100.0
2023-07,Motels & apartments (>20),Guest arrivals,361100.0
2023-08,Motels & apartments (>20),Guest arrivals,338600.0
2023-09,Motels & apartments (>20),Guest arrivals,343300.0
2023-10,Motels & apartments (>20),Guest arrivals,355500.0
2023-11,Motels & apartments (>20),Guest arrivals,429100.0
2023-12,Motels & apartments (>20),Guest arrivals,429200.0
2024-01,Motels & apartments (>20),Guest arrivals,442400.0
2024-02,Motels & apartments (>20),Guest arrivals,447600.0
2024-03,Motels & apartments (>20),Guest arrivals,467400.0
2024-04,Motels & apartments (>20),Guest arrivals,357900.0
2024-05,Motels & apartments (>20),Guest arrivals,298700.0
2024-06,Motels & apartments (>20),Guest arrivals,271000.0
2024-07,Motels & apartments (>20),Guest arrivals,318000.0
2024-08,Motels & apartments (>20),Guest arrivals,300800.0
2024-09,Motels & apartments (>20),Guest arrivals,334900.0
2024-10,Motels & apartments (>20),Guest arrivals,383800.0
2024-11,Motels & apartments (>20),Guest arrivals,432400.0
2024-12,Motels & apartments (>20),Guest arrivals,417500.0
2025-01,Motels & apartments (>20),Guest arrivals,462500.0
2025-02,Motels & apartments (>20),Guest arrivals,442300.0
2025-03,Motels & apartments (>20),Guest arrivals,441800.0
2025-04,Motels & apartments (>20),Guest arrivals,398100.0
2025-05,Motels & apartments (>20),Guest arrivals,333300.0
2025-06,Motels & apartments (>20),Guest arrivals,294800.0
2025-07,Motels & apartments (>20),Guest arrivals,341700.0
2025-08,Motels & apartments (>20),Guest arrivals,340800.0
2025-09,Motels & apartments (>20),Guest arrivals,380100.0
2025-10,Motels & apartments (>20),Guest arrivals,392100.0
2025-11,Motels & apartments (>20),Guest arrivals,461700.0
2025-12,Motels & apartments (>20),Guest arrivals,446100.0
2026-01,Motels & apartments (>20),Guest arrivals,497600.0
2026-02,Motels & apartments (>20),Guest arrivals,461000.0
2026-03,Motels & apartments (>20),Guest arrivals,454000.0
2026-04,Motels & apartments (>20),Guest arrivals,377500.0
2026-05,Motels & apartments (>20),Guest arrivals,327400.0
2026-06,Motels & apartments (>20),Guest arrivals,272900.0
2026-07,Motels & apartments (>20),Guest arrivals,346900.0
2020-06,Motels & apartments (>20),International guest nights,34900.0
2020-07,Motels & apartments (>20),International guest nights,44200.0
2020-08,Motels & apartments (>20),International guest nights,24000.0
2020-09,Motels & apartments (>20),International guest nights,36000.0
2020-10,Motels & apartments (>20),International guest nights,50900.0
2020-11,Motels & apartments (>20),International guest nights,57900.0
2020-12,Motels & apartments (>20),International guest nights,49500.0
2021-01,Motels & apartments (>20),International guest nights,28000.0
2021-02,Motels & apartments (>20),International guest nights,31200.0
2021-03,Motels & apartments (>20),International guest nights,25900.0
2021-04,Motels & apartments (>20),International guest nights,40700.0
2021-05,Motels & apartments (>20),International guest nights,74100.0
2021-06,Motels & apartments (>20),International guest nights,67500.0
2021-07,Motels & apartments (>20),International guest nights,66000.0
2021-08,Motels & apartments (>20),International guest nights,21900.0
2021-09,Motels & apartments (>20),International guest nights,11500.0
2021-10,Motels & apartments (>20),International guest nights,23900.0
2021-11,Motels & apartments (>20),International guest nights,25600.0
2021-12,Motels & apartments (>20),International guest nights,16900.0
2022-01,Motels & apartments (>20),International guest nights,19100.0
2022-02,Motels & apartments (>20),International guest nights,23600.0
2022-03,Motels & apartments (>20),International guest nights,34600.0
2022-04,Motels & apartments (>20),International guest nights,57700.0
2022-05,Motels & apartments (>20),International guest nights,76700.0
2022-06,Motels & apartments (>20),International guest nights,113900.0
2022-07,Motels & apartments (>20),International guest nights,178900.0
2022-08,Motels & apartments (>20),International guest nights,171100.0
2022-09,Motels & apartments (>20),International guest nights,177700.0
2022-10,Motels & apartments (>20),International guest nights,196100.0
2022-11,Motels & apartments (>20),International guest nights,274400.0
2022-12,Motels & apartments (>20),International guest nights,305900.0
2023-01,Motels & apartments (>20),International guest nights,358500.0
2023-02,Motels & apartments (>20),International guest nights,330500.0
2023-03,Motels & apartments (>20),International guest nights,324600.0
2023-04,Motels & apartments (>20),International guest nights,284500.0
2023-05,Motels & apartments (>20),International guest nights,212600.0
2023-06,Motels & apartments (>20),International guest nights,188200.0
2023-07,Motels & apartments (>20),International guest nights,251800.0
2023-08,Motels & apartments (>20),International guest nights,273300.0
2023-09,Motels & apartments (>20),International guest nights,272100.0
2023-10,Motels & apartments (>20),International guest nights,268800.0
2023-11,Motels & apartments (>20),International guest nights,358800.0
2023-12,Motels & apartments (>20),International guest nights,340000.0
2024-01,Motels & apartments (>20),International guest nights,388900.0
2024-02,Motels & apartments (>20),International guest nights,438200.0
2024-03,Motels & apartments (>20),International guest nights,361200.0
2024-04,Motels & apartments (>20),International guest nights,248300.0
2024-05,Motels & apartments (>20),International guest nights,173500.0
2024-06,Motels & apartments (>20),International guest nights,140300.0
2024-07,Motels & apartments (>20),International guest nights,199600.0
2024-08,Motels & apartments (>20),International guest nights,205800.0
2024-09,Motels & apartments (>20),International guest nights,210300.0
2024-10,Motels & apartments (>20),International guest nights,273400.0
2024-11,Motels & apartments (>20),International guest nights,340200.0
2024-12,Motels & apartments (>20),International guest nights,376100.0
2025-01,Motels & apartments (>20),International guest nights,418900.0
2025-02,Motels & apartments (>20),International guest nights,392900.0
2025-03,Motels & apartments (>20),International guest nights,379400.0
2025-04,Motels & apartments (>20),International guest nights,303600.0
2025-05,Motels & apartments (>20),International guest nights,204500.0
2025-06,Motels & apartments (>20),International guest nights,189700.0
2025-07,Motels & apartments (>20),International guest nights,217800.0
2025-08,Motels & apartments (>20),International guest nights,213700.0
2025-09,Motels & apartments (>20),International guest nights,240500.0
2025-10,Motels & apartments (>20),International guest nights,277700.0
2025-11,Motels & apartments (>20),International guest nights,344300.0
2025-12,Motels & apartments (>20),International guest nights,405700.0
2026-01,Motels & apartments (>20),International guest nights,435800.0
2026-02,Motels & apartments (>20),International guest nights,415800.0
2026-03,Motels & apartments (>20),International guest nights,416800.0
2026-04,Motels & apartments (>20),International guest nights,291600.0
2026-05,Motels & apartments (>20),International guest nights,227100.0
2026-06,Motels & apartments (>20),International guest nights,188000.0
2026-07,Motels & apartments (>20),International guest nights,267200.0
2020-06,Motels & apartments (>20),Number of active establishments,648.0
2020-07,Motels & apartments (>20),Number of active establishments,634.0
2020-08,Motels & apartments (>20),Number of active establishments,636.0
2020-09,Motels & apartments (>20),Number of active establishments,636.0
2020-10,Motels & apartments (>20),Number of active establishments,640.0
2020-11,Motels & apartments (>20),Number of active establishments,634.0
2020-12,Motels & apartments (>20),Number of active establishments,648.0
2021-01,Motels & apartments (>20),Number of active establishments,652.0
2021-02,Motels & apartments (>20),Number of active establishments,646.0
2021-03,Motels & apartments (>20),Number of active establishments,650.0
2021-04,Motels & apartments (>20),Number of active establishments,646.0
2021-05,Motels & apartments (>20),Number of active establishments,644.0
2021-06,Motels & apartments (>20),Number of active establishments,646.0
2021-07,Motels & apartments (>20),Number of active establishments,648.0
2021-08,Motels & apartments (>20),Number of active establishments,646.0
2021-09,Motels & apartments (>20),Number of active establishments,620.0
2021-10,Motels & apartments (>20),Number of active establishments,616.0
2021-11,Motels & apartments (>20),Number of active establishments,620.0
2021-12,Motels & apartments (>20),Number of active establishments,636.0
2022-01,Motels & apartments (>20),Number of active establishments,642.0
2022-02,Motels & apartments (>20),Number of active establishments,642.0
2022-03,Motels & apartments (>20),Number of active establishments,636.0
2022-04,Motels & apartments (>20),Number of active establishments,638.0
2022-05,Motels & apartments (>20),Number of active establishments,644.0
2022-06,Motels & apartments (>20),Number of active establishments,654.0
2022-07,Motels & apartments (>20),Number of active establishments,652.0
2022-08,Motels & apartments (>20),Number of active establishments,652.0
2022-09,Motels & apartments (>20),Number of active establishments,652.0
2022-10,Motels & apartments (>20),Number of active establishments,660.0
2022-11,Motels & apartments (>20),Number of active establishments,660.0
2022-12,Motels & apartments (>20),Number of active establishments,666.0
2023-01,Motels & apartments (>20),Number of active establishments,668.0
2023-02,Motels & apartments (>20),Number of active establishments,666.0
2023-03,Motels & apartments (>20),Number of active establishments,660.0
2023-04,Motels & apartments (>20),Number of active establishments,662.0
2023-05,Motels & apartments (>20),Number of active establishments,668.0
2023-06,Motels & apartments (>20),Number of active establishments,664.0
2023-07,Motels & apartments (>20),Number of active establishments,660.0
2023-08,Motels & apartments (>20),Number of active establishments,666.0
2023-09,Motels & apartments (>20),Number of active establishments,664.0
2023-10,Motels & apartments (>20),Number of active establishments,670.0
2023-11,Motels & apartments (>20),Number of active establishments,672.0
2023-12,Motels & apartments (>20),Number of active establishments,680.0
2024-01,Motels & apartments (>20),Number of active establishments,684.0
2024-02,Motels & apartments (>20),Number of active establishments,684.0
2024-03,Motels & apartments (>20),Number of active establishments,690.0
2024-04,Motels & apartments (>20),Number of active establishments,684.0
2024-05,Motels & apartments (>20),Number of active establishments,688.0
2024-06,Motels & apartments (>20),Number of active establishments,692.0
2024-07,Motels & apartments (>20),Number of active establishments,696.0
2024-08,Motels & apartments (>20),Number of active establishments,702.0
2024-09,Motels & apartments (>20),Number of active establishments,706.0
2024-10,Motels & apartments (>20),Number of active establishments,708.0
2024-11,Motels & apartments (>20),Number of active establishments,712.0
2024-12,Motels & apartments (>20),Number of active establishments,714.0
2025-01,Motels & apartments (>20),Number of active establishments,718.0
2025-02,Motels & apartments (>20),Number of active establishments,720.0
2025-03,Motels & apartments (>20),Number of active establishments,722.0
2025-04,Motels & apartments (>20),Number of active establishments,728.0
2025-05,Motels & apartments (>20),Number of active establishments,734.0
2025-06,Motels & apartments (>20),Number of active establishments,734.0
2025-07,Motels & apartments (>20),Number of active establishments,736.0
2025-08,Motels & apartments (>20),Number of active establishments,740.0
2025-09,Motels & apartments (>20),Number of active establishments,746.0
2025-10,Motels & apartments (>20),Number of active establishments,746.0
2025-11,Motels & apartments (>20),Number of active establishments,750.0
2025-12,Motels & apartments (>20),Number of active establishments,754.0
2026-01,Motels & apartments (>20),Number of active establishments,756.0
2026-02,Motels & apartments (>20),Number of active establishments,754.0
2026-03,Motels & apartments (>20),Number of active establishments,754.0
2026-04,Motels & apartments (>20),Number of active establishments,754.0
2026-05,Motels & apartments (>20),Number of active establishments,752.0
2026-06,Motels & apartments (>20),Number of active establishments,754.0
2026-07,Motels & apartments (>20),Number of active establishments,754.0
2020-06,Motels & apartments (>20),Stay unit nights occupied,274100.0
2020-07,Motels & apartments (>20),Stay unit nights occupied,360600.0
2020-08,Motels & apartments (>20),Stay unit nights occupied,265700.0
2020-09,Motels & apartments (>20),Stay unit nights occupied,322200.0
2020-10,Motels & apartments (>20),Stay unit nights occupied,402700.0
2020-11,Motels & apartments (>20),Stay unit nights occupied,375400.0
2020-12,Motels & apartments (>20),Stay unit nights occupied,350200.0
2021-01,Motels & apartments (>20),Stay unit nights occupied,380100.0
2021-02,Motels & apartments (>20),Stay unit nights occupied,317900.0
2021-03,Motels & apartments (>20),Stay unit nights occupied,357200.0
2021-04,Motels & apartments (>20),Stay unit nights occupied,399000.0
2021-05,Motels & apartments (>20),Stay unit nights occupied,390500.0
2021-06,Motels & apartments (>20),Stay unit nights occupied,383100.0
2021-07,Motels & apartments (>20),Stay unit nights occupied,437000.0
2021-08,Motels & apartments (>20),Stay unit nights occupied,236100.0
2021-09,Motels & apartments (>20),Stay unit nights occupied,153600.0
2021-10,Motels & apartments (>20),Stay unit nights occupied,230400.0
2021-11,Motels & apartments (>20),Stay unit nights occupied,231000.0
2021-12,Motels & apartments (>20),Stay unit nights occupied,266400.0
2022-01,Motels & apartments (>20),Stay unit nights occupied,336300.0
2022-02,Motels & apartments (>20),Stay unit nights occupied,265000.0
2022-03,Motels & apartments (>20),Stay unit nights occupied,287800.0
2022-04,Motels & apartments (>20),Stay unit nights occupied,357800.0
2022-05,Motels & apartments (>20),Stay unit nights occupied,390600.0
2022-06,Motels & apartments (>20),Stay unit nights occupied,403200.0
2022-07,Motels & apartments (>20),Stay unit nights occupied,457900.0
2022-08,Motels & apartments (>20),Stay unit nights occupied,444700.0
2022-09,Motels & apartments (>20),Stay unit nights occupied,439600.0
2022-10,Motels & apartments (>20),Stay unit nights occupied,492700.0
2022-11,Motels & apartments (>20),Stay unit nights occupied,512300.0
2022-12,Motels & apartments (>20),Stay unit nights occupied,481200.0
2023-01,Motels & apartments (>20),Stay unit nights occupied,520700.0
2023-02,Motels & apartments (>20),Stay unit nights occupied,492700.0
2023-03,Motels & apartments (>20),Stay unit nights occupied,554300.0
2023-04,Motels & apartments (>20),Stay unit nights occupied,469800.0
2023-05,Motels & apartments (>20),Stay unit nights occupied,440400.0
2023-06,Motels & apartments (>20),Stay unit nights occupied,410100.0
2023-07,Motels & apartments (>20),Stay unit nights occupied,465200.0
2023-08,Motels & apartments (>20),Stay unit nights occupied,463200.0
2023-09,Motels & apartments (>20),Stay unit nights occupied,445500.0
2023-10,Motels & apartments (>20),Stay unit nights occupied,466500.0
2023-11,Motels & apartments (>20),Stay unit nights occupied,519300.0
2023-12,Motels & apartments (>20),Stay unit nights occupied,457700.0
2024-01,Motels & apartments (>20),Stay unit nights occupied,496000.0
2024-02,Motels & apartments (>20),Stay unit nights occupied,534000.0
2024-03,Motels & apartments (>20),Stay unit nights occupied,544300.0
2024-04,Motels & apartments (>20),Stay unit nights occupied,424900.0
2024-05,Motels & apartments (>20),Stay unit nights occupied,406400.0
2024-06,Motels & apartments (>20),Stay unit nights occupied,367600.0
2024-07,Motels & apartments (>20),Stay unit nights occupied,413100.0
2024-08,Motels & apartments (>20),Stay unit nights occupied,406700.0
2024-09,Motels & apartments (>20),Stay unit nights occupied,435100.0
2024-10,Motels & apartments (>20),Stay unit nights occupied,479100.0
2024-11,Motels & apartments (>20),Stay unit nights occupied,539200.0
2024-12,Motels & apartments (>20),Stay unit nights occupied,476500.0
2025-01,Motels & apartments (>20),Stay unit nights occupied,518800.0
2025-02,Motels & apartments (>20),Stay unit nights occupied,529200.0
2025-03,Motels & apartments (>20),Stay unit nights occupied,550000.0
2025-04,Motels & apartments (>20),Stay unit nights occupied,463400.0
2025-05,Motels & apartments (>20),Stay unit nights occupied,416400.0
2025-06,Motels & apartments (>20),Stay unit nights occupied,382900.0
2025-07,Motels & apartments (>20),Stay unit nights occupied,438600.0
2025-08,Motels & apartments (>20),Stay unit nights occupied,443200.0
2025-09,Motels & apartments (>20),Stay unit nights occupied,470600.0
2025-10,Motels & apartments (>20),Stay unit nights occupied,478000.0
2025-11,Motels & apartments (>20),Stay unit nights occupied,549200.0
2025-12,Motels & apartments (>20),Stay unit nights occupied,500900.0
2026-01,Motels & apartments (>20),Stay unit nights occupied,560600.0
2026-02,Motels & apartments (>20),Stay unit nights occupied,575500.0
2026-03,Motels & apartments (>20),Stay unit nights occupied,589200.0
2026-04,Motels & apartments (>20),Stay unit nights occupied,472500.0
2026-05,Motels & apartments (>20),Stay unit nights occupied,432000.0
2026-06,Motels & apartments (>20),Stay unit nights occupied,380000.0
2026-07,Motels & apartments (>20),Stay unit nights occupied,465800.0
2020-06,Motels & apartments (>20),Total guest nights,477400.0
2020-07,Motels & apartments (>20),Total guest nights,692000.0
2020-08,Motels & apartments (>20),Total guest nights,462200.0
2020-09,Motels & apartments (>20),Total guest nights,596000.0
2020-10,Motels & apartments (>20),Total guest nights,755500.0
2020-11,Motels & apartments (>20),Total guest nights,645900.0
2020-12,Motels & apartments (>20),Total guest nights,694100.0
2021-01,Motels & apartments (>20),Total guest nights,801300.0
2021-02,Motels & apartments (>20),Total guest nights,576600.0
2021-03,Motels & apartments (>20),Total guest nights,614900.0
2021-04,Motels & apartments (>20),Total guest nights,794000.0
2021-05,Motels & apartments (>20),Total guest nights,685400.0
2021-06,Motels & apartments (>20),Total guest nights,653500.0
2021-07,Motels & apartments (>20),Total guest nights,854200.0
2021-08,Motels & apartments (>20),Total guest nights,409100.0
2021-09,Motels & apartments (>20),Total guest nights,267400.0
2021-10,Motels & apartments (>20),Total guest nights,444000.0
2021-11,Motels & apartments (>20),Total guest nights,396200.0
2021-12,Motels & apartments (>20),Total guest nights,530500.0
2022-01,Motels & apartments (>20),Total guest nights,734700.0
2022-02,Motels & apartments (>20),Total guest nights,477800.0
2022-03,Motels & apartments (>20),Total guest nights,498400.0
2022-04,Motels & apartments (>20),Total guest nights,716800.0
2022-05,Motels & apartments (>20),Total guest nights,663300.0
2022-06,Motels & apartments (>20),Total guest nights,738400.0
2022-07,Motels & apartments (>20),Total guest nights,911900.0
2022-08,Motels & apartments (>20),Total guest nights,809100.0
2022-09,Motels & apartments (>20),Total guest nights,805300.0
2022-10,Motels & apartments (>20),Total guest nights,934000.0
2022-11,Motels & apartments (>20),Total guest nights,935000.0
2022-12,Motels & apartments (>20),Total guest nights,1009200.0
2023-01,Motels & apartments (>20),Total guest nights,1116700.0
2023-02,Motels & apartments (>20),Total guest nights,931000.0
2023-03,Motels & apartments (>20),Total guest nights,1011100.0
2023-04,Motels & apartments (>20),Total guest nights,947500.0
2023-05,Motels & apartments (>20),Total guest nights,764900.0
2023-06,Motels & apartments (>20),Total guest nights,742600.0
2023-07,Motels & apartments (>20),Total guest nights,907400.0
2023-08,Motels & apartments (>20),Total guest nights,870200.0
2023-09,Motels & apartments (>20),Total guest nights,861800.0
2023-10,Motels & apartments (>20),Total guest nights,856800.0
2023-11,Motels & apartments (>20),Total guest nights,946700.0
2023-12,Motels & apartments (>20),Total guest nights,959000.0
2024-01,Motels & apartments (>20),Total guest nights,1036400.0
2024-02,Motels & apartments (>20),Total guest nights,1022600.0
2024-03,Motels & apartments (>20),Total guest nights,1033900.0
2024-04,Motels & apartments (>20),Total guest nights,805400.0
2024-05,Motels & apartments (>20),Total guest nights,683600.0
2024-06,Motels & apartments (>20),Total guest nights,656100.0
2024-07,Motels & apartments (>20),Total guest nights,801700.0
2024-08,Motels & apartments (>20),Total guest nights,765400.0
2024-09,Motels & apartments (>20),Total guest nights,824300.0
2024-10,Motels & apartments (>20),Total guest nights,922900.0
2024-11,Motels & apartments (>20),Total guest nights,992500.0
2024-12,Motels & apartments (>20),Total guest nights,973100.0
2025-01,Motels & apartments (>20),Total guest nights,1121000.0
2025-02,Motels & apartments (>20),Total guest nights,1005400.0
2025-03,Motels & apartments (>20),Total guest nights,1041700.0
2025-04,Motels & apartments (>20),Total guest nights,937000.0
2025-05,Motels & apartments (>20),Total guest nights,740900.0
2025-06,Motels & apartments (>20),Total guest nights,698500.0
2025-07,Motels & apartments (>20),Total guest nights,814200.0
2025-08,Motels & apartments (>20),Total guest nights,783400.0
2025-09,Motels & apartments (>20),Total guest nights,855300.0
2025-10,Motels & apartments (>20),Total guest nights,874200.0
2025-11,Motels & apartments (>20),Total guest nights,976600.0
2025-12,Motels & apartments (>20),Total guest nights,994400.0
2026-01,Motels & apartments (>20),Total guest nights,1159500.0
2026-02,Motels & apartments (>20),Total guest nights,1045800.0
2026-03,Motels & apartments (>20),Total guest nights,1089600.0
2026-04,Motels & apartments (>20),Total guest nights,872700.0
2026-05,Motels & apartments (>20),Total guest nights,735600.0
2026-06,Motels & apartments (>20),Total guest nights,663700.0
2026-07,Motels & apartments (>20),Total guest nights,904000.0
2020-06,Total,Domestic guest nights,2473300.0
2020-07,Total,Domestic guest nights,4139600.0
2020-08,Total,Domestic guest nights,2767000.0
2020-09,Total,Domestic guest nights,3682700.0
2020-10,Total,Domestic guest nights,4791800.0
2020-11,Total,Domestic guest nights,3847700.0
2020-12,Total,Domestic guest nights,5372100.0
2021-01,Total,Domestic guest nights,7527400.0
2021-02,Total,Domestic guest nights,4418200.0
2021-03,Total,Domestic guest nights,4192200.0
2021-04,Total,Domestic guest nights,5487300.0
2021-05,Total,Domestic guest nights,3695400.0
2021-06,Total,Domestic guest nights,3557600.0
2021-07,Total,Domestic guest nights,4623800.0
2021-08,Total,Domestic guest nights,2304400.0
2021-09,Total,Domestic guest nights,1730700.0
2021-10,Total,Domestic guest nights,3026900.0
2021-11,Total,Domestic guest nights,2498000.0
2021-12,Total,Domestic guest nights,4218600.0
2022-01,Total,Domestic guest nights,6848400.0
2022-02,Total,Domestic guest nights,3475300.0
2022-03,Total,Domestic guest nights,3190900.0
2022-04,Total,Domestic guest nights,4682800.0
2022-05,Total,Domestic guest nights,3354800.0
2022-06,Total,Domestic guest nights,3603200.0
2022-07,Total,Domestic guest nights,4182700.0
2022-08,Total,Domestic guest nights,3739800.0
2022-09,Total,Domestic guest nights,3879900.0
2022-10,Total,Domestic guest nights,4834300.0
2022-11,Total,Domestic guest nights,4302900.0
2022-12,Total,Domestic guest nights,5453800.0
2023-01,Total,Domestic guest nights,6909000.0
2023-02,Total,Domestic guest nights,4533800.0
2023-03,Total,Domestic guest nights,4929600.0
2023-04,Total,Domestic guest nights,4793800.0
2023-05,Total,Domestic guest nights,3444300.0
2023-06,Total,Domestic guest nights,3377600.0
2023-07,Total,Domestic guest nights,3978900.0
2023-08,Total,Domestic guest nights,3624000.0
2023-09,Total,Domestic guest nights,3806300.0
2023-10,Total,Domestic guest nights,4111100.0
2023-11,Total,Domestic guest nights,4109500.0
2023-12,Total,Domestic guest nights,5185600.0
2024-01,Total,Domestic guest nights,6758100.0
2024-02,Total,Domestic guest nights,4764400.0
2024-03,Total,Domestic guest nights,5157200.0
2024-04,Total,Domestic guest nights,4097300.0
2024-05,Total,Domestic guest nights,3310600.0
2024-06,Total,Domestic guest nights,3223700.0
2024-07,Total,Domestic guest nights,3566600.0
2024-08,Total,Domestic guest nights,3319200.0
2024-09,Total,Domestic guest nights,3614800.0
2024-10,Total,Domestic guest nights,4215300.0
2024-11,Total,Domestic guest nights,4298800.0
2024-12,Total,Domestic guest nights,5078300.0
2025-01,Total,Domestic guest nights,6648800.0
2025-02,Total,Domestic guest nights,4694800.0
2025-03,Total,Domestic guest nights,4643000.0
2025-04,Total,Domestic guest nights,4491400.0
2025-05,Total,Domestic guest nights,3402500.0
2025-06,Total,Domestic guest nights,3140900.0
2025-07,Total,Domestic guest nights,3501200.0
2025-08,Total,Domestic guest nights,3487300.0
2025-09,Total,Domestic guest nights,3815300.0
2025-10,Total,Domestic guest nights,3999100.0
2025-11,Total,Domestic guest nights,4198700.0
2025-12,Total,Domestic guest nights,5249700.0
2026-01,Total,Domestic guest nights,6821000.0
2026-02,Total,Domestic guest nights,4861700.0
2026-03,Total,Domestic guest nights,4689900.0
2026-04,Total,Domestic guest nights,4396100.0
2026-05,Total,Domestic guest nights,3493500.0
2026-06,Total,Domestic guest nights,2928600.0
2026-07,Total,Domestic guest nights,3945500.0
2020-06,Total,Guest arrivals,1249900.0
2020-07,Total,Guest arrivals,2126100.0
2020-08,Total,Guest arrivals,1321100.0
2020-09,Total,Guest arrivals,1811000.0
2020-10,Total,Guest arrivals,2484500.0
2020-11,Total,Guest arrivals,1995800.0
2020-12,Total,Guest arrivals,2528700.0
2021-01,Total,Guest arrivals,3101200.0
2021-02,Total,Guest arrivals,2215100.0
2021-03,Total,Guest arrivals,2177900.0
2021-04,Total,Guest arrivals,2784400.0
2021-05,Total,Guest arrivals,1985400.0
2021-06,Total,Guest arrivals,1865700.0
2021-07,Total,Guest arrivals,2343600.0
2021-08,Total,Guest arrivals,1053600.0
2021-09,Total,Guest arrivals,701500.0
2021-10,Total,Guest arrivals,1371400.0
2021-11,Total,Guest arrivals,1154400.0
2021-12,Total,Guest arrivals,1854200.0
2022-01,Total,Guest arrivals,2650600.0
2022-02,Total,Guest arrivals,1637000.0
2022-03,Total,Guest arrivals,1519300.0
2022-04,Total,Guest arrivals,2309200.0
2022-05,Total,Guest arrivals,1809100.0
2022-06,Total,Guest arrivals,1959600.0
2022-07,Total,Guest arrivals,2232100.0
2022-08,Total,Guest arrivals,2106400.0
2022-09,Total,Guest arrivals,2344400.0
2022-10,Total,Guest arrivals,2866200.0
2022-11,Total,Guest arrivals,3106000.0
2022-12,Total,Guest arrivals,3542700.0
2023-01,Total,Guest arrivals,4070900.0
2023-02,Total,Guest arrivals,3503100.0
2023-03,Total,Guest arrivals,3732800.0
2023-04,Total,Guest arrivals,3268600.0
2023-05,Total,Guest arrivals,2309000.0
2023-06,Total,Guest arrivals,2122100.0
2023-07,Total,Guest arrivals,2523000.0
2023-08,Total,Guest arrivals,2322900.0
2023-09,Total,Guest arrivals,2538100.0
2023-10,Total,Guest arrivals,2896100.0
2023-11,Total,Guest arrivals,3474100.0
