geo,nace_r2,period,value,updated
PL,I551,2020-12,834037,2026-09-11T23:00:00+0200
PL,I551,2021-01,456658,2026-09-11T23:00:00+0200
PL,I551,2021-02,1186565,2026-09-11T23:00:00+0200
PL,I551,2021-03,1144387,2026-09-11T23:00:00+0200
PL,I551,2021-04,691904,2026-09-11T23:00:00+0200
PL,I551,2021-05,1680655,2026-09-11T23:00:00+0200
PL,I551,2021-06,3288298,2026-09-11T23:00:00+0200
PL,I551,2021-07,5356574,2026-09-11T23:00:00+0200
PL,I551,2021-08,6029441,2026-09-11T23:00:00+0200
PL,I551,2021-09,4578363,2026-09-11T23:00:00+0200
PL,I551,2021-10,4212323,2026-09-11T23:00:00+0200
PL,I551,2021-11,3319168,2026-09-11T23:00:00+0200
PL,I551,2021-12,2947436,2026-09-11T23:00:00+0200
PL,I551,2022-01,3026446,2026-09-11T23:00:00+0200
PL,I551,2022-02,3605164,2026-09-11T23:00:00+0200
PL,I551,2022-03,4016783,2026-09-11T23:00:00+0200
PL,I551,2022-04,4011294,2026-09-11T23:00:00+0200
PL,I551,2022-05,4553046,2026-09-11T23:00:00+0200
PL,I551,2022-06,5206926,2026-09-11T23:00:00+0200
PL,I551,2022-07,6188269,2026-09-11T23:00:00+0200
PL,I551,2022-08,6540920,2026-09-11T23:00:00+0200
PL,I551,2022-09,5204256,2026-09-11T23:00:00+0200
PL,I551,2022-10,4922079,2026-09-11T23:00:00+0200
PL,I551,2022-11,4062227,2026-09-11T23:00:00+0200
PL,I551,2022-12,3897817,2026-09-11T23:00:00+0200
PL,I551,2023-01,3831586,2026-09-11T23:00:00+0200
PL,I551,2023-02,4095277,2026-09-11T23:00:00+0200
PL,I551,2023-03,4045097,2026-09-11T23:00:00+0200
PL,I551,2023-04,4281513,2026-09-11T23:00:00+0200
PL,I551,2023-05,4752612,2026-09-11T23:00:00+0200
PL,I551,2023-06,5346998,2026-09-11T23:00:00+0200
PL,I551,2023-07,6269109,2026-09-11T23:00:00+0200
PL,I551,2023-08,6621208,2026-09-11T23:00:00+0200
PL,I551,2023-09,5439751,2026-09-11T23:00:00+0200
PL,I551,2023-10,4739236,2026-09-11T23:00:00+0200
PL,I551,2023-11,3996426,2026-09-11T23:00:00+0200
PL,I551,2023-12,4056716,2026-09-11T23:00:00+0200
PL,I551,2024-01,3886506,2026-09-11T23:00:00+0200
PL,I551,2024-02,4120050,2026-09-11T23:00:00+0200
PL,I551,2024-03,4032016,2026-09-11T23:00:00+0200
PL,I551,2024-04,4116879,2026-09-11T23:00:00+0200
PL,I551,2024-05,5210998,2026-09-11T23:00:00+0200
PL,I551,2024-06,5502207,2026-09-11T23:00:00+0200
PL,I551,2024-07,6618668,2026-09-11T23:00:00+0200
PL,I551,2024-08,7152284,2026-09-11T23:00:00+0200
PL,I551,2024-09,5371911,2026-09-11T23:00:00+0200
PL,I551,2024-10,5282585,2026-09-11T23:00:00+0200
PL,I551,2024-11,4532229,2026-09-11T23:00:00+0200
PL,I551,2024-12,4473532,2026-09-11T23:00:00+0200
PL,I551,2025-01,4140298,2026-09-11T23:00:00+0200
PL,I551,2025-02,4593157,2026-09-11T23:00:00+0200
PL,I551,2025-03,4316593,2026-09-11T23:00:00+0200
PL,I551,2025-04,4540180,2026-09-11T23:00:00+0200
PL,I551,2025-05,5629653,2026-09-11T23:00:00+0200
PL,I551,2025-06,5980236,2026-09-11T23:00:00+0200
PL,I551,2025-07,6911218,2026-09-11T23:00:00+0200
PL,I551,2025-08,7628763,2026-09-11T23:00:00+0200
PL,I551,2025-09,5837171,2026-09-11T23:00:00+0200
PL,I551,2025-10,5531820,2026-09-11T23:00:00+0200
PL,I551,2025-11,4849735,2026-09-11T23:00:00+0200
PL,I551,2025-12,4907476,2026-09-11T23:00:00+0200
PL,I551,2026-01,4490492,2026-09-11T23:00:00+0200
PL,I551,2026-02,4783031,2026-09-11T23:00:00+0200
PL,I551,2026-03,4521842,2026-09-11T23:00:00+0200
PL,I551,2026-04,4829016,2026-09-11T23:00:00+0200
PL,I551,2026-05,5892438,2026-09-11T23:00:00+0200
PL,I551,2026-06,6223769,2026-09-11T23:00:00+0200
PL,I551-I553,2015-01,3865086,2026-09-11T23:00:00+0200
PL,I551-I553,2015-02,4232815,2026-09-11T23:00:00+0200
PL,I551-I553,2015-03,4163552,2026-09-11T23:00:00+0200
PL,I551-I553,2015-04,4408307,2026-09-11T23:00:00+0200
PL,I551-I553,2015-05,5908735,2026-09-11T23:00:00+0200
PL,I551-I553,2015-06,7046725,2026-09-11T23:00:00+0200
PL,I551-I553,2015-07,10829247,2026-09-11T23:00:00+0200
PL,I551-I553,2015-08,10585210,2026-09-11T23:00:00+0200
PL,I551-I553,2015-09,6429088,2026-09-11T23:00:00+0200
PL,I551-I553,2015-10,5351945,2026-09-11T23:00:00+0200
PL,I551-I553,2015-11,4353858,2026-09-11T23:00:00+0200
PL,I551-I553,2015-12,4059853,2026-09-11T23:00:00+0200
PL,I551-I553,2016-01,4270122,2026-09-11T23:00:00+0200
PL,I551-I553,2016-02,4920050,2026-09-11T23:00:00+0200
PL,I551-I553,2016-03,4576351,2026-09-11T23:00:00+0200
PL,I551-I553,2016-04,5079877,2026-09-11T23:00:00+0200
PL,I551-I553,2016-05,6556418,2026-09-11T23:00:00+0200
PL,I551-I553,2016-06,7769788,2026-09-11T23:00:00+0200
PL,I551-I553,2016-07,12019819,2026-09-11T23:00:00+0200
PL,I551-I553,2016-08,11812597,2026-09-11T23:00:00+0200
PL,I551-I553,2016-09,7343738,2026-09-11T23:00:00+0200
PL,I551-I553,2016-10,5808791,2026-09-11T23:00:00+0200
PL,I551-I553,2016-11,4776474,2026-09-11T23:00:00+0200
PL,I551-I553,2016-12,4459835,2026-09-11T23:00:00+0200
PL,I551-I553,2017-01,4608629,2026-09-11T23:00:00+0200
PL,I551-I553,2017-02,5092804,2026-09-11T23:00:00+0200
PL,I551-I553,2017-03,4885564,2026-09-11T23:00:00+0200
PL,I551-I553,2017-04,5379533,2026-09-11T23:00:00+0200
PL,I551-I553,2017-05,6839991,2026-09-11T23:00:00+0200
PL,I551-I553,2017-06,8394539,2026-09-11T23:00:00+0200
PL,I551-I553,2017-07,12437261,2026-09-11T23:00:00+0200
PL,I551-I553,2017-08,12178787,2026-09-11T23:00:00+0200
PL,I551-I553,2017-09,7742414,2026-09-11T23:00:00+0200
PL,I551-I553,2017-10,6156796,2026-09-11T23:00:00+0200
PL,I551-I553,2017-11,5189035,2026-09-11T23:00:00+0200
PL,I551-I553,2017-12,4975562,2026-09-11T23:00:00+0200
PL,I551-I553,2018-01,5208562,2026-09-11T23:00:00+0200
PL,I551-I553,2018-02,5331028,2026-09-11T23:00:00+0200
PL,I551-I553,2018-03,5248234,2026-09-11T23:00:00+0200
PL,I551-I553,2018-04,5738334,2026-09-11T23:00:00+0200
PL,I551-I553,2018-05,7293003,2026-09-11T23:00:00+0200
PL,I551-I553,2018-06,8748689,2026-09-11T23:00:00+0200
PL,I551-I553,2018-07,12796486,2026-09-11T23:00:00+0200
PL,I551-I553,2018-08,12819793,2026-09-11T23:00:00+0200
PL,I551-I553,2018-09,8133901,2026-09-11T23:00:00+0200
PL,I551-I553,2018-10,6643707,2026-09-11T23:00:00+0200
PL,I551-I553,2018-11,5619454,2026-09-11T23:00:00+0200
PL,I551-I553,2018-12,5279272,2026-09-11T23:00:00+0200
PL,I551-I553,2019-01,5431024,2026-09-11T23:00:00+0200
PL,I551-I553,2019-02,5723567,2026-09-11T23:00:00+0200
PL,I551-I553,2019-03,5665729,2026-09-11T23:00:00+0200
PL,I551-I553,2019-04,5958335,2026-09-11T23:00:00+0200
PL,I551-I553,2019-05,7889529,2026-09-11T23:00:00+0200
PL,I551-I553,2019-06,9345363,2026-09-11T23:00:00+0200
PL,I551-I553,2019-07,13231640,2026-09-11T23:00:00+0200
PL,I551-I553,2019-08,13422733,2026-09-11T23:00:00+0200
PL,I551-I553,2019-09,8329710,2026-09-11T23:00:00+0200
PL,I551-I553,2019-10,6881976,2026-09-11T23:00:00+0200
PL,I551-I553,2019-11,5952246,2026-09-11T23:00:00+0200
PL,I551-I553,2019-12,5510886,2026-09-11T23:00:00+0200
PL,I551-I553,2020-01,5888984,2026-09-11T23:00:00+0200
PL,I551-I553,2020-02,6199527,2026-09-11T23:00:00+0200
PL,I551-I553,2020-03,2451511,2026-09-11T23:00:00+0200
PL,I551-I553,2020-04,326189,2026-09-11T23:00:00+0200
PL,I551-I553,2020-05,925237,2026-09-11T23:00:00+0200
PL,I551-I553,2020-06,3634049,2026-09-11T23:00:00+0200
PL,I551-I553,2020-07,9117294,2026-09-11T23:00:00+0200
PL,I551-I553,2020-08,10651119,2026-09-11T23:00:00+0200
PL,I551-I553,2020-09,6045213,2026-09-11T23:00:00+0200
PL,I551-I553,2020-10,3657945,2026-09-11T23:00:00+0200
PL,I551-I553,2020-11,1390144,2026-09-11T23:00:00+0200
PL,I551-I553,2020-12,1089956,2026-09-11T23:00:00+0200
PL,I551-I553,2021-01,695528,2026-09-11T23:00:00+0200
PL,I551-I553,2021-02,1587851,2026-09-11T23:00:00+0200
PL,I551-I553,2021-03,1670125,2026-09-11T23:00:00+0200
PL,I551-I553,2021-04,1367580,2026-09-11T23:00:00+0200
PL,I551-I553,2021-05,3078210,2026-09-11T23:00:00+0200
PL,I551-I553,2021-06,6489187,2026-09-11T23:00:00+0200
PL,I551-I553,2021-07,12034427,2026-09-11T23:00:00+0200
PL,I551-I553,2021-08,12657883,2026-09-11T23:00:00+0200
PL,I551-I553,2021-09,7745609,2026-09-11T23:00:00+0200
PL,I551-I553,2021-10,6338963,2026-09-11T23:00:00+0200
PL,I551-I553,2021-11,4898365,2026-09-11T23:00:00+0200
PL,I551-I553,2021-12,4273792,2026-09-11T23:00:00+0200
PL,I551-I553,2022-01,4555920,2026-09-11T23:00:00+0200
PL,I551-I553,2022-02,5328320,2026-09-11T23:00:00+0200
PL,I551-I553,2022-03,5635568,2026-09-11T23:00:00+0200
PL,I551-I553,2022-04,5818699,2026-09-11T23:00:00+0200
PL,I551-I553,2022-05,7147651,2026-09-11T23:00:00+0200
PL,I551-I553,2022-06,9061558,2026-09-11T23:00:00+0200
PL,I551-I553,2022-07,12761338,2026-09-11T23:00:00+0200
PL,I551-I553,2022-08,12954264,2026-09-11T23:00:00+0200
PL,I551-I553,2022-09,8300246,2026-09-11T23:00:00+0200
PL,I551-I553,2022-10,7132418,2026-09-11T23:00:00+0200
PL,I551-I553,2022-11,5831171,2026-09-11T23:00:00+0200
PL,I551-I553,2022-12,5426646,2026-09-11T23:00:00+0200
PL,I551-I553,2023-01,5516816,2026-09-11T23:00:00+0200
PL,I551-I553,2023-02,6027767,2026-09-11T23:00:00+0200
PL,I551-I553,2023-03,5838378,2026-09-11T23:00:00+0200
PL,I551-I553,2023-04,6285659,2026-09-11T23:00:00+0200
PL,I551-I553,2023-05,7494057,2026-09-11T23:00:00+0200
PL,I551-I553,2023-06,9213385,2026-09-11T23:00:00+0200
PL,I551-I553,2023-07,12519724,2026-09-11T23:00:00+0200
PL,I551-I553,2023-08,12658904,2026-09-11T23:00:00+0200
PL,I551-I553,2023-09,8741706,2026-09-11T23:00:00+0200
PL,I551-I553,2023-10,6991103,2026-09-11T23:00:00+0200
PL,I551-I553,2023-11,5818781,2026-09-11T23:00:00+0200
PL,I551-I553,2023-12,5691581,2026-09-11T23:00:00+0200
PL,I551-I553,2024-01,5633012,2026-09-11T23:00:00+0200
PL,I551-I553,2024-02,6006428,2026-09-11T23:00:00+0200
PL,I551-I553,2024-03,5800871,2026-09-11T23:00:00+0200
PL,I551-I553,2024-04,6105093,2026-09-11T23:00:00+0200
PL,I551-I553,2024-05,8259848,2026-09-11T23:00:00+0200
PL,I551-I553,2024-06,9535462,2026-09-11T23:00:00+0200
PL,I551-I553,2024-07,13156768,2026-09-11T23:00:00+0200
PL,I551-I553,2024-08,13701968,2026-09-11T23:00:00+0200
PL,I551-I553,2024-09,8810149,2026-09-11T23:00:00+0200
PL,I551-I553,2024-10,7816825,2026-09-11T23:00:00+0200
PL,I551-I553,2024-11,6543374,2026-09-11T23:00:00+0200
PL,I551-I553,2024-12,6278345,2026-09-11T23:00:00+0200
PL,I551-I553,2025-01,6034066,2026-09-11T23:00:00+0200
PL,I551-I553,2025-02,6773268,2026-09-11T23:00:00+0200
PL,I551-I553,2025-03,6300530,2026-09-11T23:00:00+0200
PL,I551-I553,2025-04,6750385,2026-09-11T23:00:00+0200
PL,I551-I553,2025-05,8822040,2026-09-11T23:00:00+0200
PL,I551-I553,2025-06,10187926,2026-09-11T23:00:00+0200
PL,I551-I553,2025-07,13757897,2026-09-11T23:00:00+0200
PL,I551-I553,2025-08,14550562,2026-09-11T23:00:00+0200
PL,I551-I553,2025-09,9455560,2026-09-11T23:00:00+0200
PL,I551-I553,2025-10,8115076,2026-09-11T23:00:00+0200
PL,I551-I553,2025-11,7001981,2026-09-11T23:00:00+0200
PL,I551-I553,2025-12,6943010,2026-09-11T23:00:00+0200
PL,I551-I553,2026-01,6496021,2026-09-11T23:00:00+0200
PL,I551-I553,2026-02,7053470,2026-09-11T23:00:00+0200
PL,I551-I553,2026-03,6588589,2026-09-11T23:00:00+0200
PL,I551-I553,2026-04,7203267,2026-09-11T23:00:00+0200
PL,I551-I553,2026-05,9259200,2026-09-11T23:00:00+0200
PL,I551-I553,2026-06,10593235,2026-09-11T23:00:00+0200
PL,I552,2015-01,1493291,2026-09-11T23:00:00+0200
PL,I552,2015-02,1682172,2026-09-11T23:00:00+0200
PL,I552,2015-03,1499420,2026-09-11T23:00:00+0200
PL,I552,2015-04,1594332,2026-09-11T23:00:00+0200
PL,I552,2015-05,2406091,2026-09-11T23:00:00+0200
PL,I552,2015-06,3317585,2026-09-11T23:00:00+0200
PL,I552,2015-07,6094541,2026-09-11T23:00:00+0200
PL,I552,2015-08,5708992,2026-09-11T23:00:00+0200
PL,I552,2015-09,2670733,2026-09-11T23:00:00+0200
PL,I552,2015-10,1925009,2026-09-11T23:00:00+0200
PL,I552,2015-11,1572197,2026-09-11T23:00:00+0200
PL,I552,2015-12,1475194,2026-09-11T23:00:00+0200
PL,I552,2016-01,1563874,2026-09-11T23:00:00+0200
PL,I552,2016-02,1926406,2026-09-11T23:00:00+0200
PL,I552,2016-03,1609559,2026-09-11T23:00:00+0200
PL,I552,2016-04,1784806,2026-09-11T23:00:00+0200
PL,I552,2016-05,2654004,2026-09-11T23:00:00+0200
PL,I552,2016-06,3505313,2026-09-11T23:00:00+0200
PL,I552,2016-07,6527864,2026-09-11T23:00:00+0200
PL,I552,2016-08,6211814,2026-09-11T23:00:00+0200
PL,I552,2016-09,3021781,2026-09-11T23:00:00+0200
PL,I552,2016-10,2040779,2026-09-11T23:00:00+0200
PL,I552,2016-11,1644169,2026-09-11T23:00:00+0200
PL,I552,2016-12,1514622,2026-09-11T23:00:00+0200
PL,I552,2017-01,1683461,2026-09-11T23:00:00+0200
PL,I552,2017-02,1944952,2026-09-11T23:00:00+0200
PL,I552,2017-03,1693077,2026-09-11T23:00:00+0200
PL,I552,2017-04,1892551,2026-09-11T23:00:00+0200
PL,I552,2017-05,2801737,2026-09-11T23:00:00+0200
PL,I552,2017-06,3866489,2026-09-11T23:00:00+0200
PL,I552,2017-07,6676203,2026-09-11T23:00:00+0200
PL,I552,2017-08,6302198,2026-09-11T23:00:00+0200
PL,I552,2017-09,3146980,2026-09-11T23:00:00+0200
PL,I552,2017-10,2151243,2026-09-11T23:00:00+0200
PL,I552,2017-11,1767749,2026-09-11T23:00:00+0200
PL,I552,2017-12,1675479,2026-09-11T23:00:00+0200
PL,I552,2018-01,1922705,2026-09-11T23:00:00+0200
PL,I552,2018-02,2019217,2026-09-11T23:00:00+0200
PL,I552,2018-03,1810151,2026-09-11T23:00:00+0200
PL,I552,2018-04,2017982,2026-09-11T23:00:00+0200
PL,I552,2018-05,2934584,2026-09-11T23:00:00+0200
PL,I552,2018-06,3917695,2026-09-11T23:00:00+0200
PL,I552,2018-07,6747803,2026-09-11T23:00:00+0200
PL,I552,2018-08,6540316,2026-09-11T23:00:00+0200
PL,I552,2018-09,3320051,2026-09-11T23:00:00+0200
PL,I552,2018-10,2311003,2026-09-11T23:00:00+0200
PL,I552,2018-11,1900812,2026-09-11T23:00:00+0200
PL,I552,2018-12,1730262,2026-09-11T23:00:00+0200
PL,I552,2019-01,1945908,2026-09-11T23:00:00+0200
PL,I552,2019-02,2106437,2026-09-11T23:00:00+0200
PL,I552,2019-03,1957151,2026-09-11T23:00:00+0200
PL,I552,2019-04,2062776,2026-09-11T23:00:00+0200
PL,I552,2019-05,3106007,2026-09-11T23:00:00+0200
PL,I552,2019-06,4128266,2026-09-11T23:00:00+0200
PL,I552,2019-07,6885513,2026-09-11T23:00:00+0200
PL,I552,2019-08,6710475,2026-09-11T23:00:00+0200
PL,I552,2019-09,3327629,2026-09-11T23:00:00+0200
PL,I552,2019-10,2367053,2026-09-11T23:00:00+0200
PL,I552,2019-11,1959092,2026-09-11T23:00:00+0200
PL,I552,2019-12,1788696,2026-09-11T23:00:00+0200
PL,I552,2020-01,2082602,2026-09-11T23:00:00+0200
PL,I552,2020-02,2222765,2026-09-11T23:00:00+0200
PL,I552,2020-03,949476,2026-09-11T23:00:00+0200
PL,I552,2020-04,93701,2026-09-11T23:00:00+0200
PL,I552,2020-05,316215,2026-09-11T23:00:00+0200
PL,I552,2020-06,1644412,2026-09-11T23:00:00+0200
PL,I552,2020-07,4814840,2026-09-11T23:00:00+0200
PL,I552,2020-08,5485705,2026-09-11T23:00:00+0200
PL,I552,2020-09,2527531,2026-09-11T23:00:00+0200
PL,I552,2020-10,1358059,2026-09-11T23:00:00+0200
PL,I552,2020-11,355920,2026-09-11T23:00:00+0200
PL,I552,2020-12,255599,2026-09-11T23:00:00+0200
PL,I552,2021-01,237960,2026-09-11T23:00:00+0200
PL,I552,2021-02,400916,2026-09-11T23:00:00+0200
PL,I552,2021-03,525065,2026-09-11T23:00:00+0200
PL,I552,2021-04,675125,2026-09-11T23:00:00+0200
PL,I552,2021-05,1375551,2026-09-11T23:00:00+0200
PL,I552,2021-06,3074987,2026-09-11T23:00:00+0200
PL,I552,2021-07,6202556,2026-09-11T23:00:00+0200
PL,I552,2021-08,6232978,2026-09-11T23:00:00+0200
PL,I552,2021-09,3118343,2026-09-11T23:00:00+0200
PL,I552,2021-10,2118363,2026-09-11T23:00:00+0200
PL,I552,2021-11,1575538,2026-09-11T23:00:00+0200
PL,I552,2021-12,1323090,2026-09-11T23:00:00+0200
PL,I552,2022-01,1527904,2026-09-11T23:00:00+0200
PL,I552,2022-02,1720694,2026-09-11T23:00:00+0200
PL,I552,2022-03,1614878,2026-09-11T23:00:00+0200
PL,I552,2022-04,1797569,2026-09-11T23:00:00+0200
PL,I552,2022-05,2563483,2026-09-11T23:00:00+0200
PL,I552,2022-06,3699046,2026-09-11T23:00:00+0200
PL,I552,2022-07,6120733,2026-09-11T23:00:00+0200
PL,I552,2022-08,5994690,2026-09-11T23:00:00+0200
PL,I552,2022-09,3048644,2026-09-11T23:00:00+0200
PL,I552,2022-10,2195442,2026-09-11T23:00:00+0200
PL,I552,2022-11,1765601,2026-09-11T23:00:00+0200
PL,I552,2022-12,1525744,2026-09-11T23:00:00+0200
PL,I552,2023-01,1683337,2026-09-11T23:00:00+0200
PL,I552,2023-02,1930410,2026-09-11T23:00:00+0200
PL,I552,2023-03,1789884,2026-09-11T23:00:00+0200
PL,I552,2023-04,1992993,2026-09-11T23:00:00+0200
PL,I552,2023-05,2697724,2026-09-11T23:00:00+0200
PL,I552,2023-06,3717587,2026-09-11T23:00:00+0200
PL,I552,2023-07,5816036,2026-09-11T23:00:00+0200
PL,I552,2023-08,5669895,2026-09-11T23:00:00+0200
PL,I552,2023-09,3221556,2026-09-11T23:00:00+0200
PL,I552,2023-10,2234467,2026-09-11T23:00:00+0200
PL,I552,2023-11,1817911,2026-09-11T23:00:00+0200
PL,I552,2023-12,1630471,2026-09-11T23:00:00+0200
PL,I552,2024-01,1743921,2026-09-11T23:00:00+0200
PL,I552,2024-02,1883789,2026-09-11T23:00:00+0200
PL,I552,2024-03,1763255,2026-09-11T23:00:00+0200
PL,I552,2024-04,1979222,2026-09-11T23:00:00+0200
PL,I552,2024-05,2967754,2026-09-11T23:00:00+0200
PL,I552,2024-06,3866759,2026-09-11T23:00:00+0200
PL,I552,2024-07,6057383,2026-09-11T23:00:00+0200
PL,I552,2024-08,6064807,2026-09-11T23:00:00+0200
PL,I552,2024-09,3356976,2026-09-11T23:00:00+0200
PL,I552,2024-10,2520496,2026-09-11T23:00:00+0200
PL,I552,2024-11,2006367,2026-09-11T23:00:00+0200
PL,I552,2024-12,1800650,2026-09-11T23:00:00+0200
PL,I552,2025-01,1890356,2026-09-11T23:00:00+0200
PL,I552,2025-02,2176569,2026-09-11T23:00:00+0200
PL,I552,2025-03,1979944,2026-09-11T23:00:00+0200
PL,I552,2025-04,2197653,2026-09-11T23:00:00+0200
PL,I552,2025-05,3143041,2026-09-11T23:00:00+0200
PL,I552,2025-06,4042420,2026-09-11T23:00:00+0200
PL,I552,2025-07,6442440,2026-09-11T23:00:00+0200
PL,I552,2025-08,6494131,2026-09-11T23:00:00+0200
PL,I552,2025-09,3551620,2026-09-11T23:00:00+0200
PL,I552,2025-10,2571187,2026-09-11T23:00:00+0200
PL,I552,2025-11,2147558,2026-09-11T23:00:00+0200
PL,I552,2025-12,2031392,2026-09-11T23:00:00+0200
PL,I552,2026-01,2002543,2026-09-11T23:00:00+0200
PL,I552,2026-02,2267515,2026-09-11T23:00:00+0200
PL,I552,2026-03,2062656,2026-09-11T23:00:00+0200
PL,I552,2026-04,2365823,2026-09-11T23:00:00+0200
PL,I552,2026-05,3316389,2026-09-11T23:00:00+0200
PL,I552,2026-06,4209524,2026-09-11T23:00:00+0200
PL,I553,2015-01,740,2026-09-11T23:00:00+0200
PL,I553,2015-02,1093,2026-09-11T23:00:00+0200
PL,I553,2015-03,957,2026-09-11T23:00:00+0200
PL,I553,2015-04,2697,2026-09-11T23:00:00+0200
PL,I553,2015-05,26658,2026-09-11T23:00:00+0200
PL,I553,2015-06,85366,2026-09-11T23:00:00+0200
PL,I553,2015-07,428377,2026-09-11T23:00:00+0200
PL,I553,2015-08,389716,2026-09-11T23:00:00+0200
PL,I553,2015-09,49730,2026-09-11T23:00:00+0200
PL,I553,2015-10,2899,2026-09-11T23:00:00+0200
PL,I553,2015-11,1050,2026-09-11T23:00:00+0200
PL,I553,2015-12,767,2026-09-11T23:00:00+0200
PL,I553,2016-01,825,2026-09-11T23:00:00+0200
PL,I553,2016-02,646,2026-09-11T23:00:00+0200
PL,I553,2016-03,1290,2026-09-11T23:00:00+0200
PL,I553,2016-04,2802,2026-09-11T23:00:00+0200
PL,I553,2016-05,37742,2026-09-11T23:00:00+0200
PL,I553,2016-06,94061,2026-09-11T23:00:00+0200
PL,I553,2016-07,469979,2026-09-11T23:00:00+0200
PL,I553,2016-08,406556,2026-09-11T23:00:00+0200
PL,I553,2016-09,44097,2026-09-11T23:00:00+0200
PL,I553,2016-10,5261,2026-09-11T23:00:00+0200
PL,I553,2016-11,1205,2026-09-11T23:00:00+0200
PL,I553,2016-12,957,2026-09-11T23:00:00+0200
PL,I553,2017-01,799,2026-09-11T23:00:00+0200
PL,I553,2017-02,722,2026-09-11T23:00:00+0200
PL,I553,2017-03,1520,2026-09-11T23:00:00+0200
PL,I553,2017-04,4021,2026-09-11T23:00:00+0200
PL,I553,2017-05,35174,2026-09-11T23:00:00+0200
PL,I553,2017-06,100642,2026-09-11T23:00:00+0200
PL,I553,2017-07,515584,2026-09-11T23:00:00+0200
PL,I553,2017-08,424961,2026-09-11T23:00:00+0200
PL,I553,2017-09,46447,2026-09-11T23:00:00+0200
PL,I553,2017-10,7475,2026-09-11T23:00:00+0200
PL,I553,2017-11,1705,2026-09-11T23:00:00+0200
PL,I553,2017-12,1748,2026-09-11T23:00:00+0200
PL,I553,2018-01,1598,2026-09-11T23:00:00+0200
PL,I553,2018-02,1012,2026-09-11T23:00:00+0200
PL,I553,2018-03,2054,2026-09-11T23:00:00+0200
PL,I553,2018-04,6201,2026-09-11T23:00:00+0200
PL,I553,2018-05,50549,2026-09-11T23:00:00+0200
PL,I553,2018-06,121072,2026-09-11T23:00:00+0200
PL,I553,2018-07,534127,2026-09-11T23:00:00+0200
PL,I553,2018-08,475973,2026-09-11T23:00:00+0200
PL,I553,2018-09,52599,2026-09-11T23:00:00+0200
PL,I553,2018-10,7634,2026-09-11T23:00:00+0200
PL,I553,2018-11,2753,2026-09-11T23:00:00+0200
PL,I553,2018-12,2337,2026-09-11T23:00:00+0200
PL,I553,2019-01,1265,2026-09-11T23:00:00+0200
PL,I553,2019-02,2992,2026-09-11T23:00:00+0200
PL,I553,2019-03,2512,2026-09-11T23:00:00+0200
PL,I553,2019-04,7274,2026-09-11T23:00:00+0200
PL,I553,2019-05,35991,2026-09-11T23:00:00+0200
PL,I553,2019-06,165795,2026-09-11T23:00:00+0200
PL,I553,2019-07,521361,2026-09-11T23:00:00+0200
PL,I553,2019-08,469909,2026-09-11T23:00:00+0200
PL,I553,2019-09,62321,2026-09-11T23:00:00+0200
PL,I553,2019-10,7596,2026-09-11T23:00:00+0200
PL,I553,2019-11,2226,2026-09-11T23:00:00+0200
PL,I553,2019-12,1354,2026-09-11T23:00:00+0200
PL,I553,2020-01,1299,2026-09-11T23:00:00+0200
PL,I553,2020-02,1086,2026-09-11T23:00:00+0200
PL,I553,2020-03,756,2026-09-11T23:00:00+0200
PL,I553,2020-04,100,2026-09-11T23:00:00+0200
PL,I553,2020-05,6642,2026-09-11T23:00:00+0200
PL,I553,2020-06,93632,2026-09-11T23:00:00+0200
PL,I553,2020-07,393773,2026-09-11T23:00:00+0200
PL,I553,2020-08,409842,2026-09-11T23:00:00+0200
PL,I553,2020-09,56593,2026-09-11T23:00:00+0200
PL,I553,2020-10,10252,2026-09-11T23:00:00+0200
PL,I553,2020-11,766,2026-09-11T23:00:00+0200
PL,I553,2020-12,320,2026-09-11T23:00:00+0200
PL,I553,2021-01,910,2026-09-11T23:00:00+0200
PL,I553,2021-02,370,2026-09-11T23:00:00+0200
PL,I553,2021-03,673,2026-09-11T23:00:00+0200
PL,I553,2021-04,551,2026-09-11T23:00:00+0200
PL,I553,2021-05,22004,2026-09-11T23:00:00+0200
PL,I553,2021-06,125902,2026-09-11T23:00:00+0200
PL,I553,2021-07,475297,2026-09-11T23:00:00+0200
PL,I553,2021-08,395464,2026-09-11T23:00:00+0200
PL,I553,2021-09,48903,2026-09-11T23:00:00+0200
PL,I553,2021-10,8277,2026-09-11T23:00:00+0200
PL,I553,2021-11,3659,2026-09-11T23:00:00+0200
PL,I553,2021-12,3266,2026-09-11T23:00:00+0200
PL,I553,2022-01,1570,2026-09-11T23:00:00+0200
PL,I553,2022-02,2462,2026-09-11T23:00:00+0200
PL,I553,2022-03,3907,2026-09-11T23:00:00+0200
PL,I553,2022-04,9836,2026-09-11T23:00:00+0200
PL,I553,2022-05,31122,2026-09-11T23:00:00+0200
PL,I553,2022-06,155586,2026-09-11T23:00:00+0200
PL,I553,2022-07,452336,2026-09-11T23:00:00+0200
PL,I553,2022-08,418654,2026-09-11T23:00:00+0200
PL,I553,2022-09,47346,2026-09-11T23:00:00+0200
PL,I553,2022-10,14897,2026-09-11T23:00:00+0200
PL,I553,2022-11,3343,2026-09-11T23:00:00+0200
PL,I553,2022-12,3085,2026-09-11T23:00:00+0200
PL,I553,2023-01,1893,2026-09-11T23:00:00+0200
PL,I553,2023-02,2080,2026-09-11T23:00:00+0200
