variable,activity,period,value
PMS - Número-índice com ajuste sazonal (2022=100),Total,2020-09,83.7279
PMS - Número-índice com ajuste sazonal (2022=100),Total,2020-10,85.52497
PMS - Número-índice com ajuste sazonal (2022=100),Total,2020-11,87.43373
PMS - Número-índice com ajuste sazonal (2022=100),Total,2020-12,87.35728
PMS - Número-índice com ajuste sazonal (2022=100),Total,2021-01,88.82897
PMS - Número-índice com ajuste sazonal (2022=100),Total,2021-02,91.34806
PMS - Número-índice com ajuste sazonal (2022=100),Total,2021-03,87.05054
PMS - Número-índice com ajuste sazonal (2022=100),Total,2021-04,89.53944
PMS - Número-índice com ajuste sazonal (2022=100),Total,2021-05,90.85403
PMS - Número-índice com ajuste sazonal (2022=100),Total,2021-06,93.05429
PMS - Número-índice com ajuste sazonal (2022=100),Total,2021-07,93.58969
PMS - Número-índice com ajuste sazonal (2022=100),Total,2021-08,94.35732
PMS - Número-índice com ajuste sazonal (2022=100),Total,2021-09,93.50064
PMS - Número-índice com ajuste sazonal (2022=100),Total,2021-10,92.91733
PMS - Número-índice com ajuste sazonal (2022=100),Total,2021-11,95.41479
PMS - Número-índice com ajuste sazonal (2022=100),Total,2021-12,97.80807
PMS - Número-índice com ajuste sazonal (2022=100),Total,2022-01,96.7722
PMS - Número-índice com ajuste sazonal (2022=100),Total,2022-02,97.11621
PMS - Número-índice com ajuste sazonal (2022=100),Total,2022-03,97.82967
PMS - Número-índice com ajuste sazonal (2022=100),Total,2022-04,98.24065
PMS - Número-índice com ajuste sazonal (2022=100),Total,2022-05,98.78006
PMS - Número-índice com ajuste sazonal (2022=100),Total,2022-06,99.06227
PMS - Número-índice com ajuste sazonal (2022=100),Total,2022-07,100.15214
PMS - Número-índice com ajuste sazonal (2022=100),Total,2022-08,101.60029
PMS - Número-índice com ajuste sazonal (2022=100),Total,2022-09,102.29584
PMS - Número-índice com ajuste sazonal (2022=100),Total,2022-10,102.03838
PMS - Número-índice com ajuste sazonal (2022=100),Total,2022-11,101.80711
PMS - Número-índice com ajuste sazonal (2022=100),Total,2022-12,104.46868
PMS - Número-índice com ajuste sazonal (2022=100),Total,2023-01,101.13929
PMS - Número-índice com ajuste sazonal (2022=100),Total,2023-02,102.03516
PMS - Número-índice com ajuste sazonal (2022=100),Total,2023-03,103.64015
PMS - Número-índice com ajuste sazonal (2022=100),Total,2023-04,101.96068
PMS - Número-índice com ajuste sazonal (2022=100),Total,2023-05,103.02811
PMS - Número-índice com ajuste sazonal (2022=100),Total,2023-06,103.19818
PMS - Número-índice com ajuste sazonal (2022=100),Total,2023-07,103.78172
PMS - Número-índice com ajuste sazonal (2022=100),Total,2023-08,103.51149
PMS - Número-índice com ajuste sazonal (2022=100),Total,2023-09,102.56181
PMS - Número-índice com ajuste sazonal (2022=100),Total,2023-10,102.58791
PMS - Número-índice com ajuste sazonal (2022=100),Total,2023-11,103.748
PMS - Número-índice com ajuste sazonal (2022=100),Total,2023-12,104.46137
PMS - Número-índice com ajuste sazonal (2022=100),Total,2024-01,105.25051
PMS - Número-índice com ajuste sazonal (2022=100),Total,2024-02,104.82254
PMS - Número-índice com ajuste sazonal (2022=100),Total,2024-03,105.14951
PMS - Número-índice com ajuste sazonal (2022=100),Total,2024-04,105.24938
PMS - Número-índice com ajuste sazonal (2022=100),Total,2024-05,104.47008
PMS - Número-índice com ajuste sazonal (2022=100),Total,2024-06,106.18247
PMS - Número-índice com ajuste sazonal (2022=100),Total,2024-07,106.36616
PMS - Número-índice com ajuste sazonal (2022=100),Total,2024-08,105.94206
PMS - Número-índice com ajuste sazonal (2022=100),Total,2024-09,106.94624
PMS - Número-índice com ajuste sazonal (2022=100),Total,2024-10,108.2797
PMS - Número-índice com ajuste sazonal (2022=100),Total,2024-11,106.77504
PMS - Número-índice com ajuste sazonal (2022=100),Total,2024-12,107.12202
PMS - Número-índice com ajuste sazonal (2022=100),Total,2025-01,106.58442
PMS - Número-índice com ajuste sazonal (2022=100),Total,2025-02,107.70817
PMS - Número-índice com ajuste sazonal (2022=100),Total,2025-03,108.26863
PMS - Número-índice com ajuste sazonal (2022=100),Total,2025-04,108.44133
PMS - Número-índice com ajuste sazonal (2022=100),Total,2025-05,108.79943
PMS - Número-índice com ajuste sazonal (2022=100),Total,2025-06,109.29823
PMS - Número-índice com ajuste sazonal (2022=100),Total,2025-07,109.54005
PMS - Número-índice com ajuste sazonal (2022=100),Total,2025-08,109.71955
PMS - Número-índice com ajuste sazonal (2022=100),Total,2025-09,110.44777
PMS - Número-índice com ajuste sazonal (2022=100),Total,2025-10,110.80707
PMS - Número-índice com ajuste sazonal (2022=100),Total,2025-11,110.68929
PMS - Número-índice com ajuste sazonal (2022=100),Total,2025-12,110.39052
PMS - Número-índice com ajuste sazonal (2022=100),Total,2026-01,110.43166
PMS - Número-índice com ajuste sazonal (2022=100),Total,2026-02,110.53612
PMS - Número-índice com ajuste sazonal (2022=100),Total,2026-03,109.39137
PMS - Número-índice com ajuste sazonal (2022=100),Total,2026-04,110.75473
PMS - Número-índice com ajuste sazonal (2022=100),Total,2026-05,110.49056
PMS - Número-índice com ajuste sazonal (2022=100),Total,2026-06,110.58577
PMS - Número-índice com ajuste sazonal (2022=100),Total,2026-07,110.5941
