symbol,report_date,time,name,fiscal_quarter_ending
PPBT,2023-05-16,time-not-supplied,Purple Biotech Ltd.,2023-03-31
PRQR,2023-05-16,time-not-supplied,ProQR Therapeutics N.V.,2023-03-31
PSFE,2023-05-16,time-not-supplied,Paysafe Limited,2023-03-31
QLGN,2023-05-16,time-not-supplied,"Qualigen Therapeutics, Inc.",2023-03-31
QUIK,2023-05-16,time-not-supplied,QuickLogic Corporation,2023-03-31
SABS,2023-05-16,time-not-supplied,"SAB Biotherapeutics, Inc.",2023-03-31
SBET,2023-05-16,time-not-supplied,"SharpLink Gaming, Inc.",2023-03-31
SBLK,2023-05-16,time-not-supplied,Star Bulk Carriers Corp.,2023-03-31
SDA,2023-05-16,time-not-supplied,SunCar Technology Group Inc.,2023-03-31
SE,2023-05-16,time-not-supplied,Sea Limited,2023-03-31
SLN,2023-05-16,time-not-supplied,Silence Therapeutics Plc,2023-03-31
SLNH,2023-05-16,time-not-supplied,"Soluna Holdings, Inc.",2023-03-31
SSYS,2023-05-16,time-not-supplied,"Stratasys, Ltd.",2023-03-31
SYPR,2023-05-16,time-not-supplied,"Sypris Solutions, Inc.",2023-03-31
SYTA,2023-05-16,time-not-supplied,"Siyata Mobile, Inc.",2022-12-31
TLF,2023-05-16,time-not-supplied,"Tandy Leather Factory, Inc.",2023-03-31
TME,2023-05-16,time-not-supplied,Tencent Music Entertainment Group,2023-03-31
UNCY,2023-05-16,time-not-supplied,"Unicycive Therapeutics, Inc.",2023-03-31
VGAS,2023-05-16,time-not-supplied,"Verde Clean Fuels, Inc.",2023-03-31
WF,2023-05-16,time-not-supplied,Woori Bank,2023-03-31
XNET,2023-05-16,time-not-supplied,Xunlei Limited,2023-03-31
XTLB,2023-05-16,time-not-supplied,XTL Biopharmaceuticals Ltd.,2023-03-31
YSG,2023-05-16,time-not-supplied,Yatsen Holding Limited,2023-03-31
ARBE,2023-05-17,time-not-supplied,Arbe Robotics Ltd.,2023-03-31
ARCO,2023-05-17,time-not-supplied,Arcos Dorados Holdings Inc.,2023-03-31
AVAL,2023-05-17,time-not-supplied,Grupo Aval Acciones y Valores S.A.,2023-03-31
BMA,2023-05-17,time-not-supplied,Macro Bank Inc.,2023-03-31
BOOT,2023-05-17,time-not-supplied,"Boot Barn Holdings, Inc.",2023-03-31
BTBD,2023-05-17,time-not-supplied,"BT Brands, Inc.",2023-03-31
BWAY,2023-05-17,time-not-supplied,Brainsway Ltd.,2023-03-31
CASI,2023-05-17,time-not-supplied,"CASI Pharmaceuticals, Inc.",2023-03-31
CPRT,2023-05-17,time-not-supplied,"Copart, Inc.",2023-04-30
CSCO,2023-05-17,time-not-supplied,"Cisco Systems, Inc.",2023-04-30
DLO,2023-05-17,time-not-supplied,DLocal Limited,2023-03-31
DT,2023-05-17,time-not-supplied,"Dynatrace, Inc.",2023-03-31
EDAP,2023-05-17,time-not-supplied,EDAP TMS S.A.,2023-03-31
FINV,2023-05-17,time-not-supplied,FinVolution Group,2023-03-31
HWKN,2023-05-17,time-not-supplied,"Hawkins, Inc.",2023-03-31
IBEX,2023-05-17,time-not-supplied,IBEX Limited,2023-03-31
INVZ,2023-05-17,time-not-supplied,Innoviz Technologies Ltd.,2023-03-31
JACK,2023-05-17,time-not-supplied,Jack In The Box Inc.,2023-03-31
LUCK,2023-05-17,time-not-supplied,Lucky Strike Entertainment Corporation,2023-03-31
MBOT,2023-05-17,time-not-supplied,Microbot Medical Inc. ,2023-03-31
NCNA,2023-05-17,time-not-supplied,NuCana plc,2023-03-31
RLX,2023-05-17,time-not-supplied,RLX Technology Inc.,2023-03-31
RSKD,2023-05-17,time-not-supplied,Riskified Ltd.,2023-03-31
SNPS,2023-05-17,time-not-supplied,"Synopsys, Inc.",2023-04-30
STNE,2023-05-17,time-not-supplied,StoneCo Ltd.,2023-03-31
TGT,2023-05-17,time-not-supplied,Target Corporation,2023-04-30
TJX,2023-05-17,time-not-supplied,"TJX Companies, Inc. (The)",2023-04-30
TTWO,2023-05-17,time-not-supplied,"Take-Two Interactive Software, Inc.",2023-03-31
VSAT,2023-05-17,time-not-supplied,"ViaSat, Inc.",2023-03-31
WIX,2023-05-17,time-not-supplied,Wix.com Ltd.,2023-03-31
ZENV,2023-05-17,time-not-supplied,Zenvia Inc.,2023-03-31
ZTO,2023-05-17,time-not-supplied,ZTO Express (Cayman) Inc.,2023-03-31
AMAT,2023-05-18,time-not-supplied,"Applied Materials, Inc.",2023-04-30
ATAT,2023-05-18,time-not-supplied,Atour Lifestyle Holdings Limited,2023-03-31
ATS,2023-05-18,time-not-supplied,ATS Corporation,2023-03-31
BABA,2023-05-18,time-not-supplied,Alibaba Group Holding Limited,2023-03-31
BBWI,2023-05-18,time-not-supplied,"Bath & Body Works, Inc.",2023-04-30
BEKE,2023-05-18,time-not-supplied,KE Holdings Inc,2023-03-31
BRC,2023-05-18,time-not-supplied,Brady Corporation,2023-04-30
CATO,2023-05-18,time-not-supplied,Cato Corporation (The),2023-04-30
CLIR,2023-05-18,time-not-supplied,ClearSign Technologies Corporation,2023-03-31
CSIQ,2023-05-18,time-not-supplied,Canadian Solar Inc.,2023-03-31
CVCO,2023-05-18,time-not-supplied,"Cavco Industries, Inc.",2023-03-31
DOLE,2023-05-18,time-not-supplied,Dole plc,2023-03-31
DOYU,2023-05-18,time-not-supplied,DouYu International Holdings Limited,2023-03-31
DXC,2023-05-18,time-not-supplied,DXC Technology Company,2023-03-31
ELTK,2023-05-18,time-not-supplied,Eltek Ltd.,2023-03-31
EVGN,2023-05-18,time-not-supplied,Evogene Ltd.,2023-03-31
EXP,2023-05-18,time-not-supplied,Eagle Materials Inc,2023-03-31
FLO,2023-05-18,time-not-supplied,"Flowers Foods, Inc.",2023-03-31
GAMB,2023-05-18,time-not-supplied,Gambling.com Group Limited,2023-03-31
GLOB,2023-05-18,time-not-supplied,Globant S.A.,2023-03-31
GOOS,2023-05-18,time-not-supplied,Canada Goose Holdings Inc.,2023-03-31
GRAB,2023-05-18,time-not-supplied,Grab Holdings Limited,2023-03-31
LEGN,2023-05-18,time-not-supplied,Legend Biotech Corporation,2023-03-31
LOOP,2023-05-18,time-not-supplied,"Loop Industries, Inc.",2023-02-28
LSPD,2023-05-18,time-not-supplied,Lightspeed Commerce Inc.,2023-03-31
MGIC,2023-05-18,time-not-supplied,Magic Software Enterprises Ltd.,2023-03-31
MNRO,2023-05-18,time-not-supplied,"Monro, Inc. ",2023-03-31
MSGE,2023-05-18,time-not-supplied,Madison Square Garden Entertainment Corp.,2023-03-31
QFIN,2023-05-18,time-not-supplied,"Qfin Holdings, Inc. ",2023-03-31
REPL,2023-05-18,time-not-supplied,"Replimune Group, Inc.",2023-03-31
ROST,2023-05-18,time-not-supplied,"Ross Stores, Inc.",2023-04-30
SQM,2023-05-18,time-not-supplied,Sociedad Quimica y Minera S.A.,2023-03-31
UCL,2023-05-18,time-not-supplied,uCloudlink Group Inc.,2023-03-31
USEA,2023-05-18,time-not-supplied,United Maritime Corporation,2023-03-31
WMS,2023-05-18,time-not-supplied,"Advanced Drainage Systems, Inc.",2023-03-31
WMT,2023-05-18,time-not-supplied,Walmart Inc.,2023-04-30
XELB,2023-05-18,time-not-supplied,"Xcel Brands, Inc",2023-03-31
ALVO,2023-05-19,time-not-supplied,Alvotech,2023-03-31
ASPI,2023-05-19,time-not-supplied,ASP Isotopes Inc.,2023-03-31
AUUD,2023-05-19,time-not-supplied,Auddia Inc.,2023-03-31
CINT,2023-05-19,time-not-supplied,CI&T Inc,2023-03-31
DE,2023-05-19,time-not-supplied,Deere & Company,2023-04-30
FL,2023-05-19,time-not-supplied,"Foot Locker, Inc.",2023-04-30
GTEC,2023-05-19,time-not-supplied,Greenland Technologies Holding Corporation,2023-03-31
ONMD,2023-05-19,time-not-supplied,OneMedNet Corp,2023-03-31
QBTS,2023-05-19,time-not-supplied,D-Wave Quantum Inc.,2023-03-31
RBC,2023-05-19,time-not-supplied,RBC Bearings Incorporated,2023-03-31
AENT,2023-05-22,time-not-supplied,Alliance Entertainment Holding Corporation,2023-03-31
AIFF,2023-05-22,time-not-supplied,"Firefly Neuroscience, Inc. ",2023-03-31
ALBT,2023-05-22,time-not-supplied,Avalon GloboCare Corp.,2023-03-31
ALTI,2023-05-22,time-not-supplied,"AlTi Global, Inc.",2023-03-31
ALTS,2023-05-22,time-not-supplied,ALT5 Sigma Corporation,2023-03-31
AMZE,2023-05-22,time-not-supplied,"Amaze Holdings, Inc.",2023-03-31
BRLS,2023-05-22,time-not-supplied,Borealis Foods Inc.,2023-03-31
CELU,2023-05-22,time-not-supplied,Celularity Inc.,2023-03-31
CETY,2023-05-22,time-not-supplied,"Clean Energy Technologies, Inc.",2023-03-31
CNET,2023-05-22,time-not-supplied,ZW Data Action Technologies Inc.,2023-03-31
CSWC,2023-05-22,time-not-supplied,Capital Southwest Corporation,2023-03-31
DCTH,2023-05-22,time-not-supplied,"Delcath Systems, Inc.",2023-03-31
DERM,2023-05-22,time-not-supplied,Journey Medical Corporation,2023-03-31
FTFT,2023-05-22,time-not-supplied,Future FinTech Group Inc.,2023-03-31
GLBE,2023-05-22,time-not-supplied,Global-E Online Ltd.,2023-03-31
GLSI,2023-05-22,time-not-supplied,"Greenwich LifeSciences, Inc.",2023-03-31
GNPX,2023-05-22,time-not-supplied,"Genprex, Inc.",2023-03-31
GPUS,2023-05-22,time-not-supplied,"Hyperscale Data, Inc.",2023-03-31
HEI,2023-05-22,time-not-supplied,Heico Corporation,2023-04-30
HTCR,2023-05-22,time-not-supplied,"Heartcore Enterprises, Inc.",2023-03-31
ICCM,2023-05-22,time-not-supplied,IceCure Medical Ltd.,2023-03-31
IMVT,2023-05-22,time-not-supplied,"Immunovant, Inc. ",2023-03-31
LU,2023-05-22,time-not-supplied,Lufax Holding Ltd,2023-03-31
NAT,2023-05-22,time-not-supplied,Nordic American Tankers Limited,2023-03-31
NDSN,2023-05-22,time-not-supplied,Nordson Corporation,2023-04-30
NIU,2023-05-22,time-not-supplied,Niu Technologies,2023-03-31
NNOX,2023-05-22,time-not-supplied,NANO-X IMAGING LTD,2023-03-31
NVGS,2023-05-22,time-not-supplied,Navigator Holdings Ltd.,2023-03-31
OCFT,2023-05-22,time-not-supplied,"OneConnect Financial Technology Co., Ltd.",2023-03-31
PETS,2023-05-22,time-not-supplied,"PetMed Express, Inc.",2023-03-31
PNRG,2023-05-22,time-not-supplied,PrimeEnergy Resources Corporation,2023-03-31
REVB,2023-05-22,time-not-supplied,"Revelation Biosciences, Inc.",2023-03-31
RVYL,2023-05-22,time-not-supplied,Ryvyl Inc.,2023-03-31
RYAAY,2023-05-22,time-not-supplied,Ryanair Holdings plc,2023-03-31
SGRP,2023-05-22,time-not-supplied,"SPAR Group, Inc.",2023-03-31
SOWG,2023-05-22,time-not-supplied,Sow Good Inc.,2023-03-31
SUPV,2023-05-22,time-not-supplied,Grupo Supervielle S.A.,2023-03-31
SY,2023-05-22,time-not-supplied,So-Young International Inc.,2023-03-31
THAR,2023-05-22,time-not-supplied,"Tharimmune, Inc.",2023-03-31
TOON,2023-05-22,time-not-supplied,"Kartoon Studios, Inc.",2023-03-31
TRNS,2023-05-22,time-not-supplied,"Transcat, Inc.",2023-03-31
YMM,2023-05-22,time-not-supplied,Full Truck Alliance Co. Ltd.,2023-03-31
ZIM,2023-05-22,time-not-supplied,ZIM Integrated Shipping Services Ltd.,2023-03-31
ZM,2023-05-22,time-not-supplied,"Zoom Communications, Inc.",2023-04-30
A,2023-05-23,time-not-supplied,"Agilent Technologies, Inc.",2023-04-30
AZO,2023-05-23,time-not-supplied,"AutoZone, Inc.",2023-05-31
BBAR,2023-05-23,time-not-supplied,Banco BBVA Argentina S.A.,2023-03-31
BJ,2023-05-23,time-not-supplied,"BJ's Wholesale Club Holdings, Inc.",2023-04-30
BORR,2023-05-23,time-not-supplied,Borr Drilling Limited,2023-03-31
CAAP,2023-05-23,time-not-supplied,Corporacion America Airports SA,2023-03-31
CLCO,2023-05-23,time-not-supplied,Cool Company Ltd.,2023-03-31
CRGO,2023-05-23,time-not-supplied,Freightos Limited,2023-03-31
CTRM,2023-05-23,time-not-supplied,Castor Maritime Inc.,2023-03-31
CTRN,2023-05-23,time-not-supplied,"Citi Trends, Inc.",2023-04-30
DAVA,2023-05-23,time-not-supplied,Endava plc,2023-03-31
DKS,2023-05-23,time-not-supplied,Dick's Sporting Goods Inc,2023-04-30
DRTS,2023-05-23,time-not-supplied,Alpha Tau Medical Ltd.,2023-03-31
EIC,2023-05-23,time-not-supplied,Eagle Point Income Company Inc.,2023-03-31
FORTY,2023-05-23,time-not-supplied,Formula Systems (1985) Ltd.,2023-03-31
HSAI,2023-05-23,time-not-supplied,Hesai Group,2023-03-31
IHS,2023-05-23,time-not-supplied,IHS Holding Limited,2023-03-31
INTU,2023-05-23,time-not-supplied,Intuit Inc.,2023-04-30
JMIA,2023-05-23,time-not-supplied,Jumia Technologies AG,2023-03-31
KC,2023-05-23,time-not-supplied,Kingsoft Cloud Holdings Limited,2023-03-31
LOW,2023-05-23,time-not-supplied,"Lowe's Companies, Inc.",2023-04-30
LX,2023-05-23,time-not-supplied,LexinFintech Holdings Ltd.,2023-03-31
NMM,2023-05-23,time-not-supplied,Navios Maritime Partners LP,2023-03-31
OOMA,2023-05-23,time-not-supplied,"Ooma, Inc.",2023-04-30
PANW,2023-05-23,time-not-supplied,"Palo Alto Networks, Inc.",2023-04-30
REE,2023-05-23,time-not-supplied,REE Automotive Ltd.,2023-03-31
RERE,2023-05-23,time-not-supplied,ATRenew Inc.,2023-03-31
SDRL,2023-05-23,time-not-supplied,Seadrill Limited,2023-03-31
TOL,2023-05-23,time-not-supplied,"Toll Brothers, Inc.",2023-04-30
TORO,2023-05-23,time-not-supplied,Toro Corp.,2023-03-31
URBN,2023-05-23,time-not-supplied,"Urban Outfitters, Inc.",2023-04-30
VFC,2023-05-23,time-not-supplied,V.F. Corporation,2023-03-31
VIPS,2023-05-23,time-not-supplied,Vipshop Holdings Limited,2023-03-31
WSM,2023-05-23,time-not-supplied,"Williams-Sonoma, Inc.",2023-04-30
ZEPP,2023-05-23,time-not-supplied,Zepp Health Corporation,2023-03-31
ADI,2023-05-24,time-not-supplied,"Analog Devices, Inc.",2023-04-30
AEO,2023-05-24,time-not-supplied,"American Eagle Outfitters, Inc.",2023-04-30
AFYA,2023-05-24,time-not-supplied,Afya Limited,2023-03-31
ANF,2023-05-24,time-not-supplied,Abercrombie & Fitch Company,2023-04-30
APPS,2023-05-24,time-not-supplied,"Digital Turbine, Inc.",2023-03-31
BFRG,2023-05-24,time-not-supplied,"Bullfrog AI Holdings, Inc.",2023-03-31
BLRX,2023-05-24,time-not-supplied,BioLineRx Ltd.,2023-03-31
BMO,2023-05-24,time-not-supplied,Bank Of Montreal,2023-04-30
BNS,2023-05-24,time-not-supplied,Bank of Nova Scotia (The),2023-04-30
BZ,2023-05-24,time-not-supplied,KANZHUN LIMITED,2023-03-31
CLGN,2023-05-24,time-not-supplied,CollPlant Biotechnologies Ltd.,2023-03-31
CRMT,2023-05-24,time-not-supplied,"America's Car-Mart, Inc.",2023-04-30
DY,2023-05-24,time-not-supplied,"Dycom Industries, Inc.",2023-04-30
ELF,2023-05-24,time-not-supplied,"e.l.f. Beauty, Inc.",2023-03-31
ENS,2023-05-24,time-not-supplied,EnerSys,2023-03-31
FUTU,2023-05-24,time-not-supplied,Futu Holdings Limited,2023-03-31
GASS,2023-05-24,time-not-supplied,"StealthGas, Inc.",2023-03-31
GCT,2023-05-24,time-not-supplied,GigaCloud Technology Inc,2023-03-31
GES,2023-05-24,time-not-supplied,"Guess?, Inc.",2023-04-30
ICG,2023-05-24,time-not-supplied,Intchains Group Limited,2023-03-31
ITRN,2023-05-24,time-not-supplied,Ituran Location and Control Ltd.,2023-03-31
KMDA,2023-05-24,time-not-supplied,Kamada Ltd.,2023-03-31
KSS,2023-05-24,time-not-supplied,Kohl's Corporation,2023-04-30
KT,2023-05-24,time-not-supplied,KT Corporation,2023-03-31
LPG,2023-05-24,time-not-supplied,Dorian LPG Ltd.,2023-03-31
MOD,2023-05-24,time-not-supplied,Modine Manufacturing Company,2023-03-31
NTNX,2023-05-24,time-not-supplied,"Nutanix, Inc.",2023-01-31
NVDA,2023-05-24,time-not-supplied,NVIDIA Corporation,2023-04-30
PATH,2023-05-24,time-not-supplied,"UiPath, Inc.",2023-04-30
PLAB,2023-05-24,time-not-supplied,"Photronics, Inc.",2023-04-30
PLCE,2023-05-24,time-not-supplied,"Children's Place, Inc. (The)",2023-04-30
PLUS,2023-05-24,time-not-supplied,ePlus inc.,2023-03-31
RAMP,2023-05-24,time-not-supplied,"LiveRamp Holdings, Inc.",2023-03-31
RMCF,2023-05-24,time-not-supplied,"Rocky Mountain Chocolate Factory, Inc.",2023-02-28
RRGB,2023-05-24,time-not-supplied,"Red Robin Gourmet Burgers, Inc.",2023-03-31
SCVL,2023-05-24,time-not-supplied,"Shoe Carnival, Inc.",2023-04-30
SGHC,2023-05-24,time-not-supplied,Super Group (SGHC) Limited,2023-03-31
SNOW,2023-05-24,time-not-supplied,Snowflake Inc.,2023-04-30
STEP,2023-05-24,time-not-supplied,StepStone Group Inc.,2023-03-31
SYTA,2023-05-24,time-not-supplied,"Siyata Mobile, Inc.",2023-03-31
UVV,2023-05-24,time-not-supplied,Universal Corporation,2023-03-31
VNET,2023-05-24,time-not-supplied,"VNET Group, Inc.",2023-03-31
WOOF,2023-05-24,time-not-supplied,"Petco Health and Wellness Company, Inc.",2023-04-30
XPEV,2023-05-24,time-not-supplied,XPeng Inc.,2023-03-31
XYF,2023-05-24,time-not-supplied,X Financial,2023-03-31
ZH,2023-05-24,time-not-supplied,Zhihu Inc.,2023-03-31
ADSK,2023-05-25,time-not-supplied,"Autodesk, Inc.",2023-04-30
AMWD,2023-05-25,time-not-supplied,American Woodmark Corporation,2023-04-30
BBW,2023-05-25,time-not-supplied,"Build-A-Bear Workshop, Inc.",2023-04-30
BBY,2023-05-25,time-not-supplied,"Best Buy Co., Inc.",2023-04-30
BNRG,2023-05-25,time-not-supplied,Brenmiller Energy Ltd,2023-03-31
BURL,2023-05-25,time-not-supplied,"Burlington Stores, Inc.",2023-04-30
BZUN,2023-05-25,time-not-supplied,Baozun Inc.,2023-03-31
CM,2023-05-25,time-not-supplied,Canadian Imperial Bank of Commerce,2023-04-30
CMCO,2023-05-25,time-not-supplied,Columbus McKinnon Corporation,2023-03-31
COST,2023-05-25,time-not-supplied,Costco Wholesale Corporation,2023-05-31
CRVL,2023-05-25,time-not-supplied,CorVel Corp.,2023-03-31
CSW,2023-05-25,time-not-supplied,"CSW Industrials, Inc.",2023-03-31
DAO,2023-05-25,time-not-supplied,"Youdao, Inc.",2023-03-31
DECK,2023-05-25,time-not-supplied,Deckers Outdoor Corporation,2023-03-31
DLTR,2023-05-25,time-not-supplied,"Dollar Tree, Inc.",2023-04-30
DOMO,2023-05-25,time-not-supplied,"Domo, Inc.",2023-04-30
DXLG,2023-05-25,time-not-supplied,"Destination XL Group, Inc.",2023-04-30
GAP,2023-05-25,time-not-supplied,"Gap, Inc. (The)",2023-04-30
GCO,2023-05-25,time-not-supplied,Genesco Inc.,2023-04-30
GDS,2023-05-25,time-not-supplied,GDS Holdings Limited,2023-03-31
HEPS,2023-05-25,time-not-supplied,D-Market Electronic Services & Trading,2023-03-31
HLNE,2023-05-25,time-not-supplied,Hamilton Lane Incorporated,2023-03-31
KNOP,2023-05-25,time-not-supplied,KNOT Offshore Partners LP,2023-03-31
MDT,2023-05-25,time-not-supplied,Medtronic plc,2023-04-30
MESO,2023-05-25,time-not-supplied,Mesoblast Limited,2023-03-31
MLAB,2023-05-25,time-not-supplied,"Mesa Laboratories, Inc.",2023-03-31
MOV,2023-05-25,time-not-supplied,Movado Group Inc.,2023-04-30
MRVL,2023-05-25,time-not-supplied,"Marvell Technology, Inc.",2023-04-30
NTES,2023-05-25,time-not-supplied,"NetEase, Inc.",2023-03-31
PAGS,2023-05-25,time-not-supplied,PagSeguro Digital Ltd.,2023-03-31
REX,2023-05-25,time-not-supplied,REX American Resources Corporation,2023-04-30
RH,2023-05-25,time-not-supplied,RH,2023-04-30
RL,2023-05-25,time-not-supplied,Ralph Lauren Corporation,2023-03-31
RY,2023-05-25,time-not-supplied,Royal Bank Of Canada,2023-04-30
SHIP,2023-05-25,time-not-supplied,Seanergy Maritime Holdings Corp.,2023-03-31
SOGP,2023-05-25,time-not-supplied,Sound Group Inc.,2023-03-31
SOTK,2023-05-25,time-not-supplied,Sono-Tek Corporation,2023-02-28
STG,2023-05-25,time-not-supplied,Sunlands Technology Group,2023-03-31
SVM,2023-05-25,time-not-supplied,Silvercorp Metals Inc.,2023-03-31
TD,2023-05-25,time-not-supplied,Toronto Dominion Bank (The),2023-04-30
THR,2023-05-25,time-not-supplied,"Thermon Group Holdings, Inc.",2023-03-31
TITN,2023-05-25,time-not-supplied,Titan Machinery Inc.,2023-04-30
ULTA,2023-05-25,time-not-supplied,"Ulta Beauty, Inc.",2023-04-30
VIVK,2023-05-25,time-not-supplied,"Vivakor, Inc.",2022-12-31
WB,2023-05-25,time-not-supplied,Weibo Corporation,2023-03-31
WDAY,2023-05-25,time-not-supplied,"Workday, Inc.",2023-04-30
BAH,2023-05-26,time-not-supplied,Booz Allen Hamilton Holding Corporation,2023-03-31
BKE,2023-05-26,time-not-supplied,"Buckle, Inc. (The)",2023-04-30
BRID,2023-05-26,time-not-supplied,Bridgford Foods Corporation,2023-04-30
CAN,2023-05-26,time-not-supplied,Canaan Inc.,2023-03-31
DSX,2023-05-26,time-not-supplied,Diana Shipping inc.,2023-03-31
LITB,2023-05-26,time-not-supplied,"LightInTheBox Holding Co., Ltd.",2023-03-31
PDD,2023-05-26,time-not-supplied,PDD Holdings Inc.,2023-03-31
HTHT,2023-05-29,time-not-supplied,H World Group Limited,2023-03-31
AIFU,2023-05-30,time-not-supplied,AIFU Inc.,2023-03-31
ALAR,2023-05-30,time-not-supplied,Alarum Technologies Ltd.,2023-03-31
AMBA,2023-05-30,time-not-supplied,"Ambarella, Inc.",2023-04-30
API,2023-05-30,time-not-supplied,"Agora, Inc.",2023-03-31
BNR,2023-05-30,time-not-supplied,Burning Rock Biotech Limited,2023-03-31
BOSC,2023-05-30,time-not-supplied,B.O.S. Better Online Solutions,2023-03-31
BOX,2023-05-30,time-not-supplied,"Box, Inc.",2023-04-30
BTCM,2023-05-30,time-not-supplied,BIT Mining Limited,2023-03-31
CVAC,2023-05-30,time-not-supplied,CureVac N.V.,2023-03-31
ESLT,2023-05-30,time-not-supplied,Elbit Systems Ltd.,2023-03-31
FNGR,2023-05-30,time-not-supplied,"FingerMotion, Inc.",2023-02-28
GLNG,2023-05-30,time-not-supplied,Golar LNG Limited,2023-03-31
GOTU,2023-05-30,time-not-supplied,Gaotu Techedu Inc.,2023-03-31
HPE,2023-05-30,time-not-supplied,Hewlett Packard Enterprise Company,2023-04-30
HPQ,2023-05-30,time-not-supplied,HP Inc.,2023-04-30
HUIZ,2023-05-30,time-not-supplied,Huize Holding Limited,2023-03-31
JOYY,2023-05-30,time-not-supplied,JOYY Inc.,2023-03-31
MDWD,2023-05-30,time-not-supplied,MediWound Ltd.,2023-03-31
NB,2023-05-30,time-not-supplied,NioCorp Developments Ltd.,2023-03-31
NEXN,2023-05-30,time-not-supplied,Nexxen International Ltd.,2023-03-31
NOAH,2023-05-30,time-not-supplied,Noah Holdings Ltd.,2023-03-31
SKY,2023-05-30,time-not-supplied,"Champion Homes, Inc.",2023-03-31
SPWH,2023-05-30,time-not-supplied,"Sportsman's Warehouse Holdings, Inc.",2023-04-30
TEN,2023-05-30,time-not-supplied,Tsakos Energy Navigation Ltd,2023-03-31
THCH,2023-05-30,time-not-supplied,TH International Limited,2023-03-31
TIGR,2023-05-30,time-not-supplied,UP Fintech Holding Limited,2023-03-31
UHAL,2023-05-30,time-not-supplied,U-Haul Holding Company,2023-03-31
YTRA,2023-05-30,time-not-supplied,"Yatra Online, Inc.",2023-03-31
AAP,2023-05-31,time-not-supplied,Advance Auto Parts Inc.,2023-03-31
AI,2023-05-31,time-not-supplied,"C3.ai, Inc.",2023-04-30
AMSC,2023-05-31,time-not-supplied,American Superconductor Corporation,2023-03-31
CAE,2023-05-31,time-not-supplied,CAE Inc,2023-03-31
CHWY,2023-05-31,time-not-supplied,"Chewy, Inc.",2023-04-30
CPRI,2023-05-31,time-not-supplied,Capri Holdings Limited,2023-03-31
CRDO,2023-05-31,time-not-supplied,Credo Technology Group Holding Ltd,2023-04-30
CRM,2023-05-31,time-not-supplied,"Salesforce, Inc.",2023-04-30
CRWD,2023-05-31,time-not-supplied,"CrowdStrike Holdings, Inc.",2023-04-30
DCI,2023-05-31,time-not-supplied,"Donaldson Company, Inc.",2023-04-30
DSGX,2023-05-31,time-not-supplied,The Descartes Systems Group Inc.,2023-04-30
EH,2023-05-31,time-not-supplied,EHang Holdings Limited,2023-03-31
ESOA,2023-05-31,time-not-supplied,Energy Services of America Corporation,2023-03-31
EVAX,2023-05-31,time-not-supplied,Evaxion A/S,2023-03-31
FRO,2023-05-31,time-not-supplied,Frontline Plc,2023-03-31
HOV,2023-05-31,time-not-supplied,Hovnanian Enterprises Inc,2023-04-30
NCNO,2023-05-31,time-not-supplied,"nCino, Inc.",2023-04-30
NGL,2023-05-31,time-not-supplied,NGL ENERGY PARTNERS LP,2023-03-31
NTAP,2023-05-31,time-not-supplied,"NetApp, Inc.",2023-04-30
OKTA,2023-05-31,time-not-supplied,"Okta, Inc.",2023-04-30
PHR,2023-05-31,time-not-supplied,"Phreesia, Inc.",2023-04-30
PSTG,2023-05-31,time-not-supplied,"Pure Storage, Inc. ",2023-04-30
PVH,2023-05-31,time-not-supplied,PVH Corp.,2023-04-30
RSVR,2023-05-31,time-not-supplied,"Reservoir Media, Inc..",2023-03-31
RVSN,2023-05-31,time-not-supplied,Rail Vision Ltd.,2023-03-31
SOL,2023-05-31,time-not-supplied,Emeren Group Ltd,2023-03-31
TATT,2023-05-31,time-not-supplied,TAT Technologies Ltd.,2023-03-31
VEEV,2023-05-31,time-not-supplied,Veeva Systems Inc.,2023-04-30
VSCO,2023-05-31,time-not-supplied,Victorias Secret & Co.,2023-04-30
WAVE,2023-05-31,time-not-supplied,Eco Wave Power Global AB (publ),2023-03-31
ASAN,2023-06-01,time-not-supplied,"Asana, Inc.",2023-04-30
AVGO,2023-06-01,time-not-supplied,Broadcom Inc.,2023-04-30
BARK,2023-06-01,time-not-supplied,"BARK, Inc.",2023-03-31
BILI,2023-06-01,time-not-supplied,Bilibili Inc.,2023-03-31
CAL,2023-06-01,time-not-supplied,"Caleres, Inc.",2023-04-30
CANF,2023-06-01,time-not-supplied,Can-Fite Biopharma Ltd,2023-03-31
CHPT,2023-06-01,time-not-supplied,"ChargePoint Holdings, Inc.",2023-04-30
COO,2023-06-01,time-not-supplied,"The Cooper Companies, Inc. ",2023-04-30
DELL,2023-06-01,time-not-supplied,Dell Technologies Inc.,2023-04-30
DG,2023-06-01,time-not-supplied,Dollar General Corporation,2023-04-30
DLTH,2023-06-01,time-not-supplied,Duluth Holdings Inc.,2023-04-30
DOOO,2023-06-01,time-not-supplied,BRP Inc.,2023-04-30
ESTC,2023-06-01,time-not-supplied,Elastic N.V.,2023-04-30
FIVE,2023-06-01,time-not-supplied,"Five Below, Inc.",2023-04-30
GLMD,2023-06-01,time-not-supplied,Galmed Pharmaceuticals Ltd.,2023-03-31
GWRE,2023-06-01,time-not-supplied,"Guidewire Software, Inc.",2023-04-30
HRL,2023-06-01,time-not-supplied,Hormel Foods Corporation,2023-04-30
IOT,2023-06-01,time-not-supplied,Samsara Inc.,2023-04-30
