company_name,form_type,cik,date_filed,file_name
"Ananym Capital Long-Only Master Fund, Ltd.",D/A,2035466,2026-08-28,edgar/data/2035466/0000902664-26-003660.txt
"Ananym Capital Long-Only Onshore Fund, LP",D/A,2035426,2026-08-28,edgar/data/2035426/0000902664-26-003658.txt
"Ananym Capital Management, LP",13F-HR,2037077,2026-08-14,edgar/data/2037077/0002037077-26-000005.txt
"Ananym Capital Management, LP",N-PX,2037077,2026-08-06,edgar/data/2037077/0001438934-26-000524.txt
"Ananym Capital Master Fund, Ltd.",D/A,2035319,2026-08-28,edgar/data/2035319/0000902664-26-003661.txt
"Ananym Capital Onshore Fund, LP",D/A,2035338,2026-08-28,edgar/data/2035338/0000902664-26-003659.txt
Anastasiou Melissa,3,2147021,2026-07-23,edgar/data/2147021/0001493152-26-034445.txt
Anastos Peter C,4,1405215,2026-08-18,edgar/data/1405215/0001405215-26-000012.txt
Anatole Investment Management Ltd,13F-HR,1693745,2026-08-14,edgar/data/1693745/0002081111-26-000158.txt
Anavatos Bio Inc.,D/A,2067551,2026-07-20,edgar/data/2067551/0002067551-26-000001.txt
Anbio Biotechnology,F-3ASR,1982708,2026-07-09,edgar/data/1982708/0001185185-26-002869.txt
Anchi Kazuyuki,4,2115918,2026-07-28,edgar/data/2115918/0000950103-26-011231.txt
Anchi Kazuyuki,4,2115918,2026-08-14,edgar/data/2115918/0000950103-26-012369.txt
"Anchor 3724, LLC",D,1970569,2026-07-27,edgar/data/1970569/0001970569-26-000003.txt
Anchor @ 65 Pte. Ltd.,13F-HR,1993962,2026-08-14,edgar/data/1993962/0000905148-26-003729.txt
Anchor @ 65 Pte. Ltd.,N-PX,1993962,2026-08-31,edgar/data/1993962/0000905148-26-004033.txt
"Anchor Bay Capital, Inc.",13F-HR,2083500,2026-08-11,edgar/data/2083500/0002083500-26-000002.txt
"Anchor Capital Growth Fund II, LP",D/A,2075229,2026-07-27,edgar/data/2075229/0002081111-26-000146.txt
Anchor Capital Management Group Inc,13F-HR,894119,2026-07-28,edgar/data/894119/0000894119-26-000004.txt
Anchor Capital Partners LLC-FL,D,2153147,2026-09-02,edgar/data/2153147/0002153147-26-000001.txt
Anchor Capital RD a Series of CGF2021 LLC,D,2148107,2026-08-11,edgar/data/2148107/0002148107-26-000001.txt
Anchor IV Pte. Ltd.,13F-NT,1993966,2026-08-14,edgar/data/1993966/0000905148-26-003728.txt
Anchor IV Pte. Ltd.,N-PX,1993966,2026-08-31,edgar/data/1993966/0000905148-26-004030.txt
"Anchor Innovation, Inc.",D,2136333,2026-07-08,edgar/data/2136333/0002136333-26-000001.txt
"Anchor Investment Management, LLC",N-PX,1634149,2026-07-31,edgar/data/1634149/0001634149-26-000004.txt
"Anchor Nuclear Solutions, LLC",D,2140322,2026-08-12,edgar/data/2140322/0002140322-26-000001.txt
Anchor V Pte. Ltd.,13F-NT,2043010,2026-08-14,edgar/data/2043010/0000905148-26-003727.txt
Anchor V Pte. Ltd.,N-PX,2043010,2026-08-31,edgar/data/2043010/0000905148-26-004045.txt
"Anchorage Capital Advisors, L.P.",13F-HR,2007642,2026-08-14,edgar/data/2007642/0000905148-26-003755.txt
"Anchorage Capital Advisors, L.P.",N-PX,2007642,2026-08-31,edgar/data/2007642/0000905148-26-004034.txt
"Anchorage Capital Advisors, L.P.",SCHEDULE 13G/A,2007642,2026-08-14,edgar/data/2007642/0000905148-26-003707.txt
"Anchorage Capital Group, L.L.C.",13F-HR,1300714,2026-08-14,edgar/data/1300714/0000905148-26-003756.txt
"Anchorage Capital Group, L.L.C.",N-PX,1300714,2026-08-31,edgar/data/1300714/0000905148-26-004035.txt
"Anchorage Opportunities Advisor, L.L.C.",13F-NT,1965155,2026-08-14,edgar/data/1965155/0000905148-26-003757.txt
"Anchorage Opportunities Advisor, L.L.C.",N-PX,1965155,2026-08-31,edgar/data/1965155/0000905148-26-004036.txt
"Ancient Art, L.P.",13F-HR,1426749,2026-08-14,edgar/data/1426749/0001426749-26-000003.txt
"Ancient Art, L.P.",N-PX,1426749,2026-08-28,edgar/data/1426749/0001426749-26-000004.txt
"Ancient Art, L.P.",SCHEDULE 13G,1426749,2026-08-14,edgar/data/1426749/0001011438-26-000544.txt
Ancius Michael J,144,1454708,2026-07-28,edgar/data/1454708/0001950047-26-007337.txt
Ancius Michael J,144,1454708,2026-08-10,edgar/data/1454708/0001950047-26-007919.txt
Ancius Michael J,4,1454708,2026-07-29,edgar/data/1454708/0001454708-26-000006.txt
Ancius Michael J,4,1454708,2026-08-11,edgar/data/1454708/0001454708-26-000008.txt
Ancius Michael J,4,1454708,2026-08-17,edgar/data/1454708/0001454708-26-000010.txt
Ancora Advisors LLC,13F-HR,1446114,2026-08-14,edgar/data/1446114/0001446114-26-000012.txt
Ancora Advisors LLC,N-PX,1446114,2026-08-28,edgar/data/1446114/0001162044-26-000767.txt
Ancora Alternatives LLC,13F-NT,1836192,2026-08-17,edgar/data/1836192/0001836192-26-000006.txt
Ancora Alternatives LLC,N-PX,1836192,2026-08-31,edgar/data/1836192/0001162044-26-000772.txt
"Andalusian Credit Company, LLC",10-Q,1979306,2026-08-14,edgar/data/1979306/0001104659-26-097303.txt
"Andalusian Credit Company, LLC",4,1979306,2026-09-01,edgar/data/1979306/0001104659-26-104354.txt
"Andalusian Credit Company, LLC",4,1979306,2026-09-01,edgar/data/1979306/0001104659-26-104355.txt
"Andalusian Credit Company, LLC",4,1979306,2026-09-01,edgar/data/1979306/0001104659-26-104356.txt
"Andalusian Credit Company, LLC",8-K,1979306,2026-09-01,edgar/data/1979306/0001104659-26-104299.txt
"Andalusian Partners Fund II, L.P. - APF II Offshore Committe",D/A,2077252,2026-07-16,edgar/data/2077252/0000950142-26-002111.txt
"Andalusian Partners Fund II, L.P. - APF II Onshore Committed",D/A,2077251,2026-07-16,edgar/data/2077251/0000950142-26-002112.txt
"Andalusian Partners II, L.P. - AP II Offshore Discretionary",D/A,2077254,2026-07-16,edgar/data/2077254/0000950142-26-002109.txt
"Andalusian Partners II, L.P. - AP II Onshore Discretionary S",D/A,2077253,2026-07-16,edgar/data/2077253/0000950142-26-002110.txt
Andar Capital Management HK Ltd,13F-HR,1805591,2026-08-06,edgar/data/1805591/0001805591-26-000007.txt
Andar Capital Management HK Ltd,13F-HR/A,1805591,2026-08-07,edgar/data/1805591/0001805591-26-000008.txt
Andar Capital Management HK Ltd,N-PX,1805591,2026-07-22,edgar/data/1805591/0001805591-26-000006.txt
Andera Partners,13F-HR,1757283,2026-07-22,edgar/data/1757283/0001757283-26-000015.txt
Andera Partners,SCHEDULE 13G/A,1757283,2026-08-14,edgar/data/1757283/0001757283-26-000018.txt
Anderman David,4,2049598,2026-09-01,edgar/data/2049598/0001193125-26-379091.txt
Andersen Derek,4,1777086,2026-08-18,edgar/data/1777086/0001225208-26-007166.txt
Andersen Group Inc.,10-Q,2065708,2026-08-12,edgar/data/2065708/0001193125-26-346921.txt
Andersen Group Inc.,4,2065708,2026-07-09,edgar/data/2065708/0001193125-26-299707.txt
Andersen Group Inc.,424B4,2065708,2026-08-20,edgar/data/2065708/0001193125-26-359181.txt
Andersen Group Inc.,8-K,2065708,2026-08-12,edgar/data/2065708/0001193125-26-346839.txt
Andersen Group Inc.,DRS,2065708,2026-07-15,edgar/data/2065708/0001193125-26-304950.txt
Andersen Group Inc.,EFFECT,2065708,2026-08-19,edgar/data/2065708/9999999995-26-002713.txt
Andersen Group Inc.,S-1,2065708,2026-08-17,edgar/data/2065708/0001193125-26-354017.txt
Andersen Group Inc.,SCHEDULE 13G,2065708,2026-08-03,edgar/data/2065708/0000898432-26-000576.txt
Andersen Group Inc.,SCHEDULE 13G,2065708,2026-08-05,edgar/data/2065708/0000938206-26-000034.txt
Andersen Group Inc.,SCHEDULE 13G,2065708,2026-08-13,edgar/data/2065708/0001398344-26-014372.txt
Andersen Group Inc.,SCHEDULE 13G/A,2065708,2026-07-27,edgar/data/2065708/0000019617-26-000305.txt
Andersen Group Inc.,SCHEDULE 13G/A,2065708,2026-07-28,edgar/data/2065708/0000038777-26-000202.txt
Andersen Group Inc.,SCHEDULE 13G/A,2065708,2026-07-30,edgar/data/2065708/0000906304-26-000145.txt
Andersen Group Inc.,SCHEDULE 13G/A,2065708,2026-08-14,edgar/data/2065708/0000902664-26-003511.txt
Andersen Group Inc.,SCHEDULE 13G/A,2065708,2026-08-14,edgar/data/2065708/0001345929-26-000036.txt
Andersen Jill,144,1891047,2026-08-17,edgar/data/1891047/0001193125-26-354032.txt
Andersen Jill,4,1891047,2026-08-18,edgar/data/1891047/0001193125-26-355912.txt
Andersen Stacia J.P.,3,1677473,2026-07-01,edgar/data/1677473/0000925421-26-000021.txt
Andersen Stacia J.P.,4,1677473,2026-07-23,edgar/data/1677473/0000906553-26-000062.txt
Anderson Aaron,4,1645073,2026-08-18,edgar/data/1645073/0000950103-26-012606.txt
Anderson Aaron,4,1645073,2026-09-08,edgar/data/1645073/0000950103-26-013672.txt
Anderson Adam,4,2025643,2026-09-09,edgar/data/2025643/0001193125-26-386736.txt
Anderson Anthony,4,1559294,2026-08-18,edgar/data/1559294/0000062709-26-000224.txt
Anderson Barbara J.,144,1850133,2026-08-28,edgar/data/1850133/0001950047-26-008832.txt
Anderson Barbara J.,4,1850133,2026-09-01,edgar/data/1850133/0001850133-26-000004.txt
Anderson Brian Edward,4,1632666,2026-07-07,edgar/data/1632666/0001193125-26-297343.txt
Anderson Brian Edward,4,1632666,2026-08-10,edgar/data/1632666/0001193125-26-342275.txt
Anderson Brian Edward,4,1632666,2026-08-13,edgar/data/1632666/0001193125-26-348759.txt
Anderson Carl Douglas II,4,1770503,2026-08-18,edgar/data/1770503/0001628280-26-057773.txt
Anderson Carrie L,3,1706446,2026-07-02,edgar/data/1706446/0001706446-26-000004.txt
Anderson Carrie L,4,1706446,2026-07-02,edgar/data/1706446/0001706446-26-000006.txt
Anderson Chad,144,1492840,2026-09-01,edgar/data/1492840/0001628280-26-059856.txt
Anderson Chad,4,1492840,2026-08-18,edgar/data/1492840/0001492840-26-000012.txt
Anderson Chad,4,1492840,2026-09-02,edgar/data/1492840/0001492840-26-000014.txt
Anderson Chad,4/A,1492840,2026-09-04,edgar/data/1492840/0001492840-26-000016.txt
Anderson Cory,3,2143826,2026-07-13,edgar/data/2143826/0002143826-26-000002.txt
Anderson Craig Eric,4,1852174,2026-07-06,edgar/data/1852174/0001852174-26-000006.txt
Anderson Darron M.,144,1708546,2026-07-22,edgar/data/1708546/0001959173-26-005313.txt
Anderson Dennis L II,144,1640600,2026-08-11,edgar/data/1640600/0001921094-26-000825.txt
Anderson Dennis L II,4,1640600,2026-08-12,edgar/data/1640600/0001640600-26-000006.txt
Anderson Dyaarl Lee Jr.,144,2072324,2026-09-11,edgar/data/2072324/0002072324-26-000009.txt
Anderson Dyaarl Lee Jr.,4,2072324,2026-09-11,edgar/data/2072324/0002072324-26-000010.txt
Anderson Enshalla,4,1801213,2026-07-02,edgar/data/1801213/0001801213-26-000004.txt
"Anderson Financial Strategies, LLC",13F-HR,2018166,2026-08-20,edgar/data/2018166/0002018166-26-000003.txt
"Anderson Financial Strategies, LLC",N-PX,2018166,2026-08-21,edgar/data/2018166/0002018166-26-000004.txt
Anderson Global CV SCSp,D,2145698,2026-07-16,edgar/data/2145698/0002145698-26-000001.txt
Anderson Global CV-A SCSp,D,2145697,2026-07-16,edgar/data/2145697/0002145698-26-000001.txt
Anderson Gregory Clark,4,1632467,2026-07-02,edgar/data/1632467/0001632467-26-000004.txt
Anderson Investments Pte. Ltd.,13F-NT,1767731,2026-08-06,edgar/data/1767731/0001767731-26-000007.txt
Anderson Investments Pte. Ltd.,N-PX,1767731,2026-08-28,edgar/data/1767731/0001104659-26-102751.txt
Anderson John S.,144,1598318,2026-08-12,edgar/data/1598318/0001950047-26-008015.txt
Anderson John S.,144,1598318,2026-08-13,edgar/data/1598318/0001950047-26-008066.txt
Anderson John S.,4,1598318,2026-08-13,edgar/data/1598318/0001598318-26-000006.txt
Anderson Joshua Joseph,4,1886368,2026-07-21,edgar/data/1886368/0001886368-26-000002.txt
Anderson Judy,144,1312596,2026-08-07,edgar/data/1312596/0001312596-26-000004.txt
Anderson Judy,144,1312596,2026-08-14,edgar/data/1312596/0001312596-26-000010.txt
Anderson Judy,4,1312596,2026-07-06,edgar/data/1312596/0001312596-26-000002.txt
Anderson Judy,4,1312596,2026-08-07,edgar/data/1312596/0001312596-26-000006.txt
Anderson Judy,4,1312596,2026-08-13,edgar/data/1312596/0001312596-26-000008.txt
Anderson Judy,4,1312596,2026-08-27,edgar/data/1312596/0001312596-26-000012.txt
Anderson Karli S.,144,1577417,2026-08-07,edgar/data/1577417/0001949846-26-000480.txt
Anderson Karli S.,4,1577417,2026-08-11,edgar/data/1577417/0001104659-26-094271.txt
Anderson Kathryn Low,4,1795449,2026-08-28,edgar/data/1795449/0001841761-26-000078.txt
Anderson Kenneth Carl,4,1824862,2026-07-02,edgar/data/1824862/0001470831-26-000688.txt
Anderson Lisa M,144,1913951,2026-08-12,edgar/data/1913951/0001969223-26-000890.txt
Anderson Lisa M,4,1913951,2026-08-13,edgar/data/1913951/0000905148-26-003643.txt
Anderson Michele A.,3,2141644,2026-08-05,edgar/data/2141644/0001470831-26-000776.txt
Anderson Michele A.,4,2141644,2026-08-07,edgar/data/2141644/0001470831-26-000799.txt
Anderson Nicolas C,4,1736209,2026-07-01,edgar/data/1736209/0001736209-26-000007.txt
Anderson Nicolas C,4,1736209,2026-07-31,edgar/data/1736209/0001736209-26-000009.txt
Anderson Raymond,144,1362489,2026-08-25,edgar/data/1362489/0001950047-26-008691.txt
Anderson Raymond,4,1362489,2026-08-27,edgar/data/1362489/0001437749-26-029115.txt
Anderson Raymond,4/A,1362489,2026-08-28,edgar/data/1362489/0001437749-26-029228.txt
Anderson Sarah Taylor,4,1989765,2026-08-04,edgar/data/1989765/0001794783-26-000047.txt
Anderson Sheila Mae,144,1558306,2026-07-01,edgar/data/1558306/0001950047-26-006796.txt
Anderson Sheila Mae,4,1558306,2026-07-02,edgar/data/1558306/0001628280-26-046811.txt
Anderson Sheila Mae,4,1558306,2026-07-16,edgar/data/1558306/0001628280-26-048511.txt
Anderson Sheila Mae,4,1558306,2026-08-25,edgar/data/1558306/0001628280-26-058953.txt
Anderson Skye,3,2150576,2026-08-14,edgar/data/2150576/0002150576-26-000002.txt
Anderson Sterling,4,1878943,2026-07-31,edgar/data/1878943/0001878943-26-000006.txt
Anderson Todd L,144,1598747,2026-09-11,edgar/data/1598747/0001959173-26-006891.txt
Anderson Todd L,4,1598747,2026-09-01,edgar/data/1598747/0001968915-26-000120.txt
Anderson William James,4,1984868,2026-09-09,edgar/data/1984868/0001213900-26-098412.txt
Anderson Woodrow D,4,2014440,2026-08-05,edgar/data/2014440/0002014440-26-000010.txt
Anderson Woodrow D,4,2014440,2026-08-27,edgar/data/2014440/0002014440-26-000012.txt
Anderson-Copperman Krista,4,1936905,2026-08-05,edgar/data/1936905/0001936905-26-000006.txt
Anderson-Williams LaShonda,4,1981348,2026-07-01,edgar/data/1981348/0001437749-26-022362.txt
"Andersons, Inc.",10-Q,821026,2026-08-04,edgar/data/821026/0000821026-26-000122.txt
"Andersons, Inc.",144,821026,2026-07-10,edgar/data/821026/0001959173-26-005196.txt
"Andersons, Inc.",144,821026,2026-07-13,edgar/data/821026/0001959173-26-005209.txt
"Andersons, Inc.",144,821026,2026-07-17,edgar/data/821026/0001959173-26-005268.txt
"Andersons, Inc.",144,821026,2026-07-22,edgar/data/821026/0001959173-26-005326.txt
"Andersons, Inc.",144,821026,2026-07-22,edgar/data/821026/0001959173-26-005328.txt
"Andersons, Inc.",4,821026,2026-07-27,edgar/data/821026/0000821026-26-000110.txt
"Andersons, Inc.",4,821026,2026-07-27,edgar/data/821026/0000821026-26-000112.txt
"Andersons, Inc.",4,821026,2026-07-27,edgar/data/821026/0000821026-26-000114.txt
"Andersons, Inc.",4,821026,2026-08-05,edgar/data/821026/0000821026-26-000124.txt
"Andersons, Inc.",4,821026,2026-08-26,edgar/data/821026/0000821026-26-000126.txt
"Andersons, Inc.",4,821026,2026-09-03,edgar/data/821026/0000821026-26-000128.txt
"Andersons, Inc.",8-K,821026,2026-08-03,edgar/data/821026/0000821026-26-000120.txt
"Andersons, Inc.",SCHEDULE 13G,821026,2026-07-31,edgar/data/821026/0002100119-26-001346.txt
"Andina Capital Management, LLC",13F-HR,1919158,2026-08-05,edgar/data/1919158/0001919158-26-000006.txt
"Andina Capital Management, LLC",N-PX,1919158,2026-08-11,edgar/data/1919158/0001919158-26-000008.txt
Andira Medicine Inc.,D,1916630,2026-08-18,edgar/data/1916630/0000912282-26-001123.txt
Andira Medicine Inc.,D/A,1916630,2026-09-04,edgar/data/1916630/0000912282-26-001224.txt
Andolina Massimo,3,1724327,2026-08-03,edgar/data/1724327/0001724327-26-000004.txt
Andorn Karni Yarl,144,1974306,2026-08-14,edgar/data/1974306/0001976408-26-000733.txt
Andorn Karni Yarl,144,1974306,2026-08-17,edgar/data/1974306/0001976408-26-000737.txt
Andorn Karni Yarl,4,1974306,2026-07-30,edgar/data/1974306/0001976408-26-000680.txt
Andorn Karni Yarl,4,1974306,2026-08-17,edgar/data/1974306/0001976408-26-000745.txt
Andra AP-fonden,N-PX,1535452,2026-08-10,edgar/data/1535452/0001535452-26-000005.txt
Andra Crossover Fund I a Series of CGF2021 LLC,D,2147536,2026-08-04,edgar/data/2147536/0002147536-26-000001.txt
Andrade Robert,144,1468308,2026-08-27,edgar/data/1468308/0001950047-26-008768.txt
Andrade Robert,4,1468308,2026-07-01,edgar/data/1468308/0001468308-26-000024.txt
Andrade Robert,4,1468308,2026-08-03,edgar/data/1468308/0001468308-26-000026.txt
Andrade Robert,4,1468308,2026-08-28,edgar/data/1468308/0001468308-26-000028.txt
Andrade Robert,4,1468308,2026-08-31,edgar/data/1468308/0001468308-26-000030.txt
Andre Axel,3,1881905,2026-07-31,edgar/data/1881905/0000947871-26-000739.txt
Andre Axel,4,1881905,2026-08-19,edgar/data/1881905/0000947871-26-000819.txt
"Andreessen Horowitz Fund X-B - AI Applications, L.P.",D,2107847,2026-07-16,edgar/data/2107847/0001104659-26-084290.txt
"Andreessen Horowitz Fund X-B - AI Infrastructure, L.P.",D,2107841,2026-07-16,edgar/data/2107841/0001104659-26-084291.txt
"Andreessen Horowitz LSV Fund V-B, L.P.",D,2107845,2026-07-16,edgar/data/2107845/0001104659-26-084286.txt
Andreessen Marc L,144,1160077,2026-09-08,edgar/data/1160077/0001974078-26-000345.txt
Andreessen Marc L,3,1160077,2026-07-23,edgar/data/1160077/0001231919-26-000795.txt
Andreessen Marc L,3,1160077,2026-08-05,edgar/data/1160077/0001231919-26-000833.txt
Andreessen Marc L,4,1160077,2026-07-24,edgar/data/1160077/0001160077-26-000003.txt
Andreessen Marc L,4,1160077,2026-07-29,edgar/data/1160077/0001231919-26-000813.txt
Andreessen Marc L,4,1160077,2026-08-06,edgar/data/1160077/0001160077-26-000008.txt
Andreessen Marc L,4,1160077,2026-08-11,edgar/data/1160077/0001231919-26-000859.txt
Andreessen Marc L,4,1160077,2026-09-10,edgar/data/1160077/0001679788-26-000107.txt
Andresen Katherine Dunn,4,2076243,2026-07-24,edgar/data/2076243/0002076243-26-000002.txt
Andress Spencer J,4,1871119,2026-07-14,edgar/data/1871119/0001193125-26-303148.txt
Andress Spencer J,4,1871119,2026-08-11,edgar/data/1871119/0001193125-26-344883.txt
Andress Spencer J,4,1871119,2026-09-11,edgar/data/1871119/0001193125-26-389183.txt
Andretti Acquisition Corp. II,10-Q,2025341,2026-08-06,edgar/data/2025341/0001213900-26-086144.txt
Andretti Acquisition Corp. II,4,2025341,2026-09-09,edgar/data/2025341/0001213900-26-098411.txt
Andretti Acquisition Corp. II,8-K,2025341,2026-08-28,edgar/data/2025341/0001213900-26-095145.txt
Andretti Acquisition Corp. II,8-K,2025341,2026-09-01,edgar/data/2025341/0001213900-26-095886.txt
Andretti Acquisition Corp. II,8-K,2025341,2026-09-03,edgar/data/2025341/0001213900-26-096872.txt
Andretti Acquisition Corp. II,8-K,2025341,2026-09-03,edgar/data/2025341/0001213900-26-097296.txt
Andretti Acquisition Corp. II,8-K,2025341,2026-09-08,edgar/data/2025341/0001213900-26-097832.txt
Andretti Acquisition Corp. II,8-K,2025341,2026-09-09,edgar/data/2025341/0001213900-26-098391.txt
Andretti Acquisition Corp. II,DEF 14A,2025341,2026-07-30,edgar/data/2025341/0001213900-26-083331.txt
Andretti Acquisition Corp. II,DEFA14A,2025341,2026-08-28,edgar/data/2025341/0001213900-26-095187.txt
Andretti Acquisition Corp. II,DEFA14A,2025341,2026-09-01,edgar/data/2025341/0001213900-26-095891.txt
Andretti Acquisition Corp. II,DEFA14A,2025341,2026-09-03,edgar/data/2025341/0001213900-26-096879.txt
Andretti Acquisition Corp. II,DEFA14A,2025341,2026-09-03,edgar/data/2025341/0001213900-26-097299.txt
Andretti Acquisition Corp. II,DEFA14A,2025341,2026-09-08,edgar/data/2025341/0001213900-26-097835.txt
Andretti Acquisition Corp. II,PRE 14A,2025341,2026-07-20,edgar/data/2025341/0001213900-26-079665.txt
Andretti Mario,4,2031378,2026-09-09,edgar/data/2031378/0001213900-26-098411.txt
Andretti Sponsor II LLC,4,2032960,2026-09-09,edgar/data/2032960/0001213900-26-098411.txt
Andrew Arroyo Real Estate Inc.,1-K,1861089,2026-08-28,edgar/data/1861089/0001477932-26-005303.txt
Andrew Arroyo Real Estate Inc.,1-SA,1861089,2026-08-31,edgar/data/1861089/0001477932-26-005319.txt
Andrew Arroyo Real Estate Inc.,C-AR,1861089,2026-09-11,edgar/data/1861089/0001872856-26-000306.txt
Andrew Arroyo Real Estate Inc.,SEC STAFF ACTIO,1861089,2026-07-13,edgar/data/1861089/9999999997-26-001194.txt
"Andrew Hill Investment Advisors, Inc.",13F-HR,1897071,2026-07-15,edgar/data/1897071/0001897071-26-000006.txt
"Andrew Hill Investment Advisors, Inc.",N-PX,1897071,2026-08-10,edgar/data/1897071/0001897071-26-000007.txt
Andrew Jason R,4,1801106,2026-08-06,edgar/data/1801106/0001193125-26-337598.txt
"Andrews Advisory Associates, LLC",13F-HR,2110646,2026-07-17,edgar/data/2110646/0001172661-26-002669.txt
"Andrews Advisory Associates, LLC",N-PX,2110646,2026-08-11,edgar/data/2110646/0001172661-26-003255.txt
Andrews Charles Elliott Jr.,4,1822283,2026-08-04,edgar/data/1822283/0001822283-26-000010.txt
Andrews Charles Elliott Jr.,4,1822283,2026-08-28,edgar/data/1822283/0001822283-26-000012.txt
Andrews Kirkland B,4,1529284,2026-07-09,edgar/data/1529284/0001047862-26-000130.txt
Andrews Nancy C,144,1804999,2026-08-18,edgar/data/1804999/0001969223-26-000918.txt
Andrews Nancy C,4,1804999,2026-08-20,edgar/data/1804999/0001100682-26-000134.txt
Andrews Pamela Marie,4,1841180,2026-08-18,edgar/data/1841180/0000939057-26-000189.txt
Andrews Paul,4,1604731,2026-07-02,edgar/data/1604731/0000907242-26-000014.txt
Andrews William T.,4,1638459,2026-07-17,edgar/data/1638459/0001161697-26-000171.txt
Andrich Lyne,4,1958362,2026-08-18,edgar/data/1958362/0001025835-26-000159.txt
Andros Medicines Inc.,D,2138776,2026-07-01,edgar/data/2138776/0002138776-26-000001.txt
Androski Christopher,3,2139953,2026-08-05,edgar/data/2139953/0002139953-26-000002.txt
Androski Christopher,4,2139953,2026-08-14,edgar/data/2139953/0002139953-26-000004.txt
Andrus Carter,4,2006669,2026-07-16,edgar/data/2006669/0001193125-26-306404.txt
Andurand Commodities Discretionary Enhanced Fund,D/A,1944020,2026-09-03,edgar/data/1944020/0000902664-26-003726.txt
Andurand Commodities Discretionary Enhanced Fund LP,D/A,1780997,2026-08-07,edgar/data/1780997/0000902664-26-003337.txt
Andurand Commodities Discretionary Enhanced Fund LP,D/A,1780997,2026-08-07,edgar/data/1780997/0000902664-26-003341.txt
Andurand Commodities Discretionary Fund LP,D/A,1781090,2026-07-09,edgar/data/1781090/0000902664-26-003045.txt
Anduril SPV1 EVP May 2026 a Series of CGF2021 LLC,D,2133842,2026-07-09,edgar/data/2133842/0002133842-26-000001.txt
Andzejevska Ilona,4,2114304,2026-09-04,edgar/data/2114304/0002114304-26-000001.txt
Anevski Peter,4,1576147,2026-09-08,edgar/data/1576147/0001551306-26-000150.txt
Anfang Heather L,4,1976841,2026-07-01,edgar/data/1976841/0000042888-26-000115.txt
Ang Poh Guan,144,2068424,2026-07-23,edgar/data/2068424/0001493152-26-034294.txt
Ang Poh Guan,144/A,2068424,2026-08-04,edgar/data/2068424/0001493152-26-036018.txt
Ang Siew Sang,4,2126500,2026-07-02,edgar/data/2126500/0001213900-26-074821.txt
"Angel Aerial Systems, Inc.",D/A,2006880,2026-08-28,edgar/data/2006880/0002006880-26-000003.txt
"Angel Cake 26Q1, a series of Angel Cake Rolling Fund, LP",D,2135460,2026-07-02,edgar/data/2135460/0002135460-26-000001.txt
"Angel Collective Opportunity Fund, LP - F2",D/A,2120610,2026-07-08,edgar/data/2120610/0002120610-26-000004.txt
"Angel Collective Opportunity Fund, LP - F3",D,2139402,2026-07-07,edgar/data/2139402/0002139402-26-000001.txt
"Angel Oak Capital Advisors, LLC",13F-HR,1613158,2026-08-12,edgar/data/1613158/0000894189-26-022177.txt
"Angel Oak Capital Advisors, LLC",N-PX,1613158,2026-08-25,edgar/data/1613158/0001438934-26-001616.txt
Angel Oak Financial Strategies Income Term Trust,4,1745059,2026-07-10,edgar/data/1745059/0000905148-26-003232.txt
Angel Oak Financial Strategies Income Term Trust,DEFC14A,1745059,2026-08-07,edgar/data/1745059/0001999371-26-017441.txt
Angel Oak Financial Strategies Income Term Trust,N-PX,1745059,2026-08-17,edgar/data/1745059/0001438934-26-000880.txt
Angel Oak Financial Strategies Income Term Trust,PREC14A,1745059,2026-07-23,edgar/data/1745059/0001999371-26-015722.txt
Angel Oak Financial Strategies Income Term Trust,PREC14A,1745059,2026-07-28,edgar/data/1745059/0001477932-26-004566.txt
Angel Oak Funds Trust,N-PX,1612930,2026-08-17,edgar/data/1612930/0001438934-26-000882.txt
"Angel Oak Mortgage REIT, Inc.",10-Q,1766478,2026-08-04,edgar/data/1766478/0001766478-26-000044.txt
"Angel Oak Mortgage REIT, Inc.",144,1766478,2026-07-14,edgar/data/1766478/0000919574-26-004421.txt
"Angel Oak Mortgage REIT, Inc.",4,1766478,2026-07-02,edgar/data/1766478/0001766478-26-000043.txt
"Angel Oak Mortgage REIT, Inc.",4,1766478,2026-08-18,edgar/data/1766478/0001766478-26-000046.txt
"Angel Oak Mortgage REIT, Inc.",4,1766478,2026-09-10,edgar/data/1766478/0001766478-26-000048.txt
"Angel Oak Mortgage REIT, Inc.",8-K,1766478,2026-07-21,edgar/data/1766478/0001628280-26-049006.txt
"Angel Oak Mortgage REIT, Inc.",8-K,1766478,2026-08-04,edgar/data/1766478/0001628280-26-052154.txt
"Angel Oak Mortgage REIT, Inc.",SCHEDULE 13D/A,1766478,2026-07-16,edgar/data/1766478/0000919574-26-004450.txt
"Angel Oak Mortgage REIT, Inc.",SCHEDULE 13D/A,1766478,2026-08-06,edgar/data/1766478/0000919574-26-004826.txt
"Angel Oak Mortgage REIT, Inc.",SCHEDULE 13G,1766478,2026-07-27,edgar/data/1766478/0002012383-26-002179.txt
"Angel Oak Mortgage Trust I, LLC",ABS-15G,1697970,2026-07-09,edgar/data/1697970/0001999371-26-014660.txt
"Angel Oak Mortgage Trust I, LLC",ABS-15G,1697970,2026-07-23,edgar/data/1697970/0001999371-26-015681.txt
Angel Oak Residential Evergreen Trust,10-12G,2147245,2026-08-21,edgar/data/2147245/0001104659-26-099680.txt
