method,object,spec_id,target,window,horizon_q,weighting,n,first_quarter,last_quarter,mae,rmse,bias,crps,pinball_mean,cov80,cov90,pit_mean,ratio_seasonal_naive,n_match_seasonal_naive,ratio_seasonal_naive_drift,n_match_seasonal_naive_drift,ratio_trailing4,n_match_trailing4,ratio_pct_rev_last4,n_match_pct_rev_last4,ratio_guide_implied,n_match_guide_implied,ratio_q_guide_implied,n_match_q_guide_implied,ratio_street,n_match_street,beats_seasonal_naive,survives_both_windows,mae_full_sample,hindsight_gap_mae,hindsight_share,n_params,n_obs,param_obs_ratio,conformal_cov_empirical,replays_present,survives_both_windows_eq_and_rw
below-ebitda,sbc,yoy|eq,sbc_pct_rev,W1,0,equal,14,2023Q1,2026Q2,0.7585833610404265,0.9636464581657024,-0.0820169223861882,54.16700930349143,27.77894829526217,1.0,1.0,0.4853461909092847,1.1103444610543916,14,1.195819117945056,14,0.415151252685875,14,,0,,0,,0,,0,False,False,0.7620467186841038,-0.003463357643677334,-0.004565559728237652,2,14,0.1428571428571428,0.875,2,False
baselines-margin,trailing4,trailing4|sbc_pct_rev|h0|PIT,sbc_pct_rev,W1,0,equal,14,2023Q1,2026Q2,1.82724574750208,2.1054020352054383,-0.4481797389936958,4.257716992448997,2.0696432437683616,0.9285714285714286,1.0,0.5344553076907805,2.674554042342095,14,2.8804420321715245,14,1.0,14,,0,,0,,0,,0,False,False,,,,2,14,0.1428571428571428,0.875,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|sbc_pct_rev|h0|PIT,sbc_pct_rev,W1,0,recency,14,2023Q1,2026Q2,0.5339374247252482,0.7930993337262472,0.0742066583203136,11.560184221190672,5.903857736151655,1.0,1.0,0.4711001160775503,0.9285980352625196,14,1.0,14,0.323680505571234,14,,0,,0,,0,,0,True,True,,,,1,14,0.0714285714285714,0.875,1,True
baselines-margin,seasonal_naive,seasonal_naive|sbc_pct_rev|h0|PIT,sbc_pct_rev,W1,0,recency,14,2023Q1,2026Q2,0.5749930588365947,0.8664563616371637,-0.3108611466238653,6.905077710266776,3.5139389948342368,1.0,1.0,0.4653699990897596,1.0,14,1.0768922203429976,14,0.3485690183263502,14,,0,,0,,0,,0,False,False,,,,1,14,0.0714285714285714,0.75,1,False
below-ebitda,sbc,yoy|rw,sbc_pct_rev,W1,0,recency,14,2023Q1,2026Q2,0.6293022878941715,0.7887943582549646,0.1395757952299419,26.82908725546882,13.74455022807254,1.0,1.0,0.4927607260974395,1.09445197332897,14,1.1786068156170095,14,0.3814920499486159,14,,0,,0,,0,,0,False,False,0.5723335153714337,0.0569687725227378,0.09052687971844482,2,14,0.1428571428571428,0.875,2,False
below-ebitda,sbc,yoy|eq,sbc_pct_rev,W1,0,recency,14,2023Q1,2026Q2,0.6656915099530477,0.8445139244938242,0.1639367114271377,26.53173147531936,13.589743855920174,1.0,1.0,0.4914451791282666,1.1577383408766126,14,1.2467594124828338,14,0.4035517169581383,14,,0,,0,,0,,0,False,False,0.5874571311960792,0.07823437875696848,0.11752347384224035,2,14,0.1428571428571428,0.875,2,False
baselines-margin,trailing4,trailing4|sbc_pct_rev|h0|PIT,sbc_pct_rev,W1,0,recency,14,2023Q1,2026Q2,1.64958165701994,2.017158862356583,-0.4298143600281571,2.5937636286805423,1.2202584848234306,0.8962238391125079,1.0,0.553425680287071,2.868872296228412,14,3.089466256965929,14,1.0,14,,0,,0,,0,,0,False,False,,,,2,14,0.1428571428571428,0.875,1,False
below-ebitda,sbc,yoy|rw,sbc_pct_rev,W2,0,equal,10,2024Q1,2026Q2,0.5995365605602613,0.7547052091668622,0.1409465276028617,34.06964848993931,17.465265474308946,1.0,1.0,0.4788831601885742,0.7310602570616658,10,0.9655297228937314,10,0.3206622216098326,10,,0,,0,,0,,0,True,False,0.7624813587153666,-0.16294479815510532,-0.27178458975518516,2,10,0.2,1.0,2,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|sbc_pct_rev|h0|PIT,sbc_pct_rev,W2,0,equal,10,2024Q1,2026Q2,0.6209405535061377,0.8624393411942257,-0.0082213893192898,14.606315461975171,7.463001346198768,1.0,1.0,0.4669248880613955,0.7571597639383371,10,1.0,10,0.3321101505283493,10,,0,,0,,0,,0,True,True,,,,1,10,0.1,1.0,1,True
below-ebitda,sbc,yoy|eq,sbc_pct_rev,W2,0,equal,10,2024Q1,2026Q2,0.626729042402248,0.7990681116123319,0.1688405835739818,33.67520862155913,17.26111717159036,1.0,1.0,0.4792996439020161,0.7642181060958771,10,1.009322130537981,10,0.3352061247045632,10,,0,,0,,0,,0,True,False,0.7784701748437549,-0.1517411324415069,-0.2421160057620502,2,10,0.2,1.0,2,False
baselines-margin,seasonal_naive,seasonal_naive|sbc_pct_rev|h0|PIT,sbc_pct_rev,W2,0,equal,10,2024Q1,2026Q2,0.8200918525785622,1.0984817332069896,-0.6412440629093784,8.781019182256367,4.46352580476538,1.0,1.0,0.4867555036803471,1.0,10,1.320725225543601,10,0.4386262534618735,10,,0,,0,,0,,0,False,False,,,,1,10,0.1,1.0,1,False
baselines-margin,trailing4,trailing4|sbc_pct_rev|h0|PIT,sbc_pct_rev,W2,0,equal,10,2024Q1,2026Q2,1.869682551160487,2.151997599616452,-0.6004808009041108,3.068472258270156,1.4511214200398614,0.9,1.0,0.5481414458346495,2.279845294501786,10,3.0110491907853887,10,1.0,10,,0,,0,,0,,0,False,False,,,,2,10,0.2,0.75,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|sbc_pct_rev|h0|PIT,sbc_pct_rev,W2,0,recency,10,2024Q1,2026Q2,0.5264006221214397,0.7910649126488778,0.0959117368352924,8.44605035604622,4.304382277881129,1.0,1.0,0.4679862382766154,0.8763819253169371,10,1.0,10,0.3211825619394509,10,,0,,0,,0,,0,True,True,,,,1,10,0.1,1.0,1,True
below-ebitda,sbc,yoy|rw,sbc_pct_rev,W2,0,recency,10,2024Q1,2026Q2,0.5969688364197249,0.7491851645782697,0.1981972677499143,18.41732013754022,9.425798914426313,1.0,1.0,0.4919574313309042,0.9938679329581704,10,1.134057999426158,10,0.3642396536436218,10,,0,,0,,0,,0,True,False,0.5683641934154504,0.028604643004274455,0.04791647613605531,2,10,0.2,1.0,2,False
baselines-margin,seasonal_naive,seasonal_naive|sbc_pct_rev|h0|PIT,sbc_pct_rev,W2,0,recency,10,2024Q1,2026Q2,0.6006520752137496,0.9046461332151512,-0.327260656918384,4.828232675313793,2.445732753948412,1.0,1.0,0.4616068089312038,1.0,10,1.1410550253399592,10,0.3664869763525732,10,,0,,0,,0,,0,False,False,,,,1,10,0.1,1.0,1,False
below-ebitda,sbc,yoy|eq,sbc_pct_rev,W2,0,recency,10,2024Q1,2026Q2,0.630912110356029,0.8016268246297333,0.2359893121051159,18.255442701839684,9.340718586141838,1.0,1.0,0.4904923113301362,1.0503786407988531,10,1.1985398265932876,10,0.3849500920916974,10,,0,,0,,0,,0,False,False,0.5813842764420002,0.04952783391402882,0.07850195471137786,2,10,0.2,1.0,2,False
baselines-margin,trailing4,trailing4|sbc_pct_rev|h0|PIT,sbc_pct_rev,W2,0,recency,10,2024Q1,2026Q2,1.6389452121646513,2.01739991185496,-0.4782569140810453,2.1067826483783767,0.9688005468477092,0.8850815362479934,1.0,0.55922227311463,2.7286099221107527,10,3.113494063816949,10,1.0,10,,0,,0,,0,,0,False,False,,,,2,10,0.2,0.75,1,False
baselines-margin,seasonal_naive,seasonal_naive|sbc_pct_rev|h1|PIT,sbc_pct_rev,W1,1,equal,13,2023Q2,2026Q2,0.7143411145619373,0.9801156013816332,-0.5337625644518567,0.956182228472586,0.4504268251485467,1.0,1.0,0.5272041217320494,1.0,13,0.8336986579541258,13,0.3746357015407218,13,,0,,0,,0,,0,False,False,,,,1,13,0.0769230769230769,0.7142857142857143,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|sbc_pct_rev|h1|PIT,sbc_pct_rev,W1,1,equal,13,2023Q2,2026Q2,0.8568337105338653,1.142904337123559,-0.0362049736324893,18.91863580142878,9.668485852463608,1.0,1.0,0.4899322468591232,1.1994741630674723,13,1.0,13,0.4493658445607527,13,,0,,0,,0,,0,False,False,,,,1,13,0.0769230769230769,0.8571428571428571,1,False
below-ebitda,sbc,yoy|rw,sbc_pct_rev,W1,1,equal,13,2023Q2,2026Q2,1.0036343241148522,1.196285299127348,0.0210771546608725,5.504023251206706,2.7698815185577392,1.0,1.0,0.466732099023023,1.40497908303979,13,1.171329175983891,13,0.5263553244246517,13,,0,,0,,0,,0,False,False,0.978512447724817,0.02512187639003516,0.025030905964870433,2,13,0.1538461538461538,0.8571428571428571,2,False
below-ebitda,sbc,yoy|eq,sbc_pct_rev,W1,1,equal,13,2023Q2,2026Q2,1.0564872356352784,1.2505328855837317,0.0131536393523699,5.5962694281836205,2.8142509627574643,1.0,1.0,0.4710484090923957,1.4789674206043129,13,1.2330131537156908,13,0.5540739971739684,13,,0,,0,,0,,0,False,False,0.9838118003476726,0.07267543528760578,0.06878969554601877,2,13,0.1538461538461538,0.8571428571428571,2,False
baselines-margin,trailing4,trailing4|sbc_pct_rev|h1|PIT,sbc_pct_rev,W1,1,equal,13,2023Q2,2026Q2,1.906761986709082,2.183088480822213,-0.4968502738232338,5.196659477539698,2.5508425614060126,1.0,1.0,0.5132735953562914,2.6692597525740696,13,2.225358273451964,13,1.0,13,,0,,0,,0,,0,False,False,,,,2,13,0.1538461538461538,0.8571428571428571,1,False
baselines-margin,seasonal_naive,seasonal_naive|sbc_pct_rev|h1|PIT,sbc_pct_rev,W1,1,recency,13,2023Q2,2026Q2,0.5805373837248026,0.8736870412340059,-0.3114693630367473,0.7093754787924966,0.331282002768534,1.0,1.0,0.4921674255617383,1.0,13,0.7625024992989444,13,0.3386764464040273,13,,0,,0,,0,,0,False,False,,,,1,13,0.0769230769230769,0.7142857142857143,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|sbc_pct_rev|h1|PIT,sbc_pct_rev,W1,1,recency,13,2023Q2,2026Q2,0.7613580076898854,1.0583490189253832,0.2495465718309921,12.528951994974694,6.39194895861739,1.0,1.0,0.4780709724232921,1.3114711111365722,13,1.0,13,0.4441643754812753,13,,0,,0,,0,,0,False,False,,,,1,13,0.0769230769230769,0.8571428571428571,1,False
below-ebitda,sbc,yoy|rw,sbc_pct_rev,W1,1,recency,13,2023Q2,2026Q2,0.99725439761827,1.164454344259151,0.5039103544558462,3.6343888871683623,1.8099319167761692,1.0,1.0,0.4340620571571765,1.71781253985705,13,1.3098363549680685,13,0.5817826465870621,13,,0,,0,,0,,0,False,False,0.801211805435875,0.19604259218239495,0.1965823290933597,2,13,0.1538461538461538,0.8571428571428571,2,False
below-ebitda,sbc,yoy|eq,sbc_pct_rev,W1,1,recency,13,2023Q2,2026Q2,1.06927762640153,1.227630861522142,0.5439974078318155,3.757772714110992,1.8692024688580808,1.0,1.0,0.4409931329471983,1.841875573181708,13,1.4044347279487284,13,0.6237998738435618,13,,0,,0,,0,,0,False,False,0.7857123580201635,0.28356526838136653,0.2651933056297612,2,13,0.1538461538461538,0.8571428571428571,2,False
baselines-margin,trailing4,trailing4|sbc_pct_rev|h1|PIT,sbc_pct_rev,W1,1,recency,13,2023Q2,2026Q2,1.7141356887636792,2.0860063853286324,-0.5112305538614385,3.4812657269697898,1.6763769683531615,1.0,1.0,0.5301890778323534,2.9526706407183703,13,2.251418743154373,13,1.0,13,,0,,0,,0,,0,False,False,,,,2,13,0.1538461538461538,0.8571428571428571,1,False
baselines-margin,seasonal_naive,seasonal_naive|sbc_pct_rev|h1|PIT,sbc_pct_rev,W2,1,equal,9,2024Q2,2026Q2,0.8477847912130444,1.142159031961791,-0.6490650249139513,0.8447086307004043,0.3855661690639871,1.0,1.0,0.5306380166873982,1.0,9,0.9333841838623336,9,0.4339670678585115,9,,0,,0,,0,,0,False,False,,,,1,9,0.1111111111111111,1.0,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|sbc_pct_rev|h1|PIT,sbc_pct_rev,W2,1,equal,9,2024Q2,2026Q2,0.908291361553739,1.1888876695622288,0.1039723310595003,14.339969864406369,7.313782142915208,1.0,1.0,0.4851170869761579,1.0713702002770291,9,1.0,9,0.4649393844052087,9,,0,,0,,0,,0,False,False,,,,1,9,0.1111111111111111,1.0,1,False
below-ebitda,sbc,yoy|rw,sbc_pct_rev,W2,1,equal,9,2024Q2,2026Q2,1.0581582383081964,1.1949776078339027,0.3500448380211124,4.107545518950391,2.0494922658273813,1.0,1.0,0.4492971017136874,1.248144870343972,9,1.1649986811479665,9,0.5416537696458155,9,,0,,0,,0,,0,False,False,1.004801914588695,0.053356323719501386,0.05042376630248468,2,9,0.2222222222222222,1.0,2,False
below-ebitda,sbc,yoy|eq,sbc_pct_rev,W2,1,equal,9,2024Q2,2026Q2,1.112138933285007,1.233037844357628,0.3856893923505758,4.218100234535855,2.1032013885786,1.0,1.0,0.4551178061932153,1.311817509363094,9,1.224429715353191,9,0.5692855981037573,9,,0,,0,,0,,0,False,False,0.9971652835819216,0.11497364970308532,0.10338065349756183,2,9,0.2222222222222222,1.0,2,False
baselines-margin,trailing4,trailing4|sbc_pct_rev|h1|PIT,sbc_pct_rev,W2,1,equal,9,2024Q2,2026Q2,1.9535694157544967,2.251782052004464,-0.6242766464403542,3.9551348341685024,1.9061693754859084,1.0,1.0,0.5177850404432931,2.3043223185913155,9,2.150818006694115,9,1.0,9,,0,,0,,0,,0,False,False,,,,2,9,0.2222222222222222,1.0,1,False
baselines-margin,seasonal_naive,seasonal_naive|sbc_pct_rev|h1|PIT,sbc_pct_rev,W2,1,recency,9,2024Q2,2026Q2,0.6019139792681775,0.9161018612582548,-0.3169442961804028,0.6440691390548431,0.2965202069377111,1.0,1.0,0.4885338459690137,1.0,9,0.7764149498889602,9,0.3545283408999382,9,,0,,0,,0,,0,False,False,,,,1,9,0.1111111111111111,1.0,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|sbc_pct_rev|h1|PIT,sbc_pct_rev,W2,1,recency,9,2024Q2,2026Q2,0.775247796753863,1.0744186809295684,0.314722078043218,10.388320985210216,5.291650507738073,1.0,1.0,0.4750840958973463,1.287971078020865,9,1.0,9,0.4566222494178422,9,,0,,0,,0,,0,False,False,,,,1,9,0.1111111111111111,1.0,1,False
below-ebitda,sbc,yoy|rw,sbc_pct_rev,W2,1,recency,9,2024Q2,2026Q2,1.0304086537298662,1.1777631833254747,0.647491366554117,2.993967291859878,1.4790986251604097,1.0,1.0,0.4246453548221586,1.7118868961685585,9,1.329134578704279,9,0.606912421106984,9,,0,,0,,0,,0,False,False,0.78998282947487,0.24042582425499626,0.23333055616788978,2,9,0.2222222222222222,1.0,2,False
below-ebitda,sbc,yoy|eq,sbc_pct_rev,W2,1,recency,9,2024Q2,2026Q2,1.1066498488509722,1.2390875704207442,0.7062066837433701,3.1273779032675484,1.543278960942411,1.0,1.0,0.4323790533792672,1.838551498997358,9,1.4274788699623064,9,0.6518186125986278,9,,0,,0,,0,,0,False,False,0.7677376313015489,0.33891221754942324,0.30625063374952227,2,9,0.2222222222222222,1.0,2,False
baselines-margin,trailing4,trailing4|sbc_pct_rev|h1|PIT,sbc_pct_rev,W2,1,recency,9,2024Q2,2026Q2,1.6977880463386168,2.0942243796132227,-0.5254019794191584,2.898610025656418,1.3761641742063695,1.0,1.0,0.5334915856202928,2.8206489711417437,9,2.189994029583364,9,1.0,9,,0,,0,,0,,0,False,False,,,,2,9,0.2222222222222222,1.0,1,False
baselines-margin,seasonal_naive,seasonal_naive|sbc_pct_rev|h2|PIT,sbc_pct_rev,W1,2,equal,12,2023Q3,2026Q2,0.7322546619646187,1.009899614029231,-0.5366278993453645,0.6503420580015317,0.2873025654461644,1.0,1.0,0.5758232169390771,1.0,12,0.7041725519381375,12,0.3564461474701429,12,,0,,0,,0,,0,False,False,,,,1,12,0.0833333333333333,0.8333333333333334,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|sbc_pct_rev|h2|PIT,sbc_pct_rev,W1,2,equal,12,2023Q3,2026Q2,1.0398795862593466,1.2385412575422723,0.0060505959366608,23.892286787575785,12.212706282319369,1.0,1.0,0.4975308321865799,1.4201064742549796,12,1.0,12,0.5061914817455951,12,,0,,0,,0,,0,False,False,,,,1,12,0.0833333333333333,0.6666666666666666,1,False
below-ebitda,sbc,yoy|rw,sbc_pct_rev,W1,2,equal,12,2023Q3,2026Q2,1.2624946389860208,1.4000810815976394,0.1091417432631487,4.5287894993815865,2.254215483597106,1.0,1.0,0.4838278532106153,1.7241196329140238,12,1.214077721755713,12,0.6145558009298407,12,,0,,0,,0,,0,False,False,1.0967001569583776,0.16579448202764313,0.1313229196448722,2,12,0.1666666666666666,0.6666666666666666,2,False
below-ebitda,sbc,yoy|eq,sbc_pct_rev,W1,2,equal,12,2023Q3,2026Q2,1.3163746835211898,1.4400098761153186,0.0944686526064301,4.652519505399502,2.314697656353289,1.0,1.0,0.48606449284986,1.7977006523787684,12,1.265891456006412,12,0.6407834718449745,12,,0,,0,,0,,0,False,False,1.0991235940806066,0.21725108944058324,0.16503742601571092,2,12,0.1666666666666666,0.6666666666666666,2,False
baselines-margin,trailing4,trailing4|sbc_pct_rev|h2|PIT,sbc_pct_rev,W1,2,equal,12,2023Q3,2026Q2,2.054320595584372,2.2790046015134844,-0.6431969158889201,6.390764913785007,3.165475945158597,1.0,1.0,0.522768550419461,2.8054728802581974,12,1.975536997484652,12,1.0,12,,0,,0,,0,,0,False,False,,,,2,12,0.1666666666666666,0.8333333333333334,1,False
baselines-margin,seasonal_naive,seasonal_naive|sbc_pct_rev|h2|PIT,sbc_pct_rev,W1,2,recency,12,2023Q3,2026Q2,0.5823820497332104,0.8803468981578728,-0.3071983595262898,0.5538136593982224,0.2470827214239638,1.0,1.0,0.5296737139697788,1.0,12,0.5963254463090297,12,0.3298022930681605,12,,0,,0,,0,,0,False,False,,,,1,12,0.0833333333333333,0.8333333333333334,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|sbc_pct_rev|h2|PIT,sbc_pct_rev,W1,2,recency,12,2023Q3,2026Q2,0.9766178071686824,1.21344340392094,0.3846211457603732,19.1622109347077,9.786769645323549,1.0,1.0,0.4939843651015411,1.6769366562998835,12,1.0,12,0.5530575545777553,12,,0,,0,,0,,0,False,False,,,,1,12,0.0833333333333333,0.6666666666666666,1,False
below-ebitda,sbc,yoy|rw,sbc_pct_rev,W1,2,recency,12,2023Q3,2026Q2,1.3861216518437551,1.5180951623622465,0.7194183558769708,3.612426240628956,1.776493184922346,1.0,1.0,0.4619448759478467,2.380089929761294,12,1.4193081896205308,12,0.7849591165437118,12,,0,,0,,0,,0,False,False,0.933065950944809,0.4530557008989461,0.32685132671891554,2,12,0.1666666666666666,0.6666666666666666,2,False
below-ebitda,sbc,yoy|eq,sbc_pct_rev,W1,2,recency,12,2023Q3,2026Q2,1.4483616988199055,1.5676845037309628,0.7514268589686564,3.7706677766756354,1.854225393450625,1.0,1.0,0.4657022493057552,2.4869614361970824,12,1.4830383883935707,12,0.8202055844298834,12,,0,,0,,0,,0,False,False,0.9159838967382709,0.5323778020816347,0.3675724113081731,2,12,0.1666666666666666,0.6666666666666666,2,False
baselines-margin,trailing4,trailing4|sbc_pct_rev|h2|PIT,sbc_pct_rev,W1,2,recency,12,2023Q3,2026Q2,1.7658520330931995,2.0952134187503444,-0.6581607921607018,4.8326895320333865,2.381628114813429,1.0,1.0,0.5348876427153301,3.032119609287645,12,1.8081300792708157,12,1.0,12,,0,,0,,0,,0,False,False,,,,2,12,0.1666666666666666,0.8333333333333334,1,False
baselines-margin,seasonal_naive,seasonal_naive|sbc_pct_rev|h2|PIT,sbc_pct_rev,W2,2,equal,8,2024Q3,2026Q2,0.7459211849834948,1.059256528457626,-0.5223614478970151,0.6218376829827741,0.2699540404045987,1.0,1.0,0.570318429992096,1.0,8,0.6786384064355089,8,0.3747752044287849,8,,0,,0,,0,,0,False,False,,,,1,8,0.125,1.0,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|sbc_pct_rev|h2|PIT,sbc_pct_rev,W2,2,equal,8,2024Q3,2026Q2,1.099143782476714,1.2924071914974609,0.3302922354146849,19.412578991530573,9.908386300124146,1.0,1.0,0.4955291472612357,1.47353876603067,8,1.0,8,0.5522457922728838,8,,0,,0,,0,,0,False,False,,,,1,8,0.125,1.0,1,False
below-ebitda,sbc,yoy|rw,sbc_pct_rev,W2,2,equal,8,2024Q3,2026Q2,1.4198685254767376,1.5395781743664168,0.637586047897017,3.684498272149211,1.811589118648976,1.0,1.0,0.4695013183976816,1.9035101215259835,8,1.291795075506255,8,0.7133883949271616,8,,0,,0,,0,,0,False,False,1.0451416318938558,0.3747268935828818,0.2639166140097815,2,8,0.25,1.0,2,False
below-ebitda,sbc,yoy|eq,sbc_pct_rev,W2,2,equal,8,2024Q3,2026Q2,1.4488426680787887,1.5629208428543333,0.667422336112641,3.813370887168799,1.8761318793267612,1.0,1.0,0.4722850675548377,1.9423535585878924,8,1.318155723734427,8,0.7279459519927552,8,,0,,0,,0,,0,False,False,1.0313618319712372,0.4174808361075515,0.28814780604242163,2,8,0.25,1.0,2,False
baselines-margin,trailing4,trailing4|sbc_pct_rev|h2|PIT,sbc_pct_rev,W2,2,equal,8,2024Q3,2026Q2,1.990316264706982,2.2880376891248893,-0.6518882009848435,5.0829056763061615,2.49735823414262,1.0,1.0,0.5302271780840254,2.668266171781972,8,1.8107879027638931,8,1.0,8,,0,,0,,0,,0,False,False,,,,2,8,0.25,1.0,1,False
baselines-margin,seasonal_naive,seasonal_naive|sbc_pct_rev|h2|PIT,sbc_pct_rev,W2,2,recency,8,2024Q3,2026Q2,0.5456560303297268,0.8585655734672148,-0.2455731145341929,0.524253552780882,0.2335385940332177,1.0,1.0,0.517258753830353,1.0,8,0.5513056507496543,8,0.320168590700205,8,,0,,0,,0,,0,False,False,,,,1,8,0.125,1.0,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|sbc_pct_rev|h2|PIT,sbc_pct_rev,W2,2,recency,8,2024Q3,2026Q2,0.9897522900187125,1.2317836734810732,0.5565208462504398,17.018071096981373,8.684711968884008,1.0,1.0,0.4927106707619544,1.8138758393646432,8,1.0,8,0.5807460711945294,8,,0,,0,,0,,0,False,False,,,,1,8,0.125,1.0,1,False
below-ebitda,sbc,yoy|rw,sbc_pct_rev,W2,2,recency,8,2024Q3,2026Q2,1.4592120697529356,1.5814100070689474,0.9972512725879108,3.202454616034683,1.5617519056312985,1.0,1.0,0.4534515548076679,2.6742342953145206,8,1.474320478435415,8,0.8562058255330061,8,,0,,0,,0,,0,False,False,0.873439639288051,0.5857724304648846,0.40143063685325997,2,8,0.25,1.0,2,False
below-ebitda,sbc,yoy|eq,sbc_pct_rev,W2,2,recency,8,2024Q3,2026Q2,1.5152835316122912,1.627532233889912,1.0511364524743636,3.3684121271437863,1.6437988133619523,1.0,1.0,0.4576515528076796,2.776994017085529,8,1.5309724937172342,8,0.889106260833175,8,,0,,0,,0,,0,False,False,0.8475691884925842,0.667714343119707,0.4406530719760717,2,8,0.25,1.0,2,False
baselines-margin,trailing4,trailing4|sbc_pct_rev|h2|PIT,sbc_pct_rev,W2,2,recency,8,2024Q3,2026Q2,1.7042772032583935,2.077167939718929,-0.6083065527641549,4.17068151615081,2.045104966208739,1.0,1.0,0.5388823043513677,3.123354473382325,8,1.7219229704698862,8,1.0,8,,0,,0,,0,,0,False,False,,,,2,8,0.25,1.0,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|sm_cash_musd|h0|PIT,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,32.19621428571429,42.382275831329046,-8.671642857142855,24.22875173082736,10.041085957932188,0.8571428571428572,0.9285714285714286,0.5717766772735466,0.3414349072646772,14,1.0,14,,0,0.3110195981765065,14,,0,,0,,0,True,True,,,,1,14,0.0714285714285714,0.875,1,True
driver-lines,lines_v2,a_unit_rw,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,34.201959054141106,43.00368922426143,0.2114015858497032,26.09368384936491,11.043449977885698,0.9285714285714286,1.0,0.5094812115761456,0.3627054601603414,14,1.06229753444388,14,,0,0.3303953523066291,14,,0,,0,,0,True,True,32.637637093891016,1.5643219602500906,0.04573778822943435,7,14,0.5,0.875,2,True
alt-augmented,lines_aug,best1_eq,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,34.447360425876305,41.67456622325064,5.82336833073604,26.06356545322156,11.178185649253487,0.9285714285714286,1.0,0.4828683746129618,0.3653078963926722,14,1.069919591172583,14,,0,0.3327659613276689,14,,0,,0,,0,True,True,28.588502579078988,5.858857846797317,0.17008147429479784,15,14,1.0714285714285714,0.875,2,True
driver-lines,lines_v2,a_unit_eq,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,34.546364722604665,45.04852471250446,10.595084867641798,26.74486329890471,11.261054865461018,0.9285714285714286,1.0,0.4562179335699185,0.3663578186777046,14,1.0729946203002243,14,,0,0.333722355651329,14,,0,,0,,0,True,True,33.1756481275512,1.3707165950534659,0.0396775928830673,7,14,0.5,1.0,2,True
alt-augmented,lines_aug,best1_rw,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,35.01955356175714,42.267740767081285,2.963652014834156,25.96563638011737,11.081441373119397,0.9285714285714286,1.0,0.4975314902498871,0.3713758989395941,14,1.0876916537760648,14,,0,0.3382934210973716,14,,0,,0,,0,True,True,27.367099376638105,7.652454185119037,0.21851946717778395,15,14,1.0714285714285714,1.0,2,True
alt-augmented,lines_aug,ridge_all_rw,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,36.25085575194664,41.2302865271742,-11.78956293240338,24.81748665383976,10.358948353924312,0.9285714285714286,1.0,0.5764844721514273,0.3844336312987889,14,1.1259353484931742,14,,0,0.3501879596610718,14,,0,,0,,0,True,True,29.8777137683008,6.373141983645837,0.17580666308280474,37,14,2.642857142857143,0.875,2,True
margin-ts,per_night_seasonal,g_k8_rw,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,36.86236643866222,42.364322084902106,-12.572314550405236,25.01919139602009,10.225455286122816,1.0,1.0,0.5848816671926068,0.3909185892120781,14,1.144928596621322,14,,0,0.3560952320619551,14,,0,,0,,0,True,True,37.66530480472533,-0.8029383660631098,-0.021782062402292406,7,14,0.5,1.0,2,True
margin-ts,per_night_seasonal,g_k4_rw,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,37.58126851775321,43.6670616946756,-10.478464241615082,25.942801333829685,10.751854787951295,0.9285714285714286,1.0,0.5755235335847263,0.3985424130110062,14,1.1672573733126232,14,,0,0.3630399192162565,14,,0,,0,,0,True,True,40.87384396847556,-3.292575450722353,-0.08761214244715972,7,14,0.5,0.75,2,True
alt-augmented,lines_aug,ridge_all_eq,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,37.82173600205444,41.767573836105896,-15.036209343783767,25.224626210228795,10.388373380948863,0.9285714285714286,1.0,0.5950279483656804,0.4010925262781733,14,1.1747261857067532,14,,0,0.3653628662459346,14,,0,,0,,0,True,True,32.87050557692216,4.95123042513228,0.1309096553596412,37,14,2.642857142857143,0.875,2,True
margin-ts,sarima_margin,lines_aicc,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,37.8661505326448,44.31412142295386,-7.983977393436237,25.4581831075742,10.490370143524888,0.8571428571428572,0.9285714285714286,0.5708973807919826,0.4015635341736591,14,1.176105681140478,14,,0,0.365791916361418,14,,0,,0,,0,True,True,34.64454215041889,3.2216083822259094,0.08507884580051324,15,14,1.0714285714285714,0.875,2,True
