"date","measure","value"
"2011-12-01T00:00:00.000","Personal Vehicles","2529059"
"2011-12-01T00:00:00.000","Train Passengers","15839"
"2011-12-01T00:00:00.000","Trains","2314"
"2011-12-01T00:00:00.000","Trucks","414522"
"2012-01-01T00:00:00.000","Buses","6759"
"2012-01-01T00:00:00.000","Bus Passengers","123067"
"2012-01-01T00:00:00.000","Pedestrians","17122"
"2012-01-01T00:00:00.000","Personal Vehicle Passengers","3732873"
"2012-01-01T00:00:00.000","Personal Vehicles","2126882"
"2012-01-01T00:00:00.000","Train Passengers","12955"
"2012-01-01T00:00:00.000","Trains","2200"
"2012-01-01T00:00:00.000","Trucks","452501"
"2012-02-01T00:00:00.000","Buses","6737"
"2012-02-01T00:00:00.000","Bus Passengers","133961"
"2012-02-01T00:00:00.000","Pedestrians","19367"
"2012-02-01T00:00:00.000","Personal Vehicle Passengers","3863511"
"2012-02-01T00:00:00.000","Personal Vehicles","2181072"
"2012-02-01T00:00:00.000","Train Passengers","12049"
"2012-02-01T00:00:00.000","Trains","2180"
"2012-02-01T00:00:00.000","Trucks","451118"
"2012-03-01T00:00:00.000","Buses","6997"
"2012-03-01T00:00:00.000","Bus Passengers","150053"
"2012-03-01T00:00:00.000","Pedestrians","27125"
"2012-03-01T00:00:00.000","Personal Vehicle Passengers","4787539"
"2012-03-01T00:00:00.000","Personal Vehicles","2549752"
"2012-03-01T00:00:00.000","Train Passengers","15466"
"2012-03-01T00:00:00.000","Trains","2407"
"2012-03-01T00:00:00.000","Trucks","485415"
"2012-04-01T00:00:00.000","Buses","8076"
"2012-04-01T00:00:00.000","Bus Passengers","196782"
"2012-04-01T00:00:00.000","Pedestrians","22216"
"2012-04-01T00:00:00.000","Personal Vehicle Passengers","4692746"
"2012-04-01T00:00:00.000","Personal Vehicles","2550693"
"2012-04-01T00:00:00.000","Train Passengers","16398"
"2012-04-01T00:00:00.000","Trains","2813"
"2012-04-01T00:00:00.000","Trucks","471380"
"2012-05-01T00:00:00.000","Buses","11022"
"2012-05-01T00:00:00.000","Bus Passengers","256879"
"2012-05-01T00:00:00.000","Pedestrians","39073"
"2012-05-01T00:00:00.000","Personal Vehicle Passengers","5048697"
"2012-05-01T00:00:00.000","Personal Vehicles","2779147"
"2012-05-01T00:00:00.000","Train Passengers","26609"
"2012-05-01T00:00:00.000","Trains","2274"
"2012-05-01T00:00:00.000","Trucks","505616"
"2012-06-01T00:00:00.000","Buses","12065"
"2012-06-01T00:00:00.000","Bus Passengers","260624"
"2012-06-01T00:00:00.000","Pedestrians","45985"
"2012-06-01T00:00:00.000","Personal Vehicle Passengers","5585380"
"2012-06-01T00:00:00.000","Personal Vehicles","3007378"
"2012-06-01T00:00:00.000","Train Passengers","34285"
"2012-06-01T00:00:00.000","Trains","2379"
"2012-06-01T00:00:00.000","Trucks","481397"
"2012-07-01T00:00:00.000","Buses","11984"
"2012-07-01T00:00:00.000","Bus Passengers","264921"
"2012-07-01T00:00:00.000","Pedestrians","66543"
"2012-07-01T00:00:00.000","Personal Vehicle Passengers","7044719"
"2012-07-01T00:00:00.000","Personal Vehicles","3503557"
"2012-07-01T00:00:00.000","Train Passengers","42167"
"2012-07-01T00:00:00.000","Trains","2394"
"2012-07-01T00:00:00.000","Trucks","455751"
"2012-08-01T00:00:00.000","Buses","12710"
"2012-08-01T00:00:00.000","Bus Passengers","301059"
"2012-08-01T00:00:00.000","Pedestrians","67652"
"2012-08-01T00:00:00.000","Personal Vehicle Passengers","7593334"
"2012-08-01T00:00:00.000","Personal Vehicles","3677389"
"2012-08-01T00:00:00.000","Train Passengers","43280"
"2012-08-01T00:00:00.000","Trains","2476"
"2012-08-01T00:00:00.000","Trucks","497866"
"2012-09-01T00:00:00.000","Buses","10700"
"2012-09-01T00:00:00.000","Bus Passengers","242833"
"2012-09-01T00:00:00.000","Pedestrians","43962"
"2012-09-01T00:00:00.000","Personal Vehicle Passengers","5310244"
"2012-09-01T00:00:00.000","Personal Vehicles","2903426"
"2012-09-01T00:00:00.000","Train Passengers","26716"
"2012-09-01T00:00:00.000","Trains","2350"
"2012-09-01T00:00:00.000","Trucks","457817"
"2012-10-01T00:00:00.000","Buses","8351"
"2012-10-01T00:00:00.000","Bus Passengers","201843"
"2012-10-01T00:00:00.000","Pedestrians","40131"
"2012-10-01T00:00:00.000","Personal Vehicle Passengers","4864389"
"2012-10-01T00:00:00.000","Personal Vehicles","2719680"
"2012-10-01T00:00:00.000","Train Passengers","14967"
"2012-10-01T00:00:00.000","Trains","2477"
"2012-10-01T00:00:00.000","Trucks","502667"
"2012-11-01T00:00:00.000","Buses","6266"
"2012-11-01T00:00:00.000","Bus Passengers","153491"
"2012-11-01T00:00:00.000","Pedestrians","18882"
"2012-11-01T00:00:00.000","Personal Vehicle Passengers","4637052"
"2012-11-01T00:00:00.000","Personal Vehicles","2539381"
"2012-11-01T00:00:00.000","Train Passengers","11631"
"2012-11-01T00:00:00.000","Trains","2302"
"2012-11-01T00:00:00.000","Trucks","471541"
"2012-12-01T00:00:00.000","Buses","6354"
"2012-12-01T00:00:00.000","Bus Passengers","150095"
"2012-12-01T00:00:00.000","Pedestrians","16812"
"2012-12-01T00:00:00.000","Personal Vehicle Passengers","4847694"
"2012-12-01T00:00:00.000","Personal Vehicles","2545279"
"2012-12-01T00:00:00.000","Train Passengers","12525"
"2012-12-01T00:00:00.000","Trains","2272"
"2012-12-01T00:00:00.000","Trucks","390438"
"2013-01-01T00:00:00.000","Buses","6016"
"2013-01-01T00:00:00.000","Bus Passengers","110459"
"2013-01-01T00:00:00.000","Pedestrians","13201"
"2013-01-01T00:00:00.000","Personal Vehicle Passengers","3906127"
"2013-01-01T00:00:00.000","Personal Vehicles","2231300"
"2013-01-01T00:00:00.000","Train Passengers","11562"
"2013-01-01T00:00:00.000","Trains","2319"
"2013-01-01T00:00:00.000","Trucks","468575"
"2013-02-01T00:00:00.000","Buses","5814"
"2013-02-01T00:00:00.000","Bus Passengers","116814"
"2013-02-01T00:00:00.000","Pedestrians","11124"
"2013-02-01T00:00:00.000","Personal Vehicle Passengers","3836360"
"2013-02-01T00:00:00.000","Personal Vehicles","2146613"
"2013-02-01T00:00:00.000","Train Passengers","10598"
"2013-02-01T00:00:00.000","Trains","2113"
"2013-02-01T00:00:00.000","Trucks","437245"
"2013-03-01T00:00:00.000","Buses","6914"
"2013-03-01T00:00:00.000","Bus Passengers","155080"
"2013-03-01T00:00:00.000","Pedestrians","19713"
"2013-03-01T00:00:00.000","Personal Vehicle Passengers","5043062"
"2013-03-01T00:00:00.000","Personal Vehicles","2625752"
"2013-03-01T00:00:00.000","Train Passengers","15517"
"2013-03-01T00:00:00.000","Trains","2448"
"2013-03-01T00:00:00.000","Trucks","469482"
"2013-04-01T00:00:00.000","Buses","7435"
"2013-04-01T00:00:00.000","Bus Passengers","204930"
"2013-04-01T00:00:00.000","Pedestrians","27212"
"2013-04-01T00:00:00.000","Personal Vehicle Passengers","4368031"
"2013-04-01T00:00:00.000","Personal Vehicles","2441118"
"2013-04-01T00:00:00.000","Train Passengers","14097"
"2013-04-01T00:00:00.000","Trains","2525"
"2013-04-01T00:00:00.000","Trucks","491163"
"2013-05-01T00:00:00.000","Buses","10706"
"2013-05-01T00:00:00.000","Bus Passengers","251514"
"2013-05-01T00:00:00.000","Pedestrians","40091"
"2013-05-01T00:00:00.000","Personal Vehicle Passengers","5144359"
"2013-05-01T00:00:00.000","Personal Vehicles","2860420"
"2013-05-01T00:00:00.000","Train Passengers","27490"
"2013-05-01T00:00:00.000","Trains","2696"
"2013-05-01T00:00:00.000","Trucks","495376"
"2013-06-01T00:00:00.000","Buses","11656"
"2013-06-01T00:00:00.000","Bus Passengers","241095"
"2013-06-01T00:00:00.000","Pedestrians","50744"
"2013-06-01T00:00:00.000","Personal Vehicle Passengers","5691883"
"2013-06-01T00:00:00.000","Personal Vehicles","3021572"
"2013-06-01T00:00:00.000","Train Passengers","38573"
"2013-06-01T00:00:00.000","Trains","2401"
"2013-06-01T00:00:00.000","Trucks","476738"
"2013-07-01T00:00:00.000","Buses","12139"
"2013-07-01T00:00:00.000","Bus Passengers","250825"
"2013-07-01T00:00:00.000","Pedestrians","68814"
"2013-07-01T00:00:00.000","Personal Vehicle Passengers","7060369"
"2013-07-01T00:00:00.000","Personal Vehicles","3517073"
"2013-07-01T00:00:00.000","Train Passengers","46179"
"2013-07-01T00:00:00.000","Trains","2397"
"2013-07-01T00:00:00.000","Trucks","466391"
"2013-08-01T00:00:00.000","Buses","12400"
"2013-08-01T00:00:00.000","Bus Passengers","296286"
"2013-08-01T00:00:00.000","Pedestrians","75318"
"2013-08-01T00:00:00.000","Personal Vehicle Passengers","7807992"
"2013-08-01T00:00:00.000","Personal Vehicles","3741358"
"2013-08-01T00:00:00.000","Train Passengers","42588"
"2013-08-01T00:00:00.000","Trains","2472"
"2013-08-01T00:00:00.000","Trucks","476948"
"2013-09-01T00:00:00.000","Buses","10574"
"2013-09-01T00:00:00.000","Bus Passengers","230454"
"2013-09-01T00:00:00.000","Pedestrians","43243"
"2013-09-01T00:00:00.000","Personal Vehicle Passengers","5109950"
"2013-09-01T00:00:00.000","Personal Vehicles","2841765"
"2013-09-01T00:00:00.000","Train Passengers","29884"
"2013-09-01T00:00:00.000","Trains","2461"
"2013-09-01T00:00:00.000","Trucks","477120"
"2013-10-01T00:00:00.000","Buses","8818"
"2013-10-01T00:00:00.000","Bus Passengers","208097"
"2013-10-01T00:00:00.000","Pedestrians","51919"
"2013-10-01T00:00:00.000","Personal Vehicle Passengers","4973878"
"2013-10-01T00:00:00.000","Personal Vehicles","2773546"
"2013-10-01T00:00:00.000","Train Passengers","15550"
"2013-10-01T00:00:00.000","Trains","2661"
"2013-10-01T00:00:00.000","Trucks","514270"
"2013-11-01T00:00:00.000","Buses","7378"
"2013-11-01T00:00:00.000","Bus Passengers","167570"
"2013-11-01T00:00:00.000","Pedestrians","18442"
"2013-11-01T00:00:00.000","Personal Vehicle Passengers","4651280"
"2013-11-01T00:00:00.000","Personal Vehicles","2548543"
"2013-11-01T00:00:00.000","Train Passengers","12060"
"2013-11-01T00:00:00.000","Trains","2537"
"2013-11-01T00:00:00.000","Trucks","462484"
"2013-12-01T00:00:00.000","Buses","6302"
"2013-12-01T00:00:00.000","Bus Passengers","142820"
"2013-12-01T00:00:00.000","Pedestrians","13847"
"2013-12-01T00:00:00.000","Personal Vehicle Passengers","4753768"
"2013-12-01T00:00:00.000","Personal Vehicles","2524328"
"2013-12-01T00:00:00.000","Train Passengers","15379"
"2013-12-01T00:00:00.000","Trains","2317"
"2013-12-01T00:00:00.000","Trucks","412866"
"2014-01-01T00:00:00.000","Buses","6299"
"2014-01-01T00:00:00.000","Bus Passengers","110227"
"2014-01-01T00:00:00.000","Pedestrians","12681"
"2014-01-01T00:00:00.000","Personal Vehicle Passengers","3725920"
"2014-01-01T00:00:00.000","Personal Vehicles","2105364"
"2014-01-01T00:00:00.000","Train Passengers","12983"
"2014-01-01T00:00:00.000","Trains","2356"
"2014-01-01T00:00:00.000","Trucks","459050"
"2014-02-01T00:00:00.000","Buses","5919"
"2014-02-01T00:00:00.000","Bus Passengers","111190"
"2014-02-01T00:00:00.000","Pedestrians","11364"
"2014-02-01T00:00:00.000","Personal Vehicle Passengers","3514880"
"2014-02-01T00:00:00.000","Personal Vehicles","1946939"
"2014-02-01T00:00:00.000","Train Passengers","11266"
"2014-02-01T00:00:00.000","Trains","2103"
"2014-02-01T00:00:00.000","Trucks","444749"
"2014-03-01T00:00:00.000","Buses","6529"
"2014-03-01T00:00:00.000","Bus Passengers","132912"
"2014-03-01T00:00:00.000","Pedestrians","16327"
"2014-03-01T00:00:00.000","Personal Vehicle Passengers","4446192"
"2014-03-01T00:00:00.000","Personal Vehicles","2356327"
"2014-03-01T00:00:00.000","Train Passengers","13625"
"2014-03-01T00:00:00.000","Trains","2283"
"2014-03-01T00:00:00.000","Trucks","494908"
"2014-04-01T00:00:00.000","Buses","7866"
"2014-04-01T00:00:00.000","Bus Passengers","179223"
"2014-04-01T00:00:00.000","Pedestrians","28868"
"2014-04-01T00:00:00.000","Personal Vehicle Passengers","4504362"
"2014-04-01T00:00:00.000","Personal Vehicles","2462952"
"2014-04-01T00:00:00.000","Train Passengers","14735"
"2014-04-01T00:00:00.000","Trains","2403"
"2014-04-01T00:00:00.000","Trucks","496986"
"2014-05-01T00:00:00.000","Buses","10919"
"2014-05-01T00:00:00.000","Bus Passengers","270619"
"2014-05-01T00:00:00.000","Pedestrians","39591"
"2014-05-01T00:00:00.000","Personal Vehicle Passengers","5121265"
"2014-05-01T00:00:00.000","Personal Vehicles","2800323"
"2014-05-01T00:00:00.000","Train Passengers","26823"
"2014-05-01T00:00:00.000","Trains","2643"
"2014-05-01T00:00:00.000","Trucks","503633"
"2014-06-01T00:00:00.000","Buses","11481"
"2014-06-01T00:00:00.000","Bus Passengers","232846"
"2014-06-01T00:00:00.000","Pedestrians","47554"
"2014-06-01T00:00:00.000","Personal Vehicle Passengers","5549046"
"2014-06-01T00:00:00.000","Personal Vehicles","3016053"
"2014-06-01T00:00:00.000","Train Passengers","40274"
"2014-06-01T00:00:00.000","Trains","2440"
"2014-06-01T00:00:00.000","Trucks","502196"
"2014-07-01T00:00:00.000","Buses","11953"
"2014-07-01T00:00:00.000","Bus Passengers","244119"
"2014-07-01T00:00:00.000","Pedestrians","66098"
"2014-07-01T00:00:00.000","Personal Vehicle Passengers","6831218"
"2014-07-01T00:00:00.000","Personal Vehicles","3419253"
"2014-07-01T00:00:00.000","Train Passengers","41299"
"2014-07-01T00:00:00.000","Trains","2558"
"2014-07-01T00:00:00.000","Trucks","493212"
"2014-08-01T00:00:00.000","Buses","12071"
"2014-08-01T00:00:00.000","Bus Passengers","283648"
"2014-08-01T00:00:00.000","Pedestrians","84822"
"2014-08-01T00:00:00.000","Personal Vehicle Passengers","7625126"
"2014-08-01T00:00:00.000","Personal Vehicles","3669624"
"2014-08-01T00:00:00.000","Train Passengers","45973"
"2014-08-01T00:00:00.000","Trains","2447"
"2014-08-01T00:00:00.000","Trucks","472788"
"2014-09-01T00:00:00.000","Buses","10166"
"2014-09-01T00:00:00.000","Bus Passengers","220253"
"2014-09-01T00:00:00.000","Pedestrians","43787"
"2014-09-01T00:00:00.000","Personal Vehicle Passengers","4888273"
"2014-09-01T00:00:00.000","Personal Vehicles","2762674"
"2014-09-01T00:00:00.000","Train Passengers","31724"
"2014-09-01T00:00:00.000","Trains","2395"
"2014-09-01T00:00:00.000","Trucks","509506"
"2014-10-01T00:00:00.000","Buses","8242"
"2014-10-01T00:00:00.000","Bus Passengers","191949"
"2014-10-01T00:00:00.000","Pedestrians","49977"
"2014-10-01T00:00:00.000","Personal Vehicle Passengers","4766321"
"2014-10-01T00:00:00.000","Personal Vehicles","2685029"
"2014-10-01T00:00:00.000","Train Passengers","16678"
"2014-10-01T00:00:00.000","Trains","2397"
"2014-10-01T00:00:00.000","Trucks","520041"
"2014-11-01T00:00:00.000","Buses","6521"
"2014-11-01T00:00:00.000","Bus Passengers","141118"
"2014-11-01T00:00:00.000","Pedestrians","18793"
"2014-11-01T00:00:00.000","Personal Vehicle Passengers","4249889"
"2014-11-01T00:00:00.000","Personal Vehicles","2349123"
"2014-11-01T00:00:00.000","Train Passengers","12515"
"2014-11-01T00:00:00.000","Trains","2350"
"2014-11-01T00:00:00.000","Trucks","459342"
"2014-12-01T00:00:00.000","Buses","5782"
"2014-12-01T00:00:00.000","Bus Passengers","125678"
"2014-12-01T00:00:00.000","Pedestrians","19935"
"2014-12-01T00:00:00.000","Personal Vehicle Passengers","4458925"
"2014-12-01T00:00:00.000","Personal Vehicles","2406075"
"2014-12-01T00:00:00.000","Train Passengers","15318"
"2014-12-01T00:00:00.000","Trains","2268"
"2014-12-01T00:00:00.000","Trucks","445798"
"2015-01-01T00:00:00.000","Buses","5549"
"2015-01-01T00:00:00.000","Bus Passengers","102091"
"2015-01-01T00:00:00.000","Pedestrians","11677"
"2015-01-01T00:00:00.000","Personal Vehicle Passengers","3428424"
"2015-01-01T00:00:00.000","Personal Vehicles","1975492"
"2015-01-01T00:00:00.000","Train Passengers","12610"
"2015-01-01T00:00:00.000","Trains","2687"
"2015-01-01T00:00:00.000","Trucks","464683"
"2015-02-01T00:00:00.000","Buses","6131"
"2015-02-01T00:00:00.000","Bus Passengers","106349"
"2015-02-01T00:00:00.000","Pedestrians","11390"
"2015-02-01T00:00:00.000","Personal Vehicle Passengers","3094499"
"2015-02-01T00:00:00.000","Personal Vehicles","1804273"
"2015-02-01T00:00:00.000","Train Passengers","11916"
"2015-02-01T00:00:00.000","Trains","2354"
"2015-02-01T00:00:00.000","Trucks","440692"
"2015-03-01T00:00:00.000","Buses","5982"
"2015-03-01T00:00:00.000","Bus Passengers","114560"
"2015-03-01T00:00:00.000","Pedestrians","16141"
"2015-03-01T00:00:00.000","Personal Vehicle Passengers","3843487"
"2015-03-01T00:00:00.000","Personal Vehicles","2152225"
"2015-03-01T00:00:00.000","Train Passengers","14739"
"2015-03-01T00:00:00.000","Trains","2644"
"2015-03-01T00:00:00.000","Trucks","511097"
"2015-04-01T00:00:00.000","Buses","7160"
"2015-04-01T00:00:00.000","Bus Passengers","157703"
"2015-04-01T00:00:00.000","Pedestrians","24879"
"2015-04-01T00:00:00.000","Personal Vehicle Passengers","3863442"
"2015-04-01T00:00:00.000","Personal Vehicles","2181304"
"2015-04-01T00:00:00.000","Train Passengers","15131"
"2015-04-01T00:00:00.000","Trains","2743"
"2015-04-01T00:00:00.000","Trucks","486437"
"2015-05-01T00:00:00.000","Buses","10339"
"2015-05-01T00:00:00.000","Bus Passengers","220010"
"2015-05-01T00:00:00.000","Pedestrians","43208"
"2015-05-01T00:00:00.000","Personal Vehicle Passengers","4612136"
"2015-05-01T00:00:00.000","Personal Vehicles","2547836"
"2015-05-01T00:00:00.000","Train Passengers","27844"
"2015-05-01T00:00:00.000","Trains","2658"
"2015-05-01T00:00:00.000","Trucks","483697"
"2015-06-01T00:00:00.000","Buses","10773"
"2015-06-01T00:00:00.000","Bus Passengers","218086"
"2015-06-01T00:00:00.000","Pedestrians","52145"
"2015-06-01T00:00:00.000","Personal Vehicle Passengers","4937039"
"2015-06-01T00:00:00.000","Personal Vehicles","2698249"
"2015-06-01T00:00:00.000","Train Passengers","38675"
"2015-06-01T00:00:00.000","Trains","2537"
"2015-06-01T00:00:00.000","Trucks","508300"
"2015-07-01T00:00:00.000","Buses","10982"
"2015-07-01T00:00:00.000","Bus Passengers","250710"
"2015-07-01T00:00:00.000","Pedestrians","73719"
"2015-07-01T00:00:00.000","Personal Vehicle Passengers","6406540"
"2015-07-01T00:00:00.000","Personal Vehicles","3161647"
"2015-07-01T00:00:00.000","Train Passengers","45820"
"2015-07-01T00:00:00.000","Trains","2544"
"2015-07-01T00:00:00.000","Trucks","477110"
"2015-08-01T00:00:00.000","Buses","10844"
"2015-08-01T00:00:00.000","Bus Passengers","249317"
"2015-08-01T00:00:00.000","Pedestrians","75643"
"2015-08-01T00:00:00.000","Personal Vehicle Passengers","6242965"
"2015-08-01T00:00:00.000","Personal Vehicles","3096150"
"2015-08-01T00:00:00.000","Train Passengers","44515"
"2015-08-01T00:00:00.000","Trains","2610"
"2015-08-01T00:00:00.000","Trucks","480690"
"2015-09-01T00:00:00.000","Buses","9425"
"2015-09-01T00:00:00.000","Bus Passengers","218772"
"2015-09-01T00:00:00.000","Pedestrians","45922"
"2015-09-01T00:00:00.000","Personal Vehicle Passengers","4363739"
"2015-09-01T00:00:00.000","Personal Vehicles","2494332"
"2015-09-01T00:00:00.000","Train Passengers","32000"
"2015-09-01T00:00:00.000","Trains","2554"
"2015-09-01T00:00:00.000","Trucks","500069"
"2015-10-01T00:00:00.000","Buses","7746"
"2015-10-01T00:00:00.000","Bus Passengers","176348"
"2015-10-01T00:00:00.000","Pedestrians","51648"
"2015-10-01T00:00:00.000","Personal Vehicle Passengers","4026249"
"2015-10-01T00:00:00.000","Personal Vehicles","2326048"
"2015-10-01T00:00:00.000","Train Passengers","16452"
"2015-10-01T00:00:00.000","Trains","2709"
"2015-10-01T00:00:00.000","Trucks","508661"
"2015-11-01T00:00:00.000","Buses","5605"
"2015-11-01T00:00:00.000","Bus Passengers","115394"
"2015-11-01T00:00:00.000","Pedestrians","19487"
"2015-11-01T00:00:00.000","Personal Vehicle Passengers","3549922"
"2015-11-01T00:00:00.000","Personal Vehicles","2055745"
"2015-11-01T00:00:00.000","Train Passengers","12255"
"2015-11-01T00:00:00.000","Trains","2503"
"2015-11-01T00:00:00.000","Trucks","486513"
"2015-12-01T00:00:00.000","Buses","5297"
"2015-12-01T00:00:00.000","Bus Passengers","109880"
"2015-12-01T00:00:00.000","Pedestrians","18664"
"2015-12-01T00:00:00.000","Personal Vehicle Passengers","3753777"
"2015-12-01T00:00:00.000","Personal Vehicles","2051559"
"2015-12-01T00:00:00.000","Train Passengers","14133"
"2015-12-01T00:00:00.000","Trains","2426"
"2015-12-01T00:00:00.000","Trucks","443072"
"2016-01-01T00:00:00.000","Buses","5163"
"2016-01-01T00:00:00.000","Bus Passengers","91758"
"2016-01-01T00:00:00.000","Pedestrians","14403"
"2016-01-01T00:00:00.000","Personal Vehicle Passengers","3102963"
"2016-01-01T00:00:00.000","Personal Vehicles","1827800"
"2016-01-01T00:00:00.000","Train Passengers","12535"
"2016-01-01T00:00:00.000","Trains","2439"
"2016-01-01T00:00:00.000","Trucks","470264"
"2016-02-01T00:00:00.000","Buses","5156"
"2016-02-01T00:00:00.000","Bus Passengers","97397"
"2016-02-01T00:00:00.000","Pedestrians","12084"
"2016-02-01T00:00:00.000","Personal Vehicle Passengers","2814649"
"2016-02-01T00:00:00.000","Personal Vehicles","1664473"
"2016-02-01T00:00:00.000","Train Passengers","11837"
"2016-02-01T00:00:00.000","Trains","2320"
"2016-02-01T00:00:00.000","Trucks","476753"
"2016-03-01T00:00:00.000","Buses","5627"
"2016-03-01T00:00:00.000","Bus Passengers","109134"
"2016-03-01T00:00:00.000","Pedestrians","19566"
"2016-03-01T00:00:00.000","Personal Vehicle Passengers","3547669"
"2016-03-01T00:00:00.000","Personal Vehicles","1984033"
"2016-03-01T00:00:00.000","Train Passengers","15124"
"2016-03-01T00:00:00.000","Trains","2507"
"2016-03-01T00:00:00.000","Trucks","515426"
"2016-04-01T00:00:00.000","Buses","6448"
"2016-04-01T00:00:00.000","Bus Passengers","132435"
"2016-04-01T00:00:00.000","Pedestrians","27101"
"2016-04-01T00:00:00.000","Personal Vehicle Passengers","3468183"
"2016-04-01T00:00:00.000","Personal Vehicles","2012348"
"2016-04-01T00:00:00.000","Train Passengers","13990"
"2016-04-01T00:00:00.000","Trains","2414"
"2016-04-01T00:00:00.000","Trucks","489728"
"2016-05-01T00:00:00.000","Buses","9478"
"2016-05-01T00:00:00.000","Bus Passengers","211733"
"2016-05-01T00:00:00.000","Pedestrians","40201"
"2016-05-01T00:00:00.000","Personal Vehicle Passengers","4179571"
"2016-05-01T00:00:00.000","Personal Vehicles","2334818"
"2016-05-01T00:00:00.000","Train Passengers","27583"
"2016-05-01T00:00:00.000","Trains","2475"
"2016-05-01T00:00:00.000","Trucks","507631"
"2016-06-01T00:00:00.000","Buses","10339"
"2016-06-01T00:00:00.000","Bus Passengers","218490"
"2016-06-01T00:00:00.000","Pedestrians","53150"
"2016-06-01T00:00:00.000","Personal Vehicle Passengers","4582280"
"2016-06-01T00:00:00.000","Personal Vehicles","2542448"
"2016-06-01T00:00:00.000","Train Passengers","39270"
"2016-06-01T00:00:00.000","Trains","2332"
"2016-06-01T00:00:00.000","Trucks","517164"
"2016-07-01T00:00:00.000","Buses","10518"
"2016-07-01T00:00:00.000","Bus Passengers","245107"
"2016-07-01T00:00:00.000","Pedestrians","79516"
"2016-07-01T00:00:00.000","Personal Vehicle Passengers","6280015"
"2016-07-01T00:00:00.000","Personal Vehicles","3073037"
"2016-07-01T00:00:00.000","Train Passengers","46347"
"2016-07-01T00:00:00.000","Trains","2322"
"2016-07-01T00:00:00.000","Trucks","453281"
"2016-08-01T00:00:00.000","Buses","9832"
"2016-08-01T00:00:00.000","Bus Passengers","237896"
"2016-08-01T00:00:00.000","Pedestrians","73314"
"2016-08-01T00:00:00.000","Personal Vehicle Passengers","6060320"
"2016-08-01T00:00:00.000","Personal Vehicles","3006638"
"2016-08-01T00:00:00.000","Train Passengers","46816"
"2016-08-01T00:00:00.000","Trains","2553"
"2016-08-01T00:00:00.000","Trucks","522773"
"2016-09-01T00:00:00.000","Buses","8220"
"2016-09-01T00:00:00.000","Bus Passengers","201342"
"2016-09-01T00:00:00.000","Pedestrians","50712"
"2016-09-01T00:00:00.000","Personal Vehicle Passengers","4511235"
"2016-09-01T00:00:00.000","Personal Vehicles","2504409"
"2016-09-01T00:00:00.000","Train Passengers","29351"
"2016-09-01T00:00:00.000","Trains","2486"
"2016-09-01T00:00:00.000","Trucks","497132"
"2016-10-01T00:00:00.000","Buses","7169"
"2016-10-01T00:00:00.000","Bus Passengers","173454"
"2016-10-01T00:00:00.000","Pedestrians","55918"
"2016-10-01T00:00:00.000","Personal Vehicle Passengers","4098627"
"2016-10-01T00:00:00.000","Personal Vehicles","2347186"
"2016-10-01T00:00:00.000","Train Passengers","16532"
"2016-10-01T00:00:00.000","Trains","2646"
"2016-10-01T00:00:00.000","Trucks","505275"
"2016-11-01T00:00:00.000","Buses","5577"
"2016-11-01T00:00:00.000","Bus Passengers","115672"
"2016-11-01T00:00:00.000","Pedestrians","21239"
"2016-11-01T00:00:00.000","Personal Vehicle Passengers","3505423"
"2016-11-01T00:00:00.000","Personal Vehicles","2021594"
"2016-11-01T00:00:00.000","Train Passengers","12683"
"2016-11-01T00:00:00.000","Trains","2561"
"2016-11-01T00:00:00.000","Trucks","492637"
"2016-12-01T00:00:00.000","Buses","4707"
"2016-12-01T00:00:00.000","Bus Passengers","104876"
"2016-12-01T00:00:00.000","Pedestrians","14316"
"2016-12-01T00:00:00.000","Personal Vehicle Passengers","3661312"
"2016-12-01T00:00:00.000","Personal Vehicles","2001120"
"2016-12-01T00:00:00.000","Train Passengers","15120"
"2016-12-01T00:00:00.000","Trains","2431"
"2016-12-01T00:00:00.000","Trucks","429874"
"2017-01-01T00:00:00.000","Buses","4520"
"2017-01-01T00:00:00.000","Bus Passengers","84754"
"2017-01-01T00:00:00.000","Pedestrians","13537"
"2017-01-01T00:00:00.000","Personal Vehicle Passengers","3117590"
"2017-01-01T00:00:00.000","Personal Vehicles","1758783"
"2017-01-01T00:00:00.000","Train Passengers","13783"
"2017-01-01T00:00:00.000","Trains","1822"
"2017-01-01T00:00:00.000","Trucks","483159"
"2017-02-01T00:00:00.000","Buses","4592"
"2017-02-01T00:00:00.000","Bus Passengers","88227"
"2017-02-01T00:00:00.000","Pedestrians","12616"
"2017-02-01T00:00:00.000","Personal Vehicle Passengers","2878409"
"2017-02-01T00:00:00.000","Personal Vehicles","1664326"
"2017-02-01T00:00:00.000","Train Passengers","10640"
"2017-02-01T00:00:00.000","Trains","1744"
"2017-02-01T00:00:00.000","Trucks","453800"
"2017-03-01T00:00:00.000","Buses","4846"
"2017-03-01T00:00:00.000","Bus Passengers","93673"
"2017-03-01T00:00:00.000","Pedestrians","14144"
"2017-03-01T00:00:00.000","Personal Vehicle Passengers","3408603"
"2017-03-01T00:00:00.000","Personal Vehicles","1945409"
"2017-03-01T00:00:00.000","Train Passengers","13184"
"2017-03-01T00:00:00.000","Trains","1935"
"2017-03-01T00:00:00.000","Trucks","522488"
"2017-04-01T00:00:00.000","Buses","5923"
"2017-04-01T00:00:00.000","Bus Passengers","135870"
"2017-04-01T00:00:00.000","Pedestrians","25111"
