sample,sort,bucket,target,n,mean,median,min,max,n_positive,hit_rate_positive,sample_base_rate_positive,binom_p_vs_half,binom_p_vs_base_rate_1sided,prints,mann_whitney_p,welch_p,fisher_p_share_positive
all,accel_sign_x_guide_dir,printed decel | guide stable,gap_excess_pct,3,-7.75,-7.52,-8.52,-7.22,0.0,0.0,0.43,0.25,0.181,2Q22 1Q24 2Q25,,,
all,accel_sign_x_guide_dir,printed flat | guide accelerating,gap_excess_pct,1,-8.52,-8.52,-8.52,-8.52,0.0,0.0,0.43,1.0,0.565,3Q24,,,
all,accel_sign_x_guide_dir,printed flat | guide stable,gap_excess_pct,1,5.05,5.05,5.05,5.05,1.0,1.0,0.43,1.0,0.435,1Q22,,,
all,accel_sign_x_guide_dir,printed nan | guide accelerating,gap_excess_pct,1,3.86,3.86,3.86,3.86,1.0,1.0,0.43,1.0,0.435,3Q21,,,
all,accel_sign_x_guide_dir,printed nan | guide decelerating,gap_excess_pct,1,-3.07,-3.07,-3.07,-3.07,0.0,0.0,0.43,1.0,0.565,2Q21,,,
all,accel_sign_x_guide_dir,printed nan | guide nan,gap_excess_pct,1,5.69,5.69,5.69,5.69,1.0,1.0,0.43,1.0,0.435,4Q20,,,
all,accel_sign_x_guide_dir,printed nan | guide stable,gap_excess_pct,1,0.4,0.4,0.4,0.4,1.0,1.0,0.43,1.0,0.435,1Q21,,,
all,accel_sign_x_guide_dir,printed accel | guide accelerating,intraday_excess_pct,2,6.21,6.21,4.01,8.41,2.0,1.0,0.74,0.5,0.546,4Q21 2Q26,,,
all,accel_sign_x_guide_dir,printed accel | guide decelerating,intraday_excess_pct,5,-3.47,-4.13,-6.4,1.89,1.0,0.2,0.74,0.375,0.018,3Q22 3Q23 4Q24 3Q25 4Q25,,,
all,accel_sign_x_guide_dir,printed decel | guide accelerating,intraday_excess_pct,1,0.78,0.78,0.78,0.78,1.0,1.0,0.74,1.0,0.739,2Q23,,,
all,accel_sign_x_guide_dir,printed decel | guide decelerating,intraday_excess_pct,6,2.4,2.6,0.77,4.43,6.0,1.0,0.74,0.031,0.163,4Q22 1Q23 4Q23 2Q24 1Q25 1Q26,,,
all,accel_sign_x_guide_dir,printed decel | guide stable,intraday_excess_pct,3,1.32,0.16,0.13,3.66,3.0,1.0,0.74,0.25,0.404,2Q22 1Q24 2Q25,,,
all,accel_sign_x_guide_dir,printed flat | guide accelerating,intraday_excess_pct,1,-0.25,-0.25,-0.25,-0.25,0.0,0.0,0.74,1.0,0.261,3Q24,,,
all,accel_sign_x_guide_dir,printed flat | guide stable,intraday_excess_pct,1,-0.72,-0.72,-0.72,-0.72,0.0,0.0,0.74,1.0,0.261,1Q22,,,
all,accel_sign_x_guide_dir,printed nan | guide accelerating,intraday_excess_pct,1,9.03,9.03,9.03,9.03,1.0,1.0,0.74,1.0,0.739,3Q21,,,
all,accel_sign_x_guide_dir,printed nan | guide decelerating,intraday_excess_pct,1,3.78,3.78,3.78,3.78,1.0,1.0,0.74,1.0,0.739,2Q21,,,
all,accel_sign_x_guide_dir,printed nan | guide nan,intraday_excess_pct,1,7.23,7.23,7.23,7.23,1.0,1.0,0.74,1.0,0.739,4Q20,,,
all,accel_sign_x_guide_dir,printed nan | guide stable,intraday_excess_pct,1,1.41,1.41,1.41,1.41,1.0,1.0,0.74,1.0,0.739,1Q21,,,
all,accel_sign_x_guide_dir,printed accel | guide accelerating,ev_ntm_rev_multiple_change_pct,2,9.71,9.71,-0.27,19.7,1.0,0.5,0.37,1.0,0.601,4Q21 2Q26,,,
all,accel_sign_x_guide_dir,printed accel | guide decelerating,ev_ntm_rev_multiple_change_pct,5,1.88,-0.7,-9.94,20.38,2.0,0.4,0.37,1.0,0.606,3Q22 3Q23 4Q24 3Q25 4Q25,,,
all,accel_sign_x_guide_dir,printed decel | guide accelerating,ev_ntm_rev_multiple_change_pct,1,-2.89,-2.89,-2.89,-2.89,0.0,0.0,0.37,1.0,0.632,2Q23,,,
all,accel_sign_x_guide_dir,printed decel | guide decelerating,ev_ntm_rev_multiple_change_pct,6,-1.58,-2.05,-14.45,17.33,2.0,0.33,0.37,0.688,0.61,4Q22 1Q23 4Q23 2Q24 1Q25 1Q26,,,
all,accel_sign_x_guide_dir,printed decel | guide stable,ev_ntm_rev_multiple_change_pct,3,3.29,-5.06,-8.38,23.32,1.0,0.33,0.37,1.0,0.693,2Q22 1Q24 2Q25,,,
all,accel_sign_x_guide_dir,printed flat | guide accelerating,ev_ntm_rev_multiple_change_pct,1,-9.46,-9.46,-9.46,-9.46,0.0,0.0,0.37,1.0,0.632,3Q24,,,
all,accel_sign_x_guide_dir,printed flat | guide stable,ev_ntm_rev_multiple_change_pct,1,14.64,14.64,14.64,14.64,1.0,1.0,0.37,1.0,0.368,1Q22,,,
all,accel_sign_x_guide_dir,printed accel | guide accelerating,ret_5d_cc_excess_pct,2,5.24,5.24,-9.18,19.65,1.0,0.5,0.35,1.0,0.575,4Q21 2Q26,,,
all,accel_sign_x_guide_dir,printed accel | guide decelerating,ret_5d_cc_excess_pct,5,0.43,1.08,-7.28,8.93,3.0,0.6,0.35,1.0,0.232,3Q22 3Q23 4Q24 3Q25 4Q25,,,
all,accel_sign_x_guide_dir,printed decel | guide accelerating,ret_5d_cc_excess_pct,1,-2.09,-2.09,-2.09,-2.09,0.0,0.0,0.35,1.0,0.652,2Q23,,,
all,accel_sign_x_guide_dir,printed decel | guide decelerating,ret_5d_cc_excess_pct,6,-5.55,-4.39,-18.76,9.32,2.0,0.33,0.35,0.688,0.651,4Q22 1Q23 4Q23 2Q24 1Q25 1Q26,,,
all,accel_sign_x_guide_dir,printed decel | guide stable,ret_5d_cc_excess_pct,3,-6.65,-6.85,-10.58,-2.51,0.0,0.0,0.35,0.25,0.277,2Q22 1Q24 2Q25,,,
all,accel_sign_x_guide_dir,printed flat | guide accelerating,ret_5d_cc_excess_pct,1,-7.75,-7.75,-7.75,-7.75,0.0,0.0,0.35,1.0,0.652,3Q24,,,
all,accel_sign_x_guide_dir,printed flat | guide stable,ret_5d_cc_excess_pct,1,-14.25,-14.25,-14.25,-14.25,0.0,0.0,0.35,1.0,0.652,1Q22,,,
all,accel_sign_x_guide_dir,printed nan | guide accelerating,ret_5d_cc_excess_pct,1,9.29,9.29,9.29,9.29,1.0,1.0,0.35,1.0,0.348,3Q21,,,
all,accel_sign_x_guide_dir,printed nan | guide decelerating,ret_5d_cc_excess_pct,1,-4.65,-4.65,-4.65,-4.65,0.0,0.0,0.35,1.0,0.652,2Q21,,,
all,accel_sign_x_guide_dir,printed nan | guide nan,ret_5d_cc_excess_pct,1,1.79,1.79,1.79,1.79,1.0,1.0,0.35,1.0,0.348,4Q20,,,
all,accel_sign_x_guide_dir,printed nan | guide stable,ret_5d_cc_excess_pct,1,-2.64,-2.64,-2.64,-2.64,0.0,0.0,0.35,1.0,0.652,1Q21,,,
all,accel_sign_x_guide_dir,printed accel | guide accelerating,ret_20d_cc_excess_pct,2,6.34,6.34,-9.07,21.74,1.0,0.5,0.3,1.0,0.516,4Q21 2Q26,,,
all,accel_sign_x_guide_dir,printed accel | guide decelerating,ret_20d_cc_excess_pct,5,-1.52,-2.4,-12.97,10.07,2.0,0.4,0.3,1.0,0.481,3Q22 3Q23 4Q24 3Q25 4Q25,,,
all,accel_sign_x_guide_dir,printed decel | guide accelerating,ret_20d_cc_excess_pct,1,-7.75,-7.75,-7.75,-7.75,0.0,0.0,0.3,1.0,0.696,2Q23,,,
all,accel_sign_x_guide_dir,printed decel | guide decelerating,ret_20d_cc_excess_pct,6,-6.72,-5.06,-16.73,6.51,1.0,0.17,0.3,0.219,0.411,4Q22 1Q23 4Q23 2Q24 1Q25 1Q26,,,
all,accel_sign_x_guide_dir,printed decel | guide stable,ret_20d_cc_excess_pct,3,-5.51,-5.33,-12.2,0.99,1.0,0.33,0.3,1.0,0.663,2Q22 1Q24 2Q25,,,
all,accel_sign_x_guide_dir,printed flat | guide accelerating,ret_20d_cc_excess_pct,1,-9.61,-9.61,-9.61,-9.61,0.0,0.0,0.3,1.0,0.696,3Q24,,,
all,accel_sign_x_guide_dir,printed flat | guide stable,ret_20d_cc_excess_pct,1,-15.48,-15.48,-15.48,-15.48,0.0,0.0,0.3,1.0,0.696,1Q22,,,
all,accel_sign_x_guide_dir,printed nan | guide accelerating,ret_20d_cc_excess_pct,1,-2.77,-2.77,-2.77,-2.77,0.0,0.0,0.3,1.0,0.696,3Q21,,,
all,accel_sign_x_guide_dir,printed nan | guide decelerating,ret_20d_cc_excess_pct,1,6.83,6.83,6.83,6.83,1.0,1.0,0.3,1.0,0.304,2Q21,,,
all,accel_sign_x_guide_dir,printed nan | guide nan,ret_20d_cc_excess_pct,1,-2.76,-2.76,-2.76,-2.76,0.0,0.0,0.3,1.0,0.696,4Q20,,,
all,accel_sign_x_guide_dir,printed nan | guide stable,ret_20d_cc_excess_pct,1,2.49,2.49,2.49,2.49,1.0,1.0,0.3,1.0,0.304,1Q21,,,
all,accel_sign_x_guide_dir,printed accel | guide accelerating,ret_20d_open_excess_pct,2,2.0,2.0,-8.83,12.82,1.0,0.5,0.3,1.0,0.516,4Q21 2Q26,,,
all,accel_sign_x_guide_dir,printed accel | guide decelerating,ret_20d_open_excess_pct,5,-5.23,-4.42,-11.82,0.99,1.0,0.2,0.3,0.375,0.519,3Q22 3Q23 4Q24 3Q25 4Q25,,,
all,accel_sign_x_guide_dir,printed decel | guide accelerating,ret_20d_open_excess_pct,1,-6.95,-6.95,-6.95,-6.95,0.0,0.0,0.3,1.0,0.696,2Q23,,,
all,accel_sign_x_guide_dir,printed decel | guide decelerating,ret_20d_open_excess_pct,6,-1.08,-1.11,-10.67,10.64,1.0,0.17,0.3,0.219,0.411,4Q22 1Q23 4Q23 2Q24 1Q25 1Q26,,,
all,accel_sign_x_guide_dir,printed decel | guide stable,ret_20d_open_excess_pct,3,2.44,3.52,-4.96,8.76,2.0,0.67,0.3,1.0,0.222,2Q22 1Q24 2Q25,,,
all,accel_sign_x_guide_dir,printed flat | guide accelerating,ret_20d_open_excess_pct,1,-0.95,-0.95,-0.95,-0.95,0.0,0.0,0.3,1.0,0.696,3Q24,,,
all,accel_sign_x_guide_dir,printed flat | guide stable,ret_20d_open_excess_pct,1,-19.32,-19.32,-19.32,-19.32,0.0,0.0,0.3,1.0,0.696,1Q22,,,
all,accel_sign_x_guide_dir,printed nan | guide accelerating,ret_20d_open_excess_pct,1,-6.19,-6.19,-6.19,-6.19,0.0,0.0,0.3,1.0,0.696,3Q21,,,
all,accel_sign_x_guide_dir,printed nan | guide decelerating,ret_20d_open_excess_pct,1,10.28,10.28,10.28,10.28,1.0,1.0,0.3,1.0,0.304,2Q21,,,
all,accel_sign_x_guide_dir,printed nan | guide nan,ret_20d_open_excess_pct,1,-7.85,-7.85,-7.85,-7.85,0.0,0.0,0.3,1.0,0.696,4Q20,,,
all,accel_sign_x_guide_dir,printed nan | guide stable,ret_20d_open_excess_pct,1,2.04,2.04,2.04,2.04,1.0,1.0,0.3,1.0,0.304,1Q21,,,
post2022,guide_dir,accelerating,ret_1d_cc_excess_pct,3,2.48,-0.04,-8.78,16.26,1.0,0.33,0.29,1.0,0.636,2Q23 3Q24 2Q26,,,
post2022,guide_dir,decelerating,ret_1d_cc_excess_pct,9,-1.7,-1.61,-12.3,14.03,3.0,0.33,0.29,0.508,0.499,1Q23 3Q23 4Q23 2Q24 4Q24 1Q25 3Q25 4Q25 1Q26,,,
post2022,guide_dir,stable,ret_1d_cc_excess_pct,2,-7.73,-7.73,-8.36,-7.09,0.0,0.0,0.29,0.5,0.51,1Q24 2Q25,,,
post2022,guide_dir,TOP minus BOTTOM,ret_1d_cc_excess_pct,12,4.18,1.57,,,,,,,,top 1/3 positive vs bottom 3/9,0.6,0.635,1.0
post2022,guide_dir,accelerating,ret_1d_cc_raw_pct,3,2.73,-0.5,-8.7,17.4,1.0,0.33,0.43,1.0,0.606,2Q23 3Q24 2Q26,,,
post2022,guide_dir,decelerating,ret_1d_cc_raw_pct,9,-0.92,0.3,-13.4,14.4,5.0,0.56,0.43,1.0,0.329,1Q23 3Q23 4Q23 2Q24 4Q24 1Q25 3Q25 4Q25 1Q26,,,
post2022,guide_dir,stable,ret_1d_cc_raw_pct,2,-7.45,-7.45,-8.0,-6.9,0.0,0.0,0.43,0.5,0.327,1Q24 2Q25,,,
post2022,guide_dir,TOP minus BOTTOM,ret_1d_cc_raw_pct,12,3.66,-0.8,,,,,,,,top 1/3 positive vs bottom 5/9,0.864,0.69,1.0
post2022,guide_dir,accelerating,ret_1d_open_excess_pct,3,2.74,0.77,-0.26,7.72,2.0,0.67,0.71,1.0,0.636,2Q23 3Q24 2Q26,,,
post2022,guide_dir,decelerating,ret_1d_open_excess_pct,9,-0.25,0.94,-6.25,3.13,6.0,0.67,0.71,0.508,0.499,1Q23 3Q23 4Q23 2Q24 4Q24 1Q25 3Q25 4Q25 1Q26,,,
post2022,guide_dir,stable,ret_1d_open_excess_pct,2,0.14,0.14,0.13,0.15,2.0,1.0,0.71,0.5,0.51,1Q24 2Q25,,,
post2022,guide_dir,TOP minus BOTTOM,ret_1d_open_excess_pct,12,2.99,-0.17,,,,,,,,top 2/3 positive vs bottom 6/9,0.864,0.361,1.0
post2022,guide_dir,accelerating,gap_excess_pct,3,-0.5,-0.82,-8.52,7.84,1.0,0.33,0.36,1.0,0.708,2Q23 3Q24 2Q26,,,
post2022,guide_dir,decelerating,gap_excess_pct,9,-1.34,-2.38,-15.4,12.14,4.0,0.44,0.36,1.0,0.409,1Q23 3Q23 4Q23 2Q24 4Q24 1Q25 3Q25 4Q25 1Q26,,,
post2022,guide_dir,stable,gap_excess_pct,2,-7.87,-7.87,-8.52,-7.22,0.0,0.0,0.36,0.5,0.413,1Q24 2Q25,,,
post2022,guide_dir,TOP minus BOTTOM,gap_excess_pct,12,0.84,1.56,,,,,,,,top 1/3 positive vs bottom 4/9,1.0,0.89,1.0
post2022,guide_dir,accelerating,intraday_excess_pct,3,2.98,0.78,-0.25,8.41,2.0,0.67,0.71,1.0,0.636,2Q23 3Q24 2Q26,,,
post2022,guide_dir,decelerating,intraday_excess_pct,9,-0.36,0.9,-6.4,3.1,6.0,0.67,0.71,0.508,0.499,1Q23 3Q23 4Q23 2Q24 4Q24 1Q25 3Q25 4Q25 1Q26,,,
post2022,guide_dir,stable,intraday_excess_pct,2,0.14,0.14,0.13,0.16,2.0,1.0,0.71,0.5,0.51,1Q24 2Q25,,,
post2022,guide_dir,TOP minus BOTTOM,intraday_excess_pct,12,3.34,-0.12,,,,,,,,top 2/3 positive vs bottom 6/9,0.727,0.349,1.0
post2022,guide_dir,accelerating,ev_ntm_rev_multiple_change_pct,3,2.45,-2.89,-9.46,19.7,1.0,0.33,0.29,1.0,0.636,2Q23 3Q24 2Q26,,,
post2022,guide_dir,decelerating,ev_ntm_rev_multiple_change_pct,9,-0.83,-0.97,-14.45,20.38,3.0,0.33,0.29,0.508,0.499,1Q23 3Q23 4Q23 2Q24 4Q24 1Q25 3Q25 4Q25 1Q26,,,
post2022,guide_dir,stable,ev_ntm_rev_multiple_change_pct,2,-6.72,-6.72,-8.38,-5.06,0.0,0.0,0.29,0.5,0.51,1Q24 2Q25,,,
post2022,guide_dir,TOP minus BOTTOM,ev_ntm_rev_multiple_change_pct,12,3.28,-1.92,,,,,,,,top 1/3 positive vs bottom 3/9,0.727,0.753,1.0
post2022,guide_dir,accelerating,ret_5d_cc_excess_pct,3,3.27,-2.09,-7.75,19.65,1.0,0.33,0.36,1.0,0.708,2Q23 3Q24 2Q26,,,
post2022,guide_dir,decelerating,ret_5d_cc_excess_pct,9,-3.69,-0.36,-18.76,8.93,4.0,0.44,0.36,1.0,0.409,1Q23 3Q23 4Q23 2Q24 4Q24 1Q25 3Q25 4Q25 1Q26,,,
post2022,guide_dir,stable,ret_5d_cc_excess_pct,2,-8.72,-8.72,-10.58,-6.85,0.0,0.0,0.36,0.5,0.413,1Q24 2Q25,,,
post2022,guide_dir,TOP minus BOTTOM,ret_5d_cc_excess_pct,12,6.96,-1.73,,,,,,,,top 1/3 positive vs bottom 4/9,0.727,0.5,1.0
post2022,guide_dir,accelerating,ret_20d_cc_excess_pct,3,1.46,-7.75,-9.61,21.74,1.0,0.33,0.29,1.0,0.636,2Q23 3Q24 2Q26,,,
post2022,guide_dir,decelerating,ret_20d_cc_excess_pct,9,-3.5,-3.18,-16.73,10.07,3.0,0.33,0.29,0.508,0.499,1Q23 3Q23 4Q23 2Q24 4Q24 1Q25 3Q25 4Q25 1Q26,,,
post2022,guide_dir,stable,ret_20d_cc_excess_pct,2,-8.76,-8.76,-12.2,-5.33,0.0,0.0,0.29,0.5,0.51,1Q24 2Q25,,,
post2022,guide_dir,TOP minus BOTTOM,ret_20d_cc_excess_pct,12,4.96,-4.57,,,,,,,,top 1/3 positive vs bottom 3/9,1.0,0.68,1.0
post2022,guide_dir,accelerating,ret_20d_open_excess_pct,3,1.64,-0.95,-6.95,12.82,1.0,0.33,0.29,1.0,0.636,2Q23 3Q24 2Q26,,,
post2022,guide_dir,decelerating,ret_20d_open_excess_pct,9,-1.65,-1.52,-11.82,10.64,2.0,0.22,0.29,0.18,0.501,1Q23 3Q23 4Q23 2Q24 4Q24 1Q25 3Q25 4Q25 1Q26,,,
post2022,guide_dir,stable,ret_20d_open_excess_pct,2,-0.72,-0.72,-4.96,3.52,1.0,0.5,0.29,1.0,0.49,1Q24 2Q25,,,
post2022,guide_dir,TOP minus BOTTOM,ret_20d_open_excess_pct,12,3.29,0.57,,,,,,,,top 1/3 positive vs bottom 2/9,0.864,0.639,1.0
post2022,nights_accel_sign,decelerating,ret_1d_cc_excess_pct,8,-5.59,-4.96,-12.3,-0.04,0.0,0.0,0.29,0.008,0.068,1Q23 2Q23 4Q23 1Q24 2Q24 1Q25 2Q25 1Q26,,,
post2022,nights_accel_sign,flat,ret_1d_cc_excess_pct,1,-8.78,-8.78,-8.78,-8.78,0.0,0.0,0.29,1.0,0.714,3Q24,,,
post2022,nights_accel_sign,accelerating,ret_1d_cc_excess_pct,5,6.04,4.44,-5.14,16.26,4.0,0.8,0.29,0.375,0.026,3Q23 4Q24 3Q25 4Q25 2Q26,,,
post2022,nights_accel_sign,TOP minus BOTTOM,ret_1d_cc_excess_pct,13,11.63,9.39,,,,,,,,top 4/5 positive vs bottom 0/8,0.019,0.041,0.007
post2022,nights_accel_sign,decelerating,ret_1d_cc_raw_pct,8,-4.96,-4.3,-13.4,1.0,2.0,0.25,0.43,0.289,0.259,1Q23 2Q23 4Q23 1Q24 2Q24 1Q25 2Q25 1Q26,,,
post2022,nights_accel_sign,flat,ret_1d_cc_raw_pct,1,-8.7,-8.7,-8.7,-8.7,0.0,0.0,0.43,1.0,0.571,3Q24,,,
post2022,nights_accel_sign,accelerating,ret_1d_cc_raw_pct,5,6.68,4.6,-3.3,17.4,4.0,0.8,0.43,0.375,0.111,3Q23 4Q24 3Q25 4Q25 2Q26,,,
post2022,nights_accel_sign,TOP minus BOTTOM,ret_1d_cc_raw_pct,13,11.64,8.9,,,,,,,,top 4/5 positive vs bottom 2/8,0.045,0.04,0.103
post2022,nights_accel_sign,decelerating,ret_1d_open_excess_pct,8,1.46,0.88,0.13,3.13,8.0,1.0,0.71,0.008,0.068,1Q23 2Q23 4Q23 1Q24 2Q24 1Q25 2Q25 1Q26,,,
post2022,nights_accel_sign,flat,ret_1d_open_excess_pct,1,-0.26,-0.26,-0.26,-0.26,0.0,0.0,0.71,1.0,0.286,3Q24,,,
post2022,nights_accel_sign,accelerating,ret_1d_open_excess_pct,5,-1.02,-3.91,-6.25,7.72,2.0,0.4,0.71,1.0,0.145,3Q23 4Q24 3Q25 4Q25 2Q26,,,
post2022,nights_accel_sign,TOP minus BOTTOM,ret_1d_open_excess_pct,13,-2.47,-4.79,,,,,,,,top 2/5 positive vs bottom 8/8,0.354,0.39,0.035
post2022,nights_accel_sign,decelerating,gap_excess_pct,8,-6.97,-5.47,-15.4,-0.82,0.0,0.0,0.36,0.008,0.029,1Q23 2Q23 4Q23 1Q24 2Q24 1Q25 2Q25 1Q26,,,
post2022,nights_accel_sign,flat,gap_excess_pct,1,-8.52,-8.52,-8.52,-8.52,0.0,0.0,0.36,1.0,0.643,3Q24,,,
post2022,nights_accel_sign,accelerating,gap_excess_pct,5,7.0,7.84,1.26,12.14,5.0,1.0,0.36,0.062,0.006,3Q23 4Q24 3Q25 4Q25 2Q26,,,
post2022,nights_accel_sign,TOP minus BOTTOM,gap_excess_pct,13,13.97,13.31,,,,,,,,top 5/5 positive vs bottom 0/8,0.002,0.0,0.001
post2022,nights_accel_sign,decelerating,intraday_excess_pct,8,1.38,0.84,0.13,3.1,8.0,1.0,0.71,0.008,0.068,1Q23 2Q23 4Q23 1Q24 2Q24 1Q25 2Q25 1Q26,,,
post2022,nights_accel_sign,flat,intraday_excess_pct,1,-0.25,-0.25,-0.25,-0.25,0.0,0.0,0.71,1.0,0.286,3Q24,,,
post2022,nights_accel_sign,accelerating,intraday_excess_pct,5,-0.96,-4.06,-6.4,8.41,2.0,0.4,0.71,1.0,0.145,3Q23 4Q24 3Q25 4Q25 2Q26,,,
post2022,nights_accel_sign,TOP minus BOTTOM,intraday_excess_pct,13,-2.34,-4.9,,,,,,,,top 2/5 positive vs bottom 8/8,0.354,0.442,0.035
post2022,nights_accel_sign,decelerating,ev_ntm_rev_multiple_change_pct,8,-5.39,-3.97,-14.45,0.05,1.0,0.12,0.29,0.07,0.285,1Q23 2Q23 4Q23 1Q24 2Q24 1Q25 2Q25 1Q26,,,
post2022,nights_accel_sign,flat,ev_ntm_rev_multiple_change_pct,1,-9.46,-9.46,-9.46,-9.46,0.0,0.0,0.29,1.0,0.714,3Q24,,,
post2022,nights_accel_sign,accelerating,ev_ntm_rev_multiple_change_pct,5,7.81,0.63,-0.97,20.38,3.0,0.6,0.29,1.0,0.145,3Q23 4Q24 3Q25 4Q25 2Q26,,,
post2022,nights_accel_sign,TOP minus BOTTOM,ev_ntm_rev_multiple_change_pct,13,13.2,4.6,,,,,,,,top 3/5 positive vs bottom 1/8,0.006,0.055,0.217
post2022,nights_accel_sign,decelerating,ret_5d_cc_excess_pct,8,-7.77,-7.63,-18.76,0.55,1.0,0.12,0.36,0.07,0.159,1Q23 2Q23 4Q23 1Q24 2Q24 1Q25 2Q25 1Q26,,,
post2022,nights_accel_sign,flat,ret_5d_cc_excess_pct,1,-7.75,-7.75,-7.75,-7.75,0.0,0.0,0.36,1.0,0.643,3Q24,,,
post2022,nights_accel_sign,accelerating,ret_5d_cc_excess_pct,5,5.81,5.4,-5.99,19.65,4.0,0.8,0.36,0.375,0.058,3Q23 4Q24 3Q25 4Q25 2Q26,,,
post2022,nights_accel_sign,TOP minus BOTTOM,ret_5d_cc_excess_pct,13,13.58,13.03,,,,,,,,top 4/5 positive vs bottom 1/8,0.011,0.029,0.032
post2022,nights_accel_sign,decelerating,ret_20d_cc_excess_pct,8,-7.76,-7.06,-16.73,6.51,1.0,0.12,0.29,0.07,0.285,1Q23 2Q23 4Q23 1Q24 2Q24 1Q25 2Q25 1Q26,,,
post2022,nights_accel_sign,flat,ret_20d_cc_excess_pct,1,-9.61,-9.61,-9.61,-9.61,0.0,0.0,0.29,1.0,0.714,3Q24,,,
post2022,nights_accel_sign,accelerating,ret_20d_cc_excess_pct,5,5.42,0.89,-3.18,21.74,3.0,0.6,0.29,1.0,0.145,3Q23 4Q24 3Q25 4Q25 2Q26,,,
post2022,nights_accel_sign,TOP minus BOTTOM,ret_20d_cc_excess_pct,13,13.19,7.95,,,,,,,,top 3/5 positive vs bottom 1/8,0.011,0.047,0.217
post2022,nights_accel_sign,decelerating,ret_20d_open_excess_pct,8,-0.52,-1.11,-6.95,10.64,2.0,0.25,0.29,0.289,0.588,1Q23 2Q23 4Q23 1Q24 2Q24 1Q25 2Q25 1Q26,,,
post2022,nights_accel_sign,flat,ret_20d_open_excess_pct,1,-0.95,-0.95,-0.95,-0.95,0.0,0.0,0.29,1.0,0.714,3Q24,,,
post2022,nights_accel_sign,accelerating,ret_20d_open_excess_pct,5,-1.24,-3.76,-11.82,12.82,2.0,0.4,0.29,1.0,0.442,3Q23 4Q24 3Q25 4Q25 2Q26,,,
post2022,nights_accel_sign,TOP minus BOTTOM,ret_20d_open_excess_pct,13,-0.71,-2.65,,,,,,,,top 2/5 positive vs bottom 2/8,0.943,0.88,1.0
post2022,momentum_score,-2 both decel,ret_1d_cc_excess_pct,5,-5.84,-2.83,-12.3,-0.48,0.0,0.0,0.29,0.062,0.186,1Q23 4Q23 2Q24 1Q25 1Q26,,,
post2022,momentum_score,-1,ret_1d_cc_excess_pct,2,-7.73,-7.73,-8.36,-7.09,0.0,0.0,0.29,0.5,0.51,1Q24 2Q25,,,
post2022,momentum_score,0,ret_1d_cc_excess_pct,5,2.78,0.61,-5.14,14.03,3.0,0.6,0.29,1.0,0.145,2Q23 3Q23 4Q24 3Q25 4Q25,,,
post2022,momentum_score,+1,ret_1d_cc_excess_pct,1,-8.78,-8.78,-8.78,-8.78,0.0,0.0,0.29,1.0,0.714,3Q24,,,
post2022,momentum_score,+2 both accel,ret_1d_cc_excess_pct,1,16.26,16.26,16.26,16.26,1.0,1.0,0.29,1.0,0.286,2Q26,,,
post2022,momentum_score,-2 both decel,ret_1d_cc_raw_pct,5,-4.86,-1.7,-13.4,1.0,2.0,0.4,0.43,1.0,0.632,1Q23 4Q23 2Q24 1Q25 1Q26,,,
post2022,momentum_score,-1,ret_1d_cc_raw_pct,2,-7.45,-7.45,-8.0,-6.9,0.0,0.0,0.43,0.5,0.327,1Q24 2Q25,,,
post2022,momentum_score,0,ret_1d_cc_raw_pct,5,3.1,0.3,-3.3,14.4,3.0,0.6,0.43,1.0,0.368,2Q23 3Q23 4Q24 3Q25 4Q25,,,
post2022,momentum_score,+1,ret_1d_cc_raw_pct,1,-8.7,-8.7,-8.7,-8.7,0.0,0.0,0.43,1.0,0.571,3Q24,,,
post2022,momentum_score,+2 both accel,ret_1d_cc_raw_pct,1,17.4,17.4,17.4,17.4,1.0,1.0,0.43,1.0,0.429,2Q26,,,
post2022,momentum_score,-2 both decel,ret_1d_open_excess_pct,5,2.12,2.73,0.82,3.13,5.0,1.0,0.71,0.062,0.186,1Q23 4Q23 2Q24 1Q25 1Q26,,,
post2022,momentum_score,-1,ret_1d_open_excess_pct,2,0.14,0.14,0.13,0.15,2.0,1.0,0.71,0.5,0.51,1Q24 2Q25,,,
post2022,momentum_score,0,ret_1d_open_excess_pct,5,-2.41,-3.91,-6.25,1.65,2.0,0.4,0.71,1.0,0.145,2Q23 3Q23 4Q24 3Q25 4Q25,,,
post2022,momentum_score,+1,ret_1d_open_excess_pct,1,-0.26,-0.26,-0.26,-0.26,0.0,0.0,0.71,1.0,0.286,3Q24,,,
post2022,momentum_score,+2 both accel,ret_1d_open_excess_pct,1,7.72,7.72,7.72,7.72,1.0,1.0,0.71,1.0,0.714,2Q26,,,
post2022,momentum_score,-2 both decel,gap_excess_pct,5,-7.84,-3.72,-15.4,-2.38,0.0,0.0,0.36,0.062,0.11,1Q23 4Q23 2Q24 1Q25 1Q26,,,
post2022,momentum_score,-1,gap_excess_pct,2,-7.87,-7.87,-8.52,-7.22,0.0,0.0,0.36,0.5,0.413,1Q24 2Q25,,,
post2022,momentum_score,0,gap_excess_pct,5,5.27,4.67,-0.82,12.14,4.0,0.8,0.36,0.375,0.058,2Q23 3Q23 4Q24 3Q25 4Q25,,,
post2022,momentum_score,+1,gap_excess_pct,1,-8.52,-8.52,-8.52,-8.52,0.0,0.0,0.36,1.0,0.643,3Q24,,,
