winner_DA,n_listings
24230729,1
48111009,1
48112319,1
35180140,1
35300225,1
46030134,1
48030104,1
24580627,1
24663170,1
24810165,1
35190118,1
12090212,1
24580643,1
24650673,1
35300661,1
13090144,1
35380136,1
24660390,1
48010189,1
47080127,1
24280037,1
48062146,1
24260057,1
35210165,1
24370027,1
59410301,1
13100295,1
24940252,1
35240437,1
13070313,1
35370348,1
59410374,1
11020127,1
12170396,1
24640196,1
24230953,1
35210220,1
13040041,1
59370328,1
35380242,1
47110290,1
24630074,1
35390412,1
24630079,1
35300190,1
24740014,1
35370358,1
35202172,1
24390120,1
35580356,1
35390864,1
48190422,1
24370050,1
24662170,1
59090388,1
24170065,1
59151263,1
35203300,1
35201856,1
59151297,1
24662368,1
35470220,1
24470173,1
13010050,1
48111158,1
47060594,1
35160145,1
46110709,1
48020152,1
59050069,1
24663076,1
48060968,1
13090322,1
47130117,1
24730167,1
35430910,1
35210903,1
48020067,1
35230474,1
24650641,1
24730257,1
24710189,1
59152024,1
48030136,1
24370271,1
24860080,1
35400128,1
35540109,1
35211278,1
24230650,1
24710208,1
24580362,1
48080083,1
47080187,1
48020319,1
59151586,1
46110859,1
48160160,1
46110570,1
59151541,1
35210379,1
24230369,1
24720039,1
47150372,1
35240013,1
48110987,1
35390633,1
35250895,1
24663103,1
35202606,1
35240126,1
24940164,1
12050061,1
24710137,1
35191352,1
46111062,1
24730136,1
24100102,1
12090992,1
35210537,1
35580125,1
35240866,1
48061795,1
48111755,1
59530196,1
48050150,1
48060237,1
35300046,1
35260586,1
35220096,1
59152126,1
24570241,1
24470226,1
35480100,1
35203593,1
47020141,1
35370345,1
12120151,1
24700142,1
24570238,1
48061316,1
35240581,1
24650437,1
47010188,1
12090183,1
48190433,1
35190725,1
35430971,1
24662797,1
35220095,1
24560165,1
24663065,1
13030087,1
35230341,1
24560147,1
59070257,1
35370762,1
24490315,1
35250334,1
24630109,1
48111282,1
48110912,1
48110793,1
48110791,1
59530108,1
48130306,1
48100303,1
35300053,1
48110346,1
48111911,1
48111589,1
48110955,1
48120166,1
48112260,1
12090154,1
48112169,1
48112072,1
24360109,1
59530100,1
48150119,1
48111665,1
48050224,1
48111724,1
48110262,1
47130089,1
35150145,1
48080116,1
48111552,1
35530373,1
48111334,1
12070091,1
48111943,1
24663085,1
48111674,1
48190234,1
48062049,1
46110039,1
35390200,1
35202485,1
35260373,1
35061733,1
59240242,1
35490156,1
61050137,1
35060152,1
48130264,1
48111933,1
48112054,1
59550191,1
48111899,1
35431128,1
48140073,1
48111995,1
48061835,1
48111549,1
48110979,1
47120107,1
48120189,1
24360083,1
24662379,1
59240241,1
35260574,1
12100165,1
48050136,1
35490171,1
48190421,1
12090643,1
24360144,1
24662204,1
24580152,1
35220110,1
35211069,1
24340090,1
13080139,1
35300663,1
46020073,1
35260201,1
24680052,1
24360123,1
35211793,1
24580371,1
48111540,1
24663141,1
35310175,1
48010262,1
35290261,1
24580658,1
46110915,1
35360385,1
24370082,1
35380283,1
35181142,1
24661595,1
24662433,1
24600054,1
48111990,1
35260800,1
35210158,1
24600127,1
35251036,1
46110940,1
24580694,1
35210397,1
35300482,1
35190922,1
48062268,1
11010059,1
24231118,1
24290069,1
35470268,1
46110334,1
35202188,1
48111837,1
35180624,1
59410459,1
35061868,1
35060576,1
47070232,1
10010659,1
35560252,1
24790118,1
24230085,1
35201602,1
24650410,1
35203713,1
48112261,1
48111743,1
46110300,1
35203372,1
35010347,1
10080167,1
48110381,1
48010252,1
24230827,1
35280179,1
35140168,1
13090112,1
48020285,1
35200382,1
35280284,1
35201613,1
48020312,1
35190009,1
35190692,1
24470165,1
59510167,1
24660122,1
48111133,1
24730132,1
35204366,1
59390134,1
35181015,1
24740042,1
35140216,1
11020116,1
35390903,1
24730045,1
35201939,1
47180187,1
35210304,1
48190410,1
24540218,1
24730239,1
35211609,1
24640250,1
35430816,1
48160163,1
24663357,1
59152760,1
24810360,1
48110376,1
35211514,1
24750164,1
48020150,1
24663403,1
35140214,1
35060517,1
35230355,1
35250251,1
12120083,1
35202324,1
24670097,1
35061823,1
35360359,1
35160178,1
13050132,1
35240215,1
35010316,1
35140256,1
35250630,1
35180504,1
48111610,1
35180123,1
35300792,1
35420187,1
24580683,1
24750082,1
47060393,1
59151036,1
47150373,1
48061153,1
35160136,1
24390121,1
48111684,1
24660309,1
35470253,1
35390898,1
24320045,1
48062184,1
59240411,1
62080022,1
35360261,1
35070179,1
24650502,1
48061146,1
24730063,1
24590212,1
59530054,1
48020123,1
24250202,1
47060572,1
24940050,1
24650529,1
24660228,1
35560296,1
13110099,1
24940299,1
48110293,1
35180877,1
59153870,1
35020181,1
35360298,1
35430604,1
59151892,1
24430134,1
24370202,1
59153362,1
24710246,1
24663070,1
48111261,1
24650215,1
35060166,1
48061014,1
24290107,1
24560244,1
35212042,1
46111081,1
24560243,1
35290091,1
47170264,1
35201843,1
13010138,1
48060540,1
59410265,1
48060520,1
48120144,1
24490212,1
59510163,1
48111458,1
47060364,1
35390683,1
24662305,1
48130275,1
35370263,1
46210073,1
48030121,1
35204240,1
35070280,1
59410293,1
24750221,1
48060550,1
24650380,1
59390185,1
48061690,1
59210297,1
48110354,1
24580024,1
48061372,1
48010168,1
11020190,1
48130220,1
59151794,1
48060910,1
24910078,1
48111960,1
24650474,1
24370030,1
24050065,1
24630073,1
46110026,1
24410058,1
59170111,1
59150234,1
24750206,1
35061816,1
59230126,1
48111016,1
24580712,1
35390892,1
24661578,1
35320167,1
48110341,1
35210725,1
48130307,1
35140143,1
35570323,1
24650323,1
35250288,1
35180863,1
10010687,1
24950043,1
24230687,1
35240852,1
48010190,1
35260477,1
12090492,1
48061613,1
35431036,1
35300448,1
24660397,1
35211851,1
35191262,1
12080057,1
24650639,1
24730195,1
35340199,1
24440064,1
35250331,1
47050246,1
35060031,1
48020120,1
12060177,1
35070211,1
24110034,1
35220121,1
24662828,1
48110106,1
48111648,1
24590137,1
35211058,1
12170465,1
48060969,1
24650104,1
24662412,1
48060971,1
24990238,1
35240608,1
48060801,1
48110364,1
35180859,1
59550196,1
24663183,1
35211636,1
35010177,1
35212128,1
59090075,1
35380061,1
11010061,1
35180933,1
46110763,1
35210589,1
35060007,1
35061356,1
35010363,1
10070494,1
24610162,1
35431331,1
35210421,1
35250117,1
24663200,1
47150321,1
13100253,1
35240701,1
24230730,1
24930090,1
35431272,1
47160179,1
35100273,1
24230963,1
24662550,1
35230077,1
47030091,1
47060617,1
48111646,1
24660948,1
35210037,1
35390027,1
59090713,1
59090447,1
35190403,1
48111640,1
35230397,1
13080131,1
35390561,1
24470237,1
35201861,1
24720034,1
35191254,1
35240513,1
24662985,1
24650034,1
59152260,1
24120075,1
35580430,1
35431025,1
24650538,1
35310156,1
48020371,1
24660579,1
24430239,1
24660179,1
13010112,1
35180586,1
24490273,1
24600063,1
59151822,1
35210569,1
35181130,1
48190150,1
35070213,1
35390870,1
47180201,1
24662547,1
48060591,1
35250097,1
24662471,1
24720002,1
35410238,1
35181227,1
35181231,1
10010748,1
24390150,1
35210840,1
24580523,1
24662741,1
24662217,1
24460116,1
24370022,1
24430296,1
24810021,1
59260374,1
35210118,1
13100246,1
48030139,1
24650005,1
35431079,1
35210380,1
13010089,1
24540235,1
12070143,1
35180286,1
13090152,1
48110694,1
13090163,1
35210482,1
35420300,1
24790122,1
24790121,1
24231017,1
12110087,1
59153915,1
59153063,1
48110093,1
35061375,1
48112307,1
46110345,1
46110834,1
24650545,1
24670219,1
24690040,1
24670198,1
24580120,1
24730047,1
10020126,1
35320154,1
59153974,1
35320156,1
24230311,1
35211856,1
35190924,1
35210735,1
35210539,1
35120348,1
24720118,1
24663160,1
24730029,1
35250105,1
24830072,1
35180260,1
13100187,1
35210996,1
35210796,1
46050067,1
46110361,1
24890105,1
35203132,1
35240758,1
24560142,1
35260046,1
48080402,1
24660555,1
24260033,1
35380349,1
24570053,1
24231082,1
24730069,1
24580107,1
13100196,1
35210543,1
35390073,1
35191010,1
35010370,1
35300859,1
13150217,1
24662553,1
35110078,1
35230186,1
35560203,1
24590198,1
24120112,1
35120319,1
59153966,1
24560309,1
13010083,1
59152123,1
35260517,1
59152607,1
59152302,1
35190239,1
35540124,1
35180162,1
24600037,1
59090607,1
24560196,1
35020122,1
24662896,1
35190690,1
35240738,1
24290073,1
59152154,1
48061888,1
24660678,1
47160260,1
35061740,1
35203389,1
35530275,1
35310223,1
35090184,1
35420286,1
48190165,1
48062026,1
59010239,1
35210610,1
35360422,1
48111210,1
24662489,1
24730077,1
48100271,1
35340190,1
35260647,1
35580115,1
46180117,1
24662644,1
24650304,1
48060913,1
35181004,1
24940031,1
59152320,1
35061121,1
59151242,1
24650677,1
48100232,1
24670003,1
24650047,1
24710241,1
35060064,1
35060763,1
24570021,1
35390911,1
24920104,1
24800062,1
47090175,1
59050093,1
35140261,1
46110566,1
35530282,1
24580440,1
24880063,1
35191128,1
35202322,1
35260314,1
59170666,1
24860074,1
35240896,1
13050149,1
24340131,1
24670315,1
59090694,1
35090211,1
24662733,1
35211242,1
35200003,1
35203709,1
24650632,1
35240795,1
12060131,1
24580428,1
35320235,1
24640141,1
24940131,1
35250887,1
35200464,1
35204265,1
35180115,1
35190424,1
35390260,1
35570397,1
48110348,1
35580124,1
48110367,1
46110272,1
24650172,1
35390880,1
35180315,1
24580221,1
35203940,1
59153766,1
24662920,1
24530113,1
24520115,1
48060792,1
24230679,1
13060011,1
59090102,1
24700091,1
48060057,1
24600080,1
24580673,1
48070122,1
48061488,1
59330100,1
24320056,1
24580250,1
48112184,1
24690053,1
24470137,1
35110094,1
35230080,1
10010170,1
35390033,1
48140062,1
12090641,1
24930109,1
24580608,1
47060419,1
59152806,1
35580137,1
35230321,1
24810134,1
12090600,1
35260233,1
35203409,1
35202090,1
48110642,1
35250573,1
35211085,1
47110598,1
35230087,1
24650103,1
24580285,1
13050179,1
24600196,1
35181105,1
35300818,1
24480026,1
35201394,1
24270060,1
13050145,1
35090151,1
59330131,1
59230116,1
59153010,1
59370148,1
10020131,1
24650485,1
35240761,1
35180402,1
48110149,1
24650351,1
24580580,1
48112300,1
59153614,1
35240678,1
59150270,1
35250393,1
24580663,1
48080145,1
48111173,1
46110058,1
24970142,1
13010134,1
48111192,1
13100222,1
13060069,1
10040105,1
35240333,1
35431290,1
48061091,1
10050150,1
35320216,1
24230980,1
61060140,1
59490103,1
12120135,1
24610134,1
35090142,1
35181209,1
35201845,1
24662435,1
24580710,1
13050168,1
35400202,1
24750232,1
59151926,1
47070140,1
35240425,1
35530341,1
35540092,1
35370769,1
59010181,1
59030195,1
35250783,1
24820065,1
35370190,1
13100219,1
35250645,1
24650369,1
59070276,1
24662499,1
12080085,1
48111164,1
24710154,1
35061418,1
35201703,1
35250870,1
48111463,1
35191259,1
35570384,1
24250190,1
24580656,1
35204715,1
48061929,1
35061158,1
35230165,1
24670125,1
24660153,1
24730163,1
35370574,1
35250835,1
35180145,1
59490147,1
35210268,1
35211000,1
46180097,1
13070225,1
59152697,1
48111902,1
24580577,1
24650209,1
59090547,1
24100118,1
35240822,1
59090395,1
35390562,1
24580466,1
46020122,1
48080157,1
35210248,1
59030171,1
48061031,1
35200007,1
48061853,1
24662288,1
35420281,1
35290090,1
59152071,1
35360203,1
24190061,1
35380062,1
48060803,1
47110130,1
35212091,1
24410062,1
35300007,1
24600050,1
46030129,1
48060416,1
35240110,1
35210606,1
35181058,1
35300799,1
35190940,1
48170290,1
24920064,1
35390834,1
35190200,1
24290133,1
35580145,1
24650310,1
35390111,1
35061844,1
48111000,1
24650548,1
10030064,1
24890089,1
48070128,1
24980061,1
59153504,1
35180909,1
47110365,1
24640239,1
35211957,1
24720062,1
46110470,1
35250649,1
35070210,1
35230119,1
24661693,1
59550215,1
35070249,1
35210095,1
48061303,1
47020134,1
10060073,1
24580500,1
35390629,1
24660380,1
47060571,1
35201757,1
24660985,1
59152358,1
12070116,1
35210004,1
24580259,1
35430639,1
35380092,1
24600079,1
35260251,1
59090671,1
35211903,1
35400197,1
24663174,1
12090736,1
35300877,1
35203359,1
24662557,1
35230405,1
35210843,1
12090715,1
24600212,1
35211180,1
35240887,1
59152744,1
35180776,1
35180725,1
35100283,1
35360172,1
48160171,1
24390103,1
35061154,1
35210362,1
35470213,1
24730194,1
24470157,1
35210331,1
47090218,1
35180305,1
35380178,1
59151700,1
35211643,1
35250322,1
35540136,1
24660564,1
46030095,1
24590135,1
48111948,1
59090760,1
24560319,1
46110916,1
59152516,1
35210555,1
48111753,1
35260050,1
35120350,1
35204236,1
24230390,1
35210112,1
24940422,1
48130178,1
47110149,1
48062138,1
59260366,1
59153993,1
24710169,1
47110396,1
35060752,1
24230801,1
35180979,1
35530103,1
35240272,1
48050215,1
35210775,1
35230349,1
35240343,1
24660615,1
61010034,1
48111580,1
35470281,1
35061141,1
35210833,1
35370790,1
35210855,1
24640249,1
24660343,1
48120160,1
48120192,1
59152595,1
47060189,1
24650140,1
35530184,1
24810185,1
24660182,1
48112122,1
35240756,1
59152255,1
24662949,1
35211151,1
35180494,1
35202690,1
24530112,1
24570144,1
24650460,1
35300452,1
35150047,1
59090074,1
35300456,1
24730100,1
35470280,1
46020162,1
13010023,1
24250245,1
48060737,1
35120368,1
59152783,1
35020096,1
35240641,1
35060945,1
13050164,1
24660968,1
47150288,1
24660271,1
24750214,1
24662225,1
35290256,1
35200423,1
13010017,1
48060155,1
48080394,1
24250270,1
35211035,1
24662729,1
35203595,1
35580138,1
48062062,1
35300975,1
59090768,1
24430291,1
35530087,1
35090124,1
35230386,1
35201822,1
24670263,1
24670305,1
48061228,1
24660926,1
59170483,1
24230671,1
35340045,1
13070236,1
35220130,1
48061206,1
35203361,1
24560346,1
24663033,1
46110477,1
35200005,1
59010200,1
35590074,1
24660391,1
48020062,1
48080409,1
24660308,1
35181103,1
59090112,1
59331462,1
24490166,1
35250343,1
24660525,1
35250912,1
35300813,1
35290147,1
35180816,1
35211626,1
24520119,1
24370189,1
48110707,1
48111104,1
24080053,1
12090508,1
35430927,1
59330173,1
35400169,1
35570150,1
24662984,1
35580055,1
24490216,1
46020166,1
46110048,1
35300588,1
24510078,1
48110287,1
47110152,1
35280260,1
35360245,1
48061078,1
59330055,1
24590180,1
24660407,1
35201244,1
13150177,1
35190210,1
24650690,1
35100271,1
35181056,1
48112266,1
24662183,1
24650424,1
35370202,1
35020178,1
47090238,1
24430052,1
35181125,1
35300254,1
35211748,1
35212004,1
35480084,1
24650619,1
35580159,1
35390900,1
35470169,1
48111825,1
35060845,1
35190389,1
35190423,1
59240227,1
35560204,1
48061207,1
59152352,1
59151093,1
35300409,1
48010215,1
48190172,1
35203074,1
59152164,1
59152481,1
24660911,1
35160187,1
35570180,1
35060840,1
48010147,1
59090489,1
35190875,1
59152105,1
12090188,1
35240255,1
24370172,1
35570106,1
35250095,1
35211897,1
24360151,1
35600386,1
35211779,1
35340098,1
35290033,1
24430035,1
24660301,1
35201621,1
48070133,1
24231076,1
35061380,1
35210266,1
35061203,1
24570186,1
48120171,1
24230696,1
24650119,1
35060577,1
35191264,1
24580146,1
10060123,1
35180172,1
35204193,1
35390721,1
35220085,1
59152240,1
47150248,1
24530074,1
24740045,1
59010194,1
24370018,1
59152207,1
35204728,1
24220084,1
48120224,1
24600031,1
35204853,1
24860103,1
35061233,1
24650039,1
10010568,1
48100388,1
46110587,1
35191284,1
24940018,1
35430863,1
59350226,1
24760058,1
35310162,1
12170399,1
35250851,1
59550212,1
35240086,1
46110472,1
59331568,1
59330063,1
46111133,1
48080340,1
24600218,1
24600179,1
48112042,1
62080024,1
35202021,1
12020082,1
12090104,1
35181020,1
24180070,1
59010197,1
35300004,1
24231072,1
47110403,1
35240774,1
24650238,1
35212081,1
35150332,1
35250628,1
59152662,1
48110799,1
59152969,1
47160289,1
35240476,1
35090139,1
24230835,1
46020110,1
35430557,1
35570160,1
35250879,1
59152350,1
59470072,1
48112052,1
24520106,1
59153783,1
35190214,1
35260747,1
35520112,1
24640005,1
35210080,1
10040103,1
13100241,1
48110377,1
35360158,1
24560141,1
24180062,1
35212098,1
35191319,1
46110068,1
24700004,1
35180440,1
35210799,1
24500092,1
24470230,1
24870045,1
59152351,1
24580094,1
59270063,1
35370257,1
13100172,1
48111627,1
24190099,1
24231012,1
12170472,1
35210956,1
48110330,1
35340036,1
35340038,1
46070128,1
35380175,1
59151221,1
35204181,1
24390099,1
35210429,1
24663180,1
35150100,1
13010099,1
35061889,1
48062246,1
47080156,1
47080182,1
35203264,1
48062077,1
24650490,1
59151964,1
59151702,1
48111094,1
35211996,1
47070223,1
35420265,1
35061413,1
48111652,1
24660007,1
35431013,1
24510070,1
35212137,1
48061334,1
48190211,1
24230397,1
59152074,1
35240538,1
46110832,1
24570182,1
35060656,1
48061049,1
24480038,1
59151970,1
35020189,1
59010230,1
35150101,1
48080092,1
24360121,1
35060690,1
24580677,1
24730121,1
24810407,1
35240288,1
48030088,1
35181048,1
48111444,1
48080479,1
24810133,1
24580373,1
48190226,1
24670122,1
48090050,1
24650521,1
35480223,1
24920061,1
35204729,1
35210076,1
24990224,1
48160164,1
59490114,1
35180154,1
35250931,1
59240214,1
48061501,1
24580505,1
24970110,1
24360133,1
35400216,1
59310150,1
24662455,1
35230505,1
59331665,1
35340060,1
35204376,1
35290316,1
24330050,1
35431333,1
59050087,1
35181150,1
35590092,1
35250619,1
24640265,1
24590171,1
24580508,1
35210488,1
35300256,1
35220087,1
46020075,1
24660329,1
59152133,1
24230750,1
35010337,1
24620128,1
47110490,1
48111082,1
46110878,1
59530155,1
35320302,1
24940155,1
47150351,1
59152403,1
13140113,1
46110122,1
59152115,1
24290140,1
24580518,1
47050185,1
24650212,1
59152936,1
48110398,1
35211513,1
35230280,1
24720053,1
48112106,1
48111827,1
24650300,1
24260074,1
35201477,1
35203331,1
24140054,1
24320067,1
35061410,1
35430999,1
48080455,1
47060346,1
24510053,1
24930085,1
24661703,1
11030090,1
35431339,1
35190681,1
59151783,1
12170532,1
24640152,1
12100145,1
35211520,1
24230275,1
47050156,1
48111863,1
48061343,1
24480040,1
59530071,1
35211868,1
35190260,1
24070069,1
24930099,1
48110935,1
35260310,1
48111999,1
24920051,1
35250574,1
35340158,1
24640216,1
24750122,1
48062161,1
59190233,1
24650519,1
35240526,1
48111545,1
59152775,1
35300265,1
35390558,1
24650663,1
47070192,1
24662229,1
47110463,1
48110324,1
46110770,1
35240026,1
24680048,1
35570051,1
35180374,1
35240465,1
24660910,1
35180489,1
24650108,1
47110167,1
48112013,1
35070167,1
35180046,1
24580483,1
35580415,1
59153650,1
35140257,1
35202059,1
24230934,1
46110028,1
35430643,1
35360221,1
35061837,1
59090761,1
24650278,1
59010231,1
35211919,1
13090216,1
24610122,1
35190378,1
48120211,1
24700130,1
35100030,1
24270038,1
59151171,1
24780149,1
35530046,1
48160127,1
59090755,1
24730149,1
35390936,1
24720172,1
24570228,1
47110552,1
24960083,1
35580420,1
35190269,1
24570200,1
24640262,1
48190281,1
48110893,1
48061672,1
13030085,1
35370212,1
35300656,1
59152537,1
35240585,1
48010152,1
59090475,1
59490142,1
48030090,1
24660002,1
35370208,1
35410224,1
35430857,1
24430121,1
35250109,1
35203034,1
24663125,1
59330170,1
35180432,1
48061295,1
24650705,1
24530078,1
24710219,1
24640283,1
24120088,1
24550085,1
59190243,1
59090792,1
35560212,1
13150248,1
24290071,1
47110691,1
24370312,1
35190995,1
59090384,1
48061349,1
35060044,1
24490317,1
35570327,1
24663294,1
24410055,1
48020274,1
59170771,1
46110779,1
35580070,1
24930086,1
35180724,1
35240696,1
35420201,1
35210502,1
35202254,1
24940179,1
24580358,1
47010173,1
35210418,1
59152027,1
24370173,1
35061452,1
59152353,1
47060323,1
47130101,1
48111842,1
47060337,1
59210211,1
48110375,1
48080286,1
59152763,1
24650549,1
35600380,1
35390940,1
59152003,1
35201961,1
48060975,1
35600350,1
35060124,1
35061328,1
35210946,1
35140126,1
24940011,1
48111599,1
48142190,1
24662311,1
35370583,1
35230272,1
35180720,1
48190210,1
59090482,1
13090193,1
24230738,1
46110819,1
24580442,1
35204549,1
35061563,1
24230663,1
35200445,1
10010565,1
13100194,1
48111103,1
12100163,1
35061473,1
24662518,1
24450132,1
59090122,1
35201900,1
24230375,1
48070109,1
35300089,1
35181021,1
24250111,1
59240276,1
35380321,1
35390284,1
46110007,1
10090114,1
35240564,1
48010200,1
35520130,1
12090122,1
24930127,1
59350132,1
47080158,1
35431052,1
24610163,1
35070162,1
35420192,1
24940058,1
48020376,1
35250162,1
35390062,1
24660922,1
13150160,1
24580604,1
24550044,1
35240607,1
24370188,1
35260129,1
24430284,1
35180538,1
59152541,1
10080218,1
35202022,1
24720077,1
24500057,1
61050130,1
59330073,1
24810188,1
35060011,1
35180383,1
35480046,1
24650174,1
24580494,1
35230407,1
24560265,1
35580176,1
35370390,1
35201181,1
24730178,1
35370364,1
48080536,1
35390578,1
47180167,1
35191137,1
46150076,1
35430801,1
24410060,1
35250942,1
35530096,1
35260313,1
35010241,1
59210247,1
35150098,1
35210207,1
48060998,1
35380268,1
35370076,1
24750068,1
10010746,1
46110944,1
35180944,1
48010150,1
10080206,1
24250047,1
35061495,1
24430013,1
35060914,1
46110536,1
24662745,1
35061229,1
46111111,1
35580326,1
24662231,1
24650083,1
48110681,1
24590113,1
24650173,1
10010634,1
35260155,1
35240466,1
48110776,1
13010123,1
35202125,1
24210079,1
24640298,1
35250586,1
13100300,1
35061457,1
24660874,1
35211337,1
35190199,1
12110064,1
35140152,1
35211612,1
48111476,1
35240335,1
48111735,1
24860078,1
35301013,1
13100315,1
48020345,1
24740054,1
59150268,1
48111114,1
35260530,1
12020068,1
24790127,1
59151941,1
35180905,1
35400201,1
24470118,1
46110817,1
46110514,1
35390843,1
24890161,1
35200093,1
24580678,1
24020066,1
35400223,1
24580268,1
47170169,1
24730144,1
48062334,1
48070143,1
35260588,1
35400164,1
59390167,1
24370291,1
48111510,1
35260332,1
24540179,1
35570047,1
35061834,1
24810344,1
24230815,1
24930139,1
35431194,1
48010160,1
24350054,1
35240766,1
13010149,1
24640083,1
35203316,1
35061559,1
35260560,1
35210997,1
35240821,1
35390859,1
35190094,1
47060218,1
35190784,1
35180734,1
35290101,1
13150325,1
24330062,1
35204838,1
35301020,1
10010650,1
10010649,1
59090067,1
48112140,1
35470177,1
59153391,1
48110714,1
24100101,1
12020063,1
12090786,1
47120128,1
35530093,1
59390187,1
24470244,1
35260598,1
59090753,1
35202289,1
48110677,1
35320319,1
24660381,1
24540252,1
35250232,1
35260211,1
24470126,1
24360082,1
35020133,1
35470175,1
48061751,1
48070204,1
48061934,1
24490284,1
35300568,1
47060384,1
35250867,1
35530147,1
24662123,1
24640043,1
48060394,1
59152136,1
46200039,1
24560338,1
24730272,1
24640195,1
35250998,1
35230079,1
35210842,1
35340137,1
47060132,1
35212115,1
24231062,1
48060152,1
24370168,1
35210265,1
13050128,1
59510176,1
24580514,1
35530203,1
24970132,1
24040033,1
59152270,1
59170104,1
35570037,1
13070147,1
46110144,1
35020115,1
35210094,1
47110162,1
24310067,1
48061772,1
24930075,1
47110556,1
35370815,1
24660118,1
24660103,1
35240741,1
46020086,1
35260170,1
59090749,1
48080465,1
35060509,1
11030142,1
13070262,1
35300454,1
59210476,1
48120187,1
59010169,1
35190586,1
48111845,1
24800071,1
46110598,1
35260139,1
59170066,1
46130088,1
35431359,1
24670241,1
48111073,1
35370172,1
35211215,1
35360417,1
35061310,1
35202695,1
24940323,1
24610070,1
24510069,1
24660214,1
24650360,1
35190103,1
48111614,1
35600292,1
24650232,1
24330056,1
35010360,1
35180347,1
35211370,1
24660849,1
48110743,1
47150272,1
35191097,1
35090162,1
46110483,1
35390648,1
24670248,1
35370603,1
35380277,1
24140050,1
35470308,1
12100087,1
35490195,1
35250297,1
48120255,1
35210613,1
47060205,1
35300485,1
35260369,1
12120099,1
35360510,1
35201611,1
35301002,1
35530047,1
35203573,1
46010087,1
48060077,1
35060529,1
35020119,1
59530212,1
24662739,1
46020109,1
24950026,1
48061244,1
46110238,1
24230434,1
35260028,1
48020261,1
35180791,1
35250918,1
35211218,1
10010653,1
35470286,1
35390793,1
35230466,1
35204034,1
35250871,1
35530380,1
24250115,1
24640199,1
12060091,1
59330137,1
24950035,1
59152132,1
35250974,1
35260181,1
24930147,1
47160259,1
48111273,1
35180631,1
12170516,1
35250718,1
13090162,1
24170045,1
10070496,1
35570164,1
24600207,1
35201598,1
47070180,1
47060210,1
47060287,1
35300436,1
46110254,1
35260578,1
61010050,1
24580363,1
59260332,1
59090517,1
59410370,1
46110018,1
24540126,1
24860075,1
35160174,1
59330134,1
24920099,1
35230317,1
59390166,1
24663221,1
24540190,1
24250080,1
24150045,1
48010137,1
12090815,1
13030049,1
35390110,1
35210376,1
24170058,1
48062058,1
59152633,1
35360340,1
24430159,1
24920095,1
59470093,1
35380176,1
48060162,1
47010175,1
12020073,1
35070221,1
35140183,1
13140093,1
35320313,1
35060598,1
59331512,1
35530339,1
24520101,1
24230919,1
35300581,1
24370096,1
46110257,1
24900045,1
24580370,1
46060026,1
24670242,1
24670002,1
24370028,1
35190738,1
24640015,1
59230110,1
35140219,1
24020053,1
35470249,1
13150211,1
59290178,1
35203586,1
35470218,1
60010187,1
24560234,1
24660939,1
46110959,1
35431132,1
35180397,1
24880054,1
24960048,1
35370321,1
35061370,1
48111687,1
35191081,1
35260770,1
35190882,1
59090857,1
48060061,1
24650450,1
35240552,1
59090680,1
24663187,1
35570161,1
35060740,1
35250184,1
35140167,1
35310121,1
46110905,1
35211719,1
59090833,1
35070305,1
35203055,1
10010657,1
47110434,1
35300982,1
35240877,1
24690039,1
10070544,1
35280202,1
35580336,1
24250196,1
13140121,1
46111165,1
35250785,1
24660096,1
59370227,1
48060246,1
24310080,1
24950040,1
35061304,1
35180689,1
59090514,1
24180043,1
35240370,1
47150396,1
12170529,1
24662736,1
47050212,1
35090208,1
48111456,1
24670005,1
10010520,1
35061424,1
35211501,1
24940277,1
24090052,1
35250896,1
13100269,1
47040086,1
46110355,1
24130044,1
48160132,1
12090836,1
24530137,1
12090899,1
13110093,1
24662500,1
35180290,1
35370230,1
35060707,1
48110700,1
24661603,1
35380293,1
35300843,1
24580614,1
35230284,1
10100072,1
35370083,1
35061586,1
24090058,1
12120132,1
24600172,1
24710248,1
24230044,1
35180488,1
12120080,1
12080113,1
24730075,1
24662849,1
24600126,1
48111161,1
10020129,1
24810074,1
48080248,1
35204285,1
59070250,1
48110974,1
59152385,1
35210701,1
24890140,1
24540202,1
35250627,1
13100338,1
35300654,1
12090622,1
48020243,1
35400218,1
12090760,1
24440053,1
48062459,1
59090152,1
24670184,1
47060537,1
35190468,1
35240612,1
35240613,1
35190647,1
24663185,1
35240746,1
48111523,1
48111010,1
24650472,1
24500081,1
12100119,1
59090493,1
13070265,1
24720037,1
35580175,1
35370121,1
24570253,1
24430310,1
24570074,1
48050241,1
35010251,1
35010250,1
48110383,1
35061054,1
59050073,1
24430248,1
35240058,1
35240473,1
24430339,1
35180297,1
35390344,1
13110055,1
48112028,1
10050137,1
35250692,1
10010728,1
47110407,1
35250814,1
12090780,1
48061210,1
46110049,1
24662422,1
46110744,1
35300028,1
35300625,1
59330080,1
35061123,1
48061900,1
35060538,1
24940451,1
24070064,1
35180490,1
35250367,1
24660829,1
35070231,1
35220112,1
24910087,1
35431012,1
46130075,1
24230787,1
48111532,1
35070233,1
35061809,1
35250224,1
59470089,1
24663051,1
59550143,1
24280043,1
35150072,1
35240705,1
11030119,1
46111217,1
24580727,1
11030117,1
35061523,1
10040094,1
24231028,1
35203133,1
35181210,1
35390811,1
35420287,1
24650655,1
46020102,1
35060019,1
35200804,1
35280254,1
