date,slot,period,value_musd,n,high_musd,low_musd,year_ago_musd
2026-02-22,Next Quarter,2026Q2,3480.0,10,3600.0,3390.0,3100.0
2026-02-22,Next Year,FY2027,15080.0,12,15290.0,14800.0,13720.0
2026-03-01,Current Quarter,2026Q1,2620.0,9,2660.0,2610.0,2270.0
2026-03-01,Current Year,FY2026,13700.0,12,13890.0,13480.0,12240.0
2026-03-01,Next Quarter,2026Q2,3480.0,10,3600.0,3390.0,3100.0
2026-03-01,Next Year,FY2027,15110.0,13,15470.0,14800.0,13700.0
2026-03-08,Current Quarter,2026Q1,2620.0,9,2660.0,2610.0,2270.0
2026-03-08,Current Year,FY2026,13730.0,12,13890.0,13550.0,12240.0
2026-03-08,Next Quarter,2026Q2,3480.0,10,3600.0,3390.0,3100.0
2026-03-08,Next Year,FY2027,15130.0,13,15740.0,14800.0,13730.0
2026-03-15,Current Quarter,2026Q1,2620.0,9,2660.0,2610.0,2270.0
2026-03-15,Current Year,FY2026,13730.0,12,13890.0,13550.0,12240.0
2026-03-15,Next Quarter,2026Q2,3480.0,10,3600.0,3390.0,3100.0
2026-03-15,Next Year,FY2027,15130.0,13,15740.0,14800.0,13730.0
2026-03-22,Current Quarter,2026Q1,2620.0,9,2660.0,2610.0,2270.0
2026-03-22,Current Year,FY2026,13730.0,12,13890.0,13550.0,12240.0
2026-03-22,Next Quarter,2026Q2,3480.0,10,3600.0,3390.0,3100.0
2026-03-22,Next Year,FY2027,15130.0,13,15740.0,14800.0,13730.0
2026-03-29,Current Quarter,2026Q1,2620.0,9,2660.0,2610.0,2270.0
2026-03-29,Current Year,FY2026,13730.0,12,13890.0,13550.0,12240.0
2026-03-29,Next Quarter,2026Q2,3480.0,10,3600.0,3390.0,3100.0
2026-03-29,Next Year,FY2027,15130.0,13,15740.0,14800.0,13730.0
2026-04-05,Current Quarter,2026Q1,2620.0,9,2660.0,2610.0,2270.0
2026-04-05,Current Year,FY2026,13730.0,12,13890.0,13550.0,12240.0
2026-04-05,Next Quarter,2026Q2,3480.0,10,3600.0,3390.0,3100.0
2026-04-05,Next Year,FY2027,15130.0,13,15740.0,14800.0,13730.0
2026-04-12,Current Quarter,2026Q1,2620.0,9,2660.0,2610.0,2270.0
2026-04-12,Current Year,FY2026,13730.0,12,13890.0,13550.0,12240.0
2026-04-12,Next Quarter,2026Q2,3480.0,10,3600.0,3390.0,3100.0
2026-04-12,Next Year,FY2027,15130.0,13,15740.0,14800.0,13730.0
2026-04-19,Current Quarter,2026Q1,2620.0,9,2660.0,2610.0,2270.0
2026-04-19,Current Year,FY2026,13730.0,12,13890.0,13550.0,12240.0
2026-04-19,Next Quarter,2026Q2,3480.0,10,3600.0,3390.0,3100.0
2026-04-19,Next Year,FY2027,15120.0,12,15740.0,14800.0,13730.0
2026-04-26,Current Quarter,2026Q1,2620.0,9,2660.0,2610.0,2270.0
2026-04-26,Current Year,FY2026,13730.0,12,13890.0,13550.0,12240.0
2026-04-26,Next Quarter,2026Q2,3480.0,10,3600.0,3390.0,3100.0
2026-04-26,Next Year,FY2027,15130.0,13,15740.0,14800.0,13730.0
2026-05-03,Current Quarter,2026Q1,2620.0,9,2660.0,2610.0,2270.0
2026-05-03,Current Year,FY2026,13730.0,12,13890.0,13550.0,12240.0
2026-05-03,Next Quarter,2026Q2,3480.0,10,3600.0,3390.0,3100.0
2026-05-03,Next Year,FY2027,15130.0,13,15740.0,14800.0,13730.0
2026-05-10,Current Quarter,2026Q2,3580.0,2,3600.0,3560.0,3100.0
2026-05-10,Current Year,FY2026,13830.0,11,14080.0,13650.0,12240.0
2026-05-10,Next Quarter,2026Q3,4520.0,9,4740.0,4000.0,4100.0
2026-05-10,Next Year,FY2027,15160.0,12,15740.0,14800.0,13830.0
2026-05-17,Current Quarter,2026Q2,3580.0,9,3640.0,3550.0,3100.0
2026-05-17,Current Year,FY2026,13980.0,12,14100.0,13790.0,12240.0
2026-05-17,Next Quarter,2026Q3,4540.0,9,4650.0,4000.0,4100.0
2026-05-17,Next Year,FY2027,15430.0,12,15940.0,14990.0,13980.0
2026-05-24,Current Quarter,2026Q2,3580.0,9,3640.0,3550.0,3100.0
2026-05-24,Current Year,FY2026,13970.0,13,14100.0,13790.0,12240.0
2026-05-24,Next Quarter,2026Q3,4540.0,9,4650.0,4000.0,4100.0
2026-05-24,Next Year,FY2027,15430.0,13,15940.0,14990.0,13970.0
2026-05-31,Current Quarter,2026Q2,3580.0,9,3640.0,3550.0,3100.0
2026-05-31,Current Year,FY2026,13970.0,13,14100.0,13790.0,12240.0
2026-05-31,Next Quarter,2026Q3,4540.0,9,4650.0,4000.0,4100.0
2026-05-31,Next Year,FY2027,15430.0,13,15940.0,14990.0,13970.0
2026-06-07,Current Quarter,2026Q2,3580.0,9,3640.0,3550.0,3100.0
2026-06-07,Current Year,FY2026,13970.0,13,14100.0,13790.0,12240.0
2026-06-07,Next Quarter,2026Q3,4540.0,9,4650.0,4000.0,4100.0
2026-06-07,Next Year,FY2027,15430.0,13,15940.0,14990.0,13970.0
2026-06-14,Current Quarter,2026Q2,3580.0,9,3640.0,3550.0,3100.0
2026-06-14,Current Year,FY2026,13970.0,13,14100.0,13790.0,12240.0
2026-06-14,Next Quarter,2026Q3,4540.0,9,4650.0,4000.0,4100.0
2026-06-14,Next Year,FY2027,15430.0,13,15940.0,14990.0,13970.0
2026-06-21,Current Quarter,2026Q2,3580.0,9,3640.0,3550.0,3100.0
2026-06-21,Current Year,FY2026,13970.0,13,14100.0,13790.0,12240.0
2026-06-21,Next Quarter,2026Q3,4540.0,9,4650.0,4000.0,4100.0
2026-06-21,Next Year,FY2027,15430.0,13,15940.0,14990.0,13970.0
2026-06-28,Current Quarter,2026Q2,3580.0,9,3640.0,3550.0,3100.0
2026-06-28,Current Year,FY2026,13970.0,13,14100.0,13790.0,12240.0
2026-06-28,Next Quarter,2026Q3,4540.0,9,4650.0,4000.0,4100.0
2026-06-28,Next Year,FY2027,15430.0,13,15940.0,14990.0,13970.0
2026-07-05,Current Quarter,2026Q2,3580.0,9,3640.0,3550.0,3100.0
2026-07-05,Current Year,FY2026,13970.0,13,14100.0,13790.0,12240.0
2026-07-05,Next Quarter,2026Q3,4540.0,9,4650.0,4000.0,4100.0
2026-07-05,Next Year,FY2027,15430.0,13,15940.0,14990.0,13970.0
2026-07-12,Current Quarter,2026Q2,3580.0,9,3640.0,3550.0,3100.0
2026-07-12,Current Year,FY2026,13970.0,13,14100.0,13790.0,12240.0
2026-07-12,Next Quarter,2026Q3,4540.0,9,4650.0,4000.0,4100.0
2026-07-12,Next Year,FY2027,15430.0,13,15940.0,14990.0,13970.0
2026-07-19,Current Quarter,2026Q2,3580.0,10,3640.0,3550.0,3100.0
2026-07-19,Current Year,FY2026,13970.0,14,14100.0,13790.0,12240.0
2026-07-19,Next Quarter,2026Q3,4540.0,10,4650.0,4000.0,4100.0
2026-07-19,Next Year,FY2027,15430.0,14,15940.0,14990.0,13970.0
2026-07-26,Current Quarter,2026Q2,3580.0,10,3640.0,3550.0,3100.0
2026-07-26,Current Year,FY2026,13970.0,14,14100.0,13790.0,12240.0
2026-07-26,Next Quarter,2026Q3,4540.0,10,4650.0,4000.0,4100.0
2026-07-26,Next Year,FY2027,15450.0,14,15940.0,14990.0,13970.0
2026-08-02,Current Quarter,2026Q2,3580.0,10,3640.0,3550.0,3100.0
2026-08-02,Current Year,FY2026,13970.0,14,14100.0,13790.0,12240.0
2026-08-02,Next Quarter,2026Q3,4540.0,10,4650.0,4000.0,4100.0
2026-08-02,Next Year,FY2027,15450.0,14,15940.0,14990.0,13970.0
2026-08-09,Current Quarter,2026Q3,4540.0,10,4650.0,4000.0,4100.0
2026-08-09,Current Year,FY2026,14060.0,14,14240.0,13790.0,12240.0
2026-08-09,Next Quarter,2026Q4,3170.0,10,3700.0,3040.0,2780.0
2026-08-09,Next Year,FY2027,15450.0,14,15940.0,14990.0,14060.0
2026-08-16,Current Quarter,2026Q3,4660.0,10,4790.0,4000.0,4100.0
2026-08-16,Current Year,FY2026,14120.0,14,14260.0,13920.0,12240.0
2026-08-16,Next Quarter,2026Q4,3200.0,10,3700.0,3050.0,2780.0
2026-08-16,Next Year,FY2027,15710.0,14,16290.0,14990.0,14120.0
2026-08-23,Current Quarter,2026Q3,4740.0,7,4770.0,4720.0,4100.0
2026-08-23,Current Year,FY2026,14090.0,9,14210.0,13960.0,12240.0
2026-08-23,Next Quarter,2026Q4,3200.0,10,3700.0,3050.0,2780.0
2026-08-23,Next Year,FY2027,15670.0,13,16290.0,14990.0,14090.0
2026-08-30,Current Quarter,2026Q3,4740.0,7,4770.0,4720.0,4100.0
2026-08-30,Current Year,FY2026,14100.0,8,14210.0,13960.0,12240.0
2026-08-30,Next Quarter,2026Q4,3200.0,10,3700.0,3050.0,2780.0
2026-08-30,Next Year,FY2027,15730.0,13,16290.0,14990.0,14100.0
2026-09-06,Current Quarter,2026Q3,4740.0,7,4770.0,4720.0,4100.0
2026-09-06,Current Year,FY2026,14100.0,8,14210.0,13960.0,12240.0
2026-09-06,Next Quarter,2026Q4,3200.0,10,3700.0,3050.0,2780.0
2026-09-06,Next Year,FY2027,15730.0,13,16290.0,14990.0,14100.0
2026-09-13,Current Quarter,2026Q3,4740.0,7,4770.0,4720.0,4100.0
2026-09-13,Current Year,FY2026,14100.0,8,14210.0,13960.0,12240.0
2026-09-13,Next Quarter,2026Q4,3200.0,10,3700.0,3050.0,2780.0
2026-09-13,Next Year,FY2027,15740.0,13,16290.0,14990.0,14100.0
