row_key,Itinerary,Itinerary Description
Hue: imperial city then transfer to Hoi An/Da Nang by Private Car_5.0_14,"Hue Imperial City (The Citadel), Thien Mu Pagoda, Tomb of Khai Dinh, Lap An Lagoon, Lang Co Beach, Hai Van Pass","Hue Imperial City (The Citadel)
The highlight of the Hue Sightseeing, the UNESCO recognized World Heritage Site walled imperial city of the majestic Nguyen Dynasty. The Hue Citadel was home to the last royal family of Vietnam, the Nguyen Dynasty. The huge walled complex astonishingly survived too many battles and portions are being restored to their former glory. Make sure to explore every corner of the Hue Citadel and learn the ways of the Vietnamese royals.

Thien Mu Pagoda
The structure behind the Hue official symbol and one of the oldest pagodas in the city. Given the history of the pagoda, it is one of the must visit places in Hue city. The serene and solemn ambiance of the Thien Mu Pagoda attracts both local and foreign travelers. Not to mention the beautiful sunset view over the Perfume River.

Tomb of Khai Dinh
The most lavish of all the Royal Tombs. The 12th Nguyen Emperor Khai Dinh was keen to details and this is highly shown through his tomb. It is undeniably small in terms of area but the exquisite blend of Western and Eastern architecture makes the Khai Dinh Tomb one of the most visited tombs amongst all in the country.

Lap An Lagoon
Beautiful and serene place in at the foot of Bach Ma mountain. In front of Lap An lagoon is Lang Co Bay. It attracts tourists by turquoise water color between the blue of the sky clouds and the green of the mountains

Lang Co Beach
Known as Village of the Storks located in central of Vietnam. It is located at the bottom of Hai Van Pass, between 3 cultural heritage centres: Hue ancient citadel, Hoi An town and My Son Sanctuary. This place is a popular stop for tourists on the Hue to Da Nang route.

Hai Van Pass
Sea Cloud pass – Ocean Clouded pass. This pass is one of the most scenic roads in Central Vietnam. It is situated along the Hai Van mountain side, on the border of Hue and Da Nang. You can see amazing things about the mountain, sky, and ocean on the way. The pass offers unbelievable photograph opportunities on the highest point when touring from Hoi An to Hue by private car. (Note: You will not experience the Hai Van Pass like this when touring by bus or train)"
"Hanoi: Luxury Private Tour to Incense Village, Hoa Lu & Tam Coc_0.0_108","Hanoi, Quảng Phú Cầu, Hanoi, Ninh Binh, Tam Cốc-Bich Dộng, Hoa Lu Ancient Capital, Hanoi","Hanoi
Your Driver and guide will pick you up at your hotel in Hanoi and depart to visit the beauty of Quang Phu Cau Incense Village

Quảng Phú Cầu
Arrive at Incense Village, named Quang Phu Cau. If you allow the incense to dry in various formations, you’ll get pictures of people working among this sea of red and color. Capture a variety of shots of the workers in action, the village workshops, and images of the incense-making process. Visiting some local people’s houses to widen knowledge about the real life of Vietnamese. Taking more images of the friendly locals who have worked on producing incense in this village for generations. Your tour guide will give you information about the worship culture and religions in Vietnam.

Hanoi
Departure for Ninh Binh – one of the most beautiful place for tourism in the Northern Vietnam.

Ninh Binh
Arrive Ninh Binh, Having delicious lunch with Vietnamese cuisine.

Tam Cốc-Bich Dộng
Discover Tam Coc on Sampan boat, enjoy the beauty of caves, limestone mountain on a river – which is called Ha Long on Land. Your local rower will do paddle to take you pass through inside caves. You discover very beautiful stalactite and rice fileds are surrounded by limestone mountain systems along the river. The picture of natural beauty will be shown you.

Hoa Lu Ancient Capital
We continue on to Hoa Lu, the former capital of Vietnam. After that, we go to the temple of Vietnam’s first emperor. Your understanding of Vietnamese history between the 10th and the 11th centuries will deepen.

Hanoi
Leave Ninh Binh and drive straight back to Hanoi. Arrive in Hanoi, drop you back to your hotel or private address in Hanoi. Trip ends."
Tam Giang Lagoon Sunset Experience Private Tour from Hue_0.0_1,"Hue, Tam Giang Lagoon, Tam Giang Lagoon","Hue
As the clock strikes 4:00 pm, your private sunset tour begins! Our friendly guide will pick you up from your hotel or accommodation in the heart of Hue city. Get ready for a picturesque drive through the scenic landscapes leading to the serene Tam Giang Lagoon.

Tam Giang Lagoon
Upon arrival at Tam Giang Lagoon around 4:30 pm, immerse yourself in the local culture by participating in authentic fishing activities with friendly locals. Experience the excitement of casting your line into the tranquil waters, surrounded by the stunning natural scenery that Tam Giang Lagoon is renowned for.

As the golden hour approaches, board our boat at 5:00 pm for an unforgettable cruise around the lagoon. Drift along the serene waters, taking in the picturesque landscape as the sun begins its descent towards the horizon. Witness the sky transform into a canvas of vibrant colors, painting a breathtaking sunset over the lagoon that will leave you in awe.

Tam Giang Lagoon
After this unforgettable sunset experience, at 5:30 pm, we’ll dock at a charming cottage nestled along the edge of the lagoon. Here, you'll enjoy a sumptuous seafood dinner, freshly prepared by local chefs. Delight in a feast of delectable dishes while soaking in the serene ambiance and savoring the regional flavors.

As the evening winds down around 6:30 pm, we’ll bid farewell to Tam Giang Lagoon and begin our journey back to Hue. Reflect on the beauty and tranquility of the lagoon as we ensure your safe return to your hotel, concluding an experience that will linger in your memories for years to come."
Traditional cuisines through the top local restaurants in Saigon_5.0_21,"Phở Miến gà Kỳ Đồng, Bánh Xèo Ngọc Sơn, Ho Thi Ky Flower Market","Phở Miến gà Kỳ Đồng
This is 1 of the best chicken Noodles local restaurant in saigon for having a meal

Bánh Xèo Ngọc Sơn
40,000 USD every for the business by selling this pancake

Ho Thi Ky Flower Market
The biggest wholesale flower market in Saigon"
Luxury Day Tour to Ha Long Bay from Hanoi on 5 Star Cruise_0.0_8,"Old Quarter, Halong International Cruise Port, Hạ Long Bay, Sung Sot Cave, Hạ Long Bay, Ti Top Island, Hanoi","Old Quarter
FOR GUESTS BOOK BUS TRANSFER, WE WILL MEET GUESTS AT HANOI TOWER 49 HAI BA TRUNG STREET, HOAN KIEM, HANOI FOR PICK UP POINT. Transfer to Ha Long Bay !

Halong International Cruise Port
FOR THE GUESTS BOOK TOUR FROM HALONG, NO TRANSFER : Please come by your own to Halong International Cruise Port between 8h00 AM to 8h30 AM for meeting point and boarding cruise (No later than). 

08:30: Arrive at Ambassador’s Check-in Lounge in Halong City at B135 – B138 Halong Street, Bai Chay, Halong, Quang Ninh

Hạ Long Bay
09:00 AM: Board the Ambassador Cruise for a quick orientation, then enjoy breathtaking views of Halong Bay and Bai Tu Long Bay as you pass thousands of majestic limestone islets.

Sung Sot Cave
Explore Sung Sot Cave – the largest and most stunning cave in Halong Bay, showcasing awe-inspiring thousand-year-old stalactites in unique, mysterious shapes.

Hạ Long Bay
12:30 PM: Enjoy a premium lunch as the Ambassador Cruise sails through Halong Bay. Visit Luon Cave with options for kayaking* or a bamboo boat ride* , or relax and take photos. Enjoy live music on the sundeck (except Mondays) or join a cooking class at the 4th-floor restaurant.

4:00-4:30 PM: Disembark at Halong International Cruise Port.

Ti Top Island
Visit Titov Island – a stunning destination with a crescent-shaped beach, where you can swim in turquoise waters and hike to the island’s peak for a breathtaking 360° view of Halong Bay.

Hanoi
FOR GUESTS BOOK BUS TRANSFER: Our Bus will stop at HANOI TOWER 49 HAI BA TRUNG STREET, HOAN KIEM, HANOI. All guests will get off there. Tour finish."
3-Day Sapa Adventure: Trekking Terraces and Hill Tribe Villages_0.0_421,"Y Linh Ho, Lao Chai Trail, Ta Van Village","Y Linh Ho
Y Linh Ho, a serene village nestled along the picturesque Muong Hoa River, lies 7km southwest of the charming Sapa Town. This quaint commune comprises a cluster of small hamlets, gracefully scattered amidst the rugged mountain landscape adorned with towering peaks and vertiginous slopes.

Lao Chai Trail
Lao Chai Village, with its idyllic setting, offers visitors a unique opportunity to immerse themselves in the rich cultural heritage of the local ethnic communities. The village is home to various ethnic groups, including the Black Hmong, Tay, and Giay, each with their own distinct customs, traditions, and way of life.

As you traverse through the village, you will be captivated by the traditional stilt houses adorned with vibrant colors and intricate designs. These houses not only serve as dwellings but also as living representations of the villagers' deep-rooted connection to their heritage.

Embrace the serenity of the surrounding landscape as you stroll along the terraced rice fields, marveling at the ingenuity of the local farmers.

Ta Van Village
Located a mere 12 km away from the bustling town of Sapa, lies the captivating gem known as Ta Van village. Nestled amidst the picturesque rice fields, this small village continues to exude an irresistible charm that has withstood the test of time.

With its seamless blend of traditional authenticity and serene natural beauty, Ta Van village offers a unique glimpse into the rich cultural heritage of this region. As you wander through its narrow pathways, you will encounter friendly locals who warmly welcome visitors, eager to share their way of life and offer a glimpse into their traditions.

Surrounded by lush greenery and cascading terraced rice fields, Ta Van village serves as a true sanctuary for those seeking respite from the hustle and bustle of modern life. The tranquility that envelops this village is unparalleled, allowing visitors to immerse themselves in the serenity of nature and experience a sense of inner peace."
Water Puppet Show and Saigon Dinner Cruise_5.0_1,Golden Dragon Water Puppet Theater,"Golden Dragon Water Puppet Theater
18.00: Pick up at your hotel to start the trip .

18.30: Enjoy the unique art of water puppet show, a traditional art form closely connected with the long-standing spiritual life of the Vietnamese people. It is performed in a pool of water with the water surface being the stage. The puppeteers stand behind a screen and control the puppets using long bamboo rods and string mechanism hidden beneath the water surface. A traditional Vietnamese orchestra provides background music accompaniment. Singers with origin in North Vietnam sing songs which tell the story being acted out by the puppets (are carved out of wood). Although the authentic shows are exclusively in Vietnamese, the tales depict rural life in villages and are easy to understand. The shows typically last for one hour and offer a colorful way to enjoy an ancient tradition.."
Half day: Hoi An River tour_4.0_2,"Thu Bon River, Thanh Ha Pottery Village, Kim Bong Carpentry Village, Hoi An Market","Thu Bon River
We will take you to the boat then cruise on Thu Bon River, that winds through the lush landscapes of Central Vietnam, providing a serene backdrop for a leisurely cruise. This tour typically includes a boat ride along the river, followed by visits to traditional villages showcasing local crafts and lifestyles.

Thanh Ha Pottery Village
Stop at villages known for their crafts, such as Thanh Ha pottery Village, is well-known for its vibrant pottery-making traditions. Here has a long history of pottery production, dating back to the 15th century. The village is famous for its earthenware products, including pots, vases, and dishes, often characterized by their colorful glazes and intricate designs.
Visitors can participate in pottery-making workshops, where they learn techniques from local artisans. You can shape clay, create your own pottery, and even decorate it.

Kim Bong Carpentry Village
Kim Bong Carpentry and Boat Making Village, located another side of Hoi An ancient town, is a fascinating destination known for its rich heritage in woodworking and traditional boat construction
The workshops of village offers visitors try their hand at carpentry or boat building, providing a hands-on understanding of these traditional crafts.
Besides, we also exprience sedge mat weaving craft here

Hoi An Market
After Visiting traditional Villages and Boat cruise on Thu Bon River, our boat and guide will take you to look around Hoi An market and we finish the tour"
PU LUONG Nature Reserve and NINH BINH - 3 Days/2Nights Group Tour_0.0_3,"Old Quarter, Pu Luong Nature Reserve","Old Quarter
07h00 AM : Pick-up at Hotels in Hanoi Old Quarter Area or Hanoi Opera House to go to Pu Luong Nature Reserve.It takes nearly 4.5 Hour driving to Puluong included 1 stop for short break on the way.

Pu Luong Nature Reserve
12:00 : Check in the hotel in Pu Luong and have lunch. Free time to relax or enjoy the infinity pool.
You will meet the tour guide and start an Easy trek off the main road. You will visit a traditional local house from Thai minority to learn about their traditions. The trek will go then down tracks through rice terraces and the Bang village. The amazing view of the mountain and the slopes covered by rice terraces is an enchantment.
Back to the Retreat.
Free time to enjoy a cup of tea or a cocktail on the terrace or to enjoy a swim in the infinity pool.
Dinner in the Eco restaurant and assist to a traditional dances of Thai ethnic minority community. Feel free to experience the Bamboo clap dance. 
Free evening to enjoy the peacefulness of the area before overnight."
Cat Ba: Luxury Sunset Cruise Through the Beauty of Lan Ha Bay_0.0_1,"Cat Ba Town, Lan Ha Bay, Lan Ha Bay, Cat Ba Town","Cat Ba Town
We'll collect you from your hotel in Cat Ba town and transport you to Beo Harborr, where you'll board the small boat and transfer you to luxury cruise.

Lan Ha Bay
As we pass by Cai Beo Floating Village, one of Vietnam's oldest floating communities with over 300 rafts and nearly 400 households, you'll have the chance to experience the vibrant life of this historic fishing village. Learn about its rich 7,000-year-old culture and visit Vietnam's largest marine culture museum, an unforgettable way to begin your sunset tour of Lan Ha Bay.

Explore Lan Ha Bay: Lan Ha Bay, renowned for its wild, majestic beauty, boasts an incredibly diverse ecosystem. With 130 natural sandy beaches and nearly 400 islands, the bay is home to an abundance of unique plants and wildlife. As we cruise to the heart of the bay, near Turtle Island or Tai Keo Cave, prepare to be captivated by the bay's dramatic landscapes.

Lan Ha Bay
Kayaking and Swimming: Take part in thrilling activities, including boat jumping and kayaking to explore the surrounding areas. For added fun, enjoy the unique slide and 4-season Jacuzzi on board.

After a day filled with adventure, relax with a tea party on the boat, watching as the sun sets over the bay, creating a perfect ending to your journey.

Sunset Party: As the sky turns golden, savor fresh fruits, snacks, and cakes while listening to soothing music and soaking in the peaceful atmosphere of Lan Ha Bay at dusk.

Cat Ba Town
Your tour guide will escort you back to your hotel, marking the end of a truly unforgettable day."
Special Halong City Tour_5.0_1,"Sun World Ha Long, Quang Ninh Museum, Halong Bay, Ha Long Market","Sun World Ha Long
Escorting Car & Tour guide pick you up from Tuan Chau International Passenger Port, Bai Chay Tourist Area Center to visit Bao Hai Linh Thong Tu, a temple of Sunworld complex is located on a hill 215 m above sea level, where visitors can enjoy the panoramic view of Ha Long City.

Quang Ninh Museum
Tour guide will take you to visit Quang Ninh Museum, where the artifacts with historical imprints and features of the Mining land are kept and displayed.

Halong Bay
Continue the journey to discover Ha Long City, which is endowed with many precious resources by nature, especially the wonder of Ha Long Bay. We will visit the workshop that produces works of art from Coal of the artisans of the Mining Region

Ha Long Market
Visiting the final destination of the journey, explore the Seafood Market, which is the largest wholesale market providing fresh seafood in Ha Long City."
Private Half-Day Bicycle Guided Tour Explore The Countryside Of Nha Trang_5.0_3,Nha Trang,"Nha Trang
Here's your chance to explore Nha Trang in an up close and a personal way.

Your cycling expedition begins with a quick briefing on the traffic in Vietnam, general rules of the road, safe riding procedures and turning signals.
08:30: You will be picked up from the hotel by our expert tour guide and provided bikes.
Our trip is biking around the city and stop at 4 places: Mat Weaving House, Wooden Bridge, Local Market and Ancient House.
It might takes 15 minutes for each stop."
Hills of Da Nang by Jeep_5.0_3,"Da Nang, Son Tra Mountain, Hai Van Pass, Lang Co","Da Nang
We will depart from your hotel in the morning and drive along the coastline making a few stops along the way, including My Khe Beach (one of the last fishing villages in Da Nang)

Son Tra Mountain
Monkey mountain, where the road climbs and twists its way up and around the several peaks of Son Tra peninsula, stopping at several points to admire the views, hopefully spotting the Red-shanked Douc and other species of endangered monkeys. Continuing our journey to the Lady Buddha (the largest Buddha statue in Vietnam) and the Linh Ung Pagoda (the largest pagoda in Da Nang)

Hai Van Pass
After lunch the tour continues along the north coast of Da Nang bay to the top of Hai Van Pass where bunkers remaining from the war can be explored. Leaving Hai Van Pass winding our way down to Lang Co.

Lang Co
Driving around the back of Lap An lagoon. Weather permitting if you're group would like you can go swimming in the mountains. If we have time on our way back we can drive on smaller country roads through some Vietnamese craft villages and rice paddies, stopping along the way to interact with the locals before arriving back at your hotel in time for dinner, having seen the area around Da Nang from several different perspectives."
Hoi An Lantern Making Class & Hoi An Walking Private Tour_0.0_5,"Hoi An Ancient Town, Japanese Covered Bridge, Hoi An Handicraft Workshop","Hoi An Ancient Town
You follow our guide to visit Japanese Bridge, Chinese assembly hall, Folklore Museum, Merchant House, Local Market, Old Quarter,

During your guided walking tour around the Hoi An old town, your tour guide will explain the history of the Japanese bridge, a traditional house, a Chinese Assembly Hall, a cultural and historical museum and the central market… you will also have free time to do some shopping in Hoi An’s interesting shops.

Japanese Covered Bridge
symbol of hoi an city

Hoi An Handicraft Workshop
Learn How to make Lantern"
Street Food Tour Hanoi By Walking_5.0_3,"Hanoi Street Food Tour, Old City Gate, Old Quarter, Hoan Kiem Lake Walking Street, Hang Bac Street","Hanoi Street Food Tour
Please show up at 78a Tran Nhat Duat street in the old quarter 10 minutes before to meet our tour guide & other travelers to make friend and get a welcome happy water

Old City Gate
City gates are among the typical features of Hanoi’s urban architecture. However, not everyone knows how many city gates there are in the capital, even those who have lived here for a long time.

According to many historical documents and articles in newspapers, it is often said that Hanoi has five gates, but in reality, there were more. Among them, Quan Chuong gate in Hanoi's Old Quarter area is the only ancient gate that still exists nowadays.

Old Quarter
Walking through the maze of bustling streets that make up Hanoi’s Old Quarter, we tempt our tastebuds with the famed Hanoi street food dishes such as Bun Cha ( The 44th president of the United States from 2009 to 2017- Obama's dish in Hanoi), Nom Bo Kho, Banh Cuon,Viet Fried Spring Rolls""Spring roll is one of Viet Nam’s best-loved dishes. These traditional Vietnamese spring rolls were originally made from shrimp, pork, carrot, crab, veggies within a roll"".., at a local eatery ( Small restaurants, some outside, some inside ). Watch in awe as the skilled chefs demonstrate for you how this tasty dish is put together. Continuing into the atmospheric heart of the Old Quarter, we wander past street stalls and quiet residential lanes where you can observe local life that has changed little since Hanoi was founded over 1000 years ago.

Our next two snack stops are at outdoor barbeque stalls. We sit down with the Hanoi locals and sample various meat, vegetable and bread specialties

Hoan Kiem Lake Walking Street
The lake is not only special in her history. The water color of Hoan Kiem Lake is not commonly found in other lakes elsewhere in the country: greenish, with dark or light shade depending on the reflection of the sky. The lake is full of tortoise, which is second to none to be found among Vietnamese lakes. If you are lucky, you will catch sight of these giant animals rising out of water. And because tortoise is considered a sacred animal in Vietnam’s culture (along with dragon, phoenix and unicorn), Hoan Kiem Lake then becomes a holy place that nurtures tortoises

Hang Bac Street
We will taste one of best dessert in Hang Bac street and the end of our tour here"
2 Days Pu Luong loop Trekking and Overnight at Homestay_0.0_0,"Pu Luong Nature Reserve, Ba Thuoc","Pu Luong Nature Reserve
From 6.30 – 7.15 am, Bus driver picks you up at meeting point/hotels in Hanoi Old Quarter to start the adventure to Pu Luong, on the way, have a short break to stretch your legs and have some snack/coffee.
About 12.00, Arriving Don village, Pu Luong Reserve, you will be welcomed by the host and have lunch cooked by them. After lunch, you check in homestay (different levels of room) and refresh.

Ba Thuoc
About 14.00, Tour guide picks you up to start a long trekking through vast terraced fields. You keep walking across Uoi hamlet. This hamlet nestles humbly at the base of the towering mountain with palm forest. Descending the hill to Lan Village, often referred to as the ""Kingdom of Thai People in Pu Luong"" home to around 100 Thai families. Here, encounter the soothing sights of cool streams, verdant farmlands, ducks joyfully paddling in ponds, and friendly locals going about their day. Observe their everyday activities, marked by simplicity and humility, with a special focus on their traditional brocade sewing and engage with the locals and learn about their work, then trek back to your homestay to refresh.
About 19.00, Having dinner and enjoy night life in Don village."
Vietnamese Food and Sightseeing Private Day Tour with Chauffer_4.0_2,,
Culinary and Craft Tour of Vietnam Unique Villages_0.0_0,"Hung Yen, Bat Trang Ceramics Village","Hung Yen
1. Ban Yen Nhan Soy Sauce Village, meet welcoming locals and uncover the traditional process of making Vietnam’s famous soy sauce—a rich flavor perfected over generations. Take some iconic photos

Bat Trang Ceramics Village
2. Step into the charm of Bat Trang Ceramic Village. Stroll past ancient architecture, explore lively workshops, and try your hand at shaping your own ceramic piece. This journey is more than sightseeing—it’s a chance to taste, touch, and create memories deeply rooted in Vietnam’s culture."
Best Choice Phu Quoc Canoe Discover Three Stunning Island_0.0_2,"Phu Quoc Centre, Gam Ghi Island, Kim Quy Island, May Rut Island, An Thoi","Phu Quoc Centre
Our car will pick up all guests at lobby hotel in Duong Dong town, then starting your trip.

Gam Ghi Island
Gam Ghi Island, also known as Hon Dam Ngang, is a must-visit destination when traveling to Phu Quoc. Renowned for its vibrant and diverse coral reefs, Gam Ghi Island is a paradise for snorkeling and underwater exploration enthusiasts. The crystal-clear waters, fine white sand beaches, and untouched scenery create a serene and stunning environment. The island is also an ideal spot for relaxing, sunbathing, and enjoying the fresh air. With its magical natural beauty and tranquility, Gam Ghi Island promises to provide unforgettable experiences for visitors to Phu Quoc.

Kim Quy Island
Hon Kim Quy, also known as Turtle Island, is a hidden and pristine gem in the Phu Quoc archipelago. With its emerald-clear waters, fine white sand beaches, and stunning natural scenery, Hon Kim Quy is an ideal destination for those seeking tranquility and relaxation. The island is also renowned for its diverse coral reefs, creating a rich and captivating underwater world that attracts snorkeling enthusiasts. Additionally, the fresh air and untouched landscape of Hon Kim Quy enchant visitors, offering an unforgettable experience for those exploring Phu Quoc.

May Rut Island
Hon May Rut is one of the most captivating and pristine destinations in Phu Quoc. Located in the southern part of the island, Hon May Rut stands out with its fine white sandy beaches, crystal-clear waters, and shaded coconut palms. This island is a paradise for those who love tranquility, where you can immerse yourself in nature, swim, snorkel to explore the diverse underwater world, and marvel at the vibrant coral reefs. Beyond its stunning landscapes, Hon May Rut offers visitors the chance to enjoy fresh seafood and experience the simple life of the local fishermen. With its natural beauty and fresh air, Hon May Rut promises to provide you with relaxing and memorable moments during your visit to Phu Quoc.

An Thoi
Our car will pick up all guest at An Thoi port then transfer you back to hotel then finish your trip."
"1 Day Luxury Day Tour in Hoa Lu, Tam Coc & Mua Cave_0.0_426",,
Cu Chi Tunnels and Sai Gon City Luxury Group Tour_0.0_0,"Cu Chi Tunnels, The Independence Palace, War Remnants Museum, Emperor Jade Pagoda, Ben Thanh Market, Saigon Central Post Office, Notre Dame Cathedral of Saigon","Cu Chi Tunnels
Explore the historic Cu Chi Tunnels, an extensive underground network used during the Vietnam War. With your knowledgeable guide, learn how the tunnels were built and lived in, see hidden trapdoors, bunkers, and command centers, and gain deep insight into Vietnam’s wartime history. Travelers may choose to crawl through a short section of the tunnels (optional).

The Independence Palace
Visit the iconic Independence Palace, a historic landmark symbolizing the end of the Vietnam War. Walk through preserved meeting rooms, underground war command bunkers, and grand halls while learning about key historical events that shaped modern Vietnam.

War Remnants Museum
Discover Vietnam’s modern history at the War Remnants Museum. The museum features powerful exhibitions, historical photographs, and military equipment that provide a deeper understanding of the Vietnam War and its global impact.

Emperor Jade Pagoda
Explore Emperor Jade Pagoda, one of the most atmospheric temples in Ho Chi Minh City. Discover traditional Taoist beliefs, intricate wood carvings, and incense-filled halls while learning about local spiritual practices.

Ben Thanh Market
Visit Ben Thanh Market, one of the city’s most iconic markets. Enjoy free time to browse local goods, souvenirs, and street food, while experiencing the vibrant daily life of Saigon.

Saigon Central Post Office
Visit the historic Saigon Central Post Office, designed by Gustave Eiffel. Marvel at its beautiful colonial architecture and step inside one of the city’s most famous landmarks still in daily use.

Notre Dame Cathedral of Saigon
Stop at the Notre Dame Cathedral, a striking French colonial landmark in the heart of Ho Chi Minh City. Admire its red-brick façade and learn about its architectural and cultural significance from your guide."
Private Transfer: Chu Lai Airport to/from Hoi An City Center_0.0_667,,
Ha Noi - Ha Long Bay By Private Car_5.0_2,,
From Hue: Phong Nha Cave and Paradise Cave 2 Days Adventure_0.0_1,"Quang Tri Province, Quang Binh Province, Phong Nha Caves, Dong Hoi","Quang Tri Province
During our journey, we'll pause to explore La Vang Holy Land, a significant pilgrimage destination for Catholics in Vietnam, situated in Hai Lang district, Quang Tri Province. Additionally, we'll traverse through the DMZ area of Quang Tri province, where you'll have the chance to see iconic landmarks such as the Old Citadel, Doc Mieu base, Hien Luong River, and Ben Hai bridge. Throughout the trip, your guide will offer valuable insights into the historical significance of these sites.

Quang Binh Province
Enjoy lunch at a restaurant in Quang Binh

Phong Nha Caves
Visit Phong Nha Cave, also known as the water cave, renowned for its stunning rock formations such as the ""Lion,"" ""Fairy Caves,"" ""Royal Court,"" and ""Buddha."" After a 25-minute boat ride, you'll have a couple of hours to explore the cave.

Dong Hoi
Return to Dong Hoi city. Check into your hotel and relax for the evening."
"Private Tour Explores Mua Caves, Tam Coc, Bich Dong in Ninh Binh_0.0_0","Mua Caves, Tam Coc, Ninh Binh, Hoa Lu temples of the Dinh & Le Dynasties, Hanoi","Mua Caves
7:30 AM: Hotel pick-up in Hanoi
 - Travel Time: Approx. 2 hours
9:30 AM: Arrive in Hang Mua Cave
 - Activity: Hike up 500 steps to the top of Hang Mua Cave for panoramic views of Ninh Binh’s landscape, including the famous rice paddies, water lilies and rivers.
 - Duration: 1 hour.

Tam Coc
11:00 AM: Tam Coc or Trang An Sampan Boat Ride
 - Activity: Board a traditional sampan boat and glide through the waterways of Tam Coc or Trang An, passing through caves and karst formations.
 - Duration: 2 hours.

Ninh Binh
1:00 PM: Lunch at a local restaurant in Ninh Binh
 - Meal: Traditional Vietnamese dishes.

Hoa Lu temples of the Dinh & Le Dynasties
2:30 PM: Visit Hoa Lu Ancient Capital
 - Activity: Explore the temples and ruins of the Dinh and Le Dynasties, immersing yourself in Vietnam’s ancient history.
 - Duration: 45 minutes.

Hanoi
3:30 PM: Begin the drive back to Hanoi
 - Travel Time: Approx. 2 hours.
5:30 PM: Arrive back in Hanoi and drop off at your hotel."
Halong Bay Full Day With Multi Options from Hanoi by Expressway_5.0_1,"Old Quarter, Halong Bay, Ti Top Island, Sung Sot Cave, Hang Luon Cave, Halong Bay, Old Quarter","Old Quarter
08:00 – 08:30: Our bus and tour guide pick you up from hotel /stay and following the new highway to depart for Tuan Chau Island, Halong City, stop for a rest on the way. It takes about 2,5 hours drive to Halong Bay

Halong Bay
12:00 – Arrive Tuan Chau Harbor, welcome aboard, and safety briefing
Cruise will take you on an 5.5 to 6 hours journey via 2 day-sleeper boat cruise route which renowned for its striking, passages uninhabited islets and outcrops have been given imaginative names by the locals, due to their perceived shapes, including Cock Fighting and Thumb, while enjoy Vietnamese mouth-watering lunch on boat.

Ti Top Island
At the heart of Halong Bay, Titop Island is regarded as one of the most picturesque islands and is a crowd favorite among Halong tourists.

Sung Sot Cave
Sung Sot Cave is located in Bo Hon Island, the center of the world heritage site of Halong Bay, one of the most beautiful and beautiful caves in the bay area.

Hang Luon Cave
Arrive Bo Hon archipelago, you will visit Surprising Cave to see a lot of stalagmites and stalagtiles with different shaoes of sea lives, the go kayaking or bamboo boat in Luon Cave to discovery the beautiful lagoon.

Halong Bay
16:30: Returning to Cruise for relaxing and cruising back toward Tuan Chau harbor, enjoy Afternoon tea with great fun of group touring fellows among world iconic natural scenery.
17:45-18:00 – Disembark harbor

Old Quarter
Boat return Tuan Chau International Port about 18h00 PM. 
Say good bye Halong Bay then you will get on transfer back to Hanoi Old Quarter after 2,5 hours drive by expressway. And we will drop off guest at the hotel about 20h30 PM to 21h00 PM. Tour end."
Best Choice Ha Giang Loop Tour Motorbike 3 Days 2 Nights_0.0_2,"Hanoi, Ha Giang Province","Hanoi
In the morning, our car and guide will pick you up at the hotel 
lobby in Hanoi s Old Quarter, then depart for Ha Giang to begin the journey 
to explore Ha Giang, traveling time about 7 hours by our bus

Ha Giang Province
This is the place that marks a long journey for every tourist when they 
first set foot to explore the Dong Van Ha Giang stone plateau. It is the 
starting point for a long journey through mountain passes and steep cliffs. It has great 
spiritual significance, bringing many memories to remember about a unique trip for each visitor. Referring 
to Ha Giang tourism, visitors will think of Mong villages and traditional houses. But the 
rocky plateau is not only home to the Mong people, but also to many other 
ethnic minorities. For example, in Ha Thanh village, this is the land of the Tay 
people with beautiful stilt roofs"
Cam Thanh Basket Boat Tour & Cooking Class_4.0_1,,
Bicycle to Tra Que Vegetable Village & Basket Boat 2 destionation1 tours_0.0_21,"Tra Que Vegetable Village, Bay Mau Coconut Forest","Tra Que Vegetable Village
we are bike from hotel to tra que garden , working famer tours: make soil like famers, working like famers do grow vegetables and riding buffalo tour in here

Bay Mau Coconut Forest
enjoy basket boat tour and fishing tour!! eat local meal in here"
Saigon Private Half-day Tour of Ho Chi Minh City_5.0_1,"Notre Dame Square, Saigon Central Post Office, Independence Palace, War Remnants Museum","Notre Dame Square
Guided tour, Notre Dame Square

Saigon Central Post Office
Guided tour, Saigon Central Post Office

Independence Palace
Guided tour, Independence Palace

War Remnants Museum
Guided tour, War Remnants Museum"
