Supplied By,Trading Name,Legal Name,Website,Phone,Email,Full Address,Address Line1,Address Line2,City,State,PostCode,Country,Trade Register Name,Registration Number,Managing Director,Supplier URL,Supplier ID,Source
MPC YACHT CHARTER,MPC YACHT CHARTER,MPC YACHT CHARTER S.L,,`+34629180382,info@mpcyachtcharter.com,"Calle antonio de lara y zarate n1, 38002 Santa cruz de tenerife, Santa Cruz de Tenerife, Spain",Calle antonio de lara y zarate n1,,Santa cruz de tenerife,Santa Cruz de Tenerife,38002,Spain,,`B76717016,Jose antonio Escolar Escuder,https://www.getyourguide.com/mpc-yacht-charter-s254220/,,GYG
FLAMENCO y GASTRONOMIA ALEGRIA MALAGA,FLAMENCO y GASTRONOMIA ALEGRIA MALAGA,"FLAMENCO MALAGA, SL",,`+34951474493,info@flamencomalaga.com,"Calle Velez Malaga, 6, 29016 Malaga, malaga, Spain","Calle Velez Malaga, 6",,Malaga,malaga,29016,Spain,,`B06987598,Miguel Moreno Riojas,https://www.getyourguide.com/flamenco-y-gastronomia-alegria-malaga-s238952/,,GYG
TABLAO FLAMENCO LA CANTAORA SEVILLA,TABLAO FLAMENCO LA CANTAORA SEVILLA,Tablao La Cantaora SL,,,,"Albareda 22, 41001 Sevilla, Sevilla, Spain",Albareda 22,,Sevilla,Sevilla,41001,Spain,,`28627113w,,https://www.getyourguide.com/tablao-flamenco-la-cantaora-sevilla-s177787/,,GYG
Escuela Vasca de Parapente,Escuela Vasca de Parapente,Zaldu23 S.L,,`+34600932139,info@escuelavascadeparapente.com,"c/ Larrañazubi 5a, 48991 getxo, Bizkaia, Spain",c\u002F Larrañazubi 5a,,getxo,Bizkaia,48991,Spain,,`B13664404,Paola Saralegui,https://www.getyourguide.com/escuela-vasca-de-parapente-s302885/,,GYG
Menorca Blava,Menorca Blava,"Cruceros Entre Playas, S.L.",,`+34971076470,info@menorcablava.com,"Passeig des Moll 34, 07760 Ciutadella de Menorca, Illes Balears, Spain",Passeig des Moll 34,,Ciutadella de Menorca,Illes Balears,07760,Spain,,`B57325417,Lucrecia Canet Bagur,https://www.getyourguide.com/menorca-blava-s111267/,,GYG
Alcázar Seville Tour,Alcázar Seville Tour,"ALCAZAR SEVILLE TOUR, S.L.",,,,"Calle Arfe 21, entreplanta Derecha, 41001 Sevilla, Andalucía, Spain","Calle Arfe 21, entreplanta Derecha",,Sevilla,Andalucía,41001,Spain,,`B23816275,MARIO ENRIQUE CUESTA RUIZ,https://www.getyourguide.com/alcazar-seville-tour-s45726/,,GYG
CrisExperiencePorto,CrisExperiencePorto,Luis Quezada,,,,"Rua da Laje 1e, 4050-366 Porto, Porto, Portugal",Rua da Laje 1e,,Porto,Porto,4050-366,Portugal,,`306556502,,https://www.getyourguide.com/crisexperienceporto-s320157/,,GYG
Deltanatur,Deltanatur,Sergi Casanova,,,,"Paseo Marítimo Riumar, 43580 Deltebre, Spain",Paseo Marítimo Riumar,,Deltebre,,43580,Spain,,`47621024F,,https://www.getyourguide.com/deltanatur-s255744/,,GYG
Barcelona with a local,Barcelona with a local,Marcel Iaon Zoltan,,,,"Carrer de Sardenya 312, piso 4 Puerta 1, 08013 Barcelona, Barcelona, Spain","Carrer de Sardenya 312, piso 4 Puerta 1",,Barcelona,Barcelona,08013,Spain,,`Y1924555K,,https://www.getyourguide.com/barcelona-with-a-local-s303691/,,GYG
Barcelona Ebikes,Barcelona Ebikes,Barcelona Electric bikes S.L.,,,,"Sant Agusti vell 16, 08003 barcelona, barcelona, Spain",Sant Agusti vell 16,,barcelona,barcelona,08003,Spain,,,,https://www.getyourguide.com/barcelona-ebikes-s7784/,,GYG
Tablao Flamenco Las Setas,Tablao Flamenco Las Setas,TABLAO FLAMENCO LAS SETAS  S.L.,,`+34684776981,reserva@tablaoflamencolassetas.com,"Plaza de la Encarnación 18, 1C, 41003 Sevilla, Sevilla, Spain","Plaza de la Encarnación 18, 1C",,Sevilla,Sevilla,41003,Spain,,`B19881648,Rubén Viver,https://www.getyourguide.com/tablao-flamenco-las-setas-s263577/,,GYG
BIKING VIGO,BIKING VIGO,Javier Jiménez Sande,,,,"GARCÍA BARBÓN 74-76 Local 9 local 9, 36201 Vigo, Pontevedra, Spain",GARCÍA BARBÓN 74-76 Local 9 local 9,,Vigo,Pontevedra,36201,Spain,,,,https://www.getyourguide.com/biking-vigo-s603826/,,GYG
Nature Boat Portocolom,Nature Boat Portocolom,FERNANDO PABLO COSMELLI  MOZO,,,,"Carrer dels Pescadors 1, 07670 Portocolom, Illes Balears, Spain",Carrer dels Pescadors 1,,Portocolom,Illes Balears,07670,Spain,,,,https://www.getyourguide.com/nature-boat-portocolom-s596928/,,GYG
Kulinarea,Kulinarea,Gastronito SL,,,,"Avenida de Manuel Agustín Heredia 24, 29001 Málaga, Spain",Avenida de Manuel Agustín Heredia 24,,Málaga,,29001,Spain,,`ESB56346653,Pablo Vazquez,https://www.getyourguide.com/kulinarea-s367168/,,GYG
Madrid with Delfi,Madrid with Delfi,María Delfina Mendoza Pico,,,,"San Andrés, 8 - local, 28004 Madrid, Madrid, Spain","San Andrés, 8 - local",,Madrid,Madrid,28004,Spain,,,,https://www.getyourguide.com/madrid-with-delfi-s312849/,,GYG
Gestion Puerto Castillo S.L,Gestion Puerto Castillo S.L,Puerto Castillo,,,,"Oficina El puerto, Puerto del Castillo, 35610 Antiguo, Spain","Oficina El puerto, Puerto del Castillo",,Antiguo,,35610,Spain,,`B76213032,Obdulio Perez Lima,https://www.getyourguide.com/gestion-puerto-castillo-sl-s235004/,,GYG
MHT SHOWS SL MUSIC HALL TAVERN - TENERIFE  LANZAROTE - GRAN CANARIA,MHT SHOWS SL MUSIC HALL TAVERN - TENERIFE  LANZAROTE - GRAN CANARIA,MHT SHOWS TENERIFE S.L.,,`+34928514701,reservations@musichalltavern.com,"IZCAGUA, 4 BJ3, 38626 ARONA, SANTA CRUZ DE TENERIFE, Spain","IZCAGUA, 4 BJ3",,ARONA,SANTA CRUZ DE TENERIFE,38626,Spain,,`B72989700,JOEL BROAD,https://www.getyourguide.com/mht-shows-sl-music-hall-tavern---tenerife--lanzarote---gran-canaria-s264045/,,GYG
"RADEZA, S.L.","RADEZA, S.L.",RADEZA SL,,`+34922374811,info@radeza.com,"C/LOS ROBLES, S/N., 38400 PUERTO DE LA CRUZ, Spain","C\u002FLOS ROBLES, S\u002FN.",,PUERTO DE LA CRUZ,,38400,Spain,,`B38039087,RAUL HERNANDEZ,https://www.getyourguide.com/radeza-sl-s241819/,,GYG
The Challenge Mallorca,The Challenge Mallorca,Wanderlust Mallorca S.L,,,,"Av. Suecia, 2, 07400 Alcudia, Baleares, Spain","Av. Suecia, 2",,Alcudia,Baleares,07400,Spain,,`B72797582,David Vila,https://www.getyourguide.com/the-challenge-mallorca-s17408/,,GYG
El Salobre Horse Riding,El Salobre Horse Riding,El Salobre Horse Riding S.L.U.,,`+34616418363,jose@elsalobrehr.es,"C/Islas Malvinas 3, 35106 San Bartolome de Tirajana, Gran Canaria, Spain",C\u002FIslas Malvinas 3,,San Bartolome de Tirajana,Gran Canaria,35106,Spain,,`B72516370,José Antonio Rodríguez Medina,https://www.getyourguide.com/el-salobre-horse-riding-s19202/,,GYG
Puy du Fou España S.A.,Puy du Fou España S.A.,Puy du Fou España S.A.,,,,"CM40 salida, 13, 45004 Toledo, Spain, Spain","CM40 salida, 13",,Toledo,Spain,45004,Spain,,`A45871472,Puy du Fou España,https://www.getyourguide.com/puy-du-fou-espana-sa-s364252/,,GYG
White Tenerife,White Tenerife,CB M&D Charter Motor y Vela,,`+34662200441,whitetenerifecomunicacion@gmail.com,"Gran Bretaña s/n (Hotel Jardín Tropical), 38660 Sta. Cruz de Tenerife, Islas Canarias, Spain",Gran Bretaña s\u002Fn (Hotel Jardín Tropical),,Sta. Cruz de Tenerife,Islas Canarias,38660,Spain,,`E76685916,José Díaz,https://www.getyourguide.com/white-tenerife-s23471/,,GYG
Estrecho Natura,Estrecho Natura,Álvaro Vallejo,,,,"Dársena del Saladillo, Puerto deportivo Algeciras Club el Mero, pantalán nº4, 11207 Algeciras, Spain","Dársena del Saladillo, Puerto deportivo Algeciras Club el Mero, pantalán nº4",,Algeciras,,11207,Spain,,`75906404X,,https://www.getyourguide.com/estrecho-natura-s580991/,,GYG
Brai-Kantauri,Brai-Kantauri,Txibilikoi S.L.,,`+34652705174,direccion@brai.eus,"C/ Bordalaborda 12 3º, 20010 Pasaia, Gipuzkoa, Spain",C\u002F Bordalaborda 12 3º,,Pasaia,Gipuzkoa,20010,Spain,,`B75236984,Asier Oyarzabal,https://www.getyourguide.com/brai-kantauri-s268565/,,GYG
Tenerife Dolphin,Tenerife Dolphin,Nostramo SL,,`+34922750085,reservas@tenerifedolphin.com,"41 Avenida Rafael Puig Lluvina CC Ocean Center 15, 38660 Costa Adeje, Canarias, Spain",41 Avenida Rafael Puig Lluvina CC Ocean Center 15,,Costa Adeje,Canarias,38660,Spain,,`B38054292,Natacha Plettener,https://www.getyourguide.com/tenerife-dolphin-s106545/,,GYG
Walk and Bike Barcelona,Walk and Bike Barcelona,Laureline Tocut,,,,"Plaça George Orwell, 08002 Barcelona, Spain",Plaça George Orwell,,Barcelona,,08002,Spain,,,,https://www.getyourguide.com/walk-and-bike-barcelona-s233908/,,GYG
ALPHA ZULU,ALPHA ZULU,AZ Sailing SL,,`+34652065553,hola@alphazulu.es,"Moll de la Marina S/N, 08005 Barcelona, Barcelona, Spain",Moll de la Marina S\u002FN,,Barcelona,Barcelona,08005,Spain,,`B13893649,Cristian Benmuyal,https://www.getyourguide.com/alpha-zulu-s397043/,,GYG
Eco-lógica,Eco-lógica,Tresseg Coruña SL,,`+34678771601,robertorocarodriguez@gmail.com,"66 Rúa Matadero bajo, 15002 A Coruña, A Coruña, Spain",66 Rúa Matadero bajo,,A Coruña,A Coruña,15002,Spain,,`B70069604,Javier Roca Rodriguez,https://www.getyourguide.com/eco-logica-s669766/,,GYG
SMART CITY TOUR,SMART CITY TOUR,Sasu Smart city Tour,,`+33699789289,Contact@smartcitytour.com,"Boulevard Richard-Lenoir 129, 75011 Paris, Île-de-France, France",Boulevard Richard-Lenoir 129,,Paris,Île-de-France,75011,France,,`887586964,Alessandro Fontanini,https://www.getyourguide.com/smart-city-tour-s539023/,,GYG
Patio de los Perfumes,Patio de los Perfumes,PATIO DE LOS PERFUMES S.L.,,,,"Carrera del Darro, nº5, 18010 Granada, Granada, Spain","Carrera del Darro, nº5",,Granada,Granada,18010,Spain,,`B19588409,FANNY TESTA,https://www.getyourguide.com/patio-de-los-perfumes-s191406/,,GYG
Centro Semilla,Centro Semilla,Robert Bouchez,,,,"Calle Del Rio Odiel 30, 46024 València, Comunidad Valenciana, Spain",Calle Del Rio Odiel 30,,València,Comunidad Valenciana,46024,Spain,,,,https://www.getyourguide.com/centro-semilla-s595961/,,GYG
Submarine Safaris SL,Submarine Safaris SL,SUBMARINE SAFARI´S SL,,`+34928512898,info@submarinesafaris.com,"Modulo C, Local 2, 35571 Puerto Calero, Lanzarote, Spain","Modulo C, Local 2",,Puerto Calero,Lanzarote,35571,Spain,,`B35447028,Jorge Rodriguez,https://www.getyourguide.com/submarine-safaris-sl-s949/,,GYG
Nómada Aventura,Nómada Aventura,Fernando Rodrigo Alario,,,,"Polígono Industrial el Cuadrón Nave 23, 12447 Montan, Castellón, Spain",Polígono Industrial el Cuadrón Nave 23,,Montan,Castellón,12447,Spain,,,,https://www.getyourguide.com/nomada-aventura-s645555/,,GYG
The Golf Cove,The Golf Cove,"The Golf Cove, S.L.",,`+34646875351,theteam@thegolfcove.es,"9 avenue alcalde jaun Ramon Soto romales locale 6-7, 35610 Castillo Caleta de Fuste, Canarias, Spain",9 avenue alcalde jaun Ramon Soto romales locale 6-7,,Castillo Caleta de Fuste,Canarias,35610,Spain,,`B75992453,Scott McGarvey,https://www.getyourguide.com/the-golf-cove-s672588/,,GYG
Barna Experience,Barna Experience,Oriol Comas,,,,"Calle Josep Misser no 3 2o 1a. 1a, 08397 Pineda de Mar, Península y Baleares, Spain",Calle Josep Misser no 3 2o 1a. 1a,,Pineda de Mar,Península y Baleares,08397,Spain,,,,https://www.getyourguide.com/barna-experience-s735653/,,GYG
Jordi Marco - Mountain Guide,Jordi Marco - Mountain Guide,Jordi Marco Mountain Guide,,,,"Av. du Puigmal 25, 66760 Bourg-Madame, Francia, Spain",Av. du Puigmal 25,,Bourg-Madame,Francia,66760,Spain,,,,https://www.getyourguide.com/jordi-marco---mountain-guide-s773252/,,GYG
Experiencias Live Art,Experiencias Live Art,IAP GROUP IBERICA SL,,,,"24 Calle Velázquez nº24. Puerta izquierda, 28001 Madrid, Comunidad de Madrid, Spain",24 Calle Velázquez nº24. Puerta izquierda,,Madrid,Comunidad de Madrid,28001,Spain,,`B44994911,Alfonso Durán Durán,https://www.getyourguide.com/experiencias-live-art-s691200/,,GYG
HikIn Kanarii,HikIn Kanarii,Sandra Schönfeld,,,,"CALLE CHARCO DEL MUSGO 3, 68530 Candelaria, Spain",CALLE CHARCO DEL MUSGO 3,,Candelaria,,68530,Spain,,`Y9149425Q,,https://www.getyourguide.com/hikin-kanarii-s570783/,,GYG
Celler Mas Geli,Celler Mas Geli,INVESTRGA BUSINESS SLU,,,,"77 Carrer Miquel Ricomà, 08401 Granollers, Catalunya, Spain",77 Carrer Miquel Ricomà,,Granollers,Catalunya,08401,Spain,,`B61730602,Magda Brusau,https://www.getyourguide.com/celler-mas-geli-s694923/,,GYG
We Are Cádiz,We Are Cádiz,We Are Cádiz S.L.,,`+34604969446,info@wearecadiz.com,"Calle Antonio Machado 9, 3D, 11008 Cádiz, Spain","Calle Antonio Machado 9, 3D",,Cádiz,,11008,Spain,,`B56271315,Juan José Camacho Navarro,https://www.getyourguide.com/we-are-cadiz-s312444/,,GYG
jose francisco utrera calderon/ Buddha Divers,jose francisco utrera calderon\u002F Buddha Divers,jose francisco Utrera Calderon,,,,"2 Calle Fernán Pérez Portocarrero local, 11380 Tarifa, Andalucía, Spain",2 Calle Fernán Pérez Portocarrero local,,Tarifa,Andalucía,11380,Spain,,,,https://www.getyourguide.com/jose-francisco-utrera-calderon-buddha-divers-s663972/,,GYG
Empuriabrava Sailing,Empuriabrava Sailing,C.E. la Natura SL,,,,"Delta Muga SN, 17486 Castello de Empurias- Empuriabrava, Spain",Delta Muga SN,,Castello de Empurias- Empuriabrava,,17486,Spain,,`B17462409,Josep Sarquella,https://www.getyourguide.com/empuriabrava-sailing-s364041/,,GYG
Mind your Guide,Mind your Guide,Elena Taboada,,,,"0000, 14900 Lucena, Córdoba, Spain",0000,,Lucena,Córdoba,14900,Spain,,,,https://www.getyourguide.com/mind-your-guide-s247213/,,GYG
Jeremy from Barcelona,Jeremy from Barcelona,Jeremy Solsona,,,,"56 Carrer de Begur, 08028 Barcelona, Catalunya, Spain",56 Carrer de Begur,,Barcelona,Catalunya,08028,Spain,,,,https://www.getyourguide.com/jeremy-from-barcelona-s535679/,,GYG
Romeo & Co.,Romeo & Co.,Fabrizio Romeo,,,,"C/Valencia 21 3SA, 08015 Barcelona, Barcelona, Spain",C\u002FValencia 21 3SA,,Barcelona,Barcelona,08015,Spain,,,,https://www.getyourguide.com/romeo--co-s397902/,,GYG
Bolets de Menorca - Sa Cuina de Sa Sinia,Bolets de Menorca - Sa Cuina de Sa Sinia,Ciceron Mercadal Mascaro,,`+34689789530,cultius@boletsdemenorca.com,"Cami Agotars, s/n, Estancia d'en Gomila, 07701 Mahon, Menorca, Spain","Cami Agotars, s\u002Fn, Estancia d'en Gomila",,Mahon,Menorca,07701,Spain,,`41509848T,,https://www.getyourguide.com/bolets-de-menorca---sa-cuina-de-sa-sinia-s368481/,,GYG
Alicante sun,Alicante sun,"alquileres rentaone, sl",,,,"15 Carrer del Sol, 03108 La Torre de les Maçanes, Comunidad Valenciana, Spain",15 Carrer del Sol,,La Torre de les Maçanes,Comunidad Valenciana,03108,Spain,,`B25909961,ignacio llinares,https://www.getyourguide.com/alicante-sun-s762625/,,GYG
Chez Paulette Barcelona,Chez Paulette Barcelona,Marion,,,,"C/ DEL PALAU, 6, tda 3a, 08002 barcelona, Spain","C\u002F DEL PALAU, 6, tda 3a",,barcelona,,08002,Spain,,`B75519355,Marion Saulnier,https://www.getyourguide.com/chez-paulette-barcelona-s742824/,,GYG
Todo Tours Gestion SL,Todo Tours Gestion SL,Todo Tours Gestión SL,,,,"Calle Jose Antonio Armona 12, 28012 Madrid, Madrid, Spain",Calle Jose Antonio Armona 12,,Madrid,Madrid,28012,Spain,,`B67952341,Lara Rueda,https://www.getyourguide.com/todo-tours-gestion-sl-s259277/,,GYG
RAFTING Y AVENTURAS BENAMEJI,RAFTING Y AVENTURAS BENAMEJI,RAFTING Y AVENTURAS BENAMEJI,,,,"56 Carretera Córdoba - Málaga, 14915 El Tejar, Andalucía, Spain",56 Carretera Córdoba - Málaga,,El Tejar,Andalucía,14915,Spain,,`B22445639,Javier Adalid,https://www.getyourguide.com/rafting-y-aventuras-benameji-s759008/,,GYG
Centro Masaje Hotel Ancora,Centro Masaje Hotel Ancora,Hotel Ancora Urban Central,,,,"Rua Alcalde Fernández 54, 15155 Finisterre, La Coruña Galicia, Spain",Rua Alcalde Fernández 54,,Finisterre,La Coruña Galicia,15155,Spain,,`79331922T,Estibaliz Lopez,https://www.getyourguide.com/centro-masaje-hotel-ancora-s388333/,,GYG
QQ Bikes,QQ Bikes,Enrique San Miguel,,,,"Centro Comercial Muelle Uno Tienda QQBIKES, 29016 Málaga, Málaga, Spain",Centro Comercial Muelle Uno Tienda QQBIKES,,Málaga,Málaga,29016,Spain,,`30952527R,,https://www.getyourguide.com/qq-bikes-s13623/,,GYG
Born Bike Tours Barcelona,Born Bike Tours Barcelona,BORN BIKE TOURS BARCELONA,,`+34933190020,info@bornbikebarcelona.com,"Marquesa nº 1, 08003 Barcelona, Catalunya, Spain",Marquesa nº 1,,Barcelona,Catalunya,08003,Spain,,`35072407-Y,Ernest Torquet Fuertes,https://www.getyourguide.com/born-bike-tours-barcelona-s1681/,,GYG
FREE-HAPPY-SOUL,FREE-HAPPY-SOUL,Fabiola Falcone,,,,"5 Carrer de Batista, 07015 Gènova, Illes Balears, Spain",5 Carrer de Batista,,Gènova,Illes Balears,07015,Spain,,,,https://www.getyourguide.com/free-happy-soul-s764997/,,GYG
La Surferia Tarifa,La Surferia Tarifa,PA COLABORACIÓN SL,,,,"Calle Cervantes 1, 11380 Tarifa, Cadiz, Spain",Calle Cervantes 1,,Tarifa,Cadiz,11380,Spain,,`B56829385,Alexander Much,https://www.getyourguide.com/la-surferia-tarifa-s669892/,,GYG
Rafting Murcia SL,Rafting Murcia SL,Rafting Murcia S.L,,,,"CALLE ANGUSTIAS, 17, 30540 Blanca Murcia, Murcia, Spain","CALLE ANGUSTIAS, 17",,Blanca Murcia,Murcia,30540,Spain,,`B67707976,Jesús Molina Cano,https://www.getyourguide.com/rafting-murcia-sl-s384883/,,GYG
"GOLASHA EXPERIENCE, S.L.","GOLASHA EXPERIENCE, S.L.","GOLASHA EXPERIENCE, S.L. Sociedad Limitada",,,,"57 Carrer de Sant Elm 1, 08003 Barcelona, Catalunya, Spain",57 Carrer de Sant Elm 1,,Barcelona,Catalunya,08003,Spain,,`B26618587,Amr Eljamel,https://www.getyourguide.com/golasha-experience-sl-s712003/,,GYG
Fly Efes Travel,Fly Efes Travel,ozgur kanatlar sey. hav. turz. emlk. ins. gid. mak. tas. ihr. ith. ltd. sti,,,,"Saray mahallesi Galatasaray caddesi Alanya/Alanya no:97c, 07400 Alanya, Antalya, Turkey",Saray mahallesi Galatasaray caddesi Alanya\u002FAlanya no:97c,,Alanya,Antalya,07400,Turkey,,`0693054396500001,Yakup Çakır,https://www.getyourguide.com/fly-efes-travel-s439575/,,GYG
AIRSOFT SANANDRES,AIRSOFT SANANDRES,OBTENERCLIENTES S.L.,,,,"Ctra. Cuenca Tragacete, 16140 Villalba de la Sierra, Cuenca, 16140 Cuenca, Spain","Ctra. Cuenca Tragacete, 16140 Villalba de la Sierra, Cuenca",,Cuenca,,16140,Spain,,`B01931583,Luis Palomar Morán,https://www.getyourguide.com/airsoft-sanandres-s518375/,,GYG
Huerta de Albala,Huerta de Albala,HUERTA DE ALBALÁ S.L.,,,,"CA-6105, Km 4, 11630 Arcos de la Frontera, Cádiz, Spain","CA-6105, Km 4",,Arcos de la Frontera,Cádiz,11630,Spain,,`B35668938,Josefa Luna de la Torre,https://www.getyourguide.com/huerta-de-albala-s627573/,,GYG
Baila Baila,Baila Baila,Anne-Lorraine Meunier,,,,"4B Plaça de Sant Pere, 08003 Barcelona, Catalunya, Spain",4B Plaça de Sant Pere,,Barcelona,Catalunya,08003,Spain,,,,https://www.getyourguide.com/baila-baila-s727981/,,GYG
Roller skating classes/ Roller skating Tour Malaga,Roller skating classes\u002F Roller skating Tour Malaga,Jemelle Booth,,,,"Calle Salitre, 29002 Málaga, Andalucía, Spain",Calle Salitre,,Málaga,Andalucía,29002,Spain,,,,https://www.getyourguide.com/roller-skating-classes-roller-skating-tour-malaga-s610777/,,GYG
HANGAR 37 Battle Park,HANGAR 37 Battle Park,HANGAR 37 S.L.U.,,,,"Ctra. Gral. del sur Km45, 35107 Tarajalillo, Bahía Feliz, Las Palmas de Gran Canaria, Spain",Ctra. Gral. del sur Km45,,"Tarajalillo, Bahía Feliz",Las Palmas de Gran Canaria,35107,Spain,,`B76126168,Javier Garcia,https://www.getyourguide.com/hangar-37-battle-park-s365805/,,GYG
Spot Surf School s.l,Spot Surf School s.l,Spot Surf School s.l.,,,,"C/Alcalde Quintanilla T2 2B, 15406 Ferrol, A coruña, Spain",C\u002FAlcalde Quintanilla T2 2B,,Ferrol,A coruña,15406,Spain,,`B70378450,Iago Díaz Sanmartín,https://www.getyourguide.com/spot-surf-school-sl-s775368/,,GYG
VIVE VIU VERD,VIVE VIU VERD,VIVE VIU VERD,,,,"CALLE SALAMANCA, 9, 03813 Tollos, Alicante, Spain","CALLE SALAMANCA, 9",,Tollos,Alicante,03813,Spain,,,,https://www.getyourguide.com/vive-viu-verd-s709317/,,GYG
Globaventura,Globaventura,penelope pittas aldana,,,,"3 Carrer del Pintor Maella, 46023 València, Comunidad Valenciana, Spain",3 Carrer del Pintor Maella,,València,Comunidad Valenciana,46023,Spain,,,,https://www.getyourguide.com/globaventura-s590877/,,GYG
KOKOKAYAK,KOKOKAYAK,KOKOKAYAK SL,,`+34665061481,koko@kokokayakjavea.com,"7 Carrer José de Espronceda Bajo 3, 03730 Xàbia, Comunidad Valenciana, Spain",7 Carrer José de Espronceda Bajo 3,,Xàbia,Comunidad Valenciana,03730,Spain,,`B09992702,Marcelo Tedesco,https://www.getyourguide.com/kokokayak-s306142/,,GYG
Karma Turismo Activo,Karma Turismo Activo,Karma Turismo Activo S.L,,,,"24 Calle Virgen de Luján 7dr, 41011 Sevilla, Andalucía, Spain",24 Calle Virgen de Luján 7dr,,Sevilla,Andalucía,41011,Spain,,`B55494116,Pablo Cascardo Muiños,https://www.getyourguide.com/karma-turismo-activo-s71160/,,GYG
Ur Pirineos,Ur Pirineos,UR RAFTING SL,,,,"Carretera A _132 km 38 s/n, 22808 Murillo de Gállego, Zaragoza, Spain",Carretera A _132 km 38 s\u002Fn,,Murillo de Gállego,Zaragoza,22808,Spain,,`B99098840,Olga Galea,https://www.getyourguide.com/ur-pirineos-s375529/,,GYG
LATIN CLUB IBIZA,LATIN CLUB IBIZA,NO HAY VERGUENZA SL,,,,"Avinguda Pere Matutes Noguera 34 local, 07800 Ibiza, Balears, Spain",Avinguda Pere Matutes Noguera 34 local,,Ibiza,Balears,07800,Spain,,`B19461276,manuel martin ballesteros,https://www.getyourguide.com/latin-club-ibiza-s413445/,,GYG
Alicante Aventura,Alicante Aventura,Alicante Aventura Experience S.L,,`+34622197848,alicanteaventura.experience@gmail.com,"Avenida País Valencia, 8, 03570 Villajoyosa, Alicante, Spain","Avenida País Valencia, 8",,Villajoyosa,Alicante,03570,Spain,,`B10742914,Eduardo Elias Romero Llapa,https://www.getyourguide.com/alicante-aventura-s334070/,,GYG
Finca Hualdo,Finca Hualdo,AGRÍCOLA LA VEGUILLA. S.L.,,,,"PROLONGACION DE EMBAJADORES SN, 28053 MADRID, MADRID, Spain",PROLONGACION DE EMBAJADORES SN,,MADRID,MADRID,28053,Spain,,`A78420973,JOSE ANTONIO PECHE,https://www.getyourguide.com/finca-hualdo-s770870/,,GYG
EL BUCARITO,EL BUCARITO,AGROALIMENTARIA EL BUCARITO SL,,,,"CARRETERA A-491 Km 12.5 ROTA CADIZ, 11520 Rota, Andalucía, Spain",CARRETERA A-491 Km 12.5 ROTA CADIZ,,Rota,Andalucía,11520,Spain,,`B72185499,YOLANDA MAYA,https://www.getyourguide.com/el-bucarito-s764608/,,GYG
Tovar Bodega de Bodegas,Tovar Bodega de Bodegas,Tovar Bodega de Bodegas,,,,"12 Plaza Mayor 12, 47282 Trigueros del Valle, Castilla y León, Spain",12 Plaza Mayor 12,,Trigueros del Valle,Castilla y León,47282,Spain,,`B44989754,Juan Prieto,https://www.getyourguide.com/tovar-bodega-de-bodegas-s361979/,,GYG
Vinumplay Taste & Shop,Vinumplay Taste & Shop,Bliss shopping,,,,"CALLE ESTONIA, NUM 1 LC PLANTA BAJA, PUERTA 15 POLIGONO INDUSTRIAL TECNOCORDOBA, 14014 Cordoba, Cordoba, Spain","CALLE ESTONIA, NUM 1 LC PLANTA BAJA, PUERTA 15 POLIGONO INDUSTRIAL TECNOCORDOBA",,Cordoba,Cordoba,14014,Spain,,`B14994412,Manuel Guijarro luna,https://www.getyourguide.com/vinumplay-taste--shop-s385119/,,GYG
Rent a bike call&ride,Rent a bike call&ride,call and ride SL,,`+34871116996,callandride@gmail.com,"San Joaquín 22, 10, 2ª, 07010 Palma de Mallorca, Islas Baleares, Spain","San Joaquín 22, 10, 2ª",,Palma de Mallorca,Islas Baleares,07010,Spain,,`B57905796,Ignacio de Bonilla,https://www.getyourguide.com/rent-a-bike-callride-s15746/,,GYG
The Beer Xpert,The Beer Xpert,Mateo Escobar Duque,,,,"12 Calle Beatriz Galindo A236, 28521 Rivas-Vaciamadrid, Comunidad de Madrid, Spain",12 Calle Beatriz Galindo A236,,Rivas-Vaciamadrid,Comunidad de Madrid,28521,Spain,,,,https://www.getyourguide.com/the-beer-xpert-s700942/,,GYG
HABLA,HABLA,BODEGAS BH S.L.,,,,"CTRA. N-V, KM 259, 10200 TRUJILLO, CACERES, Spain","CTRA. N-V, KM 259",,TRUJILLO,CACERES,10200,Spain,,`B10443828,CRISTÓBAL J. CALVO CARRASCO,https://www.getyourguide.com/habla-s735350/,,GYG
Jallybean Studio,Jallybean Studio,Jally Raekelboom,,,,"67 Carrer del Vallespir, 08014 Barcelona, Catalunya, Spain",67 Carrer del Vallespir,,Barcelona,Catalunya,08014,Spain,,,,https://www.getyourguide.com/jallybean-studio-s553469/,,GYG
Made My Dia,Made My Dia,Joana Steele,,,,"Avenida Llinars 40 40, 08459 Barcelona, Barcelona, Spain",Avenida Llinars 40 40,,Barcelona,Barcelona,08459,Spain,,,,https://www.getyourguide.com/made-my-dia-s735453/,,GYG
AG Flamenco,AG Flamenco,Pedro José Gea García,,,,"100 Calle Pedro Machuca esc 5 3c, 18011 Granada, Andalucía, Spain",100 Calle Pedro Machuca esc 5 3c,,Granada,Andalucía,18011,Spain,,,,https://www.getyourguide.com/ag-flamenco-s732170/,,GYG
