id,metric,scenario,period,value,units,as_of,status,evidence_status,source,definition,url,register_id
R:review_with_k:2026Q3:revenue_musd,revenue_musd,review_with_k,2026Q3,4808.36292949392,USD millions,2026-08-06,calculated,conditional benchmark review; conversion and FX/RNPL pending,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\forecast.csv,Kernel/guide calculation; pending L3 adjustment is not zero,,
W:k0_conditional:2026Q3:2026Q1,USD baseline cohort contribution weight,k0_conditional,2026Q3,0.349282296650718,decimal share,2026-05-07,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q1; weighted USD GBV / total weighted USD GBV,,
W:k0_conditional:2026Q4:2026Q3,USD baseline cohort contribution weight,k0_conditional,2026Q4,0.660424234738254,decimal share,2026-09-12,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q3; weighted USD GBV / total weighted USD GBV,,
W:k0_conditional:2026Q4:2026Q2,USD baseline cohort contribution weight,k0_conditional,2026Q4,0.339575765261746,decimal share,2026-08-06,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q2; weighted USD GBV / total weighted USD GBV,,
W:k0_conditional:2027Q1:2026Q4,USD baseline cohort contribution weight,k0_conditional,2027Q1,0.640502354788069,decimal share,2026-09-12,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q4; weighted USD GBV / total weighted USD GBV,,
W:k0_conditional:2027Q1:2026Q3,USD baseline cohort contribution weight,k0_conditional,2027Q1,0.359497645211931,decimal share,2026-09-12,calculated,Not a measured recognition probability or constant-FX currency exposure,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\cohort_weights.csv,booking quarter 2026Q3; weighted USD GBV / total weighted USD GBV,,
BRIDGE:0,H2 v3 original,H2-v3 to K0 reconciliation,2026Q4,0.0,guide USD millions,2026-09-13,calculated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\guide_reconciliation.csv,Deterministic sequential attribution; order preserved,,
BRIDGE:1,Q3 GBV: rate-compounded operating bridge to K0 ledger scenario,H2-v3 to K0 reconciliation,2026Q4,32.5804443580805,guide USD millions,2026-09-13,calculated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\guide_reconciliation.csv,Deterministic sequential attribution; order preserved,,
BRIDGE:2,Lambda: 2023-25 same-season mean to K0 EWM selection,H2-v3 to K0 reconciliation,2026Q4,2.71788316173934,guide USD millions,2026-09-13,calculated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\guide_reconciliation.csv,Deterministic sequential attribution; order preserved,,
BRIDGE:3,Cushion: historical Q4 3.88% to trailing-8 median,H2-v3 to K0 reconciliation,2026Q4,63.5266235487902,guide USD millions,2026-09-13,calculated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\guide_reconciliation.csv,Deterministic sequential attribution; order preserved,,
BRIDGE:4,Explicit additional fee/FX/cancellation overlays: absent on both dollar paths,H2-v3 to K0 reconciliation,2026Q4,0.0,guide USD millions,2026-09-13,calculated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\guide_reconciliation.csv,Deterministic sequential attribution; order preserved,,
BRIDGE:5,Information date roll 2026-09-12 to 2026-09-13: no new KPI print,H2-v3 to K0 reconciliation,2026Q4,4.54747350886464e-13,guide USD millions,2026-09-13,calculated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\guide_reconciliation.csv,Deterministic sequential attribution; order preserved,,
ISSUED:issued_guide_times_median,Already-issued guide to Q3 revenue,issued_guide_times_median,2026Q3,4814.690225759178,USD millions,2026-08-06,calculated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\issued_guide_comparison.csv,Issued midpoint times (1 + named cushion); original D-01 comparator,,
ISSUED:issued_guide_times_mean,Already-issued guide to Q3 revenue,issued_guide_times_mean,2026Q3,4817.823946893976,USD millions,2026-08-06,calculated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\revenue\issued_guide_comparison.csv,Issued midpoint times (1 + named cushion); original D-01 comparator,,
CF:review_with_k:2026:adj_ebitda,adj_ebitda,review_with_k,FY2026,5209.8186362330725,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2026:interest_income,interest_income,review_with_k,FY2026,660.0,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2026:interest_expense,interest_expense,review_with_k,FY2026,120.0,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2026:cash_taxes,cash_taxes,review_with_k,FY2026,371.1163711782883,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2026:d_unearned,d_unearned,review_with_k,FY2026,0.0,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2026:wc_resid,wc_resid,review_with_k,FY2026,-157.0107724215835,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2026:capex,capex,review_with_k,FY2026,42.82111975134096,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2026:fcf,fcf,review_with_k,FY2026,5178.87037288186,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2026:sbc,sbc,review_with_k,FY2026,1786.5299999999997,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2026:sbc_adj_fcf,sbc_adj_fcf,review_with_k,FY2026,3392.3403728818603,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2027:adj_ebitda,adj_ebitda,review_with_k,FY2027,5807.532521622368,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2027:interest_income,interest_income,review_with_k,FY2027,620.0,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2027:interest_expense,interest_expense,review_with_k,FY2027,125.0,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2027:cash_taxes,cash_taxes,review_with_k,FY2027,542.3759301853245,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2027:d_unearned,d_unearned,review_with_k,FY2027,0.0,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2027:wc_resid,wc_resid,review_with_k,FY2027,-175.4745656481932,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2027:capex,capex,review_with_k,FY2027,47.85669972223451,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2027:fcf,fcf,review_with_k,FY2027,5536.825326066617,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2027:sbc,sbc,review_with_k,FY2027,1965.1829999999998,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2027:sbc_adj_fcf,sbc_adj_fcf,review_with_k,FY2027,3571.642326066617,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2028:adj_ebitda,adj_ebitda,review_with_k,FY2028,6840.456214593083,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2028:interest_income,interest_income,review_with_k,FY2028,590.0,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2028:interest_expense,interest_expense,review_with_k,FY2028,125.0,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2028:cash_taxes,cash_taxes,review_with_k,FY2028,722.8790497849031,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2028:d_unearned,d_unearned,review_with_k,FY2028,0.0,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2028:wc_resid,wc_resid,review_with_k,FY2028,-198.79173869084838,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2028:capex,capex,review_with_k,FY2028,54.21592873386774,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2028:fcf,fcf,review_with_k,FY2028,6329.569497383463,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2028:sbc,sbc,review_with_k,FY2028,2122.3976399999997,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_with_k:2028:sbc_adj_fcf,sbc_adj_fcf,review_with_k,FY2028,4207.171857383464,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2026:adj_ebitda,adj_ebitda,review_without_k,FY2026,5209.240479678828,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2026:interest_income,interest_income,review_without_k,FY2026,660.0,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2026:interest_expense,interest_expense,review_without_k,FY2026,120.0,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2026:cash_taxes,cash_taxes,review_without_k,FY2026,371.027523544729,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2026:d_unearned,d_unearned,review_without_k,FY2026,0.0,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2026:wc_resid,wc_resid,review_without_k,FY2026,-156.97318303815456,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2026:capex,capex,review_without_k,FY2026,42.81086810131488,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2026:fcf,fcf,review_without_k,FY2026,5178.42890499463,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2026:sbc,sbc,review_without_k,FY2026,1786.5299999999997,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2026:sbc_adj_fcf,sbc_adj_fcf,review_without_k,FY2026,3391.8989049946304,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2027:adj_ebitda,adj_ebitda,review_without_k,FY2027,5797.985932429117,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2027:interest_income,interest_income,review_without_k,FY2027,620.0,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2027:interest_expense,interest_expense,review_without_k,FY2027,125.0,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2027:cash_taxes,cash_taxes,review_without_k,FY2027,541.9440645217029,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2027:d_unearned,d_unearned,review_without_k,FY2027,0.0,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2027:wc_resid,wc_resid,review_without_k,FY2027,-175.33484440408034,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2027:capex,capex,review_without_k,FY2027,47.81859392838555,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2027:fcf,fcf,review_without_k,FY2027,5527.8884295749485,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2027:sbc,sbc,review_without_k,FY2027,1965.1829999999998,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2027:sbc_adj_fcf,sbc_adj_fcf,review_without_k,FY2027,3562.7054295749485,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2028:adj_ebitda,adj_ebitda,review_without_k,FY2028,6829.577956973929,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2028:interest_income,interest_income,review_without_k,FY2028,590.0,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2028:interest_expense,interest_expense,review_without_k,FY2028,125.0,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2028:cash_taxes,cash_taxes,review_without_k,FY2028,722.3034589019398,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2028:d_unearned,d_unearned,review_without_k,FY2028,0.0,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2028:wc_resid,wc_resid,review_without_k,FY2028,-198.63345119803347,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2028:capex,capex,review_without_k,FY2028,54.172759417645494,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2028:fcf,fcf,review_without_k,FY2028,6319.4682874563105,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2028:sbc,sbc,review_without_k,FY2028,2122.3976399999997,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:review_without_k:2028:sbc_adj_fcf,sbc_adj_fcf,review_without_k,FY2028,4197.07064745631,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:k0_conditional:2026:adj_ebitda,adj_ebitda,k0_conditional,FY2026,5222.824428781466,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:k0_conditional:2026:interest_income,interest_income,k0_conditional,FY2026,660.0,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:k0_conditional:2026:interest_expense,interest_expense,k0_conditional,FY2026,120.0,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:k0_conditional:2026:cash_taxes,cash_taxes,k0_conditional,FY2026,372.0376056900807,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:k0_conditional:2026:d_unearned,d_unearned,k0_conditional,FY2026,0.0,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:k0_conditional:2026:wc_resid,wc_resid,k0_conditional,FY2026,-157.4005254842649,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:k0_conditional:2026:capex,capex,k0_conditional,FY2026,42.92741604116316,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:k0_conditional:2026:fcf,fcf,k0_conditional,FY2026,5190.458881565957,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
CF:k0_conditional:2026:sbc,sbc,k0_conditional,FY2026,1786.5299999999997,USD millions,2026-09-13,estimated,,C:\Users\wille\Desktop\Citadel - ABNB\.worktrees\lane4-full\data\processed\forecast_methods\lane4_review_v1\review_v3\inputs\model\annual.csv,Inherited cost/cash-flow assumptions with linked benchmark revenue,,
